"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","CHL","CHN","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","GIN","HTI","ASM","CXR","ERI","KIR","VUT","TLS","WSM","MHL","BDI","GMB","SOM","CYM","COM","CAF","SPM","BTN","TCD","MYT","BEN","PLW","GNB","TKM","IOT","FSM","WLF","FLK","NFK","TON","TUV","ATF","STP","SHN","AIA"
"NZL",0,0,0,0,0.043,0,0,1.481,8395.631,102.946,1.621,43.245,0,0,0,80.073,0,0,0,4.098,193.186,0,0,0,10.064,0,0,12.7,0,0,827.837,0,4.53,387.423,483.677,0,195.958,0,0,32.797,4.849,12.232,28.996,0,35.844,92.973,0,0,91.967,0,0,0,323.873,91.976,0.217,217.372,13.825,8.135,0,0,0,1678.681,0,0,8.035,0,0,0,0.325,0,1.755,1235.931,16.306,35.17,87.704,82.56,0,356.948,32.867,19.745,0,0,1313.156,0.085,0,12.932,0,263.381,6.394,0,0,10.602,0,0,0,0,7.192,0,0,0,0,276.533,0.558,0,0.67,0,0,45.685,0,0,0,0,0,0,1.934,0,0,3242.953,14.037,0,115.148,0,4.535,0,0,63.691,0,7.698,0,13.298,10.625,15.269,36.081,0,4.201,2.808,16.119,0.571,0,0,0,0,0,10.268,91.087,0,0,0,0,134.779,726.048,0,10.927,70.775,1416.759,0,215.404,0.97,0,0,202.155,43.549,0,0,192.575,0,0,1.958,139.243,0,17.756,0,0,0,0,0,2191.254,7.214,7747.594,0,181.848,0,234.2,0,0,0,0,0,0,0,3.959,1.572,0,42.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,2.555,4.384,29.996,79.78,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.019,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,5.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,22.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.484,0,0,0,0,0,0,10.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",526.769,0,0.569,0,10.875,0,3.397,20.595,512.543,158.635,34.956,0,0,0,0.132,171.486,0,0,7.452,0,417.183,0,0,0,5.699,0,0,0,0,0,119.859,1.057,0,47.372,298.888,0,11.526,0,0,0,1.453,4012.038,0,3.417,4.802,4677.828,0,0,0,0,0,0,9.255,0,305.065,577.607,0,0,0,0,12.43,673.255,4.353,0,20.032,10.083,0,0,0,0,0,20.781,1,34.948,57.173,0,0,7.879,43.389,449.184,0,0,168.45,0.758,47.284,0,0,356.534,0,0,0,24.681,0,21.357,0,0,6.928,5.048,0,0,23.415,149.068,0,0,0,0,0,163.774,0,0,0,0,8.547,518.41,0,0,0,2040.623,0,0,0,293.533,16.692,0,0,0,0,0,6.804,0,0,0,4.608,0,84.473,34.016,5.181,814.302,1125.953,0,0,0,0,0,0,0,126.379,0,0,139.864,1016.915,1.43,11.405,1.324,163.729,0,201.761,1.26,0,0,12383.887,5.333,0,0,3720.047,0,0,0,2433.504,0,184.353,0,0,0,2.688,13.241,620.258,3.532,6172.476,0,0,0,54.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",14.315,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.863,0,0,0,0.721,0,0,0,0,0,0,0,0,0,96.795,1.015,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,14.787,0,0,0,0,0,0,0,0.499,0,0,0,0,0,0,0,0,0,0,0,1.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.876,0,0,0,0,0,0,0,0,0,2.671,0,0,0,0,0,0,0,4.614,0,0,0,0,0,0,0,1462.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0.503,0,0,44.412,0,0,0,0,0,0,0,0.383,0,0,0,1.661,2.232,0,0,0,0,0,0,0,0,0,0,0,66.747,0,0,194.117,0,0,0,199.731,0,0,0,0,0,9.292,11.54,106.207,66.834,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.48,0,72.787,0.603,4.215,14.697,0,0,0,0,0,0,0,0,0,5.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384,0,0,0,0,0,0,0,0,0,0,13.24,0,0,0,0.26,0,0,1.355,0,0,0,0,0,1.3,0,0,0.279,0,0,0,0,0,2.255,6.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,28.292,0,0.03,0,724.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,2.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187,1.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0.001,0,0,0.065,0,0.147,0,0,0,0,0,0,0,2.677,0,0,0,0,0,0,0,0,0,0,0,0,2.744,0,0,39.815,0,0,5.765,0,0,0,0,0,0,0,0,0,0,0.47,88.956,2.93,0,0,0,0,0,2.745,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.324,0,0,0,0,0,0,0,0,2.339,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.214,0,0.08,0,18.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0.723,0,0,237.305,117.035,80.817,0,0,0,0,0,1.777,0,1.039,0,0,753.592,0,0,0,0.011,0,0,0,0,0,15329.091,0,0,6.253,9849.485,0,7.962,0,0,0.457,0.127,0,0,0,5.423,4.314,0,0,0,0,0,0,3.166,0,65.023,355.775,0,0,0,0,0,23616.504,0,0,0,0,0,0,0,0,0,1034.473,10,0.092,0,0,0,82.685,62,0.6,0,0,20368.937,0,0,0,0,16526.984,0,0,0,1.167,0,0,0,0,0,0,0,0,0,57.673,0.019,0,0,0,0,542.568,0,0,0,0,0,0,0,0,0,491.618,0,0,0,196.514,0.189,0,0,61.183,0,0,0,0,2.6,0,0,0,63.995,1.406,0,0,1.597,0,0,0,0,0,0.132,0,3.128,0,0,10.088,2716.2,0.051,5644.94,0.682,40.526,0,59.853,0,0,0,10.536,8.058,0,0,7521.651,0,0,0,28.642,0,282.456,0,0,0,0.38,0,63.266,0,16019.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0.185,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",1.742,0.182,44.818,0,9.005,0,28.61,0,16.739,88.084,0,25,0,8.484,1.076,98.75,0,0.476,1.873,0.636,2.563,0.343,0,1.495,0,50.575,0,338.666,0,0,10.741,0,0.313,4.232,786.222,0,0.802,0.382,0.886,0,5.79,128.294,0,8.109,2875.711,440.059,0,0.277,0.748,0.296,0,1.132,285.992,1.341,178.668,393.401,0,0,0,20.456,0,19152.349,5.175,0,73.489,0,2.494,0,0,0.568,0.758,12.789,1287.702,1.44,0.968,0,0,274.117,310.882,464.653,0.153,1.536,298.76,102.438,8.099,0,0,185.243,0.18,0.911,0,27.013,0,741.083,0,1.562,964.102,0,0,0,0,20.108,0.863,0,2.137,0,0.71,42.224,6.017,93.852,0,0,10.599,0,0,0.184,0,15597.506,2.089,0.125,0,5.597,0.579,0.568,1.222,2261.77,0,0.607,0.114,0.845,0,0.857,0,0,0,876.374,0.156,464.395,3862.241,1.094,0,0.317,0,0,0,0.301,102.306,0,0.337,12.227,22.881,598.698,261.889,63.623,171.001,0.196,1147.154,79.781,3.987,0,379.44,485.433,0.694,7.307,55.437,0,0,0,16.432,3.921,68.235,0,1.739,2551.166,2.452,1.225,338.814,1.243,865.299,0,0,0,1.719,0,0.56,0,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,1.089,9,0,0,0,0,0,1.579,0,0.728,0,0,0
"PRT",0,0,1.775,1.128,1665.847,0,0,19.529,368.138,77.127,0,0,0,0,0,1228.675,0,0,1.313,0,828.649,0,0,0,0,22.751,0,0.9,0,0.477,9.108,151.868,0,13.714,1555.345,0,0,0,6.269,0,0,126.615,0,5.148,290.742,282.493,0,0.137,0,0,6.716,0,8.587,0,159.205,3745.734,9.808,0.47,15.554,0,0,2506.651,57.848,0,44.361,0,0,0,0,0,0,485.895,3193.639,3.821,0,0,0,72.1,0.513,228.308,0.705,0,118.997,33.426,2.176,0,0,204.669,0.102,0,0,0,0,0.122,23.986,0,0,10.471,3.565,3.61,0,0.444,0,0,0,0,0,251.496,0,0,0.511,0,330.891,119.036,0,0,0,17649.404,2.521,0,12.077,92.1,0,0,0,36.028,0,0,0,0,104.03,0,0,0,2291.332,0,0.016,145.368,772.085,0,0,0,0,0,1.62,0,4.367,0,0,17.71,9.289,65.965,0,74.3,42.271,0,4776.424,0,0,0,66.25,20.368,10.4,0,28.895,6.106,0,0,72.129,0,51.157,0,0,0.041,0,413.577,8973.135,0,2107.101,0,0,0,0,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068,0,0,11.52,0,0,0,0,0,0,0,0,0,11.389,0,0
"QAT",0,0,0,0,0,0,0,0,3.315,0.332,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.638,0,0,0,0,0,0,0,5.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,2.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,63.474,0.492,0,0,0,0,0.615,12.619,35.157,0,0,0,0.076,0,22.9,0,0,0,0,14.797,0,0,0,0,10.532,0,0,0,0,3.472,0,0,0,0.311,0,29.146,0,0,0,0,63.109,0,0,178.922,0,0,0,0,0,0,0.342,2.126,0,0,294.578,0,0,0,0,0,6753.515,0,0,116.767,0,0,0,0,0,0,0.017,226.706,0,0,0,0,0,16.564,574.238,0,0,3.182,0,0.166,0,0,0.664,0,0,0,0,0,0,0,0,1.838,0,0,0.449,0,0,0,0,0,0,0,5.848,0,56.522,0.418,0,48.746,0,0,0,0,0,0,0,0,26.364,0,0,0,2334.428,0,0,0,0,0,0.196,0,0,144.391,0,0,0,9.219,0,0,0,0,0,0,0,5.4,0,0,1.864,220.795,133.65,0,4.815,9.571,0,68.478,0,0,0,0,64.38,0.005,0,99.882,0,0,0,0,1.208,43.409,0,0,7.219,0.444,29.197,37.204,0,47.447,0,0,0,0,25.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",1.145,0,362.238,0,2.51,0,55.767,6.131,39.624,7.932,0,0,0.8,171.802,0,16.519,0,0,15.115,0,0,0,0,0,0,122.051,4.157,1942,0,0,144.24,0,242.098,1.44,1596.191,0,0.225,0,1.6,0,0,0,11.279,10.879,97.395,30.332,0,214.749,0,0,0,15.724,17.943,0,84.373,431.914,0,0,0,38.352,0,1193.829,0,0,1.365,0,0,0,0,0,0,55.694,417.996,0,38.492,447.874,0.825,0,105.702,103.817,0.175,0,151.219,4364.902,0.35,0,0,308.63,0,25.61,0,103.521,0,4.992,0,3.155,261.696,0,0,0,0,1940.004,0,0,0,0,0,6.073,99.168,80.531,0,0,0,20.633,0,0,0,2454.564,0,0,0,48.984,0,0,0,0.543,0,0,0,0,0,7.826,263.463,0,120.993,0,0,8.443,0,0,0,0,0,0,41.36,0,2.366,0,0,8983.974,21.711,87.877,38.637,0,0,0,26.998,180.019,0,0,49.888,49.756,0,62.021,2.262,0,0,0,41.105,0.356,44.368,0,74.84,240.611,0,1361.338,442.005,0,2832.568,0,0,1663.465,15.895,0,0,0,0,0,0,2.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.923,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,521.631,0,0,0,0,0,0,0,0,0,0,0,0,146.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.449,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.847,10.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0.054,20.07,1.242,0,30.15,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.391,0,0,0,0,0,0,0,0,0,5,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.134,0,0,0,0,0.564,0,0,0.249,155.285,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.553,0,23.017,0,0,0,0,0,0,0,4.224,0,0,0,0,0,0,0,0,0,0,56.946,0,0,2.193,0,0,0,0,0,0,0,3.363,0,0,0,7.901,0,0,0,0,0,0,0.551,0,0,0,0,0,0,34.744,40.22,0,8.997,0,0,0,0,1.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.259,0,0,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.829,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
