"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","CHL","CHN","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","GIN","HTI","ASM","CXR","ERI","KIR","VUT","TLS","WSM","MHL","BDI","GMB","SOM","CYM","COM","CAF","SPM","BTN","TCD","MYT","BEN","PLW","GNB","TKM","IOT","FSM","WLF","FLK","NFK","TON","TUV","ATF","STP","SHN","AIA"
"DNK",0,0.268,54.196,1.071,0.741,0,1.233,66.631,983.875,1103.316,0,3.95,0,1.374,0,3326.147,0,0.889,10.678,0,208.085,0,0,0,75.677,21.205,0,3.926,0,0,377.511,0,7.082,90.597,437.64,0,2.508,0,0,0,0,95.9,0,87.702,1225.774,0,0,0,1.083,0,0,0.821,124.166,0,731.14,7447.805,1.523,0,0,2.139,0,17886.375,0.83,0.369,905.736,139.743,0,0,0,0,0,158.961,859.621,132.928,5.736,0,0,1001.372,95.632,2915.875,25.886,0,1077.567,20.071,13.601,0,0,446.24,7.918,0,0,20.1,0,108.616,0,0,321.272,161.01,34.444,7.725,0.373,12.531,0,0,208.658,0,0,57.352,2.573,0.206,0,0,9.01,0,1.046,0,0,2201.952,0,0,0.372,18.241,1.474,0,3.475,5635.866,0,8.424,1.833,0,13.21,6.378,8.366,0,1072.376,580.786,3.066,696.054,2498.91,7.392,4.115,0,0,0,15.364,0,199.607,0,0,220.579,56.853,27.572,11.231,123.716,261.205,0,1301.699,6.735,0,0,5726.401,2174.088,0,0,368.336,0,0,0,242.418,0,368.712,0,0,69.912,6.607,4.069,8850.534,9.899,1910.093,2.629,8.721,1.204,32.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,5.062,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,80.237,521.349,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0,0,0,0,32.3,0,0,78.228,0,0,0.23,116.575,0,24.732,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.653,0,0,0,0,3.447,0,0,0,0,69.999,0,0,1.699,2.063,0,0,0,0,0,0,0,0,0,12.946,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.388,0.45,0,0,0,0,499.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2479.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624,0,0,34.361,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,1.373,0,0,0,0,0,0,0,0,2.8,0,0,0,0.011,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293,0,0,43.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.003,0,0,25.448,0,0,0,0,0,0,0,0,2.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.693,0,0,0,0,0.307,0,0,0,0,0,0,0.985,0,0,6.031,0,0,0,0,0,0,0,0,0,0,0,0,0,2.635,0,0,0,50.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,1.459,0,0,0,0,0,3.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.628,0,0,0,0,0,0,14.93,0,27.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161,0,0,0,0,0,1.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373,0,0.009,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,12.156,52.986,0,0,0,0,0,148.674,0,0,1.178,0,2.384,0,0,19.206,0,13.263,0,0,0,0,1021.211,0,0,0,47.04,0,0,0,0,0,0,1.404,0,0,69.794,0.31,0,0,0,0,0,0,0,0,162.978,0,0,0,0,13.161,0,102.999,0,0,0,0,0,0,0,0,0,872.279,51.969,0,0,0,0,3.649,210,6.837,0,0,31.761,6.303,0,0,0,13.85,0,0,0,0,0,366.481,0,0,140.057,0,0,0,0,0,0,0,0,0,0,11.248,39.896,0,0,0,0,0,0,0,0,0,0,0,0,0.409,0,0,0,35.512,0,0,0,0,0,0,0.788,0,311.65,0.669,0,0,1513.705,0,0,0,0,0,0,0,14.75,0,0,143.862,0,0,0,167.242,0.206,0,0,0,0,0,63.281,14.525,0,0,0,0,0,0,0,0,1.288,0,0,1.753,0,0,0,0,42.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373,0,0,0,3.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,15.757,34.104,0.099,0.128,0,0.217,82.308,154.195,471.112,0,0,0,4.256,0.476,1175.808,0,12.758,34.63,0,51.952,0,0,0,3.791,2.773,0,3.949,0,0,1050.01,0,4.32,19.098,3537.768,0,2.77,7.77,0,0,1.06,55.138,0,0.939,29.549,724.892,0,1.222,0,0,0,18.835,1806.863,0,0,2391.612,19.484,0,0,464.501,0,1723.425,0.203,0,507.415,0,0,0,0,0,0,667.721,1286.219,23.532,24.183,17.848,1.802,3.686,746.965,285.65,12.742,0,4303.161,2.518,4.143,0,0,1026.692,8.135,0,9.188,39.382,0,244.603,0,0,290.743,14.877,5.414,0.395,0,250.479,1.342,0,2.894,0,0.35,16.344,3.456,0.021,0,0,255.46,0,0,0,0,25699.84,0,0,0,179.279,0,0,0,473.658,0,0.361,59.864,0,0,0.529,13.534,0,341.12,81.223,2.74,83.114,4008.848,0,0,0,0,0,6.342,0.3,16.375,0,0,811.705,789.76,101.449,18.22,826.673,193.275,0,598.994,0,0,0,3829.635,336.397,0,0,267.895,0,0,20.314,25.683,7.952,11.014,0,0,20.659,151.926,2.115,2647.212,5.775,3600.937,0,7.904,0,3.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,21.33,81.341,1407.155,8.233,0,85.637,1313.386,1955.216,57.632,0,0,0,1569.572,4.004,1156.764,0,0.703,80.168,0,969.565,0,0,0,12.48,73.58,10.978,31.1,0,64.96,367.212,116.034,0,642.525,2152.98,0,217.897,44.787,9.605,0,106.442,361.503,0,227.794,333.319,53.516,0.754,0,3.199,1176.254,24.7,2.645,1.768,0,323.653,0,97.235,13.722,28.912,2.342,0,4554.983,68.582,0,790.126,0,4.673,0,15.674,0,0.196,101.055,1261.382,15.15,4.081,0,0,2.744,2485,10752.32,78.36,10.279,1982.162,0,44.849,59.246,0,3935.31,11.433,0,0,240.49,0,74.839,0,0,396.703,50.771,10.264,60.857,0,515.902,23.504,945.292,7.79,90.509,12.907,483.453,0.857,1.074,0.9,0,418.259,4.117,0,0,0,83.704,2.945,0,159.493,371.336,0.56,97.426,10.978,1058.595,0,113.495,1.317,0,90.406,5.489,52.019,0,297.918,1652.072,2.744,517.364,204.157,3.344,0,0,0,0,5.935,108.048,2385.105,26.486,0,786.678,610.097,20.341,11.845,60.419,689.482,0,4801.171,0,0,0,2272.589,4779.379,0,0,415.972,25.993,0,2.039,736.761,138.569,7866.981,0,0,7.886,8.581,2.744,662.772,0,4359.167,32.578,147.046,0,267.271,0,0,518.773,0,0,0,0,0,0.491,0,0,0,0,0,0,0,24.373,3.171,0,0,0,50.635,26.106,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,15.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,3.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.077,0,0,0,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,1.833,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.398,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.024,0,0,0,35.247,0,0,0,0,0,0,0,0,78.221,0,0,0,0,7.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0,2.766,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609,0,0,62.724,0,0,68.3,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",194,336.835,427.459,31.408,110.674,9,493.968,1756.229,11116,84298.016,24,411.316,55.081,247,8,155644,1,26.548,764.154,0,8929.057,13,0,0,18.319,3075.333,8,3897,3,98.112,9078.724,0.919,241.526,996,167343.355,0,1134.808,263.67,62,73,88.639,4223.812,52,872.735,29836.835,28309.95,16,68,83.299,25.993,4,340.858,12547.89,3,19076.523,149745.576,12.655,0,9.969,246.977,17.023,0,73.008,8,7679.094,0.079,0,0,29.076,1.924,16.395,7357.371,17968.023,1048.092,1113.405,9062,344,7156,5518.07,100844.555,50.871,47,53201.045,2395.356,651.181,366.884,84,46679.742,855.666,30.813,268,1193.326,41,5485.78,0,263.858,6620,3243.879,714.932,74.27,0,23688.511,33,47,1267.213,14,65.316,7097.567,2,226,41.835,0,1129.005,3.223,242,85.675,40,88615.762,4.004,0,10,2292.026,21.371,3,964.838,11124.32,0,192.326,17.231,0,95.499,663.666,9443.849,0,41999.913,9751.439,557.829,7312,52734.744,40,3,1.024,0,1700,8788.266,55,4028.812,20,1,28532.923,28757.378,20525.533,538.962,3478.634,16193.119,12,76713.154,4737.508,3,0,33689.719,73712.347,599,38,3388,3,0,289.174,7730.919,919.751,22701.749,0,21.172,17411,356.514,1606.271,65376.645,20.191,280958.935,1,120.563,1593,748.786,95.82,23,2.823,0,0,0,31,0,1,9,0,0,8,0,5,3,0,0,0,0,72,1.288,2,0,0,22,4,0,0,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.362,0,0,0,0,0,0,0,1.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.989,0,0,0,0,0,0,1.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,0,0,0,0,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.49,0,0.697,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,2.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,2026.865,3.119,0,0,0,0,0,1.342,6.018,0,0,0,0,0,90.792,0,0,2.262,0,43.562,0,0,0,0,128.744,0,0,0,0,1.297,0,0,0,33.336,0,0,0,0,0,0,17.984,0,832.931,1.758,0,0,0,0,3.864,0,0,0,0,4.249,473.596,0,0,0,2.545,0.04,4.092,2.015,0,0,0,0,0,0,0,0,0,11.154,0.225,0,0,0,0,5,15.964,0,0,10.405,0,0,0,0,1.19,9.565,0,0,13.036,0,0,0,0,11.204,0,0,5.168,0,0,0,0,24.754,0,0,0.065,0,0,243.398,0,2.124,0,0,0,0,17.977,0,0,0,0,0,0,0,83.486,0,0,0,0,0,0,0,0,0,0,0,133.724,2.729,0,0,0,0,0,0,0,25.741,0,0,3.258,15.831,0,0,11.255,4.357,0,38.769,0,0,0,1.295,1.751,0,0,0.392,0,0,0,10.298,3.802,69.347,0,0,0,23.772,0,78.019,0,224.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,0,0,0,13.998,0,0,0,0,0,0,19,1.565,17.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,2.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,22.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0.472,0,0,0,16.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.522,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
