"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GTM","GIN","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MNP","FSM","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","BOL","HTI","PRY","SLB","KIR","LBY","MDV","PLW","TLS","SDN","TON","MRT","BDI","SLE","BTN","COM","GUY","LBR","SPM","TKM","TCD","GNQ","PSE","GRL","LAO","LSO","KNA","UZB","GNB","ERI","ATF","SOM","CYM","STP","GUM","SHN","FLK","AIA"
"ZAF",0,0,5.486,0,0,119.078,0,0,15.839,245.677,4.869,0,0,0,0,0,22768.739,0,0,257.348,5.759,0,0,0,0,0,9.9,0,416.284,2.94,0,0,0,0,19.694,0,0,102.176,0,89.045,0,0,0,0,1.379,0,242.071,0,0,479.532,0,0,5.02,0,0,0,126822.148,2636.912,0,0,0,41.283,183.725,36.389,0,0,0,0,529.209,0,0.307,0,0,0.213,0.193,0,0.995,0,2.385,0,0,0.166,1.772,0,58.483,0,51.771,4.538,0,0,0,0.012,0,0,857.726,131.003,0,26.437,0,6.627,0.607,0,0,0,0,487.238,348.225,5.916,156.16,0,0,376.262,0,0,322.272,237.791,27.616,0,849.391,50.541,0,3.602,0,0,0,0,0,0,0,0,0,9.042,0,0,0,0.044,17.879,0,0,0,1.298,1340.132,0,7.164,66.059,25.349,0,2.607,0,0,552.948,1.614,0,66.15,0.709,5.478,0,0,0.228,958.684,2.554,424.091,0,9.568,0,161.285,0,0,9.108,20.264,16.81,174.251,0.168,0,31.8,0,0,0,386.819,0,8.674,0,0,0,0,0,0,0,0,0,0.255,0,0,0,0,1963.66,0,0,0,0,0,0,0,0,48.208,0,0,0,0,0,47.981,0,0,0,0.716,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,639.987,0,16.363,1240.603,0,0,19.728,12.466,2292.54,0,8.899,0.955,0,0.266,8367.213,0,2.45,0,377.516,0,0,0,880.365,0,0.547,0,24.757,751.64,85.417,0,0,530.138,8050.638,0,111.851,189.016,4.724,127.586,0,82.705,7.199,298.506,11066.03,22710.587,0,77.183,0,336.622,25.579,774.231,0,0,0,20.847,146254.132,0,0,10.767,15.669,11.91,443354.305,2.054,0,35341.108,0,186.613,0,13.253,426.623,60.051,0.198,102.623,29.042,3.533,2061.918,1772.468,805453.686,0,1.449,39.012,3.572,0.676,49.075,0,262.509,0.901,0,1.909,0,85.171,3.417,0,0,6.522,0.019,0,57.217,0,295.041,0,13.637,2.35,0,1363.413,1061.13,0.087,0,0,13.25,36178.762,0,0,0.343,0,4.312,56.4,9.543,12.064,0,44.162,0,0,0,15.231,14.476,0,16.608,670.456,0,23.396,33306.233,2.763,558.141,2.829,49.842,0,0,688.81,22.567,140.538,4.278,0,2706.509,0.288,3307.288,129.985,325.561,0.374,0,0,0,0,30.883,2487.046,0,0,1497.13,0,3.414,880.386,30.473,34.749,0,4.013,27.887,0.704,255.989,4535.658,7.048,2824.282,9.218,22.702,18.16,0,0,0,0,0.12,0,17.845,0,0,0,2.493,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,2.611,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,8.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.926,0,0,0,0,0,0,0,7.104,0,2.622,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,0,0,0,0,0,0,0,0,0,0,0,0,0.622,1.059,0,0,0,0.123,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,1.993,0,0,2.938,0,24.357,31.026,209.046,4499.445,0,0,0.983,0.249,6.693,13439.323,0,3.146,0,733.779,0,0,0,1.06,0,67.384,0,1.949,529.862,0,0,0.139,223.877,1438.343,0,15.593,0,0,0,0,21.181,7.08,0,0.809,38407.33,0.696,5640.329,0,4.463,1.344,23.442,0,2004.117,0,7339.492,16168.514,0,0,0,15.171,0.2,223609.824,5.985,0,15.836,0,7.859,0,2.452,1121.574,651.263,12.959,92.915,0.142,0,1018.942,172.008,71808.229,0,2.791,329.626,12.125,17.677,6.295,0,624.454,1.433,0,0,51.579,421.575,8.407,146.423,0,0,95.837,0,255.143,1.295,137.357,1.531,13.501,0.139,0,4.207,0,0,0,0,0.418,10872.029,0,0,2.338,0,15.254,0.024,0,1.435,0,5352.538,0,0,0,20.183,1.358,0,2.642,2.505,0,5342.688,1047.431,0,45.339,1222.88,0,0,0,0,19.208,564.257,12.97,0,482.082,86.896,1746.007,54.099,166.996,20.521,32.569,30061.912,2.366,0,0,5119.808,0.974,0,1135.055,0,19.275,55.257,4.249,242.584,0,0,69.548,0.531,75.873,5011.255,0,20418.161,0,0.835,6.633,0,0,0,1.348,0,0,2.017,0,0,0,0,0,0,35.924,0,0,0,0,0,0,0,0.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,67.082,0,1.995,13.735,0,0,15.57,3554.351,4153.929,0,17.14,14.827,0.901,0,768.333,0,1.13,0,348.132,0,0,0,37.202,0,6.362,0,4.917,717.074,0,0,170.863,9.546,1659.381,0,23.518,0,0,0,0,3.408,49.517,0.102,161,269.407,0,252.661,0,6.077,3.151,0.295,16.626,8.454,0,121.065,19278.459,0.675,0,0,5.247,0,23761.635,0.971,0,270.359,2.115,0.12,7.564,0.782,18328.561,996.718,22.266,29.751,30.353,0,8.775,162.411,60582.961,2.604,1.798,1490.806,3.833,1.51,9.47,0,514.32,5.701,0,0.74,3.11,26.924,1649.655,0,0,0,145.548,0,4.728,2.933,210.838,0,28.151,0.564,1.536,5.07,0,16.864,0,0,0,899.318,0,0,0.318,0,10.163,0.084,0,0,0,95.217,0,0.054,0,35.112,2.944,0,100.345,1611.917,0,234.61,216.73,0.112,1100.499,155.89,0,0,1.811,270.352,87.005,0.538,2.583,0.427,144.356,177.003,71.539,53.857,379.731,41.275,9.229,2556.918,0,0,236.668,0,367.25,0,5597.714,0,0.734,67.995,10.571,61.884,0,0,190.381,103.917,19.728,700.965,1.036,4520.62,5.255,8.732,91.615,0,0,0,0,0.511,0,0,0,0,2.372,0,0,0,3.209,0,0,0,0,0,0,0,0,0,19.996,0,0,0,0,0,0,0,10.003,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",88.917,0.04,0.679,0,0,0,0,0,81.869,754.383,224.819,0,0,72.765,0.14,0,281.507,0,0.576,0,2827.492,0,0,0.001,2.599,41.884,20.1,0.29,0,5554.833,0,0,5.986,3.357,19202.171,0,0.725,0,0,0,0,0.353,5.934,0,0,362.09,0,93.561,12.319,7.273,0,0,0,292.995,0,270.591,1393.841,0,0,0.055,0,0,37103.308,0,0,3.632,0,0,0.624,0,60413.378,5219.609,0.476,735.155,11.099,0,12.144,1156,5085.001,0,0,78635.117,0.05,0,10.873,0,17961.241,34.998,0,0.756,0.004,1.791,0.203,50.175,0,0,18091.703,0,2.591,0,57.254,0,2.41,0.126,0,0,0,0.637,0,0,315.008,2634.961,0,0,0.037,0,388.226,0,0,4.484,0,203.179,0,0,0,22.859,0,0,3.356,132.287,0,763.878,5.273,0,16.301,125.748,0,0,0,0,0,0,84.942,0,1149.682,52100.328,204.934,438.644,215.708,38.324,0,722.583,0,0,339.044,22.744,0,0,0,0,0.069,605.957,211.601,163.156,0,16.664,75.676,740.265,21.832,1259.888,0,40334.144,0,0.037,0,0,0,0,0,0,0,0,0,0,0,28.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.816,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,5.869,0,0,0,492.263,32.219,0,0,2.629,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,1.563,0,2.205,12.967,0,3077.82,0,16.275,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623.118,0,0,0,23.511,2.059,36116.908,10.796,0,0,0,0,0,0,1.855,0,0,0,1512.228,0,0,0,362.787,0.236,0,0,13.654,0,51.358,0,1.915,0,0,0,0,0,0,0,1.981,1.509,1.785,94.48,5.243,6.639,5.171,0,0,0,0,0,0.178,228.193,0.377,0,0,0,0,0,0,0,0,0,0,1147.937,0,140.018,0,0,0,63.323,0,0,0,0,0,0,2304.519,4.268,0,1.175,21.102,0,0,0,0,4.991,0,0,6554.215,0,0,0,0,371.803,4.391,0.294,0,0,0.417,1.778,0,0,2.169,0,0,0,0,0.317,0,48.785,0,0,0,13.248,690.462,0,0,0,0,0,0,0,1.252,0,0,0,0,0,0,21.209,0,0,11.2,0,0,169.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,701.691,0,0,0,0,0,0,0,2.951,0,0,0,0,0,0,0,0,0,48.966,0,0,0,0,0,0,0,0,0.325,0,0,0,0,133.621,0,0,0,0,0,0,0,0,0,0,87.067,0,0,0,0,0,0,0,0,0,0,199.893,0,0,0,0,0,81.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,6.412,0,0,0,0,0,0,0,0,0,48.735,0,0,0.165,11.311,0,0,0,0,0,0,12.629,0,0,0,0.106,5.51,11.497,0.189,0,21.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",1.087,16.958,12.428,0,0,0,0,154.197,45.591,19.226,1150.088,0,0,0,0.078,0,12.781,0,19.182,0,1.374,0,0,0,4.405,0,6.3,0,0,88.171,0,0,0,0.178,4.642,0,0,0,0,0,0,0,0.776,0,171.798,673.135,0,0,0,0,0,0,20.13,0,0,9.638,863.531,0,0,0,40.408,0,126.233,0,0,72.797,0,0,0,0,12.695,4.014,0,0,41.276,143.732,1.489,8.944,1909.38,0,0,1.399,21.419,6.989,183.072,0,228.657,0,1.462,0.68,0.763,0,0,0,0,0,0,0,13.527,0,4.654,0,17.717,1.034,0,4.165,0,0,0,0,0,63.72,0,0,0,0,217.577,0,0,164.675,0,0,0,0,0,1.616,0,0,0,0,0,3.293,0.473,29,496.786,62.021,0,0,0,0,4.269,0.37,1.193,0,0.966,0.549,1.174,3.08,1.589,16.775,0,340.308,0,0,17.714,19.627,2.408,0,0,0,0,0.225,2.056,0,0,0,9.83,13.388,6.24,10.781,0,41.352,0,0,0,0,0,0,0,0,0,0,0,0,98.708,0,0,0,4.291,0,0,0,7.733,0,0,0,0,0,1268.811,0,0,0,0,0,0,0,2.475,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.009,0,0,0,0,0,0,0,0,0,0,2.007,0,23.683,0,0,0,0,0,0,0,0,0,0,0,0,0,16.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.447,0,0,0,0,0.87,0,0,0.108,0,0,0,0,2.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.764,0,0,28.521,0,0,0,0,0,0,0,2.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0.285,0,0,22.316,0,0,0,1.071,0,0.308,0,0,0,0,0,0,0,0,0,4.923,0,0,56.636,0,0,0,0,2585.58,0,0,0,0.14,0,0,0,5.78,0,121.572,0.183,0,0,0,0,0,0,0,1.74,0,0,4051.799,0,0,0,1.279,0,696.706,0,0,0.448,0,0,0,0,4.177,465.503,0,0,2.724,0,0,1.011,29.028,0,0,0,18.743,0,0,0,0,0,0,0,0,0,0,0,0,0,264.725,0,0,0,0,0,33.971,0,0,0,0,0,0,0,0,3.977,0,0,0,0.105,0.446,0,0,0,0,88.595,0,0,0,0,0,0,0,0,0,28.314,0.005,0,0.695,139.362,0,0,0,0,11.122,0,0,0,65.326,16.538,0.106,6.65,0,0,0,0.473,0,0,0,9053.551,995.551,0.47,0,0,0,19.403,0,0,0.057,0,0,558.641,0,12.356,0,1.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.197,0,0,0,0,4.921,0,0,0,0,14.136,0,0,0,0,0,0,0,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,10.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0,0,0,0,0,0,0,0,0,0,9.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.609,0,0,0,0.429,0,0,0,0,1.594,0,0,0,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4414.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,1.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,0,92.76,0,0,35.133,0.008,0.315,6.27,1192.602,2496.792,0,2.333,3.55,0,2.983,9837.384,0,0.465,0.15,100.764,0,0,0,213.859,0,22.402,0,13.091,2301.465,0,0,6.204,43.094,1812.346,0,23.991,0,10.193,0,0,2.923,18.208,0,9.893,7563.586,0,2130.92,7.502,3.063,1.487,6.298,0.697,414.709,15.609,1322.461,52109.301,0.637,0,0,15.324,12.375,383383.808,25.82,0,120.3,34.338,17.439,0,0.02,8160.87,2180.15,10.633,72.481,22.395,1.033,2056.208,1298.604,236953.415,10.674,4.439,2368.857,35.016,8.986,64.159,0,198.23,188.668,4.651,4.963,26.198,916.624,217.637,6.518,0,24.925,269.945,0,278.539,3.512,196.833,0,0.009,0.057,0,9.365,0,12.605,0,0,1.724,30742.641,0,0.142,0,2.317,105.779,0,0,47.812,0,273.204,0,0,0,40.128,0,0,50.016,34.588,0,1135.125,928.129,320.044,1146.026,513.776,39.776,26.003,21.697,0,198.253,0.131,12.276,1.657,3889.105,1964.15,622.603,15.247,80.824,721.276,2.763,12124.522,0.927,0,7318.075,3677.716,27.62,0,260.519,0,0,279.711,12.477,427.195,0,14.427,25.558,9.785,48.273,0,20.852,28668.957,0,0.019,41.458,0,0,1.511,5.938,0,0,0,0,0,119.8,21.1,0,0,61.812,0,46.168,2.672,115.044,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.779,0,0,0,0,0,0,0,0,0,0,5.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.699,0,0,0,3.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",838.033,12.776,104.021,0,0,71.28,100.519,15.643,849.068,9696.906,9665.816,419.822,15.733,17.81,7.743,346.377,53986.095,292.77,5.348,11.134,20891.534,208.697,5.884,18.95,325.662,0,152.247,179,25.025,308165.819,10.913,4.665,75.191,2751.869,157518.241,0,1504.328,0,257.853,130.881,2.64,1461.929,146.666,0,2.624,33362.942,15.25,9703.646,22.099,1215.802,718.401,254.695,0.742,159.459,6.504,9105.075,168763.901,39.68,0,0,13.618,16.02,773357.694,485.517,0,1102.387,22.764,294.163,395.586,305.411,315520.104,1341.158,55.855,486.298,0,2727.934,1633.199,18024.297,154766.244,4.42,779.464,195708.838,1010.824,7.006,785.073,0,75223.888,1095.338,11.031,32.413,10.37,376.612,92.765,341.079,36.993,209.732,60289.23,210.51,26.876,6.83,217897.836,5,9.805,1.087,0,114.813,22.494,39.718,3.059,0,39.433,32432.343,0,41.813,16.669,0.89,990.052,599.741,13.943,4189.91,0,2184.079,0,26.081,88.344,1934.202,538.255,41.806,604.003,6554.339,0,2038.843,7262.593,818.928,332.989,21097.974,92.536,83.544,94.205,0,1330.531,69.236,36.803,0,53427.995,203388.969,309.089,12575.364,2996.642,3579.006,109.474,47890.642,79.412,179.445,5131.504,9884.047,0.494,7.153,16469.248,72.494,2195.12,1060.463,66.716,1712.501,18.421,384.168,165.116,31.816,714.327,36387.572,1168.848,0,23.664,111.38,1039.913,0,28,113.566,37.57,188.915,926.577,24.926,0,0,2.75,81.169,66.52,0,145.2,0,0,8.67,186.4,0,0,279.978,161.797,0,16.465,0,15.39,2.53,0,0,123.477,59.684,0,0,0,0,0,50.442,0,0,0,2.9,16.948
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
