"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GTM","GIN","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MNP","FSM","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","BOL","HTI","PRY","SLB","KIR","LBY","MDV","PLW","TLS","SDN","TON","MRT","BDI","SLE","BTN","COM","GUY","LBR","SPM","TKM","TCD","GNQ","PSE","GRL","LAO","LSO","KNA","UZB","GNB","ERI","ATF","SOM","CYM","STP","GUM","SHN","FLK","AIA"
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",0,2.534,6.435,0,0,0,0,0,0.709,81.378,1112.754,0,0.534,0,0,0,147.147,0,0.073,0,2.032,0,0,0,0.97,0,2.2,0,0,155.556,0,0,1.251,17.55,1841.46,0,1.704,0,0,0,0,0,17.957,0,17.275,214.063,0,0,0,0.974,3.455,0.07,0,48.316,0,265.737,400.125,0,0,0,0,0,7257.211,3.265,0,515.232,1.455,0,0,0,216.407,99.835,45.714,8.287,5.555,0,48.549,153.114,567.161,0.156,0,44.701,0.436,10.401,35.45,16.73,22.058,0,3.793,1.707,6.069,95.991,96.722,0,282.8,11.147,40.402,0,24.759,1.7,12.777,0,0.074,0,0,2.21,0,0,0,0,0,17269.747,0,0,0,0,39.725,5.043,0.035,0,0,269.785,0,0,0,3.608,10.114,0,0,2.262,0,771.451,17.439,11.972,0.393,11.182,8.556,0.122,0,0,2.105,0.797,9.267,0,2.297,69.264,2.173,3.83,2.457,21.545,0,724.377,6.966,0,1299.329,52.751,0,0,65.507,0,1.606,178.805,17.864,54.308,0,105.815,11.494,0,16.45,466.152,0,3020.793,0,1.759,1.316,0,0,0,0,0,0,0,0,0,0,1.782,0,0,12.245,0,0,0,0,0,3.558,0,0,0,0,0,0,0,97.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,1.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,1.577,0,0,0,0,0,1.584,10.458,6.036,0,0,0,0,0,0,0,0,0,0.341,0,0,0,0,0,0,0,0,343.766,0,0,0,4.92,8.029,0,16.762,0,0,0,0,82.18,1.248,0,0,0.411,0,0,0,0,0,0,0,0,0,0,23.859,0,0,0,0,0,90.521,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0.537,0,0,0,0,2.364,0,0,0,0,10.067,0,0,0,0,0,0,0,0,0,0,0,0,0,899.537,0,0,0,0,0.476,0,0,0,0,0,764.969,0,0,0,0,0.423,0.197,0,0,0,0.496,0,0,0,0,2.352,0,0.553,0,0,0.816,0,0,0,3.228,0,0,0,0,0,0,0.633,0,0,0,0.621,0,0.196,4.317,0,97.49,0,0,0.696,0,0,0,0,0,0,0,0,2.192,0,0,0,0,0,1.659,0,8721.856,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.589,0,10.178,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,25.056,0,0,0,0,0,0,0,0,6.927,0,0.025,0,0,0.051,0,0,0,4.192,0,0,0,0,0,0,0,0,0,0,0,0,1.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,12.965,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.681,0,0,0,0,0,57.485,0,0,0,0,0,0,0,27.806,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,0,0,0,0,0,1206.306,0.008,0,0,0,0,0,261.81,0,0,0,0,0,0,0,22.878,0.136,0,0,0.132,0,0,1,0.077,0,0,0,0,0,0,0,0,0,0,0,686.539,1.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0.643,0,0,0,0,0,0,0,0,0,0.298,0,0,0,180.665,0,0,0,0,0,0,0.13,0,0.003,0.531,0,0,0.014,6.247,0,0.001,0,0,2824.431,0,0,0,0.471,0,0,0,0,2.056,0,0,9.425,0,0,236.5,0,778.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,2.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,33.095,0,0,0,0,0,0,0.853,0,0,0,0,0,4.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,0,0,0,0,0,0.178,0.266,4.462,17.765,1.886,0,1.187,0,0,482.519,0,0,0,1.109,0,0,0,0.61,9.001,7.782,0,8.513,287.354,0,0,0,35.944,424.535,0,0.054,0,10.55,147.361,0,0,0.551,0,0,0.578,0,16.274,0,2.619,92.766,0,0,594.967,0,0,2752.671,0,0,0,0,0,9345.39,87.091,0,33.416,0,0,0.433,0,13.761,11.558,0.468,1.76,3.908,0,89.712,14.09,120.503,0,0,630.525,0.459,0,2.517,0,178.089,0,2.558,0,28.939,82.323,0,0,0,0,9.725,120.19,0,0.049,260.418,0,0.786,0,0,540.664,0,0,0,0,0,188.985,0,0.087,0,0,2.273,3.444,0,137.279,0,175.598,0,0,0,47.002,0.264,0,1.065,4.573,0,77.084,2.162,0,2.938,4228.656,0,0,0,0,23.076,11.152,9.39,0,35.594,158.696,0.195,2734.696,0.001,97.11,0,94.616,0,0,1188.323,17.728,0,425.065,4.675,0,0,234.907,0,9.751,0,0,9.437,0,5.952,62.617,62.834,227.03,0.017,13.026,3.815,0,0,0,0,0,14.372,0,0,0,531.069,0,0,0,142.924,0,0,1.724,5.506,0,0,0,0,0,0,2.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,0,2410.153,0,0.014,11.373,0,0,374.56,138.35,1679.086,0,1.326,14.407,54.767,0,12885.478,0,0.816,0,901.736,0,0,0,2052.016,37.116,28,136.533,820.501,2157.951,24.915,28.158,6.619,26.057,4818.37,0,20.008,14224.592,487.063,421.528,0,16.346,25.841,0,1862.447,213.509,3.083,297.248,0,161.99,54.348,6.628,153.841,15.804,0,13536.719,0,4384.42,19.883,68.929,0,6.628,141558.22,22.865,6.628,4561.254,33.729,0.287,405.622,0.428,2648.876,1182.767,3.303,813.608,3.963,0,865.772,1364.648,259900.755,105.345,0,2626.966,56.642,22.516,33.499,0,858.69,0,0,31.813,9.214,69.548,9344.527,0,2062.11,57.492,272.257,2332.737,13.256,290.865,206.944,0,184.253,0,0,771.125,0,2.713,0,0,0,8629.717,0,0,1404.75,170.783,6.429,2.466,279.304,1141.741,0,233.091,0,0,0,72.201,3.36,0,5.471,15.488,0,305.236,4941.114,7.953,292.949,367.19,175.55,0,0,0,41.092,1471.843,25.963,0,362.243,21.997,515.488,29.162,730.384,15488.089,0,46367.887,0,0,1219.657,3673.355,0,0,270.567,920.957,24.2,2530.495,1475.542,413.767,0,5.725,7.199,153.204,23.533,13150.507,1009.01,12722.096,122.336,70.919,9.003,2.651,0,1.326,0,0,1.326,1.947,0,0,356.869,18.549,0,0,0,0,238.449,10.604,0,0,43.744,45.069,0,19.883,0,140.509,1035.263,0.573,0,0,0,0,0,361.878,0,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.251,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",106.32,6.638,289.428,0,1.213,9.396,0.426,167.192,1000.073,30976.495,190958.832,0,29.754,12.438,14.941,1.142,171460.258,0,96.863,0,10256.565,13.028,3.082,0.928,12933.501,0.657,351.769,0,49.27,17791.987,0.594,0,128.625,325.583,195154.163,0,157.419,0,4.023,41.117,0,76.913,785.79,0,66603.961,1041654.809,16.064,8333.709,0,18.618,41.898,6.627,270.458,4819.666,0.815,5667.004,999368.281,27.943,70.734,24.718,2.889,19.308,0,194.833,0,255092.132,0,142.243,1.684,5.324,44885.416,60362.692,134.532,743.66,350.467,5.103,1294.86,19229.951,2876420.737,25.845,26.965,85034.995,154.989,1165.444,936.239,0,148620.497,189.821,4.549,8.417,165.948,5306.417,49604.659,2.127,84.333,0,268717.517,214.596,6265.262,1650.126,5065.975,1.581,28.766,15.406,0,383.269,4.739,33.181,311.095,0,15.013,354658.775,0,0,0.883,0,303.18,9.605,13.822,1498.66,0,14159.095,0,0,0,862.889,25.665,0,58.506,25734.181,0,80517.539,76176.33,1360.362,16585.589,23655.562,50.682,0,0.671,5073.192,2846.384,100.402,420.941,9.8,28214.528,10188.368,61824.359,432.847,35340.532,28567.439,18.759,388033.207,0,0,51162.154,102308.892,102.801,36.16,15202.011,9.74,16.807,4262.893,7071.79,3526.357,0,460.967,2221.284,2706.233,3931.874,159802.947,216.568,147480.553,118.785,52.391,84.463,0,0,48.071,171.889,10.619,0,42.056,0,0,93.903,0.103,0,0,83.14,0,30.516,6.251,7.221,0,0,0.059,9.866,0,5.491,106.012,0,0.08,0,0,0,0,57.165,0,307.775,13.915,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.496,0,0,0,1.356,0,0,0,0,0,0,0,0,25.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,31.697,0,0,0,0,0,0,0,0,920.104,0,0,0,0,0,699.373,0,3.895,0,0,0,0,0,2714.554,0,0,0,6.882,8.543,0,0,0,0,54.949,0,0,0,0,0,0,1.55,1.439,0,1095.442,1753.716,0,3.474,0,41.201,0,0,0,0.038,0,0,480.94,0,0,0,0,0,12704.43,0,0,0,0,0,0,0,22.05,116,2.253,0.519,0,0,1.397,726.463,24294.306,0,21.985,404.538,1.309,0,2.024,0,0,0,0,0,0,0,0,0,0,0,14.944,0,685.788,0,1.2,0,0,43.093,0,15.441,0,0,0,0,0,17.19,0,0,0,0,0,0,0,0,0,2.963,0,0,0,0,0,0,0.227,0,0,0.468,186.835,0,2.419,0,0,0,0,0,0,0,15.737,0,0,0,2496.224,0,9.444,5.279,0,1257.949,0,0,10.157,17.332,0,0,0.131,0,0,0,0.132,1420.756,0,0,0,1.469,0,0.146,0,6.996,0,0,0,0,0,111.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,9.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.841,0,0,0,0,0,0,0,0,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,0,0,0,0,0,0,267.107,5668.782,145.573,3.093,0,118.092,6.242,10.865,2039.091,0,2.256,0,4138.443,0,0,0,495.903,0,380.172,3.509,0,968.05,0,0,167.684,45.884,91386.976,0,372.879,0,0,37.702,0,4.079,17.062,0,88.221,13778.985,0,274.789,0,12.5,274.736,0,0,254.153,0.501,558.739,1724.445,0.477,0,0,110.677,11.5,54835.786,395.218,0,4808.611,0,7.967,5.678,150.142,0,703.947,3.012,57342.123,447.513,0,94.46,5410.154,125831.327,0,0.02,4404.306,0,3.903,336.546,0,21691.254,3.101,0,2.024,115.668,25.76,611.31,480.689,2.844,23.702,10080.908,27.845,57.745,0.416,2623.175,35.201,11.488,1.785,0,8.631,0,1.771,3.388,0,11.307,3811.898,0,21.836,4.252,0.097,270.241,0,0,63.559,0,1387.28,0,0,0,25.446,7.187,0,0.983,1315.018,0,699.333,51.299,0,51.716,124.997,0,0,0,122.671,24.295,13.416,37.583,0,4580.717,15773.413,169.836,162.609,47.442,1050.856,88.897,2425.837,0,0,1226.59,3230.808,0,0,3528.341,0,1.596,599.67,132.689,197.658,0,60.591,127.064,1.783,156.628,9760.581,182.939,11300.975,18.976,10.106,53.278,0,0,0,0,0.667,0,2.082,0,5.775,0,13.464,0,0,0,0,0,7.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.504,0,0,0,0,0,0,0,0,0
