"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","GMB","KIR","GRL","GUY","LBY","NRU","NFK","PLW","VCT","SDN","TTO","AGO","GIN","KGZ","GNQ","ABW","ERI","KNA","SPM","BTN","LSO","SOM","TON","TKM","WLF","ATF","GNB","COM","FLK","VGB","AIA","TKL"
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",2.745,9.37,42.09,0,0,0,0.052,33.607,79.457,1074.847,1.761,2.231,1.153,0.477,0,2681.392,0,0.693,0.189,0,59.543,0,0,0.134,29.118,0,73.2,0,1.094,215.563,0,0,23.423,0,63.071,71.584,3.976,0,0,0,0,0,43.386,0,6.058,261.589,0,0,0,0.543,2.478,11.995,0,13.95,0,445.883,598.798,0,0,0.291,0,0,8674.362,2.634,0,5.754,0,0,0,0,0,1114.458,52.599,39.435,6.01,9.187,0,15.277,142.355,24272.29,0,2.597,29.547,3.565,0,11.649,0,33.333,2.413,0,0,18.755,0,307.452,91.737,0,0,0,977.706,0.171,0,14.46,0,1.25,38.808,0,0,0,0,22.264,12,0,0,0.483,11980.014,0,0,0,90.616,112.267,0,0,47.821,632.843,0,0,2.523,0,0,0,0.281,0,0,825.971,19.059,0,0.15,10.152,10.553,0,0,0,0,7.084,0,2.255,0,0,76.749,122.308,17.912,0,1.115,9.206,0,648.393,0,0,1194.59,78.357,0,0,73.533,15.328,44.968,3.583,121.066,0,0,18.226,9.604,0,25.611,2332.428,3.932,3871.069,0,39.093,0.45,4.342,0,0,0,146.23,0,0,0,25.443,0.21,0,0,0,0,0,17.089,0,1.425,0,1.121,0,0,0,0,0,0,0,0,0,0,0,11.006,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0,0,0,0,0,0,0,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21,0,0,0,0,0,0,0,0,0,13.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0.292,0,0,0,0,1.896,11.092,51.893,0,0,0,0,0,0.089,0,0,0,0,1.009,0,0,0,0,0,0.5,0,0,335.131,0,0,0,0,0.209,6.412,29.338,0,0,0,0,95.392,0.482,0,0,0.137,0,0.039,0,0,8.904,2.678,0,0,0,0,10.182,0,0,0,0,0,10.019,0,0,0,0,0,0,0,8.555,0,0,0,0,0,0,0,0,1.437,0,0,0,0,0,0,0,15.861,0.641,0,0,0,0,0,0,0,0,0,490.014,0,0,0,0,0,963.155,0,0,0,0,0,0,0,0,0,952.123,0,0,0.566,0,0.106,0.895,0,0,0.225,0,0,0,0,0,0,1.771,0,0,4.637,0,0,0,0,3.504,0,0,0,0,0,0,1.037,0,0,0,0,0.888,0,4.122,3.711,0,11.608,0,0,0,0.261,0,0,0,0,0,0,4.407,0,0,0,2.286,0,0,0,0,8177.108,0,0,0,9.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,6.138,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.188,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,3.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.966,0,0.424,0,0,0,0,0,0,0,0,1.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0.204,1.423,0.004,0,0,0,0,0,0,0,0,0,0,1.524,0,0,0,0,0,28.659,0,0,0,0,0,0,0,0.161,22.848,5.077,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,1408.985,1.562,0,0,0,0,0,365.704,0,0,0,0,0,0,0,0.168,674.141,90.123,0,0,0,0,0,0,19.843,0,0,0,0,0,0,0,0,0,0,0,42.611,0,110.255,0,0,0,0,0,0,0,0,0,0,2.894,0,0,0,0,0.991,0,0,0,0,0.407,0,0,0,0,0,0,0,0,0.691,0,0,0,0,0,0,0,0,0,0.778,0.162,0,0,0,812.865,0,0,0,0,0,0,0,0,0,0.756,1.384,3.305,0,0,8.404,0,6.72,0,0,2141.294,1.251,0,0,14.694,0,0,0,0,0,0,0,0.2,0,0.303,0.194,0,247.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,1.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0
"FIN",14.082,0,0,0,0,0,0,1.51,20.313,1.667,0,0,8.685,0.002,0,3661.557,0,0,0,0,7.917,0,0,0,0,4.727,9.795,0,13.708,317.945,0,0,0,14.024,26.932,552.627,0.377,0,179.508,11.761,0,16.802,15.821,0,0,0.04,0,9.404,0,0,0,1.927,0,1128.163,0,0,1301.534,0,0,0,8.173,0,4207.959,15.934,0,195.476,0,0,8.951,8.281,0,4.988,6.396,0,0,8.361,3.109,87.894,29.31,637.823,17.254,0,1169.577,41.117,26.955,89.117,0,40.695,0,0,0,51.632,51.462,125.897,0,0,0,0,0.152,0,1.392,0,0,0,6.707,0,0.021,0,0,580.155,71.539,0,0,0.534,86.058,0,0,0,0,0.168,0,0,0,137.136,0,0,75.53,1.318,0,0,1.41,0,0,84.679,0.042,0,0,4.966,3012.098,5.692,0,0,0,372.273,16.814,3.928,0,0,37.76,293.509,101.691,29.186,1.243,33.275,1.375,23.073,0,0,2165.668,22.053,0,249.136,6.176,0,264.695,0.107,12.427,0,0,0,2.315,0,0,123.897,4.67,335.509,0,0.22,0,0.696,0,0,0,0,19.364,0,0,0,0,0,0,0,0,0,134.33,0,0,84.652,0,0,0,0,0,0,0,0,0,0,0,0,0,153.238,0,0,0,0,0
"FRA",0,0,1302.975,0,0.684,0,0,575.378,468.811,494.566,0,0,0.511,0.435,0,39673.807,0,0,11.454,3.59,330.455,0,0,1754.247,2.623,11.468,14.763,0,124.438,4914.545,12.396,0,0.9,283.549,18.947,18531.08,25.539,180.696,11.201,19.772,0,5.021,36.694,0,171.419,889.282,68.259,1040.661,0,72.586,20.735,1.259,1.82,15.72,0,5389.157,0,1327.69,60.956,48.429,32.778,43.52,74764.441,40.42,0,1498.222,5.114,0,2.088,17.107,0.238,1352.723,2203.932,5.017,861.693,5.041,0,5193.088,5307.908,69323.291,391.321,0,4462.887,2.646,239.295,6.322,0,1683.634,28.813,0,3.313,7.141,0,269.244,19116.136,0,1028.994,13.858,38.639,1.964,1141.513,3824.621,548.524,43.466,180.507,0,0,0.276,0,2081.895,0,6.183,0.214,0,7190.083,0,0,843.04,197.912,19.775,0.657,519.302,191.924,330.498,0,0,2.071,0,0,2.331,20.304,22.236,0,847.247,6216.191,0,21.843,256.392,768.368,0,0.556,0.128,0,23.154,2838.644,1.855,2.221,0,2946.937,2565.514,354.361,3.911,45.478,10644.186,0.222,37181.062,0,0,7628.312,17901.001,0.36,0,535.12,71.343,830.373,3717.716,221.419,0,0,44.232,208.96,83.515,219.91,55778.068,1.978,17601.322,1186.196,24.755,0,64.868,0,0,0,0,120.905,10.556,0,0,13.059,0,0,0,10.677,0,107.007,1.347,26.9,29.629,0.986,365.213,0,0,0,4.211,0,0,0,0,0,4.536,0,277.416,20.518,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.542,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",504.793,13.843,151.881,0,0,0.421,2792.935,1201.661,58672.17,130152.358,0,43.022,36.555,4.011,1.934,414277.598,0,7.997,58.49,0.222,12154.836,0,0.571,69078.625,0,118.221,333.157,2.12,53.142,13828.922,10.85,0,221.046,95.526,782.541,241949.898,160.466,0,0.02,161.084,0,36.169,3118.977,0,46891.7,378197.294,272.963,18679.655,0,84.417,28.197,5.277,239.82,4303.764,190.919,8274.574,896790.551,12.116,24.458,37.521,19.074,1.227,0,373.99,0,393426.976,115.766,0,20.195,212.657,32.923,30867.936,77430.899,77.937,499.403,848.256,23.118,1270.316,34986.858,2111852.1,55.129,43.209,154768.825,290.706,26.531,333.761,0.718,66570.818,122.25,0,321.355,702.917,9.334,5759.858,60730.66,25.701,26.625,4.368,264116.248,13.31,664.05,5103.933,5.016,358.744,5808.741,24.537,25.393,23.788,0,441.272,5.171,1152.036,1043.652,68.171,245349.926,0,0,22.676,0,359.428,17.957,2.936,1684.754,6942.037,0,0,590.366,10.53,9.943,112.703,412.59,27483.431,0,44960.726,79830.983,0,1715.265,17868.579,20472.496,12.192,0,2346.433,0,1875.132,799.878,603.418,0,76.679,95538.343,14121.357,141784.528,215.57,50732.684,13626.159,14.809,227092.087,0,57.384,47678.028,155488.408,39.128,29.344,35352.199,46.449,3725.561,8336.883,12514.505,0,0,1158.962,2083.019,4720.619,1863.782,410950.473,365.626,265333.572,199.208,52.43,5.086,133.35,0,0.326,204.524,0,0.628,3.632,17.437,2.538,11.21,1.994,0,0,0,14.087,57.286,6.607,206.375,0,15.869,0,0,175.072,0.048,0,0,274.956,0,0,6.379,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,8.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,34.824,0,0,0,0,0,0,0,25.628,0,0,0,0,0,73.765,0,0,0,0,0,0,0,58296.003,0,0,0,0,9.067,0,0,0,0,0,0,391.814,0,0,0,0,0,0,5.459,0,1600.216,19.195,0,11.786,0,0,0,0,0,0,0,1.155,47.208,0,0,0,0,0,6078.126,0,0,0,0,0,0,0,0,71.467,124,0.242,0,0,0,0.957,80.126,28899.973,0,32.088,26.014,2.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.907,0,0,0.123,0,9.288,0,0,6.712,0,0,0,0,2.455,0,0,0,0,0,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0.013,16.901,0,0,103.152,5.959,0,0,0,0,0,0,14.538,0,0,32.54,0,2276.071,0,72.5,5.736,0,204.142,0,0,0,383.389,0,0,0,0,0,176.089,209.966,0,0,0,0,2.262,0,35.595,0,13.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.283,0,0,0,0,0,0,0,0,0,15.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.913,0,0,0,0,0,0,10.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,6.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
