"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","GMB","KIR","GRL","GUY","LBY","NRU","NFK","PLW","VCT","SDN","TTO","AGO","GIN","KGZ","GNQ","ABW","ERI","KNA","SPM","BTN","LSO","SOM","TON","TKM","WLF","ATF","GNB","COM","FLK","VGB","AIA","TKL"
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,0,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0,0,0,0,0,0,0,0,0,0,693.678,0,0,0,0,0,0,0,0,0,0,53.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,0,1.424,0,1.366,2578.438,106.722,0,0,0,0,14.149,0,0,0,0,3.371,0,0,0,0,0,0,0,0,887.653,0,0,0,0,0,8728.802,1.482,0,0,0,0,0,0,0,0,14.833,0,8.644,0,0,0,0,0,55.477,0,104.253,330.749,0,0,0,0,0,11622.169,0,0,0,0,0,0,0,0,5024.257,3,17.063,0,22.512,0,0,1,33.735,1.762,0,0,7.813,0.141,0,0,19.575,0,0,0,1.038,0,12.132,5.729,0,0,0,1.977,0,0,0,0,0,0.84,0,0,0,0,184.768,0,0,0,0,108.377,0,0,0,0,0,0,0,2.704,0,0,0,0,0,0,0,0,0,0,3.934,0,0,0,0.156,7.42,0,0,0,0,0,0,0.098,0,0,474.851,14384.302,0,0,0,28.834,0,5.484,0,0,3265.881,67.489,0,0,0,0,2551.793,0,0,0,0,0,0,0,0,66.938,0,1691.301,0,0,0,5.682,0,0,0,0,0,0,0,7.747,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,10.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.492,0,0,0,0,0,0,0.027,0,0,0,1.583,0,0,0.022,0,0,0,0.21,0,0,0,0,0,0,273.151,0,887.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0.493,0,0,5.028,0,0,0,0,0,0,0,0,1.348,0,0,0,0,6.9,0,302.862,0,0,0,0,10.777,0,2.355,0,0,0,0,0,11.04,3.995,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.934,0,9.567,0,0,0,0,0,0,1.721,0,0,0,49.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,0,0,0,0,0,0,0,0,6.31,0,0,0,0,76.924,0,0,0,0,0,0,0,0,0,19.192,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704,0,1056.098,0,0,0,0,0,0,0,0,0.377,0,0,0,0,0,0,0.866,0,0,0,0,1.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.119,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,0,0,0,0,0,0,52.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,31.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,142.382,4442.189,6034.261,0,0,0,0.239,0.006,37.299,0,0,2.976,0,2918.34,0,0,109.704,0,53.219,58.8,0,0,14689.405,0,0,0,0,0.617,16133.103,0.004,0,0,0,0,0.139,21.295,0,209.765,1141.959,0,23.863,0,3.7,1.158,0.023,0,204.626,0,2.108,104046.61,1157.995,0,0,0,0,216818.016,0,0,4164.111,0,0,0,0,0,130891.81,99,5.504,327.99,0,0,639.311,1561.831,58109.59,0,0,235707.335,0,0,0,0,9991.467,0.004,0,150.417,0.246,0,0.772,2655.265,1.887,0,0,1098.6,0,0,9.877,0,60.045,212171.617,0,5.071,0,0,0.012,0,0,0,0,234480.448,0,0,0.008,0,147.916,0,0,0,737.075,0,0,0,0,0,0.326,0.021,0,0,550.882,302.24,0,0,49.27,803.52,0,0,0,0,1312.535,0,4.65,0,0,3458.767,5684.93,226.24,495.353,34.652,1050.645,0,7778.445,0,0,4.933,9180.335,0,0,2096.999,0,145.765,410.401,1905.163,0,0,0,384.561,0,0,651.696,0,297441.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",10.022,0,2.831,0,0,0,0.812,0.027,545.399,203.114,0,0,0,1.328,0,181.925,0,0,0.95,0,8.753,0,0,17.606,0,0,95.702,0,0,14.193,0,0,0.092,0,2.95,30.906,22.878,0,0,0,0,0,15.635,0,1.913,7562.699,0,1.156,0,0,0,0,0,20.641,0,37.099,368.151,0,0,0,0.269,0,133997.729,0,0,15.311,0,0,0,0,0,142.225,303.849,12.554,0,2.607,0.025,3.957,5.66,72574.73,0,0,29.991,2.918,2.248,0,0,14.043,0,0,0,34.098,0,91.816,1.387,0,0,0,225.091,6.597,0,0.129,0,13.97,11.083,0,23.444,0,0,0,0,0,0,0,160.548,0,0,0,0,1.38,0,0,0,5.878,0,0,0.055,0,0,0,0,35.917,0,0,3.692,0,0,138.694,387.752,0,0,0,0,38.667,0,2.513,0,0,654.95,0,186.894,0,3.917,0.866,0,934.798,0,0,166.409,94.356,0,1.211,0.35,0,2.241,0.355,18.202,0,0,8,397.417,0,0.777,141.973,0,361.183,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0.061,1.419,0,0,0,0,0,166.265,114.294,0,0,0,0,0,691.749,0,0,0.045,0,80.337,0,0,9847.184,0,0,0.4,0,0.555,56.181,219.068,0,0,0,23.084,167.406,0,0,0,0,0,0,1.019,0,0,2894.865,0,170.814,0,5.799,0,0,0,15.611,0,0,8160.795,0,0,0,0,0,29287.388,3.358,0,1389.473,0,0,0,0,0,639.712,7.007,0,0,0,0,0,0,10004.313,0,0,16.163,0.028,0,0,0,0.358,0,0,0.031,0,0.196,34.427,0,0,0,0.262,1.433,0,0,0,0,0,7.435,0,0,0,0,1.457,22.161,0,0,0,1105.574,0,0,0,0,0,0,0,143.202,10.605,0,0,0,0,0,0,0.742,0,0,250.88,0,0,0,1455.812,6.908,0,0,0,29.107,0,0,2.233,0,0,32.345,13.008,40.865,1.633,2.045,169.254,0,7265.036,0,13.305,0.154,13.313,0,0,0,0,1.042,9.878,14.678,0,0,0.074,0,0,0,10.89,0,508.948,0,0,0,82.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3052.249,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,45.541,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,2.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751,0,1.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,4.941,0,0,0,0,0.017,1.178,8.306,0,0,0,0,0,65.313,0,0,0.015,0,1.712,0,0,9315.607,0,0,0.8,0,0,1.79,0,0,0,0,5.428,26.689,22.24,0,0,0,0,0,0.197,0,0,2.351,0,3.838,0,0,0,0,0,3.129,0,0.253,971.803,0,0,0,0,0,10227.544,0,0,0.246,0,0,0,0,0,216.61,13.44,0.925,0.013,0,0,0.098,0.253,15778.655,0,0.559,0.026,6.494,0,0,0,3.536,0,0,0,0,0,1.366,0,0,0,0,12.883,0,0,0.503,0,0,64.617,0,27.354,0.074,0,1.451,0,0,0,2.235,0.995,0,0,0,0,0.032,0,0,0,1.182,0,0,0,0,0,0,0,0,0,0.624,93.912,0,0,0,68.319,0,0,0,0,0,0,0.454,0,0,17.375,2.912,3.765,0,0,0.248,0,9596.111,0,0,7.686,22.377,0,0,0,0,0,0,1.244,0,0,0,1.299,0,10.258,31.794,0,153.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",13.3,0,1.971,0,0,0,0.11,0,0.005,41.883,0,0,0.364,36.901,0,11.091,0,0,0,0,12.602,0,0,0.569,0,0,2005,0,0,109.07,0,0,0,0,0,901.098,0.017,0,0,0,0,0,0.174,0.559,0,4.738,0,1.091,0,0,0,0,0,0.185,0,10.824,33.729,0,0,0,0.085,0,872.529,0,0,0,0,0,0,0,0,23.245,0.325,0,0,2.719,0,1197.501,8.683,7.828,0,0,38.068,387.7,0,0,0,2360.828,0.59,0,0,0.694,0,2.242,0,0,0,0,99.234,0,0,1241.593,0,0,4.401,1.607,7.646,0.022,0,19.185,0,0,0,0,2.04,0,0,0,0,0,0,0,0,8.705,0,0,0,0,0,0,0,0,0,2.712,30.254,0,0,0,0,0,0,0,0,0,0,0.409,0,0,936.449,0.32,0.003,5.878,3.703,0,0,2.018,0,0,1.314,21.368,43.475,0.009,0,0,45,0,61.921,0,0,0,1735.305,0,0.742,51.796,0,590.189,0,0,54.918,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,2.55,5.267,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.671,0,0,0,0,1.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0.39,0,0.302,0,0,0,0,0,5.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,289.2,0,0,0,0,0,0,0,0,3.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,109.601,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0.742,0,0,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.125,0,0,0,0,0,0,2.659,0.579,0,0,0,0,0,1.063,0,0,36.613,0,0.011,0,0,3.444,0,0,0.2,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,10.826,0,0,1.452,0,0,0,0,0,0.074,0,0,0,0,1.494,0,0,0,0,0,3.862,0,0,0.207,0,0,0,0,0,0.682,0.308,0,0,0,0,0.018,0,1.045,0,0,0.011,2.314,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,36.46,0,0,0,0,0,0,0.173,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,6.443,0,0,9.454,0,0,0.047,0.762,0,0,0,0,0,0,0,0,0,0,0,9.265,0,0.283,0,10.97,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.199,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,8.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
