"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TKL","TON","TTO","ARE","TUN","TUR","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","HTI","SLB","CXR","CCK","GMB","KIR","NFK","ETH","LBY","TKM","WSM","TCD","COM","LBR","SPM","SUR","TCA","DJI","TGO","ATF","WLF","BTN","PSE","NIU","MHL","GNB","COK","FSM","ABW","FLK","PCN"
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,1.469,0,0,0,0,0,1.496,401.085,7.171,0,2.936,96.482,0,1.506,20.015,0,0,0,0,26.795,0,0,0,0,0,29.646,0,51.8,0,0,16.256,0,0,0,130.568,59.418,282.124,5.592,0,0,0,0.065,6.01,0,2.259,0.89,0,21.024,0,0,0,0,0,0,0.902,0.615,0,527.788,0,0,20.231,485.424,0,0,0.473,0,0,0,0,2.505,0,10.143,114.545,5.297,0,5.54,104.255,0,3.629,1038.872,57.644,0.279,0,213.199,0,3.384,10.409,0,24.264,8.813,0,0,11,0,19.709,0,0,0,0.881,6.93,164.311,18.924,0,0.253,0,71.592,709.817,0,0,0,3.825,36.277,16.005,0,0,18.824,1395.407,1.415,0,0,65.514,0,0,77.27,3.84,0,0,0,0,0,0.089,9.83,132.221,0,0,0,0.749,249.948,0,0,0,0,0,0,22.142,0.759,12.577,0,0,156.141,0,24.654,0.783,0,0.831,4.274,0.258,0.473,0,78.782,42.035,13.667,0,299.213,0,0,0,251.864,16.539,11.59,0,10.571,0,0,131.43,686.424,10.572,2521.195,0,0.029,17.958,3.567,5.313,90.301,22.589,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,2.605,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,7.462,0,22.782,28.048,0,2.469,22.35,6571.759,8693.54,0,23.427,95.351,0,0,168.934,0,0.829,0.396,0.567,288.538,0,0,0,318.252,6.084,252.336,0,0.1,85.479,0.732,493.752,0,0,0,247.289,81.365,9994.057,0.644,0,0,0,7.382,94.884,0,1.392,4342.883,0,128.255,0,0,0.724,0,0,0,183.776,11.315,528.836,4810.846,2.58,0,0,19608.013,56.411,0,25.831,0,0,21.996,0.327,0,0,81.068,18285.698,2100.791,0.111,46343.957,223.971,0,13239.844,507,3558.412,4.156,0,26155.548,19.894,59.468,1.688,25.806,24613.087,28.276,0,2.502,3.403,0,0,0,0,161.294,0.308,0,42214.692,255.681,0,96.907,0,76.85,1097.563,5.613,0.098,0,7.26,17.565,0,0,0,91.645,2197.969,0,4.938,0.191,373.963,0,0,155.107,3198.897,0,366.14,0,4.826,32.058,5.179,6072.04,6357.552,3.145,0,0,6.848,256.935,0,0,0,0,0,0,1524.4,0,1.975,0,5245.419,0,161.143,2722.435,1.724,0,1158.497,2.474,3744.209,0.345,0,1803.643,984.964,0.458,0,42970.93,0,0,2.697,2453.381,0,980.693,0,0,1.55,0.536,52.846,11586.688,1.552,29654.549,0,0,0,0,0.784,9.154,0.047,0,7.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0,0.263,72.56,973.218,0,0,7.19,0,0,139.011,0,0,0.227,0,30.365,0,0,0,0,0.148,0,0,0.295,0,0,0,0,0,0,0,0,248.031,0,0,0,0,0,20.877,0,0.035,2745.97,0,0,0,0,0.516,0,0,0,0,0,19.857,190.718,0,0,0,2048.078,0,0,11.726,0,0,0,0,0,0,0,0.366,422.062,0,0,0,0,0,132.899,375.219,0,0,402.453,0,0,0,0,1511.647,0,0,0,0,0,2.42,1.518,0,0,0,0,0.089,0,0,0.23,0,0,28.642,0,0,0,0,0,0,0,0,0,15.809,0,0,0,0.29,0,0,0,14.105,0,0,0,0,0,0.061,1.528,740.229,0,0,0,83.566,19.189,0,0,0,0,0,0,0,0,0,0,0,281.498,0,0,6.639,0,0,0,318.747,0,0,545.984,89.232,0,0,0.337,0,0,0,0,0,15.704,0,0,27.024,0,45.062,782.398,0,34.978,0,0.201,0,0,0,7.144,0,0,0,0,0,0,0,0,0,5.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0.071,41.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.901,0,0,0,0,0,72.235,0,0,0,0,0,0,0,0,32.149,0,0,0,0,0,0,0,0,0,0,0,149.273,0,0,0,3.184,0,0,0,0,0,0,0,0,0,0,273.35,0,0,0,0,0,0,0,1.521,0,0,2830.492,0,0,0,0,25.689,0,0,0,0,0,0,0.042,0,0,0,0,28.34,0,0,0,0,0,4.839,0,0,0,0,0,0,0,0,0,0,0,0,0,2.542,0,0,0,0.371,0,0,0,0,0,0.021,0,4.066,0,0,0,0,27.78,0,0,0,0,0,0,0,0,0,0,0,17.392,0,0,0,0,0,0,0,0,0,0,0.005,0,0,106.981,0,0,0,0,0,0,0,0,0,0,0,389.259,0,205.94,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,1.697,0,0,0,0,0,0,17.129,81.248,0,0,0,0,0,69.084,0,0,417.095,0,0,0,0,0.353,0,498.206,0,0,0,0,0,1.206,0,0,0,0,1.813,104.306,0,0,0,0,0,561.489,0,9.501,2.13,0,12.844,0,0,0,0,0,0,3.013,0,272.672,505.451,0,0,0,855.824,0,0,0,0,0,0,0.165,0,0,0,26.587,26.45,0,2.45,0,0,0.008,27,315.038,0,0,0,0.047,1.826,0,0,0.563,0,0,0,0,0,0,6.241,0,0,0,0,0.178,0,0,0,0,0,0.074,0,0.024,0,0,0,0,0,0,0,5.619,0,0,0,0.028,0,0,0,2.737,0,0,0,0,0,10.738,0,117.613,34.507,0,0,16.635,3.774,0,0,0,0,0,0,0,0,0,0,0.211,21.91,12.167,0,0,0,1.941,0,0.151,0,0,1811.877,24.785,0,0,21.487,0,0,0,0.002,0,54.334,0,0,216.018,410.278,0,88.443,0,3.696,0,0,0,0,0,355.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",1.609,0,7.919,0,0,233.276,0,18.264,6.122,431.708,7.632,0,5.871,0,0.632,0,6.642,0,0,0,796.237,10.913,0,0,0,0,25.6,0,0,0,65.287,24.933,53.671,0,0,0,0,9.241,54.448,3.367,0,8.013,480.545,1.435,0,0,857.567,20.62,0,22.906,0,0,0,0,32.043,0,3.72,0,5.846,79.707,0,0,0,405,166.394,0,293.617,0,0,0,0,0,0,0,1.223,34.035,0.441,32.862,0,70.507,12.547,10.439,5.817,13.733,0.561,3.006,0,9.022,150.463,0,92.22,0,0,0,5,1.993,0,0,0,0,0.683,152.578,6.739,10.626,192.455,0,19.954,30.56,1.022,0,0,0,0,289.344,200.503,667.39,0,14.028,130.657,0,2.377,0,19.989,0,0,3823.762,5.69,0,10.429,0,0,0,7.609,0,24.045,13.257,0,393.44,44.101,0.47,11.644,0,0,0,0,4.48,2.293,0,133.051,0,106.03,934.06,1.092,0.243,0,0,0,498.875,84.904,0,45.937,35.629,9.193,0,0,24.184,0,0,4.206,57.734,8.686,9.426,0,38.694,2,0,71.194,5551.651,369.715,1036.443,0.834,6.148,10.777,0,0,0,243.124,0,0,0,0,0,0,0,4.728,143.747,0,0,0,0.063,2.712,0,0,0,0,0,0,0,0,0,0,0,5.549,0,0,0,0,0
"ZWE",22.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.103,0,0,0,0,0,0,0,5.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033,0,0,0,0,0,0,0,0,1.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,354.813,0,499.236,1.725,1.119,4.771,206.966,459.534,490.33,0,21.116,0,1.585,0,3331.191,0,5.677,25.725,0,153.285,0,0,0,0,17.824,0,0,14.1,0.726,3.434,619.757,0.621,0,0,7.318,997.835,3956.433,673.725,0.076,0,0,35.52,108.104,26.729,203.803,332.704,0,88.676,0,140.696,20.456,4.366,0,0,5.698,0,698.953,17698.212,3.189,0,6.695,6403.227,0,84.234,3001.203,0,0,0,16.02,0,0,10.341,72.172,33.209,75.151,32.872,0.561,0,39.947,97.418,4700.988,1.9,10.383,5779.453,1.372,155.566,1.542,0,37.046,14.126,0,0,124.495,0,10.447,8.386,0.395,0,8.514,0,32.425,7.792,0.682,391.986,5.642,11.569,1714.9,3.358,0.022,0,1151.277,1.232,0,0.614,0,0,447.942,0,26.25,0,73.374,3.34,4.255,1.119,56.397,0,0,2.75,0,10.294,40.39,10.391,101.367,26086.378,0,17.235,60.089,464.613,0,0,0,0,0,0,20.649,0.496,0,0,25.622,39.762,24.028,104.901,28.932,0,502.576,0,0,0,0,1022.808,580.619,0.621,0,45.55,0,0,0,187.118,46.596,923.706,0,0.576,44.997,16.361,480.988,5747.248,0,16358.515,0,11.996,0.156,242.227,101.075,111.766,9.084,0,0,0,0,0,542.632,0,0,0,0,0,0,0,0,0,0,0,0,1.544,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.833,111.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.255,0,0,0,0,243.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,2.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,19.501,0,0,10.088,0,131.365,2898.683,3145.999,739.386,0,2.318,0,0,0,1436.326,0,5.124,387.248,0,1133.414,0,0,197.808,2.902,112.616,0,0,85.383,0.273,0,736.553,0,0,0,1.09,18115.229,3344.667,1.893,0,3.135,78.114,0.544,1103.362,0,9.632,207,36.126,9722.195,0,1.301,0.003,24.811,0,0.545,698.907,0,12876.738,2128.68,0.954,0,0.086,4655.757,2.181,0,361.911,47.714,0,3.135,23.069,0,0,0,675.703,155.364,202.889,16.678,211.17,0,40.144,635.821,1489.997,1.597,0.613,1975.234,0.153,94.08,1.227,0,523.928,70.616,0,80.977,13.09,0,370.476,2359.698,6.019,8.184,0,13.905,1660.521,298.007,0,3.391,0,14.721,5450.041,1.127,90.52,0,10.66,0.121,2.863,0,0,0,4496.542,0,978.374,0,37.107,4.36,176.814,13.087,11515.527,0,0,0.136,0,8.862,9.181,0.273,1494.464,201.039,0,2.454,151.247,16105.418,0,0,0,0,0,0,2081.522,118.739,0,3.135,2089.055,310.14,27.802,332.422,116.695,0,346.266,0.273,1122.178,7.089,0,0,723.719,77.16,0,2027.726,0,0,0.818,155.002,0.397,848.591,0,66.936,1411.442,479.936,2036.578,3596.804,270.469,17513.735,3.408,66.927,0,6.697,0.686,555.756,446.874,0,0,0,0,0,0,0,158.544,0.136,0,0,90.384,0,0,0,0,0,0,44.306,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,0.426,0,0.069,0,0,18.894,105.908,2065.87,11418.789,0,1.141,0.926,0,0,2942.948,0,9.781,47.007,0,123.22,0,0,0,0,209.604,0,0,2.013,0,0,718.789,0,0,0,5.968,34.841,4849.123,5.51,0,0,0,1.265,356.563,0.863,67.637,497.964,4.288,1640.003,0,0,1.827,0,0,0,80.53,0,782.203,13283.971,2.397,0.081,0,42454.944,0,0,180.747,0,0,0,0.113,0,0,0,12126.084,1160.729,10.05,32.749,63.787,0,282.685,239.685,8812.702,0.024,0,23322.444,3.299,2.477,1.208,0,17980.817,144.23,0,0,4.128,0,8.908,113.782,210.413,2.313,0.434,0,215.079,1.085,12.834,0.551,0,9.716,231.618,2.801,0,0,106.198,0,7.085,0,0,0,1504.425,0,7.664,0,145.871,0,0,0,639.044,0,8.214,0,0,0,16.234,4.644,1235.135,205.669,0,49.779,1142.399,3468.586,0,0,0,0,0,0,93.947,0,0,1.678,4699.299,3504.32,358.114,3.275,270.467,0,308.714,18.615,2570.173,453.528,0,4629.305,0,0,0,687.234,0,0,1.999,167.228,45.09,834.07,0,6.381,22.052,24.151,70.098,7217.536,0,34404.361,1.628,1.065,2.794,139.397,7.491,46.692,0.131,0,0,0,0,0,0,0,58.131,0,0,0,0,0,0,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.994,0,0,18.415,0,0,0,0,0,0,0,0,0,0.926,0,0,0,0,0,13.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0.117,0,0.275,0,0,0,330.726,4992.683,1581.383,0,6.722,1.669,0,0,90.955,0,0,0.074,0,1987.33,0,0,0,5.054,30.296,1345.033,0,2.7,157.656,0,4088.635,0,0,0,1.558,27.376,2483.565,1.082,0,0,0,1.163,40.238,0,0.326,118.009,0,2759.09,0,0,3.268,0.003,0,0,2.467,0,8250.359,16196.772,10.522,0,0,22256,4.224,0,69.71,0,0,342.344,0.003,0,0,0.027,1421.914,0.141,11.025,7544.51,0,0,33.528,19208.085,40350.137,7.886,0,32755.896,0,1.559,0,877.187,19451.118,0.385,0,298.781,14.488,0,4.801,0,0,0,0,0,3039.519,5.657,0.911,2.523,0,4.758,329.238,0,1.463,0,0,0,0.169,0,0,0,5532.635,0,0.064,0,36.727,12.19,0,0,118.813,0,2051.105,2.297,0.132,0.542,14.693,569.14,223.49,1.454,0,0.014,266.441,3693.367,0,0,0,9.891,0,0,7.928,0,3.394,0,3840.574,37631.714,279.219,1306.519,5.353,0,410.638,0,5055.786,0,0.387,942.229,5210.395,1.057,0,0,0,0,0.175,18.314,3.179,405.956,0,4.366,2.724,1.345,235.105,31848.687,0,26005.378,0,0.709,0,0,0,2.788,0,0,0,0,0,0,0,0,0,0,0.003,0.723,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.326,0,0,0,0,0,0,0,0,4.048,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,46.381,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.251,0.161,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.691,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0,0.126,2.041,0,0,0,0,0,0,1.138,0,0,0,0,0,0,10.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,5.209,0,0,0,2.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,69.436,0,0,0,0,7.972,0,24.244,8.196,0,0,0,76.491,0,43.123,0,0,0,0,0,0,0,0,0.055,28.979,0,1.073,0,0,1.53,3.194,0,0,0,19.118,0,0.284,0,0.03,0,0,0,0,0,76.226,8.648,0.353,0,0,0,0,0,0,0,0,0,0,2.488,0,0,56.605,588,0,0,0,0,0,0,0,0,0,0,997.695,14,0,0,718.048,0,0.124,0,78.892,0.154,0,2.192,4.03,0,0,0,13.436,0,0,0,0,0,0.025,0,0,0,0.297,0.065,2.003,21.286,1.426,0,0,0.093,0,0,0,0,5.695,1.182,105.913,0,0,0,342.198,0,0,0,2.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.91,0.306,0,0,0,0,0,0,1.77,0,0,2226.55,50.756,0,0,0,0,77.893,0,4.697,3.348,0,56.064,43.727,0,0,3.661,0,0,0,0,2.528,95.892,0,0.709,0,0.178,103.854,116.336,1.839,11.671,1.472,0,0,0,0,0.185,4.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,3.026,0,1.01,0,0,0,0,1.295,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.901,0,0,7.547,0,0,0,0,0,0,0,0,0,0,13.341,234.621,1.876,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.154,0,0,0,0,1.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0,0,0,0.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",12.129,16.914,42.691,0,0,11.409,0,46.51,0,316.232,36.444,0,1.65,0,0.225,0,27.12,0,0,2.2,0,0,0,0,0,0,153.882,0,0,20.779,0,0,39.831,0,0,0,0,0,50.786,8.879,0,0,0,0,4.669,0,309.776,6.745,0,7.241,0,0,0,0,0,0,0.514,0,51.982,98.228,0.104,0,56.326,674.492,0.871,0,597.941,0,0,0,0,0,0,0,100.43,9.795,1.316,0.55,80.178,298.497,11.682,73.387,1118.578,0,0,318.748,706.219,152.844,0,0,9.995,23.294,2.805,0,9.595,0,0,0.311,0,0,0,0,0.438,3.475,0,0,0,0,3.645,0.448,4.434,0,84.773,0,19.18,0,0,0,205.319,0,0,0,1.711,0.03,0,0.826,0.871,0,0,0,0,0,5.282,0,9.825,9.184,0,1.75,220.129,392.355,0,0,0,0,0,0,40.267,5.884,0,0,0.286,4.966,1.133,0,1.863,0,53.597,0,298.511,0.416,0,123.414,50.26,47.602,0.193,9.653,0,0,0,40.431,9.002,0,0,0,3.148,11.939,32.517,358.183,0,138.204,0,0.362,26.151,0,0.687,103.044,54.068,0,0,0,0,0,0,0,4,11.301,49.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
