"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TKL","TON","TTO","ARE","TUN","TUR","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","HTI","SLB","CXR","CCK","GMB","KIR","NFK","ETH","LBY","TKM","WSM","TCD","COM","LBR","SPM","SUR","TCA","DJI","TGO","ATF","WLF","BTN","PSE","NIU","MHL","GNB","COK","FSM","ABW","FLK","PCN"
"CYP",0,0,0.016,0,0,0,0,0,0,1.495,3.51,0,0,0,0,0,0,0,0,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,0,0,0,0,0,0,0,0,0,0,0,20.71,0,0,0,4,0,0,17.12,0,0,0,0,0,0,0,237.206,0,0,0,0,0,0,279.495,0.282,0,0,0,0,0,0,0,0,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.869,0,0,0,0,0,2.138,0.03,0,0,0,0,0,3.606,0,0,0,0,0,0,2.516,51.284,0,0.853,0,0,0,0,0,11.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZE",0,0,0.435,0,0,0,0,0,1290.059,232.652,1242.054,0,0,0,0.146,0,229.529,0,0,37.435,0,4.757,0,0,0,0,166.902,0,0,0.955,0,0,96.506,0,0,0,0,2.303,0.48,0,0,0,0,1.846,240.618,0,12.7,0,0,1919.947,0,0,2.248,0,0,0,0.832,0,44.321,1439.993,0.18,0,5.092,11746.205,0,0,0.646,0,0,0,0,0,0,0,28.734,1365.53,24.049,4.436,0.735,0,36.436,34.144,152.041,0,0,28.52,0.705,0,1.062,0,1.146,0,0,0,5,0,1.575,16.237,10.182,0,0,0,21.271,0,0,0.327,0,0.061,126.978,0,0.086,0,18.617,0,0,0,0,0,1056.543,0,0,0,4.115,0,0,0,14.506,0,26.37,1.546,0,0,0.105,34.65,4243.897,25.115,0,0,556.434,106.969,0,0,0,0,0,0,2.65,0,0,0,43.416,25.637,4472.54,9.916,417.273,0,131.158,0,108.107,0,0,591.331,1054.066,7.944,0,254.91,0,0,0,6.291,0.853,71.17,0,0,44.206,4.7,0,293.41,0,597.558,0,0,0,3.675,0,139.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",0,38.391,26.685,0,0,0,0,10.585,18.24,467.037,2656.199,0,0,0,40.163,0.29,24349.943,0,0,1.111,0,16.398,0,0,8.243,1.083,18.859,0,0,7.186,0,0,587.614,0,0,0,1.587,29.795,325.44,5.815,1.033,0,0,0,107.253,19.665,44.458,1769.314,0,0,0,0,0,0,0,0,120.827,1.473,1767.814,8128.123,0.208,0,2.959,13030.933,77.343,10.692,311.763,313.722,0,0,7.319,3.046,0,0,1134.687,426.221,80.994,14.324,7.053,7.136,679.649,168.607,4949.695,21.6,3.946,1542.566,41.7,63.727,0,0,808.664,51.43,0,0,34.051,0,234.05,642.393,20.309,5.518,1.74,0,8.042,0,0,10.528,0,1.729,138.754,0,0,0,6.241,0,0,0,0,0,3681.417,0.733,4.73,0,93.663,0,0,0,3532.597,0,11.342,0,0,0.101,24.878,26.495,416.831,441.96,0,0,483.19,778.428,0,0,0,0,0,0,86.823,2.649,0,0,84.969,231.819,218.717,283.45,123.057,2.481,80.196,0,1581.655,0,0,7671.802,2299.604,0,6.959,175.947,0,0,0,305.994,101.187,132.548,0,19.63,113.877,0.791,1.534,9498.679,1.501,15167.437,0,6.644,0,29.091,0,169.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.163,0,27.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,51.52,2.404,1.611,0,0,0,0,0,0,0,0,0,0,49.6,0,0,0,0,0,0,0,0,0,0,83.191,0,0,0,0,0.474,0,0.095,0,0,0,9.886,0,1.55,0,0,0,0,0,0,0.012,0,0,0,0,0,0,7.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,55.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838,0,0,0,0,0,0,0,0,0,4.109,0,0,0,0,0,27.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.316,0,0,0,0,0,0.266,0,0,79.144,0,0,0,0,0,0,0,0,0,0,0,0,0,1755.947,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,7.202,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,12.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.314,0,0,0,0,0,0,0,0,0,0,0,0,0,8.141,0,0,0,0.978,0,0,0,0,0,0.178,0,2.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,4.209,0,0,0,0,0,0.305,0,0,0,0,0,40.082,0,5.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,0,0,0,0,0,0,14.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,6.847,317.469,5.125,0,0,0,0,0,6.02,0,0,0,0,13.861,0,0,0,0,0,0,0,0,0,0,3.554,0,0,0,0,0,19.423,0,0,0,0,0,1.033,0,0,125.978,0,83.415,0,0,0,0,0,0,0,0,163.657,3.808,0,0,0,14.452,0,0,0,0,0,0,0,0,0,0,2.308,68.383,0,0,0,0,0.855,0,0.248,0,0,6.105,29.116,0.979,0,0,0,0,0,0,0,0,664.463,410.211,0,0,0,0,14.121,0,0,0,0,0,108.141,0,0,0,0,0,0,0,0,0,28.373,0,0,0,17.103,0,0,0,7.793,0,0,0,0,0,0,0,39.586,8.442,0,0,0,746.147,0,0,0,0,0,0,0,0,0,0,0.08,0,15.403,0,0,0,0,0,10.578,0,0,240.096,46.88,0,0,11.988,0,0,0,0,0,0,0,0,17.73,0,0,17.992,0,30.844,0,0,318.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,21.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.422,0,0,0,0,2.489,0,0,0,2.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,40.564,2.722,0,0,0,0,13.789,26.858,128.103,118.83,0,0,0,43.022,0,118.399,0,0,0.169,0,183.145,0,0,0,0,4.381,0,0,10.477,0,12.245,41.035,0,0,0,4.036,94.375,2040.014,11.227,0,0,0,61.638,237.224,0,14.538,211.579,25.522,529.178,0,0,127.349,0,28.436,0,650.084,0,0,3759.135,0,9.578,10.242,4915.931,0,0,17.187,0,0,0,1.348,0,0,0,164.645,1044.68,8.974,18.015,10.032,0.792,2.244,969.543,489.825,0,0,4222.376,45.606,2.801,2.701,0,729.441,9.458,0,286.429,2.49,0,63.045,112.092,17.877,59.17,0,0,46.788,0,0,1.227,0,7.582,56.798,1.592,3.184,0,0.942,0,4.588,0,0,0,7040.924,0.366,0,0,102.306,0,0,0,118.946,0,0.447,0,0,0,6.05,0,136.588,122.978,0,1.582,1.679,11637.899,1.791,0,0,0,0,0,276.765,0,0.772,0,243.019,2220.282,23.132,19.453,68.878,0,44.813,0,168.693,0,0,5817.367,119.425,6.279,0,145.996,0,0,0,113.06,29.597,26.243,0,0,2138.895,0.244,0,5778.179,0,8562.711,0,0,22.242,1.718,0,12.602,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",589.496,1.556,2412.214,0,387.508,313.403,0,3.897,324.225,9885.165,5064.892,0,6.887,0,0,0.199,12585.867,0,4.305,21.07,7.462,2842.069,0,0,0,0.144,115.923,1.244,2.487,18.655,1.948,218.692,5000.557,10.8,0,37.31,43.528,3766.698,11967.947,376.02,47.565,396.728,13.68,100.963,189.572,14.924,278.587,5559.663,122.525,4469.627,10.501,1.775,25.56,3.731,23.63,0,181.806,0,1325.868,0,1835.646,471.961,4.975,33526.838,0,36.066,1650.466,0,0.092,0,6.119,92.817,65.914,0,2205.924,1453.156,33.368,18.655,388.023,0,652.362,10173.841,15983.253,1102.82,6.684,5721.992,78.351,129.328,24.873,0,1909.616,71.902,0,0,288.901,0,45.946,49.618,1138.363,21.142,180.32,0,717.229,0.084,721.925,43.029,99.405,383.927,4375.051,4.808,1.622,0,3022.585,18.136,73.376,0,0,2.487,19208.845,98.249,2351.201,0,256.012,1.09,35.404,442.744,1279.09,0,286.042,8.706,63.411,5.211,57.055,303.959,9266.352,6884.975,0,185.306,524.996,778.533,0,0,0,1.413,0,0,1630.218,831.451,15.222,0,1758.747,3585.472,201.958,105.639,309.672,0,528.655,0,17590.55,281.068,0,3794.253,4673.136,16.168,0,2018.732,0,0,1.374,492.49,823.423,25307.548,0,0.174,149.24,4.558,145.509,23312.607,1.244,19786.464,62.779,43.09,0,40.068,52.234,118.148,60.653,4.975,0,0,0,52.234,0,0,1.244,8.706,2392.807,0,72.132,1.228,8.706,104.468,0,9.949,6.218,75.63,6.218,8.706,0,0,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.733,0,0,0,0.892,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.183,0,86.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",52,250.223,905.879,0,40.533,151,0,327,810.858,11868.036,90731.763,93.397,230,8.451,25.751,7.152,56433.853,1,12.105,1093.109,0,9770.397,14,2,0,35,2058.693,13,9,409.519,2,10.47,11660.923,0.429,2,8,210,1239.903,26837.541,605.104,0.636,12,12,2731.267,6352.004,73.057,456.454,22265.239,3.01,27802.902,0,40,23,124,0,22,4825,0,19723,132936.977,17.734,0.193,27,0,43,5,13153,0.266,0.028,0,101.286,5,0,4,18018.694,35720.058,610.444,1022.801,1670.994,138,9299.458,9120.413,106389.056,26.838,11,44348.221,478.392,346.772,277,88,52873,239.671,5.213,0,611.648,0,4121.022,1973.905,3321.245,5,12.932,5,3708.308,6,10,1485.204,8,80.876,5467.843,67.734,129.725,0,1285.443,0,118.146,45.857,6,7,77674.261,2,8.151,0,928.598,16.633,3,217,11190.788,0,201.253,41,0,110.16,138.718,250.743,32476.873,17152.757,9,320,2970.292,22472,134.191,0,6,2.304,0,0,2557.359,20.053,78,58,7143.514,12782.213,6181.213,620.596,4943.426,5,9675.122,213,61682.539,479.35,0,27207.139,60948.828,779,20,5422.879,54,0,460,5701,443.512,20273.208,0,128.846,16943.091,408.756,2069.182,133988,5.802,242482.34,5,57.187,122,180.35,36.656,1705.004,1,0,0,0,0,0,0,0,13,211,101,120,3,1,0,0,3,0,0,2,0,0,1,6,15,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,1.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.785,0,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,801.932,0,0,0,0,0,0,0,43.051,10.432,3.707,0,0,5.725,0,74.759,0,0,8.884,0,3.24,0,0,0,0,550.137,0,0,0,0,0,132.46,0,4.125,0,0,0,172.81,0,0,0,0,0.004,1.446,0,384.392,4.271,0,2.212,0,0,0,0,0,0,0,0,0,130.406,0,0,0,150.676,0,0,0,0,0,0,0,0,0,0,0,0,0.623,0,0,0,24.466,65.406,42.851,0,0,30.645,0,24.532,0,0,1.274,19.142,0,0,0,0,0,0,0,0,0,0,17.896,0,0,0.14,0,0,0,0,11.366,0,13.206,0,0,0,0,0,12.278,0,0,0,0,0,0,0,19.137,0,0,0,0,0,0,0,5.958,0.123,0,0,87.415,0,0,0,0,0,8.802,0,0,0,0,0,0,5.883,0,0,0.356,0,1.4,0,43.222,3.127,0,0,10.355,0,0,3.269,0,0,0,11.983,2.406,21.356,0,0,87.234,34.057,0.051,98.47,0,963.271,0,0,0,0,0,160.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.864,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.365,0,0,0,0,0,0,0,0,0,0,44.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383,0,4.895,0,0,0,0,0,0,0.032,9.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.098,0,0,0,0,0,2.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,7.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
