"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","OMN","NAM","NRU","NPL","NLD","CUW","ABW","NCL","NZL","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","NIC","PYF","KIR","LBY","VUT","NFK","FSM","TON","CPV","DJI","MOZ","SYR","BDI","ERI","GNQ","BMU","IRQ","BTN","CAF","LSO","MHL","GNB","KNA","SOM","SSD","TKM","TUV","WLF","VGB","PLW","MNP","SXM","AIA","TCA"
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.168,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,3.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,5.895,0,0,0,0,0,0,0,0,7.09,0,0,9.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,3.386,0,0,0,0,61.483,319.988,2.218,0,0,0,0,0,0,5.079,0,0,2.648,0,10.678,0,0,0,0,0,0,401.557,0,0,0,0,10.977,0,0,0.027,0,0,0,0,60.686,0,0,0,0,11.66,0,0.385,0,0,0,0,0,0,0,65.625,0,19.54,0,0,0,0,5.625,1.387,0,0,0,0,0,0,0,0,0,0,250.892,0,0,26.546,0.058,0.29,0,81.559,0,0,6.899,0,0,0,0,4.026,0,0,0,0,0,0,0,0,0,0,0,37.174,0.569,0,1.606,0,0,107.903,0.336,0,4.06,0,0,0,0,0,0,66.239,0,0,1.423,0,0,0,1.909,0,0,0,0.141,0.036,0.063,2.341,7.008,0,0,2.324,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,1.786,46.031,0,0,0,95.798,0,1.401,0,0,0,18.358,3.773,0,24.082,0,0,0,2.54,0,0,0,0.217,0,0,322.685,0,1608.224,0,1.13,0,0,4.696,0,0,0.065,0,0.297,0,100.528,0,5.789,17.438,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,39.873,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,0,0,0,0,13.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.938,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,1.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,0,0,0,0,0,96.542,0,3.87,0,0,0,4.415,0,0,0,5.586,0,0,0.31,0,0,0,0,0,18.964,0,0,0,2.112,156.425,0,0,0,0,0,0,0,0,0,0,0,0,4.881,0,12.78,0,0,0,0,0,25,0,0,49.067,59.236,0,0,0,0,1189.864,0,0,0.404,0,0,0,0,0,0,0,0,4370.821,0.003,8.297,1.857,0,0.896,1,8.756,0,0,0,0.5,0,0,0,11.798,0,0.088,0,0,0.751,0,44.566,0.508,0,0,0,0,0,0,0,0,0,35.197,0,0,1.102,0,0.377,0,0,0,0,19.639,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0,6.093,0,0,3.237,0.129,1.064,0,0,0,0,0,0,0,0.751,0,0,0,0,4.694,92.17,0,0,204.714,0,0,81.029,0,0,0,5072.373,79.556,0,0.009,0,0,0,1162.13,0,0,0,0,0,0,9.15,0,50.637,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,1.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202,0.31,0,0,0,0.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.205,1.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037,0,0,0,0,0,0,1.68,0,4.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,1.429,0,0,0.065,0,0,0,9.545,0,0.015,0,0,0.139,0,0,0,0,0,0,0,0,0.03,0,0,0,0.174,0,0,0,50.3,0,0,0,0,0,6.092,0,2.324,0,0,0,0,0,27.175,22.648,12.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.445,0,18.75,0,93.004,0,0,0,0,0,0,0,0,0,227.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.525,0,0,0,0,0,0,0,0,0,0,7.718,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.608,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.16,0,600.442,0,0,0,11.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,1.918,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999,0,0,0.047,0,0,0,0,0,0,0,0,1.882,0,0,0,2.361,0,0,0,0.004,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0.811,0.371,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,2.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,12.001,0,0,0,0,0,143.898,1490.361,2621.758,0,0,0,0.818,0,8.909,0,0.169,0,3929.947,0,0,8.463,143.156,0,55.5,0,0,3819.391,0,3.98,0,0.745,45979.131,0,0,0,0,0,0,0,0,0.509,77.197,0,0,1021.071,0,9.692,0,22.56,0.891,0,0,442.903,0,0.444,31.124,2633.335,0,0,0,0,125728.927,0,0,639.916,0,0,0,0,0,0,0,0,77154.7,512.804,3.985,579.2,0,13.476,912.375,448.329,0,0,419749.965,3,0,0,159.761,5419.997,0,0,0,2.78,0.351,0,2.584,1375.202,0,0,0,687.548,0,0,173.752,0,45.917,77478.433,0,11.248,0.101,0,0.045,0,0,0,0,136970.644,0,0,25.25,127.383,0,0,0,25.304,0,0,0,0.007,0.089,0,486.404,3.042,0,0,24.142,2287.86,0,0,0,0,0,0,0,4.435,0,11.932,93,0,1594.525,6366.508,137.586,859.354,38.805,422.551,0,364.912,0,0,0,82.396,6766.83,0,2483.712,0,0,0,2.837,193.322,2094.101,0,633.254,0,0,680.43,0,409739.816,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0.054,0,9.341,0,0,0,0,1.513,0.457,586.031,143.537,0,0,0,0,0,47.807,0,0.711,0,48.556,0,0,0,132.631,0,218.907,0,0,41.628,0,8.733,4.245,10.065,107.151,0,0,4.908,0,0,0,0,0,0,6.299,0,233.33,511.164,0,199.911,0,194.602,0,0.197,0,52.237,0,0,35.927,308.818,0,0.473,0,0,41317.495,0,0,54.701,0,0,0,0,0,0,0,0,25.972,223.461,7.774,0,0,29.493,0.32,30474.696,0,0,21.498,1.597,0.273,0,0,249.329,1.563,0,0,0.09,30.078,0,59.474,0.301,0,0,0,90.185,0,0,487.499,0,0,30.112,0,16.734,0.138,0,0.197,0,0,0,0,599.149,0,0,0,4.474,0,0.031,0,28.668,0,0,0,0,0.261,29.953,0,3.789,0,0,143.518,395.011,0,0,0,0,0,0.056,0,15.672,0,26.416,0,0,9.666,11.945,110.362,0.504,6.145,5.854,0,111.859,0,0,0,20.659,616.896,0.586,10.458,0,0,0,5.092,1.418,31.537,4.52,553.394,0.003,0,101.194,66.194,285.697,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,3.717,0,0,1178.011,0,0,0,25.163,98.1,0,0,0,0,0,256.625,0,0.766,0,485.362,0,0,0,8972.583,0,0,0,0,29.293,0,0,0,27.981,70.269,0,0,0.015,0,0,0,0,0,0,0.007,0,0,4566.558,0,1303.304,0,0,0,0,0.358,97.453,0,0,85.716,597.317,0,0,0,0,6972.058,0,0,3487.428,0,0,0,0.42,0,0,0,0,3.216,0.088,0,0,0,0,8.805,6500.802,0,0,16.896,566,0,0,0,7.715,0,0,0,0,0,0,0,0,0,0,0.012,0.207,0,0,47.256,0,0,6.574,0,0.176,0,0,23.656,0,0,0,0,207.086,0,0,0,0,0,0,0,2.16,0,0,0,0,7.187,0,81.212,0,0,0,4452.277,38.951,0,0,0,0,0,0,34.627,0,1.515,1.413,0,0,349.5,1.191,1.587,0,0.959,10.457,0,4621.114,0,0,0,1.033,219.61,0,20.738,0,0,0,63.016,29.119,1.785,27.392,2.453,0.092,13.735,786.88,0,227.501,51.082,0,0,152.515,0,0,0,0,0,0,0,0,0,0,0,306.379,0,225.201,0,0,0,2.311,0,0,0,0,0,0,55.468,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154,0,5.502,0,0,0,0,0,0,0,26.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0,1.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0.448,1.469,1.17,0,0,0,0,0,10.912,0,0,0,3.039,0,0,0,4854.965,0,0,0,0,0.167,0,0,0,13.216,42.636,0,0,8.826,0,0,0,0,0,0,0.863,0,0,131.965,0,4.869,0,0,0,0,0,0,0,0,1.233,344.35,0,0,0,0,5021.677,0,0,68.934,0,0,0,0,0,0,0,0,114.118,34.427,0.736,0,0,0.487,1.112,74074.745,0,0,0.195,3.6,0,9.61,0,35.558,0,0,0,0,0,0,0.542,0,0,0,0,0.832,0,0,0,0,0,96.286,0,11.607,32.713,0,0,0.302,0,0,0,0.174,0,0,0,0,0,1.066,0,0.563,0,0,0,0,0,0.067,0.859,81.001,0,0,0,1.447,0,0,0,0,0,0,0,0,0.792,0.291,0,0,0.513,0.994,2.232,1.329,0,5.327,0,2122.813,0,0,0,0,38.191,0,0,0,0,0,1.575,0.379,6.276,0,3.029,0.001,0.675,5.284,0.155,190.431,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0,0,0,1.006,0,153.677,0,4.04,48.759,0,0,0,24.203,0,0,0,0,0,1.576,0,0,0,38.109,0,2231.579,0,0,322.796,0,0,0,0.377,141.645,0,0,0,0,0,0,0,0,0,0.002,0.162,0,7.84,0,1.165,0,0,0,0,0,3.372,0,0,4.178,24.775,0,0.876,0,0,1417.48,0,0,80.303,0,0,0,0,0,0,0,0,75.584,2.764,0,0,5.697,1761.262,7.235,4.206,0,0,61.52,695.458,0,0,0.409,4487.216,0,11.776,0,0,0.664,0,10.925,0,0,0,0,0.258,0,3.152,889.61,0,0,5.783,0.504,90.097,0,0,3.6,0,0,0,0,22.146,0,0,0,0,0,0,0,0.716,0,0,0,0,0,0,3.824,11.969,0,0,5.388,0,0,0,0,0,0,0,0,0,0,0.599,0,0,1075.942,0,48.284,1.332,13.36,0,0,12.94,0,0,0,0.976,12.566,0.245,0.089,0,0,0,1.314,0,2.363,0,1391.362,0,0,12.461,0,581.217,0,0,63.933,2.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,14.212,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.561,0,0,0,2.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
