"AFG","ALB","DZA","ASM","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","KIR","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","STP","CUW","COK","FSM","WSM","SSD","KNA","ATG","COM","DJI","PSE","GIB","BMU","IRQ","GNQ","ERI","GRL","BES","PLW","SOM","SYR","ATF","WLF","GUM","MNP","BTN","FLK","IOT"
"SWZ",0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.841,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,7.756,0,2.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,1.603,0,0,0.351,0,30.432,157.579,65.97,0,0,0,0.117,0,83.15,1.94,3.501,0,171.626,0,0,0,0,3.453,0,0,123.933,0,0,107.835,0,0,0,0.611,0,15.352,3398.571,0,0,18.356,0,2.786,2.309,4.465,0,1.808,11.554,0,1006.19,0,56.092,0.117,0,0,135.777,0,2080.644,1468.87,0,0,0,0,827.507,6.054,0,21.326,0,2.229,0,0.542,0,0,205.175,329.456,6.457,106.926,43.254,13.39,23.162,284.222,5.176,0,409.875,0.272,1.325,4.369,0,377.523,0.361,0,0,0.081,0,74.773,0,0.351,624.054,19.927,0,0,0,10.043,14.439,0,0.299,0,0.348,345.965,0,0,0,0,26.621,2.739,9.729,0,0,0,304.025,0,0,0,0,1.614,0,1725.336,5.04,0,0,3433.759,0,0.82,0,0,0.134,10.138,1.289,0,531.316,204.776,0,0,2.109,2339.485,967.788,2.998,0,0,0,0,0,0,1.406,0,17.832,0,0,113.738,75.982,126.27,7.659,15.632,23.405,0,172.503,7.015,0,0,0,127.363,0,601.872,0,0,0,232.364,9.57,18.049,0,0,0,11.075,113.729,116.379,0.351,561.208,6.762,1336.418,0.031,0.763,0,0,1.641,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,5.626,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,60.475,0,0,3.231,0.291,12.204,53.149,997.466,0,7.936,52.184,0.579,0,48.806,2.534,1.921,1.183,79.212,0,0,0,0,29.164,0,15.688,0.36,0,10.608,631.016,0,0,7.234,26.554,0,7.429,15912.026,0,0,10.731,1.873,4.221,5.094,5.269,0,0,567.411,0,101.22,27.656,0.739,1.907,0.386,4.883,20.887,0,36.427,1024.096,0,0,0.489,0,13419.898,2.416,2.065,1.1,0,0,0.609,0,0,8.711,14790.989,949.733,3.038,34.469,10.487,26.665,260.807,651.923,8.361,0,1777.393,1.101,0.729,7.979,4.404,1792.476,3.689,0.025,5.159,2.769,0,13.896,50.072,0,30.768,73.129,0,2.116,0,3212.741,0,0,170.512,0,2.273,234.233,0.003,17.664,3.683,0,54.999,0,24.161,0,0,0.017,433.431,0,0,0,0,5.632,2.895,52.103,1.23,0,0,348.829,0,41.558,0,0,0.217,9.253,5547.859,0,161.195,149.624,0,0.888,3.009,34.708,507.494,1.198,0,0,0,0,0,0,271.508,4.298,12.685,0,0,1798.206,377.526,189.693,37.968,38.478,27.306,1.92,172.935,19.599,0,0,67.305,0,0,4438.732,0,0,0,14.736,3.181,72.226,0,0,0,0.048,3.279,0.206,18.221,965.888,0.915,10720.085,0,0.256,4.745,0,0,0.458,0,0,0,0,0,0,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,2.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,86.656,0,0,0,0.03,162.344,214.094,373.991,0,0.164,138.097,0.636,0,1144.135,0.372,2.548,0,1477.59,0,0,0,0.01,0.824,32.758,0,83.6,3314.472,0.772,19698.34,0,0,0,55.923,0,3.119,75429.237,0,0,0.691,0,1.985,371.191,95.694,0,0.505,598.635,0.089,329.101,0,0.109,0.414,0.173,92.886,1301.687,0,633.2,7690.292,0,0,0,0.107,65801.147,0.02,0,101.394,0,1536.938,0,0,0,0,119874.207,8304.438,0.528,1568.935,0.4,18.228,1568.209,5076.876,0.661,0,85853.763,0.099,447.774,199.559,0,12470.636,0,118.845,3228.338,62.612,0,53.818,21.779,0,12.99,2.712,899.854,0,0,47058.053,36.995,2.79,0,0,0.519,59391.226,0,29.076,0,0,292.725,1.335,1.412,0,0,3.248,157369.449,0,0,0,11.437,81.647,70.652,0,9.782,0,0,21.665,0,339.007,0.094,85.333,0,0.673,656.096,0,5488.688,1612.444,0,0,0.178,451.201,323.15,0,0,0,0,0,0,0,86.523,42.119,41.919,0.116,0.293,8938.478,29490.767,155.187,249662.175,216.533,7959.449,0.526,1053.148,8.929,0,0,473.235,5380.804,0,0,189.641,0,0,9.142,107.619,203128.048,0,0,0,0.465,1147.407,0.01,5.062,5129.63,42.571,461683.525,0.579,1.274,0,0,0,420.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.523,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",267.488,216.39,118.836,0,0,11.021,0.281,0,183.985,12.509,0,5.582,2.543,6.29,0,1.153,0,0,1.55,23.088,0,0,0,0,0,15.946,30.369,0,0,17.682,18.138,0,0,1.089,70.919,0,0,10.027,0,0,0,24.92,22.012,0,7.719,0.001,0,0.015,5.309,1.066,0,0,0,0,103.594,0,0,40.223,1389.197,0,0,63.134,0,343.216,70.576,0,0,0,0,12.28,1.617,0,0,4395.893,905.359,0,0,5005.35,0,0,2.596,1.124,0,0,0.276,16.386,38.768,0,6.035,98.994,0.754,0,18.283,0,0,15.055,2.724,0,2.278,0,359.154,93.207,0,167.501,382.988,0.116,9.781,0.354,0,0,0,0,0,16.592,4.216,558.856,0,0,5.025,308.187,0,0,0,0,1.307,0,47.073,289.284,0,0,1.312,0,4417.156,0,0,0,0,0,0,789.644,27.615,0,0,15.537,36.426,2.165,58.529,0,0,0,0,0,0,581.647,34.317,0,3.026,32.832,2246.028,59.022,0,0.001,898.715,30.831,18.547,171.199,757.202,0,0,266.601,2.021,0,0.081,1.836,0,0,0,0,3161.465,107.174,0,0,296.483,31.311,0,264.841,1.373,96.353,12267.084,14.616,0,0,0,110.261,28.318,0,0,0,0,0,0,0,0,11.681,162.571,0.01,0,0,193.922,0,37.437,0,0,0,129.247,742.05,0,0,0,0,0,0,0
"TUN",0,0,191.524,0,0,0,0,0,2.441,103.477,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0,0.3,0,0,5.916,0,0,0,0,24.185,0,24.005,0,0,0,1.344,0,0,0,0,0,67.266,17.898,0,0,0,0,0,0,49.04,0,0.273,1439.844,0,0,0,0,771.325,0,0,0,0,0,0,0,0,0,0,61.071,0,0.038,0,0.092,0,19.082,0,0,60.863,0,0,0,0,0.079,0,0,0,90.315,0,0,8.659,16.379,0,0,0,0,0,0,0,3.372,2.565,0,0,0,0,0,0,0,202.913,0,0,0,0,0,0.07,0,0,0,0,6.561,0,0,37.545,0,0,2.611,0,0,0,0,0,0,0,0,48.91,0,0,0,0,2.347,73.509,0,0,0,0,0,0,0,0,3.388,13.037,0,0,4.588,0.645,2.352,0.363,9.188,2.709,48.15,888.185,0.936,0,0,0,14.692,0,25.251,0,0,0,0.141,0,5643.736,0,0,0,92.477,1.842,0.475,0,91.64,36.598,1094.582,294.558,0.01,0,0,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.378,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",1.229,6.589,13.984,0,0,0,12.75,1.828,1.008,5.995,0,0.239,0,336.796,0,264.669,0.008,57.981,0,7.66,0,0,0,16.94,132.22,0,0,14.5,0,0.187,63.123,0,0,0,0.942,0,5.602,577.017,0,0,1.018,8.425,19.295,0,84.384,0,209.743,16.754,0,1.762,0,167.566,0,0,62.861,1.959,0,43.108,1690.711,0,0,42.867,25.004,2385.309,31.718,0,26.157,0,0,27.636,0,0,0,29.963,503.128,0,0.144,6773.982,0,73.891,432.836,0.142,0,0.288,97.977,27.083,41.23,0,1.874,12.817,2.657,0,46.32,0,3.366,5.439,5.435,0,0,0,0,0,1.336,41.143,34.819,72.667,0,0,28.221,0,33.04,2.473,0,131.409,2.552,88.645,0,0,0,6557.815,0,0,0,0,25.628,0,25.481,7.3,0,0,8.766,0,1.538,0,0,0,0,792.764,0,241.468,0.25,0,0,48.711,19.206,7.451,0,0,0,0,0,0,0,104.88,9.002,53.884,0.118,0,551.548,0.552,0.623,15.498,144.408,71.369,0,632.384,674.956,0,0,133.912,6531.43,0,804.846,0,0,0,219.582,27.21,0,60.57,0,0,11.533,53.995,4.763,89.057,233.477,0.448,3504.991,123.373,0,26.16,0,0,0,0,0,0,0,0,0,0,0,0,2.443,104.697,0,0,124.467,0,0,0,0,0,0,2901.317,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.749,0,0,0,0,0,0,0,0,0,0,0,0,0,49.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.362,0,0,0,2.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.763,0,0,0,0,0,0,0,0,0,0,0,0,679.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0.35,0,0,1.158,0,0,0,0.29,0,0.021,0,0,0,0,0,0,0,0,0.111,0,0,0.128,0,0,0.069,0,0,0,0,0,0,5360.762,0,0,0.384,0,0,0,0,0,0,0.222,0,0.027,0,0,0,0,0,9.337,0,0,2.138,0,0,11.93,0,21.038,0,0,0,0,0,0,0,0,0,5.344,847.915,4.144,1.27,0,0,2.902,1.332,0,0,0,0.334,0,0,0,0.101,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0.723,0,21.13,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.354,0,0,0,0,0,102.785,0,0,0,0,0,14.417,0.052,0,0,0,0,0,0,0,0,3.149,0,0,223.132,7.139,3.65,3.074,0,0.057,0,2.807,0,0,0,0,10.82,0.666,0,0,0,0,6.837,0,4.353,0,0,0,0,0,0,0,0,0,16.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.274,0,0,0,0,0,0,0,0,1.556,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.146,0,0,0,0,0,0,0,0,4.07,0,0.948,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.152,0,0,4.702,0,0,0,0,0,0,0.608,7.965,0,0,0,0,0,0,0.169,1.195,0,0,0,0,0,0,0,2.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0.086,0,0,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0.803,0,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,1.199,0,0,0,0,0,0,0,0,0,29.308,0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.333,0,0,0,51.707,2.556,0,0,0.585,0.094,0,0.01,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,0,268.267,0,0,9.33,1.37,30.996,1087.833,1770.846,25.34,112.09,15.114,8.136,259.242,2376.276,34.436,3.136,0,68.439,63.143,0,0,1.116,180.629,1.836,0,73.206,0,9.911,2199.33,0,4.162,0,63.715,0,44.034,3352.626,0,0,2.448,1.263,0,61.359,532.29,0,6.524,962.451,1.344,1087.994,66.761,53.048,2.289,10.537,0,1795.421,13.358,879.047,6721.95,0.19,0,4.608,3.511,37602.013,538.136,0,41.746,26.966,0,0,3.679,0,0.581,25146.605,3652.255,34.781,12.698,0,5224.593,1074.921,7993.577,2.849,1.584,1666.244,26.045,57.694,22.765,0,186.517,60.911,0.524,0,84.613,0,168.221,0,0,672.675,440.119,0,0,80.34,1381.831,31.601,7.491,367.919,0,11.561,1866.275,0.25,1.106,0.138,0,119.872,1.749,117.913,0,0,0,7313.28,0,0,0,0,67.238,0,5.256,152.368,0,0,333.099,0,634.28,12.633,0,0,19.254,130.883,0,3472.678,1625.845,0,0.733,161.038,4430.998,1308.809,6.297,0,0,0,15.575,37.458,0,112.129,11.055,30.73,115.599,20.046,2474.76,3329.142,867.042,65.13,321.213,933.857,0.189,6074.281,0,0,0,4937.598,1873.655,0,743.997,21.087,0,0,296.561,60.836,1047.294,0,0,0,28.501,60.468,1.368,79.631,0,14.484,39624.915,0.569,1.779,22.166,0,0,149.882,0,0,0,0,0,16.839,0,2.709,0,0,1.419,18.258,1.237,65.693,1.484,0,0,7.614,0,0,0,0,0,0,0,0,18.479,0
"TZA",0,0,0,0,0,165.546,0,0,0,0.207,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0,0,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.759,0,0,0,0,0,0,0.423,0,0,0,0,0.495,0,0,0,0,0,0,0,0,0,1.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.279,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18.477,1.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0.004,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,1.488,0,0,0,0,0,0,0,0,0,0,0,41.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",22.44,0,78.86,0,0,111.723,17.65,2439.385,5340.165,3683.765,2335.037,77.622,83.903,3.175,763.356,1823.126,28.845,3.843,1.35,9055.299,728.23,0,229.787,4.12,375.969,140.045,2.02,774.986,3.174,36.51,89480.503,2.807,1454.133,20.788,910.85,54.433,1501.549,138706.036,0,0,1192.822,6.731,313.805,3930.192,24.368,0,2.132,9154.579,5.268,2879.998,47.523,2052.101,489.928,668.257,17.087,321.156,59.12,1602.81,77441.708,35.441,0,1.289,0,117461.715,703.17,2.832,115.957,44.487,1760.192,78.832,1304.972,375.845,327.444,366769.114,3363.577,264.547,3862.645,0,6412.168,24584.636,11564.361,3.318,550.48,54390.97,81.494,62.991,389.781,0,41194.471,3393.928,37.091,4.136,94.326,0,426.271,42.484,0,870.335,391.619,42.611,45.433,222.702,52110.182,28.956,79.959,5.555,2.729,126.398,386884.743,5.267,0.085,0.006,0,4077.949,5.242,223.326,6.692,0,177.753,11863.259,190.289,85.617,0,0,541.214,358.071,114.545,976.667,0,0,819.156,0,1231.895,578.973,3.279,141.086,159.267,31538.307,0,4641.197,479.94,5.3,9.1,548.105,426.451,23777.004,1.665,0,0,31.434,40.182,106.784,0,2157.092,24.276,190.752,0.072,74.252,13742.005,178454.655,622.543,1004.921,364.714,2070.197,82.979,1842.877,30.504,85.661,3.935,3691.211,24334.446,0,28122.08,9.048,0,552.978,2112.93,87.119,9931.627,0,493.834,0,242.606,141.54,7.525,141.384,51961.63,262.386,0,4.14,105.326,5.441,149.976,0,340.341,0,175.336,0,0,17.672,0,68.564,76.179,12.857,20.938,10.81,0,450.324,1167.282,3.981,0,4.09,0,62.565,0,0,0,0,0,0,0,0,11.45
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.597,0,0,0,0,0,0,0,0,0,0,0,0,1.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.368,302.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
