"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","COM","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","VCT","SLB","COK","PYF","GUM","IRQ","PNG","GMB","SDN","NPL","CUB","GIB","STP","GNQ","DJI","SPM","BTN","ERI","KIR","FSM","PLW","TON","ATF","WLF","BLM","IOT","BES","NIU","FLK","AIA"
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074,0,0,0,0,0.623,0,0,0,0,0,52.961,0,0,0,0,0,0,0,0,0,0,14.657,0,0,0,0,0,257.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0,13.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.079,0,0,0,0,0,0,0,0,71.551,0,0,0,0,0,0,0,0,0,0,0,0,0.925,0,0,0,0,0,0,0,0,0,0,0,107.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.654,1.344,0,0,0,0,0,0,338.032,10673.967,0,0,0,0,0,0,0,0,85.083,0,89.727,0,0,0,23.763,0,0,8.7,0,0,3.834,0,0,0,0,0,0,0.113,0,0,0,0,0,0,1.85,0,71.408,0,0,0,0.84,0,0,0,0.367,0,0,708.778,0,0,0,8799.723,0,1.676,0,0,0,0.047,0,0,0,0,12.635,0,0,0,0,2,41.995,0,0,0.244,0,0,0.022,0,1.606,0,0,0,0,0,0,0,0,0,0,0,0,0,39.209,0,0,0,0,0,0,0,0.033,58.667,0,10.727,0,0,0,0,1.086,0,0,0,0,0,39.927,0,0,46.064,437.929,0,0,0,0,0,0,0,875.812,0,0,0,0,7.172,0.318,0,0,0,0,0,0.642,0,0,0,0,0,72.663,51.763,0,98.542,0,22.396,0,24.707,0,0,0,0.264,2.203,0,0,0.589,0,0,0.313,2.719,67.818,0,0,0.535,0.802,21.197,0.301,22.558,0,0.683,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848,0,0,0,0,0,0,0,0,0,0,0.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",229.085,0,0,0,0,11.195,0,0,1.456,134.838,28.654,0,0.805,233.828,0.045,0,5049.654,0,0.678,0,3.021,115.787,0,0,26.376,286.849,87.434,0,0,0,13.627,433.466,0,0,313.832,224.001,5.765,222.831,1544.1,0,32.92,54.705,7.052,72.042,20.643,0,0.297,41.379,10.194,133.944,0.059,0,6.226,0.85,22.077,464.925,0.604,294.821,434.579,9.707,2.251,0.002,436.787,226.511,1049.805,0,0,17.136,3.579,35.332,123.92,0.733,474.424,5.486,0,200.994,0.479,247.043,47.746,181.925,2.913,0,48.574,0,1.391,499.04,0,511.788,43.068,0,10.379,78.335,6.033,0,0,0.295,7.703,0.191,0,193.124,57.432,319.002,54.442,226.681,0,0,28.547,121.833,0,0,0,0,0.418,48.81,1558.854,1.447,0,9.098,0,0,0,0,0,126.012,0.374,23.802,1282.156,34.317,0,0,300.919,0,0,7.897,70.482,12.114,184.605,0,0,6.452,0.161,1.289,282.301,0,0,0,0,133.767,908.54,1.346,390.569,92.11,0,403.689,4.228,22452.924,155.16,1294.412,6528.999,42.994,852.728,6.159,0,0,85.806,20.034,43.332,0,19.719,2.237,0.061,13899.762,0,6221.008,0,0,649.347,1.942,0,269.047,341.021,13.899,163560.517,432.263,16.583,102.878,0,0,212.06,168.126,0,0,0,0.129,0,58.017,0.789,16.237,13.531,3838.556,0,0,0,0,23.301,0,62.917,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",607.278,0,0,0,0,0.532,0,0,3.147,24265.247,2425.902,0,0.079,188.359,1.072,146.023,361.085,0,0,0.044,0.851,175.567,0,0,4.671,10.688,226.651,0,15.087,34.902,0.35,1623.483,0,0,0,2851.843,0,14.52,52093.879,0,205.902,0,0,0,338.434,0.068,0,83.823,0.993,6.286,0,6.735,0.801,0.482,0,14.996,2.978,48.795,2543.796,0.014,1.568,0,119919.873,13.605,2.166,0,0,0,0,0,0,1.931,320956.765,611.544,1.473,22011.12,26.775,31.344,6728.738,97.471,0,0,19293.493,0.93,696.897,22.703,0,22540.061,2.629,0,3.738,0,0,0.626,0,0,0.764,555.119,421.589,111.299,0,198007.478,400.333,0,131.809,0,0.808,768.346,2.552,0.172,3.28,0,0.831,0,1.136,0.694,0,17946.475,0,0,0,0,0,2205.993,0,0,0.523,125.456,0,0,498.688,0,0,1.928,17611.917,437.128,53.535,0,0,2.283,5.435,10560.688,0,0,0,23.928,0,1523.538,0,3.649,6.623,0,84843.599,0,23.331,24085.989,10.667,0,470.86,7.355,1858.711,0,0,2.279,137.951,972.127,0,0,9603.113,0.398,0,174.874,0.764,40.322,0,0,3.721,33.243,0.024,14.863,683.166,0,203973.674,329.551,0,3.404,0,0,0,0,0,5.653,0,142.093,1.562,0,0,0,0,0.417,0,0,0,0,0,0,1.488,0,0,298.731,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0.127,0,0,0,0,0.062,14.534,34.945,66.636,0,0,0,0,0,45.725,0,40.72,0.162,0,65.408,0,0,0,27.428,0,1.665,1.953,4.897,0,209.176,0,0,0,0,0,12.502,103.229,0,4.876,0,0,53.332,0.41,7.561,310.583,497.187,0,12.296,0,0,0,0,0,13.722,0,184.328,317.047,0,0,0,3077.697,47.28,15.84,0,0,0,0,0,0,0.612,10.189,9021.24,0,0.299,0,2.308,0.991,2109.763,0,0,341.308,0.003,0,0,0,49.272,6.285,0,0,0,0,1.063,0,0,10.004,8.51,0,0,0,7.34,0,0,0.713,0,0,207.566,0.131,0.133,0.565,0,4.606,0,0,0,0,450.943,0,0,0,0,0,0.15,0,0,0,1.898,0,0,0.049,0,50.067,0.016,0,2216.836,24.25,0,0,0,15.663,19.873,0,0,0,0,23.049,19.037,0,82.396,0,0,158.503,34.706,0,0,8.35,0,4.721,0,163.174,0,0,0,442.652,89.422,0,0,83.823,0,0,14.072,0.437,262.556,0,0,4.88,710.865,1.12,4.904,125.527,0,2580.533,0,12.455,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0.806,0,0,0,0,0,0,1.783,458.796,14261.101,3644.068,0,0,0,0,0,334.466,0,0.405,11.115,0,2639.165,33.464,0,0,0,15.517,98.18,1.6,81.224,0,25018.122,0,0,0,0,0,5328.559,255686.687,0,19.57,0,0,0,0.558,0,286.384,2123.249,0,204.85,0,1553.584,23.464,0,34.86,933.067,0,1130.342,3408.276,0,15.806,8.084,71023.534,0,6103.33,0,0,0,0,0,0,0,22090.3,1666.156,0,2530.718,0,1067.173,8053.389,3997.407,0,0,97870.674,0.625,101.398,0,0,106010.163,31.298,0,29.116,0,0,0,0,0,0.99,201.897,0,0,0,16901.013,0,0,210.067,0,0,26669.088,0,0.716,0,0,98.465,0,0,0.116,0,84909.593,0,0,0,0,0,117.823,21.93,0,0,900.136,0,0,3838.324,87.576,0,4.046,7317.259,2664.859,668.402,0,0,0,0.085,8.053,0,0,0,0,0,142.885,9.593,148.566,0,0,118743.302,9405.229,4793.44,0,6997.169,0,64.467,57.693,18987.917,0,0,0,284.696,1081.837,0,0,13325.53,0,0,46.724,185.381,1439.028,0,0,0,2541.496,0.367,398.406,4863.4,0,2185254.174,0,2.999,0,0,0,0,0,0,0,0,8.748,0,0,0,0,0,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,25.408,0,0,0,0,0,0,23.872,8.13,2320.167,0,0,0,0,0,7427.772,0,0,176.718,0,0,0,0,0,383.471,0,0,0.1,0,0,0.815,0,0,0,0,0,1.151,258.611,0,0.452,0,0,0,0.039,20684.533,391.116,139.686,0,26.109,0,0,0,0,0,312.158,0,0.684,5713.46,0,3.478,0,2597.5,0,140.521,0,0,0,0,0,0,0.419,8.23,1939.411,0,0,0,211.412,1.638,15152.23,0,0,0.172,0,0,0,0,1.223,0,0.047,0,41.504,0,6.134,37.837,0,1597.04,80.501,0,0,0,6.824,3.025,0,151.792,0,0,13.73,0,2.613,6.757,0,0,0,0,0,0,5690.973,0,0,0,0,0,0.579,0,0,0,14.001,0,0,0,0.473,0,0,86.307,1026.527,49.667,0,0,0,85.263,24.385,0,0,0,0,0,5.511,7.294,559.16,0,0,165.967,30.181,6.017,0.237,0,0,0.046,0,33.149,0,0,0,593.146,1692.813,0,0,26.512,0,0,0.072,0,2.165,0,0,0.096,1716.485,32.917,238.081,351.782,0,1983.544,0,0,3.085,0,0,59.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,51.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,91.112,0,0,0,12.706,1.094,0,0.134,0,0,0,4.614,0,0,0,1519.298,0,0,0,0,0,0,0.532,8.8,0,13.477,13.12,0,0,0,0,1.122,4.081,857.44,0,0,0,1.762,906.155,0,0,0,2.217,4.78,4.33,0,1.053,0.679,0,0.877,0,0,1.08,19.556,17.019,0,0,2876.019,55.059,0,0,0,0,41.543,0,0,0,4.193,1.286,0,0,0,0.277,10.186,0.056,5.08,0,192.44,56.479,0,257.343,0,0,0,0,0,1.023,134.322,0.191,0,0,0.241,0,0,5.661,737.276,0.451,1.846,7.865,0,0,32.581,0,0.551,0,0,0,0.082,441.974,0,5299.015,0,43.052,0,0,0,0,0,0.478,0,0.162,126.107,4.988,0,0,3128.599,0,0,0,0.169,0.006,7.459,0,0,0,0.003,0.136,275.093,0,0,0,0,0.105,23.575,0.028,53.742,0.051,6.724,0.137,0.129,6.261,0,0,0,8391.933,0.067,0,0,235.898,0.105,0,0,0,0.297,4.288,0,648.931,0,0.841,0,0,26.539,0,0,0.722,104.607,4.776,61.593,0.575,0,0,0,0,0,974.397,0,0,0,0,0,0,0,0,6.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,3.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.658,0,0,0,0,0,0,0,0,0,0,0,0,1.382,0,0,0,0,0,0,0,0,0,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,1.079,90.372,0,81.603,14.762,1.594,0.115,65.681,665.213,124.561,0,0.675,53.255,0.326,0,342.443,0,151.168,13.548,0,193.567,0,0,0.151,485.477,0,0,2.8,0,658.403,789.959,104.115,0,5.516,0.56,54.29,342.71,488.846,0,324.675,0,31.045,51.017,2.437,12.438,20.854,1900.174,50.835,252.507,0,78.265,330.941,3.932,4.131,0.349,0,252.42,13033.098,16.185,0.27,15.886,2269.79,2.029,32.399,0,0,104.933,53.682,0,0,1.389,19.147,224.247,0.574,110.81,0.111,50.658,269.48,14006.34,13.672,406.66,6.02,11.814,280.256,921.45,0,12.611,176.696,0,0,37.02,0,5.574,0,0,2525.125,0.509,0,22.73,6.016,6.094,0.749,220.217,13.506,379.083,66.97,116.613,0,0.623,0.369,0,1142.539,11.543,0,9.858,0,1565.96,0,0,0,0.156,0,4.58,0.605,37.548,60.184,47.429,0,0,159.382,259.978,35.976,59.454,6.978,607.715,36022.032,97.896,0,21.592,25.52,712.205,1.367,0,0,0,0,180.851,93.583,18.652,0,0,351.438,755.391,228.344,5.864,5.36,21.793,660.812,0,0,0,0,0,21.779,1667.563,0,0,1.647,100.79,0,431.108,477.61,309.432,0,0,0,116.45,0,1247.779,546.605,0,805.293,142.56,32.481,0.693,0.299,0,1.865,0,0,0,0,0,0,321.035,0.342,26.382,0,0,182.634,2.369,0,72.195,31.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,1.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0.422,0.845,0,0,0,0,0,196.013,454.349,120.897,0,0.422,0,0,0,131.143,0,0,0.094,0.049,86.49,0,0,0,6.555,0,0,213.11,0,0,66.172,0,0,0,2.256,0,16.557,31985.515,0,4.863,0,0,0,7.525,23.845,0,17.726,9.209,944.876,0,75.806,0.211,5.444,68.685,151.243,0,1904.455,683.923,0,0,0.191,1319.762,0,10.92,0,0,8.025,0,0,0,3.485,122.914,46.923,21.513,2.276,8.035,24.021,2,246.766,0.55,0,221.851,9.628,1.057,3.935,0,532.124,1.295,0,0,0,0,44.305,0,0.74,1251.71,2.24,0,0,0.317,42.069,764.138,0,2.397,0,0,183.627,0.806,4.691,0,0,1.887,0,0,0,0,1114.035,0,0,1.268,0,0,131.801,0,2.19,0.217,2808.227,0,0,3.728,0,0.389,1.471,2.506,589.782,206.631,0,0,0,193.948,1308.969,0,0,0,0,0,8.139,0.105,2.005,0,0,36.009,109.933,353.476,20.831,89.686,0,1.111,0,75.805,0,0,0,0,117.924,0,0,282.703,0,0,137.724,10.312,33.755,0,0,0.95,74.055,7.018,0.951,579.616,15.33,1705.115,0,102.131,0,0,0,2.325,0,0,0,0,0,0,2.96,0,0,0,0,6.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,15.497,0,0,21.564,0,0.628,2.544,177.53,1093.904,0,0.625,12.369,3.344,6.364,146.967,0,0.892,1.175,2.908,53.889,0,0,0,82.45,0,0,27.244,0,1.006,848.189,0,0,0,151.822,0,11.903,36970.116,0,7.527,0,0,2.88,63.493,9.127,0,716.053,0,46.033,0,5.582,0.603,2.281,0.566,18.305,0,93.617,1300.956,0,59.024,0,9636.454,1.967,3.533,0,0,0.493,0.321,0,0,5.938,29326.177,458.519,1.777,12.537,10.94,36.33,992.597,814.6,2.23,11.281,1250.862,2.526,0,1.758,0,867.214,47.019,0,0,1.441,0,58.779,0,50.929,607.388,204.87,0,0,7.646,480.754,0,19.188,116.553,0,6.09,247.108,0.05,0.343,1.641,0,13.618,0.06,0.488,0.053,0,580.842,0,0,0,0,0,23.491,3.111,0,0.405,240.763,0,0,44.418,0.038,0.299,9.126,11626.218,174.197,48.881,0,0,20.588,175.634,559.158,1.899,0,0,0,0,62.012,5.895,7.89,0,0,256.735,764.034,147.04,43.166,8.32,0,187.023,0,88.625,0,0,0.305,148.716,0,0,0,3824.614,0,0,20.338,4.571,97.377,0,0.953,1.945,31.436,2.901,3.244,1404.597,3.924,16527.574,2.496,0.409,0.431,0,0,0,4.491,0,0,0,0,0,0.283,5.131,2.412,3.342,0.223,0,0,0,0,0,0,0,2.631,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
