"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","KNA","NFK","MHL","TCA","UZB","SSD","CAF","COM","GRD","IRQ","DJI","KGZ","FSM","PLW","SOM","TJK","TON","MNP","BLM","AIA","ASM","TKL","FLK"
"QAT",0,0,0,0,0,0,0,0,0,5.68,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633,0,0,0,0,0,0,0,0,0,0,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.165,0,0,0.289,0,0,0,0,0,0,62.654,0,0,0,0,0,0,0,0,0,2.688,0,0.117,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,2.896,0,0,0,0,1.054,23.079,13.952,0,1.242,0,0,0,7.357,0,0,0,0.12,0,47.41,0,0,0,0,0,26.089,0,0,0.613,0,0,79.954,0,0,0,0,12.775,11.031,0,0.349,0,0,0,0,0,0,0.004,17.848,0,3.516,0,0,0,0,0,0,0,7.797,0,0.657,564.993,0,0,0,0,0,853.555,0,0,0,308.242,0,0,0,116.549,0,0,0.914,75.248,271.007,0.258,1.218,0,3.571,1.182,628.285,0,0,3.962,2.251,0,0,0,11.612,7.46,0,0,0,0.25,0,0,0.038,0,0,26.498,0,1.38,0.477,0,0,0,0,4.008,0,4.638,0.03,1.43,0,0,0,0,0,120.461,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,1.879,31.376,0,0,3.28,0,2.587,0,0,0,0,0,0,0,0,67.6,2.629,0,0,12.285,7.717,1.22,2.864,181.448,0.334,0,0.783,0,0,0,0,7.948,0,0.356,0,0,28.123,0.15,0.727,0,0,0,2.063,0.996,5.171,34.558,0,100.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,119.777,0,0,0,25.258,1.158,0.611,15.507,0,0,0,117.811,0,11.694,0,0,0,0,0,3.424,0,0,0,1.544,0,1.186,4.451,0,4935.887,0,0,0.808,0,0,0,0,0,1819.686,0,32.259,0,0,0,0,0,2.502,0,13.937,0,2.361,0,0,0,0,0,0,0,96.094,0,760.502,14.986,0,0,29.296,0,0,407.078,0,0,0,2.301,0,0,0,0,0,0,0,3.624,1.276,0,0,1.02,2978.536,12.694,6.084,0,0,37.592,2147.322,0,0.485,0,4587.35,0,0,0,0,36.557,0,0,3.987,0,0,0,0,61.413,0,0,0,0,0,0,2.003,110.633,0,10.95,0,0,0,0,0,17.187,0,0,0,0,0,0,0,0,0,0.02,0,0.677,0,0,0,0,0,0.036,24.746,17.075,0,0,0,2.112,0,0,0,0,0,0,0,0,0,0,11.185,0,0,1835.181,4.903,0,41.072,3.119,78.505,0,6.819,0,0,0,2.912,45.589,0,0.135,0,0,0.783,0,61.994,8.74,0,0,364.984,0,1.278,5.902,0,468.686,0,0,0,0,0,0,0,0,0,0,0,262.326,0,0,0,0,10.727,0,5.055,0,0,0,11.918,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.581,0,0,0,0,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,2.708,0,0,0,0,0,0,0,0,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.605,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,17.167,0,0,0,0,0,0,0,31.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.857,0,0,0,0,0,3.162,2.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.969,0,0,0,0.498,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,131.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0.982,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0,0,0,0,0,0,0,3.139,0,0,0,0,0,0,0,0,0,0,0,0,0,2.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.643,0,0,0,0,0,0,0,32.448,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.164,0.904,0,0,0,0,0,3.788,15.814,0,0,0,0,0,4.105,0,0,19.38,39.083,0,1.07,0,0,0,0,0,2.636,0,0,0.2,0,0.615,0.355,0,0,0,0,0,0.004,0,85.867,0,0,0,0,8.208,0,0,0,0,0,0,0,13.307,0,0,15.341,0,0,0,0.34,1.079,0,0,0,0,0,12941.313,0,0,0,4.808,0,0,0,0,0,0,0,0.105,2.131,0,0,0,0,0.091,0.456,0,0,0,0.009,0,0,0,28.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.871,0,0,0,0.014,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.817,0,0,0,0,6.016,0.049,0,0,0,0,0,0,0,0,0,0,0,0,13.348,14.348,22.13,0,6.308,150.014,0,0.625,0,0,0,0,0.175,0,27.724,0,0,0,0,1.963,0,0,0,2.608,37.828,0,3.865,0,1.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",233.084,1.151,1.191,0,1.841,0,12.393,0.631,248.725,5.364,0,13.678,2006.179,0.06,0,4393.17,0,0,0,0.022,0.237,201.176,30.596,0,0,0,9.174,0,270.938,0,13.5,0,4.834,1546.422,0,0,25.283,0,1.135,5318.619,0,2.227,13.957,39.303,0,100.024,332.992,0,0,769.303,0.93,393.83,0,7.102,0,0.188,0,35.408,0,2.345,0,5.203,51.852,0.692,0,0,34.28,21.371,3483.871,165.637,0,0,0.707,0,0,4.534,0,0.236,0,4.432,897.285,79.988,0,827.65,9.438,373.187,144.659,2188.833,0.035,0,4572.715,0.111,5.487,471.883,0,108.211,52.179,0,0.353,0,0,0,0,463.475,3.802,0,40.606,7.014,88.868,60.985,351.239,0,35.661,19.492,113.374,0,0,0,18.257,366.146,31.048,2.672,0,2027.398,7132.22,0,0,0,0,0.095,0,2.856,0.007,9.138,186.658,0,31.465,222.364,0,0,0,5.107,5.306,1955.823,31.721,0,0,121.294,215.175,18.389,312.849,0,0,0,0,0,0,44.6,32.286,3.288,1.404,41.929,0,425.791,14.609,93.205,462.317,390.99,276.215,2588.061,153.452,0,0,10.671,144.552,0.542,37.428,0.697,0.787,3184.722,238.008,4.856,0,0,847.061,18.509,0.552,414.474,61897.363,340.866,13203.8,77.989,0.017,0,0,0,1538.814,688.799,0,0,0,0,0,0,1.324,37.653,0,0,0,0.444,0,0,41.539,0,0,0,0,0,0,0,0
"SGP",0,0,63.947,0,0.868,0,0,3.368,18072.691,1183.534,132.425,11.868,667.732,0.372,7.223,291.743,0,0,29.126,29.901,0.643,4770.958,0,0,12.872,0,34.865,0.66,486.454,0,22.969,59.812,0,1136.972,0,0,819.377,0,26.283,94754.435,0,65.275,1.384,0,0,289.09,0,0,0.398,404.989,0,30.198,0,6.936,0.365,24.662,0.622,1.997,0,431.352,1.091,65.158,5159.825,561.065,0,3.325,0,0,111738.414,7.539,0,0,0,0,14.2,1.125,0,0,0,0.599,244194.276,126.727,1.3,20724.098,5.89,35.477,1577.654,628.438,0.305,784.675,102024.487,4.503,0,3.005,0,18831.163,98.372,0,0,0,10.325,0,0,0,2.441,23.458,31.109,0,363235.689,372.378,0,8.247,0,0,1802.071,0,0.155,0,2.692,0,0,0,0,72.004,2084.849,0,0,0,0,0.09,0,927.197,0,0,10.84,0,73.563,431.996,0,35.681,0,6.69,14489.934,113.413,224.017,0,2.299,0.482,47.432,1918.752,0,0,0,0,0,0,0,47.181,0,5.274,2.605,0,27426.316,0,22.484,2756.112,7.811,12.652,0.07,193.182,0,0,0,18.627,109.518,0,16143.943,0,0,694.044,0.258,78.976,0,0,12.084,63.771,50.719,1.359,30650.891,39.183,451097.031,1.883,0.606,4.47,0,0,22.082,0,0,0,0,0,0,0,0,0,0,0,0,0,7.538,0,0,0,16.89,0,0,0,0,0,0
"SVK",0,0.538,0,0,0,0,0.063,0.076,23.692,433.2,0,13.862,0.391,0,0,3.853,0,0,13.638,0.541,0,9.885,0,0,0,0,0,0.831,0,0,3,0,0,13.605,0,0,0,0,2.823,9.656,0,0,0,0,0,0,6.235,0,0,12623.874,0,166.365,0,0,1.07,0,0,0,0,9.625,0,2.783,11.593,0,0,0,0,0,1806.479,0,0,0,2.339,0,0,0,0,0,0,0,308.277,4424.876,0,0,0,3.99,6,3274.743,0.256,0,53.35,1.827,0,0,0,21.193,40.602,0,0,0,0.277,0,0,5.103,1.05,0,0,0,52.985,0,0,1.153,0,0,124.369,0,0.561,1.174,0.12,0,80.062,0,0,0,62.851,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0.041,4.85,12913.503,6.557,0,0,64.251,585.329,9.743,0,0,0,0,0,0,0,0,0,8.095,0,0,0.094,103.634,0,1.463,4.302,18.28,0,8.521,0,0,0,131.376,51.664,0,1.882,412.545,0,26.806,0.717,0.311,0,0,0,6.362,0.392,0,14.301,0,1856.645,0,0,34.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,2.511,0,0,0,0,2.255,1585.31,24.261,0,0.402,0,0.424,0,0,0,0,0,2.222,0,167.347,0,0,0,0,0,0,0,0,0,49.869,0,16599.318,0,0,0,0,1.805,30527.141,0,0.508,0,0,0,13.248,0,0,0,0.82,0,0,0,0.861,0.04,0,0,0,0,0.399,0,2.91,41.692,0,0,0,0,0.318,2931.805,0,0,0,0,0,0,0,0,0,19.122,0,2224.627,0,0,404.563,0,0,1.408,436.722,0,0,30951.822,0,0,0,0,30410.001,0.182,11.385,0,0,0,0,0,0,0,0,0,0,1257.342,0,0,0.127,0,0,140.049,0,0,0,21.232,1314.92,0,0,0,0,9104.188,0,0,0,0,0,0,1.317,184.47,0,18.796,0,0,0,0,3.727,0,1.782,109.736,136.29,0,0,0,2.31,0.213,2.205,0,0,0,0,0,0,0,0,0,0.634,0,0,329.745,304.835,3.958,0,28.167,626.343,0,87.048,7.476,0,0,0.237,0,0,11728.682,0,0,6.899,31.743,1.763,0,0,0,0.796,0,1.405,36475.557,0,222850.715,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0.563,0,0,0,0,0,0,87.126,6315.725,0,0.358,0,0,0,6218.969,0,0,0.001,65.938,0,0,0,0,0,0,0,55.423,0,0,1053.1,0,0,5.18,0,0,26.109,0,0,32.024,0,0.522,0,0,0,0,2401.156,0,33.489,5.573,0,68.213,0,0.152,0,0,0,0,0,18.958,0,0.243,5185.009,0,0,11.835,0,0,465.598,0,0,0,19.988,0,0,0,0,0,0,0,3.643,140.329,0,0,0,27.596,0.2,12548.603,129.719,0,139.321,0.055,103.275,0,0,26.909,0,0,0,0,0,0,0,659.838,648.574,0,0,0,4.886,0.228,0,4.899,0,0,1.17,0,0,22.788,0,0,0.106,0,0,0,7026.337,0,0,0,0,147.336,0,31.416,0,0,10.764,0,0.108,2.195,0,0,0,0,0.254,11.291,404.728,4.119,0,0,25.502,54.857,0,0,0,0,0,0,0,6.093,0,597.71,0,0,0,29.454,121.871,3.16,0,4.099,0,66.368,0,0,0,209.857,4487.056,0,0.258,0,0,3.799,0.028,44.597,0,0,0,0,4.338,11.345,1988.236,0,14.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,3.454,0,18.678,0,0,0.357,56.733,4.159,0,0,0,1.515,0,2429.94,0,0,0,0,1210.257,0.097,0,0,0,0,0,45.519,0,1.961,3.3,0,1.453,6.754,0,0,0,1.862,2.221,285.334,0,0.115,3.131,500.466,0,0.165,0,0,0,0,0,0.215,0,0,0.789,0,0,8.896,0,0,0,0.009,3095.18,0,1.654,0,0,0,6735.643,23.714,0,0,0,0,0,0,0,0,0,0,0,9.336,0,10.829,0,2.558,5,414.244,1.456,0,0,4.589,487.855,243.02,0,27.804,0,0,0,60.905,20.988,0,0,0,0,0,31.52,226.617,1.839,0.396,0.874,0,0.121,58.976,0.096,0,0,0,0,717.496,0.059,2530.456,0,0,7747.061,0,0,0,0,0,0,1.431,0,0,169.75,0,0.15,0,0,0.062,0,3.235,6.169,0.675,151.35,0,0,0,8.147,0.839,2.987,430.156,0,0,0,0,0,100.161,7.781,0,26.388,61.05,16.296,4.327,0,738.819,0,0,1766.817,790.01,74.703,0,114.155,10.434,19.63,0,0,0,0,19.999,0,43.868,0,0,58.38,0,0,0,8202.816,80.762,37374.36,17.103,0,0,0,0,0,581.835,0,0,0,0,0,0,0,0,0,0,2.601,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,161.536,40.469,27.617,0,0.812,7.164,11.218,78.597,0,0.137,153.888,8.784,0,1679.933,0,0,43.622,5.742,0,107.714,0,0,0,0,0.116,21.464,0,0,4.4,0.033,7.536,17.931,58.358,0,0,5.321,99.754,117.181,0,655.855,3.551,24.865,0,35.809,15.982,273.609,1.481,35.2,45.792,155.83,0,508.295,39.615,1480.842,33.594,0.072,17.372,3.98,0,3.15,3293.944,0,4.724,0,16.147,0,5134.407,15.598,53.976,0,147.141,0,0,18.297,39.284,0,0,56.423,16.011,1244.277,0.198,12.125,0.01,164.429,344,5534.921,0.892,2206.893,1162.703,14.581,726.226,180.446,0,110.85,2.448,0,143.158,0,1.094,0,0.065,35.42,2.289,0,1.863,115.301,10.897,25.096,10.306,137.354,22.421,1.857,264.537,0,7.625,0.634,344.268,4.891,0,0,0,0.212,1366.322,0,0,0,0,3.96,0.016,43.221,6.533,105.744,6.317,0,7.962,24.305,105.719,0,21.615,43.825,16.239,135.836,18416.212,60.806,0,7.038,113.781,9.828,10.154,0,0,0,0,0,0,33.434,86.14,15.044,0,0,597.142,589.441,613.72,0.172,6.299,479.818,0,0,0,0,98.091,25.598,154.691,30.405,1.69,2.126,0,47.241,1117.543,306.292,0,0,19.779,392.762,0,197.211,10346.75,45.884,873.449,55.545,180.029,9.21,0,0,35.147,0,0,0,0,0,0.099,0,19.214,0,12.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
