"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","GAB","GEO","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","SYC","KIR","MDV","TON","COM","PYF","PSE","NPL","SSD","BDI","GNQ","DJI","GMB","SXM","CUB","BMU","GRL","FSM","PLW","UZB","BLM","SPM","BES","ASM","WLF","MSR","BTN","MNP","SHN","FLK","IOT"
"CZE",0,0,2.924,0,0,0,0.613,0.896,145.449,4285.765,0,8.135,1.064,0,0,5511.465,1.394,13.752,0,11.078,0,0,12.329,0,108.526,0,387.948,0,0,8.84,0,0,0,64.229,0,13.511,47.743,0,0,11.58,0.577,0,0,14.191,27.068,5.497,0,0,1231.452,0,26.323,0,0.702,0.53,0,29.865,0,244.624,14657.533,0,30.46,61736.257,0,0,10.371,0,0,0,0,0,0,0,19.968,6961.453,0.426,0.854,3.733,1.435,859.563,33.292,9408.373,0.204,0,41.535,1.073,0,0,0,21.144,0.05,0,0,1.665,0,145.802,0,0,302.347,3868.162,0,0.05,0,15.22,0,776.987,0,0,56.292,0,1.15,0.107,1.516,0,0,0,0,14133.751,0,0,0,0,2.519,0.275,0,0.102,0,44.609,0,6.989,0,0,0,7.915,0.619,6940.175,286.394,0,0,0.642,340.226,589.889,0.106,0,0,0,0,0,0,2.977,0,40.979,0,18.344,192.369,14961.536,4.688,288.652,0,4.55,0,575.206,0,0,0,231.068,2837.351,0,0,13.118,0,0,134.504,1.693,114.162,0,0,0,0.468,69.727,1.164,1.522,1313.956,0.276,658.14,18.6,1.058,0,0,0,0,0,0,2.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.911,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",7.308,0,5.362,0,0,1.127,2.118,108.303,57.858,1048.196,0,0.817,0,8.318,0,125.858,0,2.024,0,30.136,0,20.729,0,0.519,1.271,1.577,41.9,0,16.017,200.673,0,0,40.91,0.737,316.442,35.088,236.85,0,0,8.392,42.623,2.896,0,0,1.055,0.977,614.096,0,0,0,10.272,3.507,0.188,125.706,7.74,1.852,3.84,346.193,710.793,0,22.301,6701.032,18.992,0.539,9.574,0,0,3.645,27.55,3.864,0,0,1217.561,109.741,359.182,0.46,1.65,0,138.935,193.24,520.507,17.141,0.054,15.747,0.584,0,28.907,901.542,37.015,3.907,0,0,35.364,10.918,2.566,0,995.985,106.393,0.199,0,0,4.635,64.769,52.183,23.324,0,1.392,65.493,0,0,0,77.29,156.109,106.148,0,0,1737.347,0,0,0,0,12.669,0,8.116,52.105,0,504.802,0,5.678,0,0,32.537,0.889,0.163,1654.446,25.289,0,0,38.947,7.042,3.995,0,0,0,0,0,0,0,74.231,0,6.259,0,25.037,103.74,15.567,3.3,6.074,0,78.604,0,353.861,21.92,0,0,807.676,40.974,0,0.621,86.998,0,0,1167.067,1.859,37.067,0,0,0,57.139,7.435,0,2.051,727.304,21.661,4623.581,75.182,6.572,0.425,0,0,0,0,0,1.667,0,17.141,0,0,108.042,21.112,10.549,0,0,0,5.125,0,0,265.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,1.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.405,0,0,0.3,0,0,0,5.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,1.454,0,0,2.143,0,0.548,51.649,10.949,4.483,0.339,0,0,0,0,0.594,0,0,1.02,0,0,0,0,0,0,0,0,0,1327.393,0,0,0,0,0,1.074,17.153,0,0,22.574,0.684,0,0,80.594,0,0,17.344,0,0,0,0,1.231,9.568,0,0,0,0,0.052,37.352,0,0,7.805,0,0,0,0,0,0,0,74.092,5.843,31.263,0,0,1.237,0.192,0,0,7.687,0,1.563,0,0.207,0,0.042,0,0,0,38.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.385,0,0,0,1.171,0,0.283,0,0,508.704,0,0,0,0,6.459,0.69,0,0,0,2.742,0,0,0,0,0,22.468,1.039,48.307,0,0,0,0,0,2.901,0,0,0,0,0,0,0,0,0,0.864,0,0,3.519,0.759,4.483,76.9,0,59.347,0,51.366,0,0,0,0,0.024,0,0,0,0,0,8.095,0,4.408,0,0,0,0,0,0.647,0,0,0,7282.231,0,3.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.024,0,0,0,0,0,1.735,0,0,0,15.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0.941,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.963,0,0,0,40.833,0,0,0,0,0,0,0,0,0.62,0,5.066,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.459,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,5.474,0,0,0,0,0,0,158.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,21.148,0,0,0.627,0,0,0,0,0,0,2.275,0,0,0,0,0,0,0,0,0,0.469,0,1.263,0,0,0,0,0,0,0,0,1642.649,1.744,0,0,46.501,0,0,0.021,0,0,0,0,0,0,0,11.343,0.26,0,0,1.409,0,0,0,0.871,0,0,4.664,0.137,0,0,0,0.103,0,0,0,0,0,144.6,0,0,176.805,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0,7.422,0,0,0,0,0,0,0,0,0,15.829,0,1.694,0,0,0,0,0,0.429,1.639,0,0,0,0.008,341.078,0,0,0,0,0,0,0,0,0,0,0,0.146,0.998,0.007,0,0.009,0,0,0,0,0,0,0,201.181,14.095,0,0,0,0,0,2.746,0,0,0,0,0,0.022,0.342,0,0,0.772,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0.515,0,0,2.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.704,0,0,0,0,0,0,12.411,0,0,0,0,0,0,0,5.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.865,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,0,2.076,0,0,0,4.875,16.901,73.652,0,0.323,6.584,0,0,3.368,0,0,0,23.98,0,0,1.495,0,0,0,8.689,0,6.865,76.664,0,0,10.739,2.259,357.883,83.715,358.04,0,0,5.378,9.228,51.098,0,0.022,18.903,0,12.721,0,467.295,0,0.082,1.004,0,0,39.498,1096.051,18.234,0,145.386,0,12.289,218.442,0,0,0,0,0,0,46.829,0,0,4.576,1042.923,4.463,0,0.494,0,0,0.102,1.782,6.538,0,0,56.635,1.535,9.4,0,0,11.025,0.307,0,0,2.545,0,65.385,0,0,297.39,0,0,0,0,5.671,151.175,0,0,0.741,1.056,0,0,0,4.359,0.011,0,31.501,0,22.797,0,0,0,0,2.343,3.131,0,38.158,0,126.904,0,6.32,0.044,0,0,19.522,0.05,12.998,1.04,0,0,0,12.025,1502.573,0,0,0,0,0,0,0,2.801,0,0.537,74.376,93.532,9.476,1038.699,0.056,2.168,71.927,174.963,0,11.396,0.095,0,0,205.252,22.712,0,0,12.399,0,0,812.986,0,31.979,0,0,0,0,54.061,0,0,167.481,68.833,2113.716,0,0.367,0,0,0,0,0,0,0,0,0,0,0,5.901,0,0,0,0,2.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,0,113.231,17.041,7.514,0,0.123,148.287,79.807,932.726,0,15.647,0.139,1.861,0,9678.562,0.994,3.088,1.273,330.519,0,0,3.789,0.059,2261.325,6.972,72.6,0.392,663.494,2830.986,0.586,0,31.036,0.04,29.928,33.591,63238.949,0,0,5.026,177.171,1.181,0,1.502,1302.765,4.386,756.426,26.696,659.132,0,13.819,0.497,2.67,8.539,0,55.243,0,2735.606,0,89.147,1.276,14440.15,14.921,0,243.455,0,0,1.148,280.139,13.236,13.083,2.075,5356.053,1410.291,21.457,1162.901,5.995,0.342,60.958,10813.503,21704.041,171.325,2.663,8701.717,15.63,523.516,413.599,0,10978.676,3.66,0.007,0,221.616,0,46.862,0,1.35,2286.673,513.115,0,56.059,1.563,65.542,306.71,483.442,25.147,19.549,1300.403,0,4.178,11.576,1084.828,1.454,69.973,122.786,0,40182.751,0.055,77.64,717.556,125.436,0.145,0,814.332,759.793,0,19.095,0,40.13,1.674,0,0.035,5.424,316.057,5075.287,3850.11,87.254,0,101.774,4926.541,2998.022,5.255,0,0,2.966,0,10.503,0.681,1977.568,537.088,5.005,171.057,915.464,14356.685,115.909,4.443,76.207,177.355,9423.673,7.484,5883.555,3.06,1.899,0,8014.75,10656.489,0,0,191.046,290.884,0,396.322,1621.905,6008.027,0,0,0,0.544,10.813,0.411,32.397,13609.783,96.147,70748.813,4837.821,0.703,2.031,0,0,0,1.956,0,0.359,0,337.363,319.872,0.111,1.726,0,0.068,0,14.182,8.505,0,0.02,0,0,0,0,0,105.307,35.653,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.791,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0.019,0,0,0.084,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,1.517,0,0,0,0,0,0,0,0,0,0,0,7.861,0,0,39.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",259.849,30.938,698.831,0.17,441.164,37.71,217.142,467.823,4926.456,136651.285,129.529,10.612,3797.931,14.769,0.721,49951.63,23.948,1215.215,3.296,1947.021,10.918,0,16.853,17.164,9843.052,40.561,1356.589,2.84,53.623,8984.037,0,0,9.624,13187.893,2.291,1120.896,77037.668,0,0,614.97,16.997,152.063,1.588,34.42,2229.851,1955.245,26719.619,14.4,27619.024,2.092,365.084,43.595,160.212,191.741,183.019,6653.301,10.593,21366.76,203567.787,11.827,18.189,0,287.322,0.823,8099.874,10.136,1.66,7.541,6.013,1.683,215.513,9.808,82702.754,96465.296,53.084,695.848,446.28,181.074,14158.178,9552.505,198960.17,75.744,11.399,43130.567,251.937,2853.372,476.547,0,7444.353,173.241,4.523,5.935,1400.675,0,925.901,0.808,9.063,4781.519,11430.313,0,304.172,60.952,178604.826,167.025,2797.52,52.13,297.913,10714.658,23.461,50.012,15.94,1561.708,27.608,34.815,3111.983,0,273095.879,127.823,35.711,1.917,0,452.127,285.379,44.678,195.469,0,7677.816,0,1903.607,40.817,0.902,23.637,369.816,23709.851,134389.382,36388.54,66.102,0,110.685,57568.162,16623.276,253.805,1.739,0,0.796,16.617,238.534,0,621.384,71.617,1472.89,46.237,9890.62,9435.912,31972.831,977.451,12092.157,10.308,12092.259,20.527,111316.132,5.989,10.723,17.688,25446.274,71111.415,0,23.325,76287.322,38.619,0.633,4772.576,9329.052,52668.236,0.046,0,0,68.644,2355.902,1274.603,2403.493,256420.256,677.475,201057.635,127.246,126.625,8.043,36.164,191.449,34.917,84.221,0,60.479,0,0,23.476,69.915,35.325,23.249,17.472,0,20.561,100.992,7.139,12.93,31.878,3.278,0,0,24.644,0,0,0,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.274,1.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,0.349,18.87,0,0.099,0,0,0,1.864,0,0,0,0,0,0,7.238,0,0,0,0,0,0,0,0,102.788,0,0,0,0,0,0,0,0,0,0,43.069,0.027,0,0,0,0,0,0,0,15.846,764.758,0,0,26.833,0,0,0,0,0,0,0.68,0,0,0.262,0,0,61.927,0.863,0,0,0,0,0,0,0,0,0,22.42,0,0,0.194,0,0,0,5.533,130.384,0,224.303,0.487,1.132,16.5,44.774,0,0,0,0.055,0,0,0,0.21,0,0,0,0,0,0,0,0,0,253.83,1583.85,0,0,0,0,1.109,2.141,0,0,0,0,127.314,0,0,0,0,0,0,0,0,0,0,0,0,90.804,0,0,0,0,0,33.782,0,0,28.008,607.696,1.093,0,6.765,0,0,0,0,0,21.821,0,7.529,0,0.006,3.715,5.926,112.884,17.719,0,0.109,0,6.98,0,0,0,0.035,1.521,0,0,0,0,0,263.361,0,42.179,0,0,0,25.22,0,7.733,6.564,64.617,127.563,7.661,0,0,0,0,0,0,0,0,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.175,0,0,0,11.125,0,0,0,0,0,0,102.313,0,38.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,2.825,0,0,0,0,0,0,0,0,0,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0,0,0,16.287,0,0,0,0,0,0,24.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,3.287,0,0,0,0,0,0,0,255.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.338,0,5.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
