"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","FSM","GRL","SPM","ERI","MHL","TON","WLF","MNP","NFK","IOT","MSR"
"NGA",0,0,0,0,0,0.634,0,0,0,0,7.117,0,0,0,0,0,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0,0,0,0,0,0.429,0,0,0,0,0.989,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.04,1.003,0,0,0,0,0,0,6.651,26.576,0,0,0,0,0,0,0,0,0,101.062,0.027,0,0,0,0,0,0,86.665,37.081,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.031,0.02,0,0,0,0,0,0.117,0.084,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",2.867,0,2.861,0,0,149.6,0,17.544,37.162,176.46,88.575,0,0,0,0,0,26.062,0,0,0.547,0.051,0,932.696,0,0,0,0.884,0,0,0,4.751,0,0,217.305,0,0,0,1.766,0,13.155,401.67,0,0,50.762,0,30.082,0.296,0,0,39.882,0,2.942,455.226,0,396.526,0,0,2.103,0,5.578,0,55.427,0,0,501.621,236.712,0.713,0,0,0,0,0,259.587,10.055,0,24.619,0,0,0,0,0.734,0,0.402,31.338,2.34,77.443,8.293,0,3.3,24.076,7.339,226.485,4.109,0,1151.244,0,0.242,2.603,0,100.603,0,0,0,14.552,0,53.269,0,0,35.143,97.305,0,6.546,0,29.596,0,0.198,2.636,2.671,0,16.267,0,1.066,0.338,0.263,151.982,41.455,0,0,0,680.936,0,0,0,0,0,0,11.367,0,0,12.697,0,0,2.818,32.54,0,2.42,34.976,23.513,16.956,362.669,19.508,0,0,120.905,213.963,1968.045,1.929,0,0,0,0,0,0,0,1.668,34.686,0,6.368,0,0,298.299,209.818,13.076,29.099,0.55,0,6.858,0,39.898,0,0,0,0,7935.47,28.13,0,0,6085.161,0,0,15.675,81.779,0,276.697,0,0,0,0,0,0,56.66,5654.19,9.686,1608.779,0,0,0,0,0,2.504,0,0,0,0,10.894,0,0,0,0,0,0,0,0,0
"PLW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0.202,0,0,0,0,0,0,0,0,0,0,23.87,0,0,17.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.714,0,0,0,0,0,0,306.252,0,0,0,0,0,0,0,0,0,0,0,73.916,0,0.188,0,0,0,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,21.475,0,0,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,3.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.724,0.333,0,0,0,0,0.56,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.178,1.216,0,0,0,0.902,0,88.529,0,0,0,0,0,33.834,0,0,0.287,0,0,0,4.538,0,0.261,0,0,0,0,0,0.813,6.391,52.266,0.221,185.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,2.115,2.036,0,218.674,0,0.9,2.775,0,0,0,4.816,0,0,0,12.725,0,0,142.69,26.832,0,0,0,0,0,0,0,0,0.15,8.499,0,0,0,0,0,806.805,4.32,0,0,789.192,0,0,0,0,486.128,0,551.099,0,0,0,0.263,0,610.227,88.945,1002.981,0,0,0,0,0,0.687,398.935,0,0,0,0,0,0,2.112,0,0,0,11.296,0,857.678,0,9.831,80.236,64.453,0,0,0,0,0,0,0,6,0,0,203.033,0,0,0,0,0,0,0,0,0,28.934,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,9.799,0,0,0,0,31.032,0,0,0,0,7.41,228.757,22.949,1.105,4.884,0,0,0,40.845,0,0,0,0,0,0,0,0,10.76,20.489,0,0,0,0,0,0,0,55.342,0,0,0,1.685,0,60.512,1.929,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,2.793,0,0,278.471,0.057,4.101,1.858,0,0,24.369,0,0,320.112,53.691,0,0,0,0,0,0,0,0,0,0,0,166.173,0,40.415,0,966.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,47.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,121.112,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,4.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.541,0,0,0,0,0,0,6.595,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0,0,8.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,46.053,0,10.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,33.367,4.826,0.595,0,0,0,0,0,1.382,0,0,307.88,0,0,12.898,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,234.105,29.696,0,0,367.776,0,0,0,0,113.57,0,0,0,0,0,0,0,71.036,391.407,13.27,0,0,0,0,0,0,2.372,0,0,0,0,0,0,6.723,0,0,0,0,0,9.827,0,0,0,7.367,33.148,0,0,0,0,0,0.12,0,0.366,0,0,0,0,0,0,0,55.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.167,0,0,0,0,0,0,0,0,0,0.342,0,0,0,0,0,0,0,27.842,0,0,0,0,0,0,61.175,0,1.228,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.672,0,0,0,13.154,0,0,0,0,0.937,0.305,0,0,11.78,0,0,0,33.573,0,1.112,0,0,0,0,0,0,0,1.512,0,450.575,0,1.805,0,165.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0.565,0,0,0,0,0.101,160.695,3671.138,47.564,0,8.436,0,0,0,1355.036,0,0,24.497,0,0,401.773,0,0,0,0,0.505,0.57,0,1.5,0.855,0,9.342,0,0,0,58.932,0,72.605,14254.763,0,0,246.103,0,0,0,0,1.017,0.934,0,2.336,799.457,0,10.348,0,0.446,2.618,0,0,0,64.06,0,0.09,1598.719,1291.525,2.341,0,0,0,0,0,44147.767,71.156,0,12.768,0,0,0,0,0,0,1.071,7068.051,5.957,0.068,1034.552,0,0,11.77,68.624,631.66,0,0,29579.649,0,1.046,1.222,0,4890.907,0.625,0,0.215,68.307,0,0,0,0,1.849,0.007,0,0.557,0,5659.772,0,0,0,0,22.402,9192.796,0,0,0.577,89.996,0,0,0,0,1.845,609.828,0,0,0,0,0,0,25.823,1.34,0,5.077,0,33.821,0,0.613,12.962,0,0.265,55.983,0,1562.738,113.019,0,0.2,41.648,10.445,399.343,0,0,0,0,0,0,0,0,0,0.366,0,3.951,0,0,91.644,376.735,174.84,208.529,21.896,0,87.048,0,276.203,0,0,0,0,56.389,344.959,0,0,18273.396,0,0,0,39.771,161.952,1034.769,0,0,0,0.158,0.987,0.292,0,3474.8,2.323,14976.213,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,29.936,202.175,0,7.714,89.498,0,20.625,137.232,348.47,11192.977,1.084,95.276,0,13.96,0,2122.651,0,0,1.032,31.256,1.222,4782.256,0.14,0,0,0.287,1622.389,0.856,0,491.958,4.952,1.885,701.02,0,0.002,0,0,0.512,101.205,940.155,0,0,38.289,0,0,0.51,0,32.831,1446.417,0,75.052,34027.958,0.198,14571.325,0,0.999,22.594,2.123,0,1.033,2458.024,0,0.784,3062.481,26828.705,4.82,0.142,0.115,0.462,190.295,0,146717.051,2.45,0.617,5615.286,0,0,8.402,0.16,0,7.2,1.812,179.073,17100.186,74.817,214.951,15.079,32.222,929.759,460.347,9473.639,2.571,0,347.701,225.349,24.064,9.606,0,993.474,18.093,8.016,0,38.236,0.46,1547.78,0.628,2167.404,10408.387,223.046,0.14,7.274,0.367,987.157,0.973,1.42,58.309,0.034,4.782,94.494,19.118,92.05,8.05,72.755,0.654,154.13,0.007,0,0,20588.178,0,0,0,0.028,3.081,0,238.394,0.28,1.2,7.136,0,4102.709,0,0.66,52.503,0,9.041,128.701,6.079,0,505.85,0,0,33.128,5173.103,4371.805,0,0,0,0,0,0,0,33.491,0,287.982,0.958,800.402,10.483,0,754.29,535.434,4137.336,810.014,1017.441,0,338.994,0,5093.046,0,0.265,0.059,0,12325.33,10913.814,0,0.346,125.842,0,0,0.121,1033.994,158.563,906.476,0.063,0,0,39.538,2262.191,107.446,116.422,14995.274,9.522,6018.53,0.231,18.826,74.444,0,0.097,0,1.667,0.329,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,40.864,0,0,5995.248,0,1.387,94.259,343.265,41.063,3.161,552.846,0,0.031,1.248,159.553,0,0,63.832,0.526,0,421.388,0,0,0,0,21.18,5.856,0,0.1,0,1.398,217.159,492.269,0,0,11.577,13.503,100.15,658.051,0,0,69.016,0,6.496,0,0,10.207,68.025,1.516,0.872,114.244,6.744,18.658,0,251.998,20.911,15.025,0,0,15.011,0,0,821.243,4237.551,1.602,0,0,29.209,1.397,38.162,17226.719,7.442,1.059,12.013,0,0,270.804,12.459,0,71.315,0,526.703,220.003,2.756,135.376,0.513,39.141,18.748,126.296,330.779,62.482,0,29.439,2.505,9.669,5.541,0,32.661,41.854,0,0,177.716,0,0,0,0,11.416,93.843,394.514,0,0.611,4952.045,0,0,0.886,0,1.708,72.158,0,1.63,1.222,68.838,556.46,4.068,0.106,0,0,3007.074,0.488,0,0,1.819,16.808,0,11.854,0.542,0,0.382,0,14.079,0,0,64.416,0,52.111,10.777,5.49,720.002,0,21.784,0.627,364.505,574.407,30.765,9.235,1.374,0,0,0,0,0,0,80.099,95.76,37.647,30.444,0,0,45.209,1494.709,270.699,6.331,41.36,91.453,362.03,0,10870.131,0,3.471,0,0,6130.892,136.718,0,0,98.609,0,0,12.976,213.626,15.879,23.753,0,0,0,1.676,32.019,2.689,26.728,236.639,2.019,3993.305,0,33.825,0,14.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,1.454,3.728,0,0,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1.318,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,24.682,0.109,0,0,0,0,0,0,0,0,0,46.851,0,0,0,0,0,0.186,0,132.251,0,1.218,2.076,0,0,0,0,217.938,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,712.001,0,0,0,0,0,0,4.467,0,0,0,0,18.115,0,0,0,0,0,0.663,0,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.357,1.754,0,0,0,10.516,0,0.229,0,0,0,0,9.024,7.208,0,0,0.415,0,0,0,0,0,0.536,0,0,0,0,0,0,0.048,6.402,1.995,6.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0.729,1.91,0,0,0,0,0.65,318.395,532.116,101.529,0,0,0,0.352,0,9.009,0,0,11.642,23.393,0,242.999,0,0,0,0,1707.268,0,0,0.184,0,0.571,189.802,0,0,0,0.535,0,99.975,1026.204,0,0,293.057,0,0,0,0,0.895,122.027,0,5.823,2032.33,0,12.219,0,0,0.301,0,0,0,0.892,0,0,549.261,4609.599,0.268,0,0,0,6.827,0,47746.993,0,0,688.319,0,0,0,0,0,0,0,26.427,2754.605,0,0.2,0.286,0,0.315,19.577,11595.577,1.747,0.04,22.288,0.117,1.485,0,0,720.899,10.388,0,0,6.654,0,0.413,0,0.038,2.654,0.727,0,8.397,0,17.308,0,0,25.959,0,0.612,3075.36,0.526,283.216,3.852,93.461,0,0.023,0,0,8.973,245.036,0,0,0,0,0,0,1.654,0,0,589.579,0,29.407,0,27.316,5.609,0,0.143,20.418,0,337.537,3.409,0,0,0.68,0,525.425,0,0,0,0,0,0,0,0,0,8.866,0,178.028,0,0.282,450.516,23.599,212.911,5.619,142.449,0,36.269,0,1138.946,0,0,0,0,44.72,3528.927,0,0,43.666,0,0,0,27.773,7.857,76.468,0,0,0,0,15.982,10.404,3.154,2243.416,2.78,7876.858,0,0,0,0,0,0,0,8.144,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",40,0,8373.238,0,0,19.982,0,349.618,59.541,22.666,17.725,0,0,4.616,922.785,0,14.113,0,0,0.786,0.987,0,66.33,0,0,0,0,356.004,300.108,26.069,16339.268,0,0,668.072,0,0,14.454,32.804,0,5.728,321045.315,0,0,108.039,0,0,0,0,0,0.93,10.85,2.692,653.169,0,1.914,0,0,2.833,0,0,0.431,132.432,0,0,12.318,993.691,0.258,0,0,0,321.118,0,2871.979,0,0,14.87,0,0,0.189,0,0,0,0,81.758,287.402,0.304,7.97,164.263,0,213.22,941.326,81.636,1.916,0,68.976,13598.108,10.323,11.808,4.708,85.242,0.103,832.352,0,14.096,0,780.633,0,0,1505.613,0,0,2.887,0,96.81,0.053,0,0,0.089,0,61.793,57.189,545.312,3.426,0.631,0,0,0,0,0,916.503,0,0,0,0,0,0,3.243,1.763,0,6.517,0,8.505,0,80.615,1.261,38,9.584,32.739,10.524,150.851,0.668,0,0,0,16.158,0,9.9,0,0,0,0,0,0,0,0,0,0,207.954,0.139,0,21712.275,561.977,305.746,996.72,16.286,0,17.782,0.018,40.588,0,3.574,0,0,7.323,176.151,0,197.308,27.864,0,0,0,451.956,0,330,118.52,0,0,12.202,2770.986,1.89,12873.514,916.933,11.764,877.936,0,0,781,960.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.423,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,7.437,0,0.085,0,0,0,0,0,0.207,0,0,0,0,0,17.085,0,0,0,0,0,0,0,0,0,0,11.192,0,0,0,0,0,0,1.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.401,0,10.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257,0,19.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0.04,0,9.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
