"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","GRL","VUT","NFK","FSM","PLW","SSD","BES","BTN","SPM","GNB","WLF","BLM","ATF","MNP","FLK","NIU","IOT"
"NOR",0,0,2.873,0,0.375,858.226,0,3.268,0,354.91,41.46,0,0,2.035,0.419,0,78.116,25.748,0,1.451,0,672.501,0,0,0,0.917,9.122,0,0,0,0,5.854,1249.284,0.127,0,0,5.543,0,94.968,536.854,0,0,11.358,0,5.607,0,0,14.549,29.425,0,9.118,484.131,0,981.567,0,0,6.191,0,0,0.616,0,28.607,0,1167.873,276.014,0,0,0,1.662,0,789.942,3507.213,45.024,0,23.57,0,0,0,0,232.483,0,0.214,44.071,91.424,178.019,11.739,0,0,79.619,524.825,97.556,0.495,2.337,316.805,1.797,0,8.74,0,1393.035,2.554,0,0,0.847,0,130.054,0,0,21.072,1.175,0,0,0.45,2466.611,0,0,9.945,0,2.036,52.118,0,0.913,0.942,0,1.382,20.637,365.317,0.134,0,0,1829.303,0,0,0,0,9.617,0,0,15.373,0,0,0,22.067,0,0.27,3.841,0,246.241,24.215,0,70.493,1007.794,3984.397,2.7,0,0,0,0,0,0,0,15.062,0,0,0.101,0,81.732,82.576,57.411,169.618,2.139,0,9.835,0,371.532,0,0,0,7914.352,55.94,0,0,55.983,0,0,0,3.573,148.089,0,115.031,0,0,0,0,0.602,9.187,22.364,1773.861,3.339,3363.072,0.717,8.815,0,0,0,0,1.747,0,17.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,1.068,0.364,0,0,0,0,0,0,0,0.104,0,0,5.92,0,0,0,0,1.191,0,0,0,0,0,11.727,0,0,0,0,0,2.214,23.45,0,0,0,0,0,0.525,0,0.445,0,0,0,39.013,0,0.308,0,0,0,0,0,0.547,0,0,0,0.063,8.329,0,0,0,0,0,94.224,74.603,0,0,0,0,0,0,0,0,0,0,71.2,0,0,11.5,0,0,0,0,34.001,0,0.86,0,0,0,0,0,3.589,0,0,0,0,0,0,0,0,0.096,0,0,0,0,21.886,0,0,0,0,0,0,0,0,0,0,0.679,0,0,0.123,0,0,33.884,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,107.912,0.382,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17,86.949,0,0,0.2,0,0.04,0,0.545,0,0,0,0.23,4.507,0,0,2.864,0,0,0,0,4.469,0,6.069,0,0,0,0,0,0,0.042,56.107,0.049,148.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,11.483,1.006,0,0,0,0,0.525,0,0,0,0.243,0,0,2.83,0,0,0.029,68.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.577,0,0,0,31.44,0,0,0,0,817.473,0,0,0,0,0,0,0,92.402,71.542,2.883,0,0,0,0,0,0,4.682,0,0,0,0,0,4.385,0,0,0,0,0,0,812.403,0,0.457,0,0.784,0,0,0,0,0,0,0,0,1.243,0,220.157,97.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.452,0,3.461,0,0,0,1.262,0,0,0.419,0,0,0,0,62.405,4.337,0,0,0,0,0,0,0,0,0,0,0,28.135,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.402,0,0,0,0.921,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.666,0,32.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,24.547,0,0,0,0,0,0,0,0,0,0,0,0,0,1.948,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0.015,0,0,0.867,0,0,0,0,0,0,0,0,0,1.477,0,0,979.751,0,0,0,0,0,0,0,0,0,0,0.808,0,0,0,0,0,8.135,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0.081,0,0,0,0,0,39.525,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,2.066,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0.128,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.539,0,24.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,215.478,125.215,0,0,0,0,0,0,0.189,0,132.997,0,0,0.032,0,0,0,0,0,0,0,0,0,0,3.814,0,0,0,0,0,536.947,0.801,0,0,276.845,0,0,0,0,148.439,0,0.92,0,1,0,0.015,0,25.453,445.87,25.363,0,0,0,0,0,0,0.707,0,0,0,0,0,18.34,0,0,0,0,0,0,22.362,0,0,0,9.418,66.844,0,0,0,0,0,0,0,5.993,0,0,2.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,5.718,0,0,0,0,0,192.397,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,49.446,0,0,0,0,0,31.758,0,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,0,11.16,0,0,0,0.721,40.212,0,0,17.39,0,0,0,0,1.885,0,0,0,0,0,0,0,0,0,22.193,0,198.852,0,62.233,0,26.534,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0.229,0.096,0.211,132.434,182.844,22.714,0,3.026,0,0,0,133.047,0,38.95,0,0,913.418,0,0,0,0,0,0.222,0,3.6,0,0.534,4610.042,0,0,0,0,0,57.421,22245.624,0,0,494.28,0,0,0,0,1.192,1.624,0,0,781.701,0,10.07,0,0,0.8,0.7,0,0,0,65.407,13.781,709.933,956.382,1.136,0,0,0,0,61951.554,2.615,0,0,8.532,0,0.273,0,0,0,0,0.642,6286.589,9.078,0.156,422.681,0,0,11.3,102.044,1229.119,0.651,0,31573.551,3.03,0,40.684,0,4214.838,3.687,0,0,37.621,0,0,0,0,1.23,0.532,0,0,0,2849.917,101.969,0,0,0,1.913,7426.673,16.423,2.518,0.313,0,28.586,0,1.219,0,0,0,565.33,0,0,0,0,65.627,2.187,0,0,23.173,0.062,0,0,0.184,0,75.281,0,262.077,133.657,0,5.2,3.438,269.498,86.442,0,0,0,0,0,0,0,34.922,0,19.821,0,0,63.598,1113.222,375.104,52.301,1.19,0,2917.956,0,486.204,0,0,0,117.247,385.829,0,0,17633.933,0,0,0,0,17.089,366.138,744.084,0,0,0,0,0.115,2.236,8.97,1980.717,0.061,4623.86,0,0.232,0.094,0,0,0,0,0,0,0,0,0,1.778,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,58.355,67.107,0,5.582,47.203,0.15,46.612,135.622,322.154,8745.953,0.13,23.693,0,95.078,0.106,1490.817,0,3.843,78.09,0.905,4350.039,0,0,0,0,1316.942,2.438,0,669.629,2.548,7.681,906.145,0,0.006,0,2.61,0,78.847,957.202,0,0,57.312,0,0,3.791,0,20.891,1700.325,0,85.846,21470.746,0,14788.818,0,3.617,5.868,0.566,0,93.618,0,4054.229,0,3239.919,33532.756,7.958,0,0,119.954,0.69,146115.343,2.12,0.112,0,6339.686,0,0,0.673,0.786,1.15,0,1.773,304.92,10173.069,309.566,258.946,5.025,3.733,534.793,270.847,5616.674,3.73,0,1187.971,96.899,25.888,0.699,0,1281.937,1197.968,0.127,1.668,38.799,0,2109.587,0,1.281,6558.153,40.823,3.062,4.041,0,131.993,2.792,1.554,89.317,6.069,10.817,2078.419,22.672,118.557,38.699,0,108.115,0.07,485.391,2.088,0,34.212,31247.143,0.779,0,0,0.278,174.853,0,4.318,4.531,6319.695,0,5.171,15.301,0,19.872,49.129,813.456,0,843.803,0,63.928,7243.305,4245.967,0,0,0,0,0,0,14.898,0,254.256,7.186,1368.588,8.759,0,280.595,313.908,10984.096,1706.439,1349.709,0,843.755,0.114,4094.676,0,0,0,12731.693,11764.703,0,0.186,53.513,0,0,0,0.76,586.509,48.153,897.942,0.021,0,0,0,2313.945,503.746,60.84,13705.948,3.189,6100.37,13.309,37.251,7.088,0,0,0,0.339,0,1.243,0,0,0,0,0.056,0,0,0,0,0,0,1.069,0,0,0,0
"PRT",0,0.002,273.312,0,0,2847.913,0,4.004,63.753,198.18,236.32,0,254.447,0,0,0,1845.128,0,25.682,0.28,0,47.315,0,0,0,0,584.399,0.309,0,0.5,0,120.89,11.583,326.109,0,0.018,0,0,81.713,629.956,0,0,157.554,24.972,2.054,2.505,0,2.027,76.109,4.856,0,197.153,0.371,75.288,0,410.084,37.174,0,62.118,10.907,0,19.507,7.226,638.297,4642.113,21.191,0.2,41.623,0.399,0,7205.081,4.496,1.906,0,4.27,0,0,10.657,7.405,0,182.814,0.817,288.504,145.119,0.797,34.134,22.501,338,194.854,17.764,644.95,8.987,0,83.68,5.397,0.691,7.133,0,61.984,2.952,0,0,33.77,0,0.698,0,0,4.004,24.541,0.283,0.123,2.074,1093.672,1.029,0,10.789,36.469,103.231,500.327,0.06,0.122,13.662,0,246.864,510.1,1.869,8.626,0,0,4602.812,0,0,0,7.055,10.506,0,24.343,1.528,59.481,0,0.742,0.566,0,175.144,26.617,14.206,1485.505,0,1.471,161.067,514.193,79.033,18.623,0,0,0,0,0,0,55.198,330.528,69.014,8.192,0.399,0,191.086,1739.839,650.588,30.306,75.121,0,192.912,0,9801.536,12.842,0,0,8735.631,179.2,0,0,349.547,0,0,0,0,897.547,18.959,31.902,0,0,0,6.076,0.672,6.154,65.314,762.04,7.36,1187.558,0,30.687,4.223,3.483,0,0,0,0.903,0,0,0,0,0,0,1.988,0,0,40.645,0,17.141,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481,0,0,0,0,0,38.394,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0.4,0,0,0.201,0,6.348,0,0,0,0,0,0,0,24.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.14,0,0,0,0,0,0,0,0,0,0.219,0,476.984,0,0,0,128.684,0,0,0,0,0,0,0,3.595,0,0,0,0,0,0,0.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854,41.553,0,0,0,0,0.197,0,0.098,0,0,0,0,4.886,0,0,0.287,0,0,0,0,0,0,5.257,0,0,0,0,0,0,1.257,92.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",7.022,0.033,4.698,0,0,0,0,0,255.797,774.101,528.785,0,1.404,0,50.693,0,51.418,0,7.098,11.83,0.043,175.158,0,0,0,0,1507.904,0.078,0,0.5,0,2.167,117.747,0,0,0,0,0,7.486,1124.214,0,0,421.105,0,0,0,0,2.462,209.645,0,15.138,1798.019,0,60.717,0,0,12.563,0.039,0,8.817,0,1.152,0,180.188,8367.178,0.543,0,0,3.528,0,25852.671,0.338,0,0,556.3,0,0,0.146,0.057,0,0,1.388,10.653,2023.044,0.5,4.313,0,0,0.376,3.846,10422.195,0.297,0,32.321,0,0,0,0,355.951,0.297,26.03,0,0.251,0,5.652,0,0,2.338,7.543,0,4.401,0,4.301,0,0,21.454,0,3.613,1523.204,0.033,349.234,2.189,0,49.349,0,0.433,0,0,0,214.715,0,0,0,0,6.558,342.821,0,503.462,9.921,0,12.249,0,0,0,10.68,0.126,542.029,3.425,0,2.047,0,1.304,0,0,0,0,0,0,0,0,5.404,0,45.339,0,3.304,363.042,3.521,245.898,35.06,188.58,0,54.47,0,1042.332,0,0,0,18.322,2529.721,0,0,57.149,0,0,0,0,36.374,7.165,2234.13,0,0,0,0,4.88,32.205,1.907,8311.197,1.547,6430.4,1.66,0.039,6.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",4.139,0,3691.854,0,0.264,15.998,0,1877.723,78.396,1.506,35.608,0,3.248,11856.014,2633.195,0,99.519,0,2.268,0.491,0,16.66,0,0,0,0,215.708,15.761,0,12667.584,0.581,0,58.818,0,0,0.293,8.568,0,6.545,2302.998,0,0,52.658,0,0,0,0,0,6.371,44.368,2.35,605.325,0,3.572,0,0,7.721,0,0,0,0,98.094,0,1.464,508.384,0,0,0,447.811,0,2495.982,14.3,0,0,2.706,0,0,0.277,58.376,0,0,1.059,76.396,21.741,0.797,16.619,165.533,53.579,65.843,334.601,196.19,0,0,20.901,12441.232,1143.212,0,0.041,155.602,0,634.799,810.743,0,0,539.428,0,0,266.035,0,0,0,0,115.486,0.014,0.789,0.859,0,0,192.121,47.667,650.521,0.53,0,6.193,0,0,0,0,0,92.001,0,0,0,0,35.479,0,0,0.302,11.942,0,10.708,0,1.6,3.368,1579.056,0,160.438,1.608,0,5.605,63.597,0,0,0,0,0,0,0,0,0,0,0,502.354,0.043,0,66732.086,589.858,58.667,60267.092,186.569,0,8.482,0,138.406,227,0,0,148.839,133.109,21.869,81.133,9.561,0,0,0,0,527.895,144.381,89.47,92.604,0,0,0.798,4093.565,0,3716.673,784.149,0.033,2315.395,0,0,2287.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,75.484,0.092,10.047,0,0,0,0,0,0,0,0,0,0,0,0,0,4.826,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278,0,0,0,0,0,0,0,0,0,4.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,5.077,0,0,0,0,0,0,0,0.137,0,0,0,0,74.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.237,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,6.841,0,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,26.322,0,0,0,0,0,0,0,0,6.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,1.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.282,0,0,3.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.802,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,72.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.142,0,0,0,6.764,0,0,0,2.879,0,0,0,2.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,9.029,0,49.933,0,0,0,15.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.242,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0.05,0,0,0,3.651,0,0,0,0,0,0.503,0,0.003,0,0,0,0,1142.653,0,0,0,0.045,0,169.954,0.007,0,0,0,0,0,0,0,0,0,0,0,11.965,0,14.73,0,0,1.075,0,81.858,10.386,0.161,58.377,0,0,0,0,20.368,0,0,0,6.859,0,0,0,0,9.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.382,0,0,0,62.308,0,0,0,0,0,0,0,0,22.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.039,0,0,0,0,0,0.159,0,9.568,1.848,0,0,0,56.221,0,0,15.318,0,0,0,0,546.223,0,0,0,0,0,0,0,0,1.823,620.115,2.102,207.048,0,0,0,0,0,1.306,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511,0,0,0,0,0,1.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.713,0,0,0,0,0,0,12.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,21.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
