"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","MYT","COG","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","SPM","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","CCK","COK","GUM","LAO","NFK","TLS","TON","ARM","LBY","BDI","COD","GIB","LBR","BMU","GUY","KGZ","TCA","IRQ","KIR","SMR","COM","GNQ","GMB","WLF","IOT","VUT","STP","MNP","NIU","MHL","GNB","AIA","LSO","SOM","SHN"
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.663,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.805,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,10.061,6.123,0,376.729,12.631,0,0.394,264.012,446.176,324.924,0,13.748,0.377,0,3267.611,0,20.305,0,0,244.953,0.313,0,0,0,5.468,0,1.6,59.684,0.561,34.715,0.906,0,0,0.459,0,167.626,53.61,0,48.676,0,0,64.664,144.43,49.262,175.235,144.822,0,89.206,0,268.455,44.589,7.807,0,0,200.843,0,0,994.031,6829.743,3.72,0,0,0,0,5865.194,0,777.286,0,0,11.395,0,0,3.257,695.308,27.96,16.336,34.872,8.653,203.158,142.162,2761.125,0,0,1221.39,0.3,12.777,6.514,0,780.522,12.018,144.858,6.435,9.993,0.827,0,0,0,52.01,0,0,486.041,0.521,9.448,686.15,0,0,0,386.489,0,1.605,1.901,0,0,6152.727,0,0.614,0.403,24.293,63.985,0.171,2.079,60.099,0,0,10.946,0,18.68,78.288,22.24,443.244,6048.634,0.981,85.133,851.772,0,0,0,0,0,90.128,8.904,0,0,6.379,108.787,42.245,1.175,86.503,72.064,0,0,0,0,0,976.576,1550.754,17.423,0,37.736,0,0,2.686,257.113,28.183,208.465,0,0,0,130.452,4.194,227.896,4522.703,0,8881.864,0,9.618,0,407.578,0,0,105.154,1.955,0,0,0,0,0,0,0,0,0,0,0,36.855,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0.094,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0,0,0,0,0,0,0,0,0,19.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.496,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,1.338,2.396,0,0,0.103,0,0,251.428,1017.347,1731.053,0,0.515,0.309,0,1176.334,0,4.174,51.377,241.333,10014.81,0,0,0,1.03,10.013,0,289.626,27.754,3.29,624.774,0,0.103,0,2.368,0,67.653,5983.263,0,7.001,0,0,0.212,644.188,5.298,13.641,450.196,0,3530.748,0,2.69,4.428,0,0.103,2.471,2064.965,0,0,15847.089,1347.966,1513.363,0,0,0,0,13951.017,0.303,522.561,0.927,0,5.789,0,0,6.589,1786.217,774.17,193.153,61.261,34.389,26.007,1055.731,4281.899,0,0.721,10014.354,0.249,7.722,0.773,0,2007.881,4.736,1.695,119.209,1594.27,24.196,12.561,0,376.628,409.98,288.494,0,13.548,0,30.895,1502.479,0,160.206,0,7.546,0,0.103,61.982,0,0,7426.86,83.089,69.807,0,68.468,13.076,0,27.181,12472.262,0,0.515,9.618,0,41.679,5.487,38.917,1065.495,407.162,1.109,401,2874.91,0,0,0,0,0,44.478,1.956,0,47.67,2201.364,1265.989,28.726,1246.085,492.519,919.227,6.589,657.188,3.604,0,0,0,1186.764,3.501,0,2692.89,0,0,1.03,199.022,1.821,204.022,0,79.485,0,1075.697,447.05,35.829,14950.534,387.541,20491.605,2.954,296.08,4.839,4306.923,0,0,278.095,51.686,0,0,0,0,0,0,0,3.093,0.103,0,0,10.09,0,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,9.545,1244.762,0,0,0.788,0,0.295,10.633,955.417,3521.744,0.69,0,0.326,0,2718.432,0,0.044,0,0.689,293.72,0,0,0,0,14.609,0,33.5,0,0,1232.457,0,0,0,4.05,0,20.772,1005.514,0,20.786,0,0,14.403,274.759,0,36.42,586.179,0,972.436,0,11.797,0.394,0,9.98,0,9.916,0,42.859,403.609,7856.49,0.554,0,0,27.296,0,32980.321,0.949,75.855,0,0.362,0,0,0,2.858,2314.364,44.721,0.676,43.808,568.13,101.115,605.977,4241.757,9.007,0,10979.297,5.54,10.157,34.735,0,3284.605,4.533,3.151,4.148,19.344,110.691,12.967,0,0,885.51,0,0,26.563,0,24.73,533.582,0,0,0,127.245,4.068,0.212,172.457,0,0,1684.284,0,0,1.464,155.914,2.616,0,1.287,483.364,0,12.927,0.937,0,0,8.696,7.56,2162.943,76.248,0.724,464.429,60.263,0,0,0,0,0.11,293.838,0,0,0,900.496,3529.105,20.897,18.508,267.382,523.979,0,1796.276,131.75,0,0,1500.767,0,8.183,0,95.266,0,0,4.749,323.939,172.477,368.924,0,0,0.385,3.189,11.078,383.485,5960.111,0,19587.106,0,0.16,0,21.353,0,0,18.633,0,0,0,0,0,0,0,0,0,965.196,0.104,0,0,0.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,6.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,1.003,0,0,0.574,0,0,51.169,2082.688,45.683,0,7.56,49.031,0.193,1127.818,0,0,0,0,1320.217,0,0,0,0,2.271,136.841,15.723,81.654,0.007,5723.188,0,0,0,0.497,0,8.283,249.815,0,407.871,3.512,0,0,17.966,0,2.514,199.758,0,1363.42,0,0,0.004,0,0,0,15.964,0,0,12.572,3192.457,0,0,0,0,0,1284.28,0,0.221,0,0,0,0,0,0.004,6060,749.166,2.899,920.127,0,27.141,22599.2,91.118,18.494,0.418,21288.008,0,52.207,0,181.063,9240.638,0,13.418,0,5.402,12.673,0.157,0,0,873.199,0.852,0,1.316,0,91.06,276.728,0,0,0,23.379,0,0.004,0,0,0.245,61.558,0,0,0.279,15.861,0,0,3.296,125.19,0,218.509,0,0,0.116,0,614.693,11.715,1.441,0.296,71,2.432,0,0,0,0,0.021,257.845,0,0,0,313.177,31535.354,20.738,153.985,10.695,1804.638,0,7522.104,0,0,10.936,85.598,5090.716,0,0,0,0,0,2.61,1.598,0,51.211,0,0,0,0,0,111.962,43970.469,0,43678.164,0,0.669,0,3.929,0,0,2.486,0,0,0,0,9.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0,0,0,0,0,4.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.532,0,0,0,0,0,0,0,0,17.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299,0,0,0.09,0,0,0,0,0,1.449,0,0,0,0,0,0,0.063,0,0,0,0,0,0.063,0,0,0.08,0,0,0.075,0,3.2,0,0,0,0,0.233,0.159,0,0.047,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,53.465,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.488,14.37,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0.169,0.084,0,0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,17.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.023,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,45.755,0,0,0,0,0,0,1.999,13.377,0,0.133,0.148,0,49.805,0,0,0,0,0.092,0,0,0,0,1.606,0,0,0,0,0,0,0,0,35.422,0,0,0,0,0,0,0,0,0.254,0,27.775,0,0,0.179,0,0,0,0,3.129,0,0,0,0,0.888,101.916,0,0,0,0,0,141,2.075,0,0,0,0,0,0,0,40.431,0,0,0,440.031,0,0,2.128,0,0,14.191,3.7,0,14.016,0,1.005,0,0,0,0,0,0,0.365,0,0,11.234,0,0,0,1.297,0,0,0,0,0,0,2.811,0,0,0,57.604,0,0,0,0,0,0,15.922,245.824,0,0,0,0,0,0,0,0,0,1.857,0,0,1.694,0,0,0,0,0,0,0,0,310.708,19.584,0,0,0,38.702,0.03,1.844,0.813,0,0,1.236,51.677,0,0,28.978,0,0,0,0,4.872,70.82,0,0,1.66,0,1.233,0.743,423.857,1.751,2.522,0,0,0,0,0,0,0,1.841,0,0,0,0,0,0,0,11.458,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0.171,0,0,0,0,0,0,0,2.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.769,0,0,8.364,0,0,0,0,0,0,0,0,0,0,0,0,166.752,1.504,0,0,0,0,13.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.015,0,0,5.795,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",11,4.604,43.429,0,0,0,0,201.47,4.158,13.431,2.456,0,0,0,0,3.729,0,0,0.154,0,0,0,0,0,0,106.729,0,6.954,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0,3.048,0,67.204,26.471,1.633,6.577,0,0,0,0,3.311,0,0,0,0,27.246,33.191,0,0,0,77.162,0,598.874,0.175,120.581,0,0,0,0,0,0,31.986,11.393,4.43,1.05,0,15.484,176,469.743,0.55,0,52.732,53.039,2.421,3.184,0,7.021,2.287,5.14,0,43.151,0,0,0,0,4.051,0,0,0,0,0,0,0,6.263,0,19.12,0,0,0,0,0,597.29,0,0,0,4.416,0,0,3,0.194,0,2.115,0,0,0,0,0,8.789,10.888,0,470.347,35.214,0,0,0,0,0,6.13,0.421,0,0,25.904,17.837,7.667,0.786,1.117,10.495,0,73.951,0,0,0,3.012,33.49,2.204,0.725,3.318,0,0,0,59.814,0.551,0,50.022,0,0,11.288,2.097,9.253,229.166,0,52.981,0,0.023,7.441,0,0,0,197.564,0,0,0,0,0,0,0,0,0.106,2.491,0,0,0,0,0,0,3.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.277,0,0,0,0,0,4.328,0,0,0,3.913,0,0,0,0,0,0,0,0,0,0,0,0,19.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,4.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,158.53,0,0,1.179,0,0,0,0,0,0,1.76,0,25,0,0,0,0,0,0,0.144,0,43.743,0,0,0,0,0,0,0.09,0,0,0,0.944,0,0,0,7.642,0,0.716,0,0,0,0,0,2.29,0,1.395,0.08,0,0,0,0,1.5,3.99,6.269,0,0,0,38.2,0,0,0,615.841,0,0.597,1.256,0,0,0,0,0,0,0,0,0,0,0,9.587,0,1.062,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,914.131,0,0,28.43,3773.485,0,0,0,0,0,0,0,0.306,0,0,0,0,0.64,9.658,0,0,0.49,0,0,0,0,0.204,0,0,0.22,0,0,0,109.55,0,0,0,0,0,0,0,0,1.395,0,16.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.552,0,0,0,0,0,0,0,0,0,5.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,1.485,0,0.276,0,25.369,0,0,3.694,0,92.751,0,0,8.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,19.831,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.106,0,0.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,9.054,259.223,0,30.096,72.56,42.42,27.302,386.618,10646.046,3392.272,69.74,369.085,277.617,111.796,9747.688,0.992,0,63.721,77.252,1827.64,7.228,0,1.239,31.379,604.868,19.925,108.222,8.161,3.26,17298.341,0,0,0,565.028,0,301.978,4057.289,0,79.585,14.558,4.032,160.437,574.077,57.777,602.843,3765.695,0,5092.102,0.401,17.354,35.303,12.491,390.263,1.446,5896.299,45.515,2.698,6251,72444.464,21.595,0,358.366,10.59,0,34206,196.047,3301.204,1.284,7.401,20.616,56.01,22.251,150.773,54875.293,14796.462,1723.777,265.143,205.653,17186.172,7243.587,27286.972,3.934,80.876,31076.929,203.389,504.899,727.513,8.026,18310.247,657.725,425.783,675.553,627.994,336.326,347.878,9.632,31.107,2420.758,59.743,2.156,236.898,0.927,193.279,4691.188,9.771,23.837,9.73,319.028,18.482,330.621,75.345,0,139.825,16876.129,3.409,0.902,8.248,1739.82,11.384,16.163,735.711,14921.14,0,460.118,21.254,1.127,16.245,43.047,214.006,9853.245,3799.664,521.755,881.106,5338.478,0,7.957,11.397,0,47.231,3462.19,3.139,5.001,56.24,5705.765,12635.494,818.278,449.262,355.909,4030.414,2883.812,25168.231,22.953,88.934,0,9894.644,9212.956,488.662,0,3612.089,29.027,193.488,52.669,7305.593,187.936,5487.602,8.317,0,88.292,191.42,46.101,6052.854,0,122.137,100859.279,17.76,28.46,24.956,175.786,3.272,20.287,158.16,65.708,0,0,0,38.257,0,0,0,9.153,944.435,8.016,0,28.991,18.845,10.582,8.284,1.391,3.598,38.963,12.168,0,0,0,67.407,0,0,0,0,0,0,17.316,0,7.63,0,2.855,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.352,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
