"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CAF","LKA","TCD","CHL","CHN","CXR","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","CCK","PSE","NFK","SSD","BTN","ATF","MHL","CYM","ERI","SPM","COM","LSO","GNB","SOM","TUV","WLF","FLK"
"COK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRI",0,0,0,0,0,0,0,0,1.205,3.052,0,0,0,0,0,0,6.161,0,2.4,0,0,22.523,0.033,0,0,0,0,0,0,0,0,0,0,12.759,0,0,0,0,3.46,3.323,0,8.34,0,0,0,0,0,5.882,0,0,0,0,4.972,0,18.712,13.621,75.523,0,0,0,0,1.971,2.667,0,0,0,0,0,445.768,0,0,0,0,0,0,0,5.285,0,0,0,10.358,38.541,0.939,0,0,0,0,1.476,0,1.705,0,0,35.718,0,0,0,0,603.219,0,0,0,0,0,0,0,0,0,0,0.619,0,0.561,0,0,0,0,0,23.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.288,25.114,0,0,0,0,0,0,0,6.608,7.431,0,0,0,4.388,0,62.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.695,0,0,0,26.993,532.583,0,0,0,0,0,0,0,0,0,276.937,0,0,0,0.068,0.008,0,55.785,0,0,0,0,0,0,8.635,0,334.197,0.002,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV",0,38.809,0,0,0,0,0,0,0,10.639,50.902,0,0,0,0,0,0.141,0,0,615.992,0,6.915,0,0,0,0,0,4.692,0,0,0,0,0,0,0,0,0,0,0,1.515,0,0,0,0,0,0,0,0,0,5.432,0.818,0,46.085,0,0,0,0,0,1.051,0,0,0,54.926,0,0,0,0,0,182.701,0,0,0,0,0,0,0,0,0,0,0,0,2.381,7.431,0,0,0,1.685,1.077,1.53,54.862,0,0,0,0.039,0,0,0,6.329,0,0,0,0,0,0.041,1.331,0,0.04,0,26.915,0,41.649,0,0,0,0,1.63,1.116,0,0,44.642,0,0,0,0,0,0,0,64.432,0,0,0,0,0,1.284,0,0,0.19,0,1.505,0,0,0,0.71,0,0,0,0,0,0,0.883,0.387,0,200.817,1.876,1.504,0,0,0,0,0,0,0,0,0,0,349.71,0,0,0.318,5.247,2.079,2.456,59.396,26.049,0,17.581,0,0,0,29.456,3.97,0,0,4.386,0,0,0,0,0.087,0,0.271,0,0,0,2.72,68.259,0,30.281,0.374,13.382,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,40.4,0,0,0,0,0,0,0,0,17.187,0,0,0,0,0,0,1.25,29.091,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,5.877,0.664,0,0,1362.901,0,0,0,0,0,0,0,0,1.361,0,0,0,0,0,0,13.336,0.686,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,4.598,0,0,0,0,0,0,0,0,0,0.118,0,0,1.264,0,0,0,0,0,0,0,0,808.305,0,0,0,0,0,0,0,0,0,0,4.002,0,0,0,0,25.356,0,0,0,0,0,0,0,0,0,657.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.254,0,20.682,0,5.353,1.374,108.477,0.469,0,0,0,10.631,16.985,0,0,0,0,0,0,0,4.944,0,23.056,0,0,0,0,0,0.692,206.543,0,19.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZE",0,11.446,5.132,0,0,0.039,0,41.017,69.942,306.666,603.299,0,2.832,9.227,14.096,0,252.23,0,151.913,8.455,0,60.352,0,0,0,0,0.296,1925.037,0,0,200.6,0,0.346,34.614,0.078,0,0,0,44.741,7431.844,0,33.004,0,0,0,0,0,164.515,0,136.909,0,0,9075.539,0,0.249,0.076,0,67.582,0,70.134,0,82.603,2737.628,0,0,0,68.342,0,30448.786,0,0,0,230.187,8.355,0,0,0,10.022,0,0,0.126,147.559,2119.999,31.952,16.316,2.274,0.633,63.904,233.466,927.875,0,0,180.825,23.533,1.376,0,0,35.765,0.036,0,0,82.772,116.164,0,0,313.294,14.572,0,0.519,0,16.718,5.253,0,29.749,0,2.344,573.671,0,14.816,3.709,0,1.351,0,204.637,0,0,0,1665.968,0,0,0,0,0,18.278,0.287,0,2.752,0,167.616,0,0,0,1736.364,0,0,2.022,308.452,1.264,0,4698.314,88.494,0,0.067,646.548,3161.489,0,0,0,0,1.216,0,0,0,10.964,0,21.958,6.859,0,73.252,16.422,10774.746,114.048,95.69,356.47,0,2345.777,0,0,0,2928.419,4201.691,0,0,136.685,0,0,0,0.125,212.069,19.465,394.403,0,0,0,387.068,14.82,30.422,1560.113,0,1757.822,0,3.691,7.684,37.853,0,0,0,0,2.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",0,0,4.146,47.757,0,21.451,0,25.064,123.432,1057.996,982.955,0,8.895,3.54,256.658,0,1834.754,0.059,3.622,13.047,0,607.163,0,0,0,0,0.629,56.679,0,0,79.937,0,5.397,783.703,0,0,54.77,0,393.011,2840.905,0,51.619,0,0,0,0,143.645,22.928,0,44.755,2591.374,0,0,0,4.788,81.041,0,0,4.047,131.732,0,1670.395,4433.218,3.738,0,7.154,115.744,0,16842.23,45.304,1.812,0,450.054,95.709,0,0,3.8,0,0,0,38.69,854.918,407.467,90.42,4.354,300.246,14.885,184.131,472.733,2703.541,27.001,0,2907.482,212.494,3.772,12.145,0,1501.036,14.324,14.04,0,60.548,182.311,0,0,211.858,59.436,0.197,13.568,0,130.625,13.565,0,7.623,0,2.519,525.468,0,14.973,2.207,0,68.554,0,72.939,3.913,0,11.695,2686.958,0,0,0,9.498,0,107.014,3.537,0,32.931,0,4930.884,0,0,2.514,6.632,2.952,0,9.478,83.66,116.463,0,1562.758,979.994,0,28.651,392.791,2052.403,0,0,0,0,0,0,0,0,64.575,15.329,88.099,0.13,0,2554.368,1664.559,64.476,169.415,27.859,683.376,0,1775.651,0,0,0,11714.302,2359.104,2.115,0,457.314,0,0,0,0,717.497,3.886,827.974,11.502,0,2.14,213.57,40.529,128.253,11432.878,7.821,8020.153,1.1,189.011,79.498,478.927,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,12.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0.436,0,0,596.421,0.215,0,0,0,0,0,0,0,0.308,0,0,1.136,0,0,0,0,0,0,0,0,0.5,0,0,0.389,0,0,0,0,0,115.84,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927,0.747,0,0,0,0,0,60.262,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.856,0,0,0,0,25.895,0,0,0,0,0,70.23,0,0,0,0,0,158.535,0,0,0,0,0,0,0,0,0,0,0,0,35.697,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237,17.766,0,0,0,0.131,0,0.443,0,0,0,0,4.342,0,0,118.395,0,0,0,0,0,0,155.263,0,0,0,0,0,0,383.534,0,882.967,0,7.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.231,0,0,0,0,6.47,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0,0,0,0.027,0,0,75.653,0,0,0,0,0.733,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.733,0,0,0,0,0,2.847,0,0,0,0,0,0.005,0,0.027,0,0,0,0,47.071,0,0,0,0,0,68.312,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0,0,0,0,0,0,0,0,0,2.159,0,0,0,0,0,1.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.038,0,0,84.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953,0,0,0,0,0,0,0,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403,0,0.011,0,100.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.877,0,0,0,0,215.527,0,0,0,0,0,0,0,52.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.169,0,0,0,124.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,0,0,0,0,0,0,0,0,0,0,0.073,21.495,0,0,0,0,0,101.389,0,0,0,0,0,0,0,0,271.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.948,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,0,0,1.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,6.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.436,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265,0.202,0,0,0,0,0,0,0.149,0,0.02,2.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,3.126,0,0,0,0,0.154,12.063,88.215,27.279,0,0,0,0,0,28.483,0,0,0,0,60.074,0,0,0,0,0,0.113,0,0,10.334,0,0,22.178,0,0,0,0,0,60.342,0,0,0,0,0,0,0,21.817,0,0,13.023,0,5.352,0,0,0,0,0,0,0,0,629.089,7.207,0,0,0,28.857,0,116.159,0,0,0,0,0,0,0,0,7.733,0,0,0,486.999,82.431,0,0.023,0,0,35.446,472.913,2.946,0,0,4.462,3.63,0,1.377,0,30.606,0,0,0,0,243.955,57.816,0,256.101,0,0,0,0,0.69,0,0,1.484,0,0,1461.04,0,72.767,0,0,0,0,0,0,0,0,47.398,0,0,0,0,0,3.673,0,0,0,0,201.225,0,0,0,0,0,0,0,6.163,0,0,555.799,1.019,0,0,78.353,2951.629,0,0,0,0,0,0,0,0,9.528,0,6.21,0,1.393,0,1.34,15.415,0,0,35.86,0,7.971,0,0,0,2127.342,1.639,0,0,1026.778,0,0,0,0,36.401,0,45.518,0,0,0,119.071,0,0,172.231,0,1145.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,14.858,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.372,0,0,0,0,0,7.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,165.195,48.3,0,0.352,0.796,0,1.679,116.791,377.611,78.545,0,0,0,9.468,0,603.242,0,0,166.402,0,27.934,4.338,0,0,0.086,0,22.827,0,0,4.934,0,2.465,1311.141,0,0,0,0,26.155,3199.434,0,6.095,0,0,2.571,0,0,138.296,0,0,316.249,0,3198.56,0,0,0,0,0,0,1068.605,0,0,1555.989,0,0,0,130.484,7.14,5429.161,0.321,0,0,0.202,0,0,0,0,3.856,0,0,1.135,651.802,97.058,2.228,113.191,0,4.323,19.722,7.135,1032.441,2.216,0,2459.148,4.897,0.082,0,0,41.017,48.207,0.648,0,0,271.494,0,0,75.932,0,0.395,0.789,0,18.302,0.087,0,8.717,0,0.129,46.518,0,0,114.619,0,4.002,0,0,0,0,0,2090.911,0,0,0,0.416,0,22.849,0,0,0,0,1106.689,0,0,0,20.922,0,5.336,1.063,32.601,67.547,0,154.414,10.739,0,0,415.15,4827.578,3.848,0,0,0,179.811,0,0,0,24.898,5.531,278.357,0,0,301.799,88.133,86.62,23.719,570.137,80.866,0,66.719,0,0,0,4319.328,1185.717,0,0,55.899,0,0,0,0,23.852,0,73.127,0,0,0,34.239,42.151,0.186,1889.947,1.455,1596.318,0.358,5.967,0,112.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,39.707,70.481,0,144.895,686.007,0,72.634,5483.879,1939.039,471.268,0,63.332,3.864,9.683,1.026,3501.991,0,11.807,12.016,0,2973.041,0,0,0,0,3.12,75.501,0,6.505,60.1,0,70.277,461.556,26.679,0,0.97,3.023,160.57,692.203,0,953.743,0,14.352,5.244,0,83.695,249.702,1.116,11.249,249.415,8.907,1145.34,2.765,1.264,26.082,46.594,0,215.01,9.374,0,338.578,0,71.654,0,169.722,15.592,0,11882.935,38.546,0,0,346.507,0.187,0.097,0,5.387,24.503,0,0,0.938,63.54,1179.881,3.971,207.946,0,0,29.367,741.701,10688.859,63.468,3.898,2242.206,8.618,57.832,0,0,3158.703,6.437,1.231,0,244.843,107.66,0,0,32.146,35.395,0.644,28.951,0,88.666,26.629,582.786,2.407,0,514.166,7082.075,0,1.903,5.506,0,350.113,43.782,109.756,2638.93,0,0,3121.957,0,0,0,231.076,0,192.139,15.527,140.629,209.305,0,154.349,0,0,0,98.514,0,29.746,52.165,771.572,4.289,0,1291.142,1775.263,0,345.389,1125.199,699.597,15.682,0,0,0,105.278,0,0,0,620.933,29.869,23.483,3.143,0,707.421,680.337,745.29,17.747,211.529,580.51,2.865,7494.088,0,10.518,8.49,3915.594,3342.716,0,0,1160.767,181.164,0,0,31.142,173.585,52.914,2097.927,0,0,2.369,73.605,44.166,1382.464,625.159,1.038,6560.391,44.193,35.048,0,196.52,0,0,9.056,0,2.677,0,0,0,0.643,0,0,0,0.66,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,0,0,1.13,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,13.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852,0,0,0,0,0,0,0,0,0,0,87.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.131,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,123.069,0,0,0.129,0,0,0,151.576,0,0,0,0,0,0,1.012,0,0,0,0,0,0,11.416,0,0,0,0,67.316,0,0,0,0,0,0.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.605,0,0,2.441,0,0,0,0,0,33.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0.695,367.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.967,0,0,0,0,0,0,0,0,0,0,294.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.113,0,0,0,24.25,0,0,0.291,0,4.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",45462.562,267.295,635.966,0,175.405,313.63,0,161.177,7402.472,16551.394,91295.55,24.305,140.727,277.049,302.664,13.165,124104.627,0.412,174.014,1027.77,121.458,32120.775,0,0,0,0.493,35.319,5758.752,23.642,3.362,1615.365,10.941,2200.631,13624.32,1.368,0,144.934,5.908,2179.734,212774.091,0,2973.713,0.128,101.732,22.48,31.831,143.801,1331.601,249.472,599.7,21110.745,1.21,24012.501,0.645,80.261,863.66,52.86,13.519,62.192,7267.522,1.236,19663.848,199456.761,26.913,0.277,43.536,1192.95,0,0,401.287,33.372,0,5177.914,2.845,0,5.153,107.388,190.665,5.027,2.92,125.134,9137.134,45830.385,467.248,2548.446,2811.895,1668.648,3641.144,8859.421,94364.222,31.498,29.241,49913.479,3064.282,496.556,267.863,12.631,51477.136,729.673,51.79,312.85,1056.364,1883.66,0.787,545.952,3251.138,6064.129,44.595,36.168,13.931,9888.818,45.601,83.773,1375.528,35.428,116.683,24107.14,38.291,202.213,51.222,0,968.722,1005.492,626.777,150.463,0,47.96,127005.839,13.77,1.432,0,50.759,0,1282.352,107.059,3.213,1368.577,0,17205.453,0,0,0,175.442,832.661,58.142,357.412,748.076,1865.693,0,72871.464,8993.011,0,2049.493,11597.801,98280.031,25.943,0,0,0,0.144,0.292,253.811,0,9999.473,45.857,2280.806,4.976,0.485,23561.427,22171.063,9418.973,2251.57,3914.954,8711.885,207.56,67112.818,141.824,0,42.431,58421.844,89006.559,166.876,87.013,11407.963,15.281,0,0,129.468,14295.238,387.725,31937.813,296.31,0,45.917,5966.295,160.69,1893.068,108371.237,86.67,435333.887,15.053,410.536,390.642,802.07,0,23.169,113.127,0,14.154,0,0,2.862,0,0,4.985,80.867,2.051,0,0,0,0,0,0,0
