"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRD","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","ZMB","CXR","COK","DJI","GUM","MNG","TON","SOM","SSD","TKM","NPL","ERI","MRT","HTI","SPM","TCA","GRL","IRQ","BES","FSM","MHL","PLW","GNB","YEM","ATF","TUV","BLM","KNA","NIU","NFK","TKL","BTN","MNP","FLK"
"CRI",0,0,0,0,0,0,0,0,0,0,0.007,179.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.387,0,0,0,0,0,0,2.31,0,2.22,0,0,0,0,0,0,0,0.48,0,0,0,2.224,1.567,24.208,0,0,0,0,0.06,0.6,0,0,0,0,0,0.983,0,0,0,0,0,5.974,0,9.3,2.438,0,5.067,0,4.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.648,0,3.447,0,0,0,0,7088.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.123,0,0,0,0,21.127,0,0,0.008,0,0,0.521,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0.091,0,0,0,0.248,0,0.894,0,0,0,0,36.019,0,0,0.959,0,0,0,0,0.413,0,0,0,0,1.944,0,3.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV",206.206,145.591,0,0,0,0,0,0,92.746,4.358,1033.319,0,0,0,0,0,0.477,0,0,132.87,0,0,0,0,0,0,11.535,0,0,0,0,0,0.279,0,0,0,0,0,4.58,0.609,0,4.088,0,0,14.089,0,0,0,0,1.896,0,1055.084,0,0,0,0,0,0.793,0,0,0.184,13789.127,0,0,0,0,0,9713.93,0,0,0,421.499,0,0,0,0,0,0,2718.077,2.53,27.937,0,0,28,5142.722,5.497,0,0,101.001,0,0,0,0,0,0,0,0,0,0.353,0,0,0,435.499,0,0,0,2.197,1.904,0,0,0,8.057,0,29.749,0,0,0,0,0,0,4513.255,0,0,0,0,0,0,0,0,0,15.644,0,0,0,0,0,0,0,3507.239,5.083,0,0,0.103,1.397,0,0,0,0,0,0,0,0.637,0,94.452,0,0,0,307.723,689.295,0,82.472,162.959,0,56.958,0,0,0,3.201,157.226,0,0,0,0,0,9.985,394.62,2292.385,0,0,4.523,0,88.68,0,12.191,0,5.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",0,0,0,0,0,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,0,0,0,0,0,0,0,0,4.397,0,0,0,0,0,0,0,0,0,26.039,0,0,0,0,0,0,0,0,0,2390.845,0,0,57.821,0,0,0,0,0,7.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.484,0,0,0,0,4.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,0,0,0,0,0,0,0,0,84.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.161,0,7.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZE",0,122.81,0.812,0,0,0,0,0.526,0.785,96.303,1798.471,0,18.235,0.192,0.857,0,2470.906,0,0.387,1.591,0,19.962,0,0,0,0,206.577,0.483,0,555.342,0,0,101.769,0,0,0,0,0,7.857,602.766,0,6.547,0,0,0,0.303,351.177,0,383.726,0,0,907.669,0,0,1.848,8.247,0,0,626.936,0,88.248,46929.472,0.082,0,7.574,0,0.342,39146.72,0,0,0,10.674,0,0,0,0,0,314.987,29489.019,1.152,1.831,0.098,441.324,47.075,10656.128,0,0,754.928,1.169,0,4.541,0,132.471,0.324,0,0,1.452,0,55.541,0,0,338.624,1916.892,0.312,0,0,103.716,1.184,0,45.996,0,22.44,0.914,0,0,1.122,0,0,0,0,7272.16,0,0,0,0,1.425,0.43,0,0,0.063,116.969,1.735,0.025,0,0,0.319,0.974,0,3509.969,82.362,0,1.429,388.283,1744.544,0,0,0,0,0,0.009,0,0.539,0.324,174.467,0,0,194.594,270.78,4965.787,0.098,364.312,8.792,0,805.758,0,0,0,347.355,2607.773,0,0.019,202.218,0,0,21.857,4.056,560.54,0,107.542,0.323,63.938,1108.175,0.226,884.763,0,0.033,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.227,0,0,0,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",453.685,0,0,0,0,64.363,5.193,2.94,62.04,60.728,1428.995,0,6.927,0,0,0,436.893,0,0,0.813,13.672,14.576,0,0,0,0,9.65,30.157,149.652,91.9,0,211.848,241.043,0,0,25.626,0.249,36.367,154.459,377.631,0,9.822,28.792,18.291,60.985,0,2.71,0,0.935,1385.496,19.64,0,0,5.207,0,1.758,0,12.276,7.272,0,432.314,591.871,0,0,0,0,0,6832.198,10.899,0,2.749,7.897,1.868,0.108,345.51,0,1.452,444.694,47.365,135.045,82.111,13.439,27.648,80.528,493.9,3.464,0,19.676,0,29.134,396.851,0,702.52,34.598,0,0,568.379,0,12.166,5.128,0,41.37,1.493,0,0,69.849,52.789,5.009,6.132,3.815,0,173.183,0.269,5.723,0,7.573,24.545,0,1.682,0,2107.914,0,0,0,0,0,20.161,1.654,14.286,19.126,676.247,1968.827,13.211,0,0,13.427,0.64,0,802.317,78.459,0,5.799,36.978,3.787,0,0,0,0,0,0,0,775.182,0,156.748,0,1.539,32.372,286.641,17.741,10.776,16.786,180.363,1448.623,536.225,20.126,0,21.925,2254.024,507.472,31.676,0,44.084,0,0,204.596,0.795,7.259,402.845,5.699,0.027,39.564,412.44,2.624,6085.66,0.475,5.519,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.012,0,0,0,0,0,0,20.154,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,0.234,216.461,10.529,0,0.092,0,0,0,0,0,0,0,0,0.652,0,0,0,0,0,0,0,0,0,0,1667.372,0,5.46,0,0,0,0,9.188,0,13.57,0,0,0,1.417,0,0,0,126.956,0,0,0,0,1.32,15.066,0,0,0,0,0.874,43.952,0,0,0,0,0,2.698,0,0,0,0,0,0,0,3.32,6.587,0,0,0.203,6.514,0,19.421,30,0.003,0,0,9.132,1.296,0,0.096,0,36.368,0,0,0,3.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,907.959,0,0,0,1.42,0,0,0,0,16.143,0,0,0,0,0,77.922,0,0,0,2.949,0,0,0,0,13.247,0,0,201.095,0,0,0,0,5.818,0,0,0,0,0,0,0,0,0,1.409,0,0,0,167.25,1.55,2.273,3.699,49.271,0,34.714,0,0,0,0,1.656,0,0,0.368,0,0,31.584,0,6.926,0,0,0,0,0,0,116.769,0,3.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.737,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.589,0,0,0,0,0,0,0,0,0,0,0,0.864,0,0,0,0,0,0,0,10.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,3.021,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.759,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,12.926,0,0,14.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.348,33.914,0,0,0,0.002,0,8.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0.287,0,0.022,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0.023,0,0,22.148,0,0,0.026,0,0,0,0,0,0,4.565,0,0,0,0,0,0,0.838,0,0,3.115,0,55.097,0,0,0,0,0,0,0,0,1497.595,735.869,0,0,0.357,0,0,8.961,0,0,0,0.165,0,0,0,0,0,1.968,1.739,0,1.986,0,0,9.75,1.007,0,0,0,0,0,0,0,1.454,0,0,0,0,0,193.951,0,0,145.463,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0.181,0,0,0,0,88.152,0,0,0,0,0,0,0,0,0,10.319,0,0,0,0,0,0,0,6.996,0.082,0,0,0.268,537.181,0,0,0,0,0,0,0,0,0,0,0,0,0.014,3.293,0,0,0,0.952,0,6.742,0,0,0,104.486,0.355,0,0,0,0,0,0.56,0,0,0,2.243,0,0,1.117,0,5.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,14.604,0,0,0,0,0,0,0,0,0,0,0,0,0,2.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.798,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,10.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.706,0,0,0,0,0,0,0,0
"FIN",0,0,31.508,0,0.848,0,0,0.628,0,80.789,59.646,147.174,0,0,1.262,0,23.113,0,0.405,0,0,100.027,0,0,0,0,7.485,0,0,22.917,0,0,48.998,0,0,0,0,0,95.696,631.345,0,41.882,0,0,0,2.624,14.952,0,0,18.128,19.65,360.379,0,0,1.496,0,0,0,934.777,0,0,130.74,0,0,0,0.064,0,228.204,0.203,0,0,6.272,0,0.552,0,0,0,29.373,0.981,0.82,31.092,0,1.598,17.162,71.126,0,0,249.32,2.569,23.723,2.233,0,12.259,0,4.473,0,3.763,0,43.187,0,0,297.911,0,0,0.023,0.892,11.776,0,0,0,0,15.097,0,0,0,6.566,62.701,0.088,0,0,122.403,0,0,0.374,0,0,1.559,0,0,0,142.878,0,0,0,0,6.157,17.421,0,65.838,2.717,0,0.157,19.638,2368.557,0,0,0,0,0,0,0,1.67,0,1.941,0,0,41.7,177.928,7.486,1.11,9.406,32.262,0,245.228,0,3.763,0,434.253,2.97,0,0,17.365,0,0,41.925,0,40.906,0.209,2.211,0,7.24,189.799,0,2756.527,0,0,8.729,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,19.202,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",14.725,0.875,161.933,0,2.583,26.94,1.556,11.323,109.077,5807.545,1491.461,0,4.278,0,12.56,1.666,9644.021,0,0.689,1.781,0,555.513,0,0,0,0,2090.807,0,11.963,7.456,0.049,787.386,8154.234,3.006,0,71.877,0,109.488,55.34,39879.332,0,2.803,24.232,22.826,118.628,3.618,5597.564,25.606,30.005,1270.821,409.437,565.456,67.275,0.642,9.397,1.579,77.844,218.357,278.028,129.456,1571.795,0,488.718,620.733,0,11.847,44.572,38484.369,1.024,11.203,0,1241.625,0,4.636,377.25,0,1.347,4362.729,3906.19,0.785,289.605,135.065,128.055,6560.882,29320.917,151.008,0.228,4088.237,0.82,37.25,44.507,0,11177.537,17.872,0,1.157,4.115,0,82.215,0,6.701,18216.125,556.93,0,218.015,5.426,157.246,3.864,391.886,275.322,511.588,322.713,0.989,4.502,0,851.274,2.811,1.23,17.416,0,11794.144,1.563,0,3.525,1228.972,0,16.175,0.369,48.147,10.791,320.918,500.708,23.809,0,5.167,3.696,1189.837,0,6467.895,1967.307,0,165.474,4696.786,4419.433,5.244,0,0,0.373,0,50.076,0,88.014,1016.832,9.766,2.62,0,5100.202,170945.162,459.472,618.569,432.678,1985.357,0.345,9540.063,0,0,0,10892.272,16276.095,0,0,397.265,202,6.42,1374.357,3123.765,18214.861,9.916,39.691,0.387,53.787,22115.405,125.578,28581.491,1866.751,0.289,8.105,0,0,0,0,0,0,61.602,0,0,0,0,0,3.914,0,0,369.808,14.722,6.993,0,53.407,82.658,0,0,0,0,10.653,133.182,0,0,124.244,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.594,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0.323,0,0,0.366,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.218,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846,0,0,0,0,0,0,0,0.018,0,0,0,1.069,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.003,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0,0,0,0,9.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",211.64,94.906,200.859,0,19.824,47.025,1.248,1150.256,102.023,1962.544,138044.715,150.209,158.795,57.423,8.759,0.934,62705.561,161.404,37.728,308.134,0.86,2170.937,18.991,0,3.804,11.298,31631.42,133.674,29.096,1956.743,1.237,12.28,4297.336,2.021,0,5.496,1310.583,49.777,517.773,76439.705,0,1105.657,3.405,1.319,106.228,62.582,1398.504,19.84,2366.551,60202.826,56.131,18637.928,0,30.934,328.65,158.549,0,159.94,7200.712,2.835,22238.054,110334.048,9.401,0,10.319,68.41,67.879,0,256.259,20.521,0,6035.462,3.121,24.89,70.468,1.033,2.218,73036.191,176332.602,72.5,359.142,558.602,2541.059,18240.162,174439.546,87.149,7.702,22552.269,193.543,1679.182,273.884,0,10295.462,916.599,0.667,6.507,484.45,4.017,1868.715,114.209,50.691,8442.224,6878.773,24.023,89.284,95.186,120785.965,194.132,1419.152,2979.504,225.465,9341.198,37.731,26.072,0,711.593,27.807,43.176,169.252,0,380415.509,0,0,0,2.135,0,128.533,147.682,498.597,1080.424,9207.406,716.199,49.354,0,12.557,202.839,31565.762,0,133094.408,36950.247,0,53.79,92502.439,21587.474,61.889,0,0,0,6.326,388.967,0,2438.28,170.813,10135.366,103.256,5.087,14148.014,10456.108,33559.274,1351.025,16408.422,6028.573,0.415,106711.067,30.962,0.743,0.271,42775.597,61796.567,2.153,4.102,21932.029,53.838,2.807,3305.989,12527.437,30777.677,101.356,3813.43,4504.78,1214.263,74219.581,270.889,74840.593,209.479,48.142,8.966,2.344,0,0,39.864,0,0,32.51,0.758,3.037,0,154.664,35.666,2.189,4.465,38.25,441.004,5.682,0,0,0.966,98.009,0,0,0.73,0,0,725.718,0,0,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.538,29.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,0,61.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
