"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRD","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","ZMB","CXR","COK","DJI","GUM","MNG","TON","SOM","SSD","TKM","NPL","ERI","MRT","HTI","SPM","TCA","GRL","IRQ","BES","FSM","MHL","PLW","GNB","YEM","ATF","TUV","BLM","KNA","NIU","NFK","TKL","BTN","MNP","FLK"
"ROU",0,0,0,0,0,0,0,0,1.334,13.234,58.075,0,0,0,0.184,0,26.262,0,0,0.252,0,1.963,0,0,0,0,6.103,0,0,5.8,0,18.719,2.087,0,0,0,0,0,1.95,57.444,0,2.989,0,0,0,0,11.031,0,0.005,46.041,0,0.376,0,0,0,3.314,0,0,0.223,0,2.142,534.118,0,0,0,0,0,1127.131,0,0,0,119.791,0,0,0,0,0,1.711,18.944,0,6.296,0,0,24.858,283.779,2.956,0,6.346,0.471,0,0,0,1.025,1.08,0,0,0.29,0,0,0,0,0.198,0.688,0,0,0,2.644,0,0,0,0,106.992,13.886,0,0,24.238,0,3.605,0,0,276.928,0,0,0,0,0,0.228,10.965,141.169,0.382,5.757,1.472,0,0,0,2.198,0,0,6.683,8.33,0,0,0,1.576,0,0,0,0,0,0,0,0.047,1.985,13.415,0,0,0.865,2.363,2.21,5.296,1.473,0.858,0,0.522,0,0,0,9.756,28.927,0,0,0.832,0,0,0.611,13.847,4728.11,0,3.302,5.049,0,88.435,0,38.131,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,140.833,0,0,0.413,0,14.634,0,1.536,28.551,0,0,0,59.552,0,0.433,0,0,0,0,0.059,0,0,0,0,81.533,0.009,0,3800.785,0,0,52.314,0,0,0,0,0,0,7908.104,0,1.755,0,0,0,0,19.699,8.976,0.195,15.589,0,0,0,0,0,0,0,0,6.268,0,13.765,71.814,0,0,5.264,0,0,188.732,0,0,0,0,0,0,0,0,0,21.782,0.691,0,0.004,3.045,3501.981,28.563,18.022,0,0,83.937,991.489,0,0.179,0.063,125.695,0,31.85,0,0,0,35.692,0,0,9.545,0,0,0,0,823.508,0,0,0,0,0.025,29.827,0,0,0,0,0.058,0,0,3.952,0,0,0,0,0,3.051,0,0,0.517,0.335,4.076,0,0,0,0,177.08,0,404.637,7.316,0,0,4.477,0,0,0,0,0,0,0,0,0,0,2.193,0,0,6136.65,65.564,36.126,0.224,0.61,11.109,0,3.397,0,0,0,4.109,166.46,185.832,0.963,0,0,0,1.131,0,11.128,0,651.701,0,22.679,8.772,0,614.084,0,0,52.016,0,0,0,0,0,0,0,0,8.119,0,0,0,14.966,0,0,0,0,0,0,0,1.9,0,0,0,0,0,51.278,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0,0,0,101.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.808,0.248,0,0,0,0,68.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513,0.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0.435,0,0,0,0,0,0,14.623,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,46.926,0,0,2.027,0,0,0,0,0,0,0,1.548,870.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,0,0,0.016,0,0,0,0,0.092,0.145,145.361,0,0,0,0,0,0,0,0,0,212.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.791,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561,0,0,0,0,0,0,0,0,12.335,0,0,5.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.685,0,0,0,0,0,0,0,176.163,3.755,0,0,0,0,0,0.511,0,0,97.733,0,11.999,0,0,0,0,3.62,0,0,0.125,0,0,1.395,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0.431,0,0,0,0,0.031,0,3.625,46.816,0,0,0,0,0,11957.837,1.741,0,0,0,0,0,0,0,0,0,6.202,0,0,0,0,2,3.389,0,0,0,0.137,0,0,0,0.819,0,0,0,6.228,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,40.083,0,0,0,0,0,0,67.703,0,0,0,0,0,0,0,0,0,0.603,0,0,0,0,0,0.44,0,1.573,0,0,0,0.508,18.598,0,0,0,0,0,0,0,0,0,0,0,0,0,81.51,0,0,33.84,204.169,0,0.26,0,20.004,0,1.75,1.201,0,0,48.583,0,0,1.052,1.5,0.806,0,0.848,6.047,9.333,1.967,0,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.09,0,0,0,0,0,0,0.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",58.638,0,11.803,0,0,30.357,0,0,7.524,2753.379,7.76,0,181.397,413.385,0.161,0,693.894,0,1.164,0,0,40.297,18.436,0,0,16.008,23.035,779.794,1.159,0.1,4.142,6.814,964.547,0,0,14.788,285.486,0,22.272,1427.982,0,76.06,0,36.08,312.092,1.557,0.134,0,0.413,111.227,7.733,11205.752,0,7.853,0.824,0,0,29.736,506.536,1.796,341.104,995.388,1.364,18.613,0,36.017,5.171,1719.218,76.017,0,0,776.881,0,2.998,32.708,16.313,3.462,182.97,2.917,0,7.111,16.867,324.145,525.794,2207.835,14.588,0,1759.582,2.187,105.238,535.212,0,234.811,51.479,0,0,3.9,5.892,0.659,14.02,1.216,2.9,0,0,57.488,442.762,25.612,60.986,291.126,0,115.926,53.95,0,0,0,627.693,23.559,621.399,73.905,0,1243.625,0,0,0,0,0,1.377,0.028,5845.581,891.553,64.43,28.016,0,14.254,0,3.152,53.879,0,1347.329,179.417,0.047,217.547,0,21.697,277.875,0,0,0,0,0,0,365.636,36.878,9.201,651.089,65.804,0,387.958,5.478,230.002,161.832,4526.606,97.689,921.729,84.004,0,11.4,22.355,211.88,21.48,0,56.801,22.745,0,3608.204,38.226,4594.482,746.554,2732.167,0,70.404,403.615,68.85,62570.651,164.047,0.337,86.61,0,0,0,31287.436,0,0,81.091,0,0,0,48.396,0,0,2422.829,0,77.74,0,0,0,0,18.396,0,0,0,0,0,244.262,0,0,0,0,0,0,0,86.012,0,0
"SGP",1062.668,0,0.009,5.054,0,0,0,0.085,5.896,25081.471,566.914,151.552,79.485,113.147,0.028,0,779.403,0,0.077,0.821,0.501,148.165,0,2.521,0,4.337,26.039,132.475,0,71.417,1070.803,0,2190.682,0,0,0,4224.979,0,2.202,87741.758,0,371.976,0,0.281,0,452.262,1.138,0,0,79.468,0.408,6.934,0,4.431,1.926,0.369,0,0,14.965,14.643,34.905,3273.603,267.729,0,1.138,0,131.387,78831.899,1.934,0,0,3.517,6.667,0.006,0,0,0.886,174939.166,490.446,2.048,19789.713,32.213,31.337,2783.209,7.962,0,0,30075.327,0.878,1140.953,284.361,0,22571.922,3.633,0,0,211.906,0,83.198,0,0,4.239,5865.846,371.385,92.446,0,309186.533,269.046,0,14.877,9.854,646.728,0.514,2.659,0,2.558,0,102.83,0,0,3335.473,0,0,0,0.926,0,1488.134,0,16.88,1.886,176.293,566.311,1.646,46.372,2.581,0.79,15036.686,0,108.262,0.683,12.813,0.841,2.881,8862.523,0,0,0,111.997,88.248,0,0.279,556.189,0,4.411,7.278,0.243,115010.73,0,70.22,14995.417,36.981,386.047,0.005,255.855,0,0,0,65.539,171.747,0,16.684,18065.455,0.404,7.861,637.983,4.352,3798.035,0,13.961,101.665,40.791,599.635,4.441,179166.396,29.799,0.555,2.184,0,0,0,0,0,0,0,47.233,2.349,0,0,0,0,1.207,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312,0
"SVK",0,0,0,0,0,0,0,0.202,0.48,6.533,136.95,0,0.159,0,0,0,19.067,0,0,0.105,0,7.583,0,0,0,0,0.308,0,0,1.6,0,0,66.136,0,0,0,0,0,30.519,47.605,0,0.89,0,0,8.565,0,2.229,0,0,1116.291,0,170.187,0,0,0,0.128,0,0,50.43,0,1.32,49.356,0,0,0,0,0,1926.112,0,0,0,0.839,0,0,0,0,0,3.217,15812.998,0,11.253,18.855,0.576,2,19.876,0,0,235.962,0,0,0,0,65.121,0,0,0,10.497,0,0,0,0,2.424,0,0,0,0,4.483,0,0,1.105,0,101.352,0.256,0.048,0,1.986,0,3.776,0,0,74.028,0,0,0,0,0,0.11,0,0,39.306,0.53,0,0,0,0,0,0,0,59.175,5.772,0,10.577,479.101,16.564,0,0,0,0,0,0,0,0,0,223.927,0,0,38.242,68.41,0,57.387,7.815,4.57,3.698,2.049,0,0,0,2.555,34.637,0,0,0.365,0,0,49.685,1.056,50.55,0,432.044,0,0,2.501,0,2422.853,16.735,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,4.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0.02,623.131,4126.29,5858.124,0,0,0,0,0,6255.214,0,0,45.326,0,8393.453,0,0,0,0,31.05,0.697,231.167,0.3,14,0,13363.897,0,0,0,344.248,0,34.827,289509.578,0,5.563,0,0,0,0.329,190.73,0,297.006,1142.626,0,1.328,0,185.877,50.728,0.652,0,0,2708.65,0,3348.103,1985.089,42.787,0,0,0,0,194240.482,0,0,0,545.241,0,0,0,0,2.622,15803.558,788.377,0,3704.654,0,1200.654,2.328,7158.081,0,0,69434.294,0.538,146.269,0,0,130347.918,273.146,0,244.444,0,0,0,0,0,0,23808.116,0,1.806,0,46399.41,0.657,0,442.31,0,4247.808,0,13.73,0,395.134,0,0,0,0,98719.314,0,0,0,0,0,279.245,0,0,0,1128.595,3375.754,127.512,0,0,12.239,4775.047,0,4477.106,14659.074,0,81.751,516.856,7.918,0,0,0,0,0,0,0,0,0,15.717,0,0,68234.235,32540.955,6458.984,0,1969.768,45.444,0,52953.306,40.667,0,0,1948.239,1574.984,0,0,6377.976,5.318,0,52.382,257.948,15555.271,0.32,649.152,0.497,2108.18,9509.781,618.93,373584.692,13.03,4.219,0,159.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,66.607,0,0,0,0,0,0,0,0.985,2348.352,0,0,0,0,0,8522.457,0,0,41.621,0,1.639,0,0,0,0,99.21,0,0,1.2,0,0,1.716,0,0,0,0,0,0,73.417,0,0.104,0,0,0,0,6519.596,0,85.325,35.982,0,184.238,0,0,0,0,0,0,1425.289,0,3.469,3966.602,0,0,2.637,0,0,2808.853,0,0,0,24.257,0,0.731,0,0,0,2.202,810.694,2.234,0.385,0,89.157,0.257,8701.725,0,0,0.042,0.181,0,0,0,128.1,0,0,0,0,0,5.386,0,3.645,750.404,436.188,0,0,0,2.151,0.156,0,23.741,0,0.668,0.41,3.163,0,15.143,0,8.478,0,0,5691.878,0,0,0,0,0,0.826,0,0,0,32.747,0,0.047,0,0,0.21,160.713,0,125.511,86.85,0,0,59.97,21.979,0,0,0,0,0,0,0,510.704,0,1151.225,0,0,0,1.976,0.821,442.315,0,0.881,0,139.311,0,0,0,328.468,1269.112,0,0,19.689,0,0,0.464,0,23.98,0,206.271,45.385,89.797,677.299,0,39.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.93,4.315,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,88.615,0,0,0,20.228,77.867,0,0,0.056,0,0,155.025,0,0,0,1381.349,4.108,0,0,0,0,16.999,0,0,11.5,0,1.094,45.805,0,0,0,0,0,27.402,1142.305,0,2.019,0,49.176,404.572,0,0,0,0,2.43,6.091,2.672,0,0.848,1.786,0,0,1.528,0,0,13.402,15.671,0,5.667,0,0,0,3375.657,6.34,0,0,0,0,0,3.085,0,0,1.403,0,0,0,0,0,3.213,16.063,17.298,0,3.231,5.585,0,167.534,0,0.087,0,0,0,0,91.498,0,0.528,0,0.122,0.712,0,16.497,1115.187,0,1.342,3.533,0,134.637,0.079,0,0,0,0,261.059,0,5008.916,0,15.587,0,0,0,0,0,3.896,0,1.743,219.627,1.572,51.678,0,0,0,0.053,0,0,0,0.191,0,0,0.647,0.053,1.852,0,0,0,0,0,0,0.932,0.304,0,5.954,5.82,2.309,4.99,0,0,0,0,3165.562,1.829,0.595,0,808.593,0.282,5.39,0,0,0,3.139,0,28.189,0,51.579,61.688,0,0,0,21.483,25.082,825.744,3.559,0,0,0,0,0,723.8,0,0,0,0,0.05,0,0,0,0,0,1.156,6.505,3.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,438.493,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,348.431,0,64.873,24.296,0,4.819,52.554,198.105,22.063,0,0.396,0,0,0,38.963,0,0.879,2.011,10.823,97.248,0,0,0,0,37.847,0,0,38.677,0,95.832,66.596,137.784,0,5.803,0,97.967,394.446,939.901,0,62.983,0,71.077,99.621,154.614,25.599,151.747,2.281,69.638,2.303,8.54,0,1518.94,31.808,126.638,204.484,2.215,121.258,0,88.046,2124.705,6.16,0,0.578,23.714,0.275,2160.636,6.658,24.515,0,63.599,0,186.467,2.777,3.837,8.424,99.11,2279.944,0,30.307,34.881,32.072,182.956,2738.561,23.217,59.921,10.083,18.637,12.111,119.652,0,126.909,370.399,0,0,129.252,0,0,0,0,8.437,19.076,0,9.966,88.821,15.068,0,68.826,1.934,675.624,310.057,0.243,0.829,0,7946.398,121.839,34.508,5.952,0,1008.829,0,3.296,0,0,0,7.255,76.664,92.734,6.581,4.668,86.706,9.791,0,2.379,100.629,6.278,0,512.941,23120.86,0,4.839,208.575,221.109,0,0,0,0,0,0,0,31.241,92.345,7.774,0,0,79.227,292.654,186.772,711.587,4.91,289.251,5.286,0,1.295,0,0,28.181,3053.478,1.366,0,13.406,0,0,589.508,1008.748,2361.365,38.771,3.248,0.323,5197.446,2176.236,6.144,605.677,51.485,53.602,1.077,0.937,0,0,6.382,0,0,0,0,0,0,0,0,0,0,0,123.864,11.782,0,0,0,5.086,0,0,0,0,105.674,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
