"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","SCG","ZMB","CCK","KIR","GUM","LAO","VUT","NFK","MHL","RWA","VCT","BDI","BEN","LBR","CYM","GRL","GRD","SPM","YEM","MYT","IRQ","GNB","DJI","TCD","GNQ","ERI","BLZ","SOM","FSM","STP","TON","WLF","TLS","LSO","SMR","TKL"
"CZE",0,0,41.236,0,0,0,0,0,84.572,5.939,406.439,0,0,0.534,0,0,1.944,0,0,0,82.347,0,3.029,0,0,0,2.151,0,1.2,0,0,8.943,0,0,0,0.63,106.913,0,0.247,0,0,0,0,0.178,18.004,0,2.389,0,3.882,0,1.335,0,28.082,0,0.191,0,0,12.077,115.131,0,0,0.44,0,0,1105.521,0.056,0,0.629,0,0,0,0,0,3.055,33.029,0.286,0,58.572,4.872,21.474,484.026,0,0,44.95,0,0,0,0,0,0,3.986,0,0.751,0.754,460.588,0,0,0,0,0.183,0,0,0.785,0,0,0,0.168,0,0,3.194,0,0.577,0,0,0,35.886,0,0,0,2.421,0,0,0,0,7.962,0,0,0,0,0.549,1.271,238.699,0,0,6.729,12.067,0,0,0,0,0,0,0,0,1.89,2.849,809.305,0,2.303,1.628,0,11.244,0,0,0,19.398,28.583,0,0,2.999,0,0,0.573,0.063,5.847,0,0,0,10.085,0.234,0,4832.464,0,128.947,0,0,0,0,0,109.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",0,0,36.693,0,0,2.473,0,0.08,154.697,365.358,2841.721,0,0,0,0,0,777.269,0,0,0,0,0,83.706,0,0,0,22.287,0,11,0,0,366.868,0.701,0,82.141,157.295,619.207,0,9.007,0,0,0,0,4.76,163.328,0,10.522,1436.764,0,0,0,0,0,0,14.809,0,0,4377.192,7189.558,0.619,0,0,30.068,0,13357.828,0,0,43.765,0,0,0,0,0,245.069,118.61,63.523,0.306,0,520.02,104.121,1469.22,0,0,2046.012,0,0.55,0,0,309.176,0.652,0,9.121,42.308,0,80.959,6.847,0,3.808,0,163.331,0,0,4.092,0,2,138.567,0,0,0,14.778,2.864,13.244,0.282,0,0,1675.834,0,0,0,119.7,3.662,0,7.961,0,1004.729,96.69,0,0,0.241,0,1.205,735.088,353.796,0,17.587,25.917,0,0,0,0,14.523,0,0,0,96.864,137.955,33.261,0,382.949,118.065,0,613.341,0,4.784,24.359,6286.182,3486.011,0,0,64.539,0,0,73.744,79.674,285.149,0,0,0,3.298,0.196,3.829,9760.965,0,11104.8,0,5.274,0,35.488,0,3.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.502,0,0,24.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,5.307,0,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,0,4.757,0,0,0,0,0,0,0,0,0,0,0,0,273.055,0,0,0,0,0,0,0,0,75.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.795,0,0,0,0,0,0,0,0,0,2.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.524,0,0,0,16.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.327,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,99.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.842,0,0,0,0,0,0,0,0,119.695,0,0,0,0,0,0,299.387,0,0,0,0,0,0,0,0,4.638,125.026,0,0,0,0.658,0,6.898,0,0,1.176,0,0,0,0,0,0,0,0,31.319,0,23.362,0,0,0,0,219.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.946,0,0,0,0,0,0,0,0,270.172,0,0,0,0,0,0,24.29,0,0,0,420.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.555,0,0,0,431.239,14.363,0,0,0,0,0,0,1.282,0,0,0,0,1.903,0,0,8.587,0,4.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,0.538,0,0,0,0,0,87.505,176.895,41.943,0,0,0,0,0,86.503,0,0,29.769,0,0,39.239,0,0,0,0.225,0,0.024,0,0,22.957,0,0,0.926,31.383,10145.996,0,94.359,0,0,0,0,0.354,127.448,0,6.317,652.209,104.058,0,0,0,0,0,6734.263,0,0,0,196.003,5.73,0,2.675,0,0,3781.599,0,0,176.324,15.916,0,0,0,0,889.556,570.202,11.325,24.293,0,109.042,330.786,246.606,0,0,668.36,27.634,0,0.563,0.891,1148.643,0.642,0.245,1.142,708.616,0,29.901,11.415,17.573,0,0,102.85,0,0,0,0,0,11.113,0,0,0,0,1.154,0,0,0,0,192.429,0,0,0,13.427,0,0,0,0,265.627,0,0,0,0,2.326,0,1332.035,5.729,0,36.81,8199.401,0,0,0,3.116,24.289,0,0,0,858.584,132.02,1.509,0,8.043,200.287,0,37.104,0,0,0,563.889,209.66,8.65,0,81.124,0,0,0,0,471.892,0.252,0,0,6.316,0,0.319,556.592,0,4283.047,0,17.834,0.011,65.274,0,26.401,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,8.287,1672.693,0,161.089,45.367,0.336,0,3506.84,1700.769,935.233,0.843,111.466,209.964,0,0,8914.176,1.545,0,3.511,0,17.442,4294.616,0,0,120.791,65.193,0,0.4,0,130.903,1243.292,11.929,28.166,16.306,175.666,24058.229,0,207.681,4.807,195.232,7.023,0,4.035,86.239,17.768,76.082,3203.38,1132.594,1.373,62.924,32.613,3.09,0.087,24.085,0,0,2798.773,0,944.636,133.292,4.439,207.171,22.473,24576.391,2.388,0,414.061,3.933,88.745,19.664,3.933,2.815,759.825,550.858,32.53,65.381,13.905,392.968,5706.332,17345.891,290.138,14.293,6141.47,4.916,87.893,10.359,1.685,3221.697,33.428,0,102.901,158.922,1980.977,50.753,940.018,91.015,209.102,0,830.229,0,92.065,37.464,293.13,669.28,863.194,73.382,37.642,0,1227.274,0.769,61.941,8.427,0,0,5412.122,23.315,0,493.98,483.855,0.245,50.316,137.42,0,990.1,36.518,14.045,0,17.167,42.029,114.574,1243.869,3872.583,58.836,185.89,596.828,0,0,0,1.017,675.108,127.019,15.658,0,1992.099,3574.625,48.843,133,335.66,682.896,135.297,10941.511,44.317,0,0,6878.501,5660.207,1226.172,0,546.857,25.488,0,2452.765,876.946,3900.158,5.833,0.843,10.534,9.19,9.623,146.346,17802.536,0,11256.584,104.028,40.04,0,680.885,0,221.559,0,0,0,0,3.09,0,0,0,4.354,0.843,0,21.206,0,0,0,0,50.845,193.687,118.435,1.545,0,11.798,7.163,1.966,7.023,0,0,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,7.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.886,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.993,0,0,0,0,0,0,0,0,0,0,0,24.437,0,13.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",12,0,1676.636,0,19.456,50,0,58.302,1876.256,9676.431,56047.265,0,107.357,5.158,59.929,0.056,32092.191,0,0,5.081,362,2.087,5676,0,0,0,1305.918,3,231.304,80.778,2.201,9846.547,21.696,0,158.547,613.068,33256.378,0,445.546,0,0,0,0,73.302,689.293,63.477,95.746,13880.653,21112.822,0,12,32.326,33,96.69,316.518,0,0,4639.887,169844.621,2.4,51,261.848,10,10,0,51.981,19,5312,12.847,0.35,0,0,0.604,41980.656,10791.594,343.349,1644.194,528.247,1726.703,4275.733,62441.181,15.728,3.26,30533.816,422,85.296,36,486,28062.735,330,14,397.617,1319.078,721,415.951,4476.806,3.019,7.759,0.077,4267.675,10.644,0,58,32,21.376,6938.137,16.449,18.025,0,334.01,38,61.34,33.619,0,7,57846,0,0,11.816,882.283,0.223,0,395,0,8137.529,1434,12.523,8,1246.709,544.793,1457.596,28224.943,7288.66,1662.264,1906,11977,0,0,0,3.721,3447.428,26.29,6,0,5231.791,13995.522,1475.251,610.782,1485.76,5936.64,83.187,49207,17,0,0,22337,45804.021,115,0,6625.585,4,28.292,5467,679.437,15060.331,1,0,0,1301.978,335.575,2680,76433.974,38.074,229229.546,1.19,1657.647,407,791.99,0,891.967,23,0,0,0,49,0,0,0,0,1.054,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0.026,164,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,1.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,25.842,0,0,0,0,0,0,0,0.568,0.533,0,0,0,0,0,0.618,0,0,0,0,0,0,0,0,0,8.911,0,0,0,3.961,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,571.022,3.361,0.55,0,0,1.006,0,0,0,0,0,0.99,25.02,0,0,0,0,0,313.948,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,118.315,6.434,0,0,10.36,0,0,0,0,0,0,0,32.635,0.81,0,6.179,0,0,0,0,3.503,0,0,0,0,0,0,0,0,0,18.872,0,0,0,0,0,32.232,0,0,0,0,0,0,0,0,3.037,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,36.8,0,0,0,0.903,0,0,0,0,1208.625,0,0,0,0,0,0.6,16.337,0,0,0.261,0,0,20.975,0,375.548,0,0,0,0,4.324,0.435,112.517,0,45.13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945,0,0,0,0,0,0,0,0,0.1,0,0,0,0,50.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
