"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","SCG","ZMB","CCK","KIR","GUM","LAO","VUT","NFK","MHL","RWA","VCT","BDI","BEN","LBR","CYM","GRL","GRD","SPM","YEM","MYT","IRQ","GNB","DJI","TCD","GNQ","ERI","BLZ","SOM","FSM","STP","TON","WLF","TLS","LSO","SMR","TKL"
"ESP",0,0,388.134,0,440.009,0,0,0,1077.555,186.217,95.259,0,13.766,0,0,0,1781.028,0,0,72.025,4.979,0,338.128,0,0,28.775,21.517,0,17.292,0,5.484,36.969,18.096,0,0.514,149.3,84.081,0,83.637,0,0,0,0,165.328,38.362,210.199,111.402,101.338,126.489,0,719.006,61.335,11.402,12.468,114.02,0,0,235.731,4722.942,4.757,0,0,0,0,4896.578,0,16.12,388.833,21.595,0.593,0,0,15.883,612.374,49.509,30.891,6.704,0,117.528,80.679,3676.343,0.377,3.274,180.645,0,41.382,6.035,25.71,133.333,0,0,66.582,1.407,0,8.782,0.523,0,4.927,0,18.363,0,0,6.034,354.115,6.326,696.103,0,0,0,891.535,0,0,0.215,0,0,338.165,0.784,0,24.992,9.508,0,0,0.015,0,31.735,1.819,36.812,0,23.229,80.502,113.358,308.501,5044.361,0,86.053,30.302,0,0,0,0,16.002,0,0,0,4.68,182.947,5.196,0,75.852,141.108,0,0,168.33,0,0,205.19,341.986,19.336,0,7.525,0,0,45.145,37.32,1018.808,0,0,0,14.445,3.311,695.079,3686.116,0,4774.884,0,6.014,0,35.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.037,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.822,0,0,0,0,91.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,2.359,0,0,0.437,0,34.966,2573.625,3452.106,2926.973,0.327,3.056,0.546,1,0.417,679.249,0,0,0,109.781,0,1460.983,0,0,50.962,21.856,0,0,17.788,0,1197.894,0,0,31.319,80.002,803.734,0,10.052,0,0,0,0,1.531,64.166,0,93.374,1063.887,2358.552,0,0,21.337,0,4.583,1466.852,0,0,8144.445,2045.3,2460.183,0,0,0,0,6982.258,11.382,0,309.057,3.929,0,0,0,2.27,4087.012,1629.477,107.674,61.765,1.31,156.68,443.994,2033.136,0,0,5918.862,0,7.027,0.252,0,990.797,11.131,11.24,5.347,2526.906,0.109,7050.653,3.795,0,0,0,204.854,0,0,0,0,0.109,499.22,0,0,0,15.932,2.125,57.291,1042.29,0,0,9388.501,0,0,1.529,113.621,0,0,0.109,0,9335.825,0.218,2.65,1.37,10.619,3204.22,106.179,1895.733,528.641,5.81,624.767,698.817,0,0.204,0,0,118.729,0.437,0,0,453.2,1000.684,20.41,27.739,1141.636,207.121,88.174,4757.829,0,0,0,0,3001.032,1.637,0,109.781,0,0,492.158,3.085,3747.6,0,0,0,3766.337,0.689,239.115,10337.131,1.528,16134.852,1.964,227.489,0,272.029,0,11,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,16.532,16.349,0,0.057,2.374,0,0,128.287,216.912,5877.918,0,0.686,0,0,0.02,2307.218,0,0,7.906,2.958,0,65.179,0,0,0,8.507,0,272.6,0,0,1914.369,0,0,3.845,74.114,1378.366,0,11.898,0,0,0,0,0.305,42.028,29.216,618.569,1654.787,1272.997,0,0,13.478,0,0,0.594,0,0,1013.697,7450.614,3.175,29.639,6.506,0,0,38717.851,0,0,213.492,0,0,0,0,0,2303.115,148.977,2.977,0.127,521.856,425.638,432.675,3503.597,4.857,0,7914.375,0,246.145,32.128,0,4313.989,9.885,0,55.786,0.889,9.465,9.656,1088.278,0,0.371,0,283.954,0.65,0,3.639,0,12.99,77.896,0,0,0,1.107,5.456,0,0.198,0,0,2258.51,0,0,4.07,55.219,0,0,48.134,0,553.166,0,3.385,0.031,0,36.297,9.715,835.165,701.793,8.501,627.385,36.961,0,0,0,0.525,77.874,0.288,0,0,226.349,220.034,44.628,403.158,364.685,141.241,0,1451.439,0,0,0,1261.544,0,0.583,0.676,64.462,0,1.435,153.868,3.698,405.593,0,0,0.007,2.275,29.58,1891.787,3260.89,0,10255.932,0,15.388,2.195,11.866,0,29.199,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0,0,5.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.651,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,42.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,0.425,0,0,0,106.637,24655.744,2.094,0,0,151.758,0,0,427.161,0,0,0,0,0,2067.99,0,0,0,1.65,75.147,0,136.493,1.126,33054.13,0,0,0.231,107.95,242.789,0,25.675,0,0,0,0,0.86,1.766,0,0.665,7.191,568.717,0,0,0,0,0,8.847,0,0,32.282,15148.928,0,0.044,0,0,0,12243.316,0,0,9.132,0,0,0,0,0,7032.563,115.974,1.267,121.493,29.969,422.749,34492.115,133.784,0,0,30605.778,0,0,0,839.319,4174.45,0,0,6.645,0,0,0,0,0,0,0,535.574,0.383,0,0.818,3.738,0.766,183.785,0,0,0,7.163,0.78,0,0,0,92.866,4954.364,0,0,0,9.583,0,0,0,0,703.382,54.301,0,0,0,0.668,544.429,83.787,2.861,0,0,1.795,0,0,0,0,41.078,0,0,0,51.9,1493.281,1.456,23.713,1.377,5733.129,0,4473.214,0,0,0,1079.567,5320.907,0,0,0,0,118.097,0.563,0,0.007,0,0,0,0.97,0,41.083,1354.938,0.08,47733.707,0,1.483,0,0,0,1,0,0,0,0,78.71,0,0,0,0,0,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.202,0,0.159,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612,0,0,0,0,0,0,0,0,0,0.073,0,0.109,0.162,0,0,0,0,0,0,0,0.046,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.423,0,5.817,0,0.04,0,2.459,0,0,0,0,0,0,0,0,0,0,0,4.673,0,0,0,0,0,0.754,0,0,0,0,0,0,0,0,0,0.816,0,0,0,0,0,0,0,0,0
"ARE",0,0,18.522,0,0,0,0,450.45,0,5.753,0,0,0,0,51.201,0,43.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.331,0,0,0,0,0,0,0,0,0,0,0,0.07,0.636,0,0,0,0,0,0,0,0,0,0,26.536,0,0,71.801,0,0,167,0.514,0,4.485,0,0,0,0,0,224.006,0,0,0,3.669,0.132,0,4.591,0,0,40.05,0,0,0.218,0,1.832,0,0,0,0,0,0,0,0,0,0,0,12.458,0,0.966,0,0.569,0,0,0,0,17.102,0,0,0.118,0,0,36.829,0,0,0,0.99,0,0,1.107,0,3.487,0,0,0,0,0,4.331,0,0,0,0,0,0,0,0,0,0,0,0.377,0,46.487,9.18,0.498,0,0,4.5,0,1.001,0.078,0,0,0.545,4.412,0,0,1.639,0,0,0,0,7.961,5.215,0,0.309,0,0,459.061,271.781,1.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,0,0,50.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.608,0.155,0,0,0,0,2,0,0,4.112,0,0,0,0,0,0,0,0,0,0,0,0,2.775,0,0,0,0,0,0,0,0,0,0,0,0,4.531,0,0,0,0,0,0,0,0,2.24,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,20.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,5.3,73.511,0,0,0,0,27.227,1.226,33.792,8.831,0,0,0,1.596,0,1.35,0,0,0,0,0,0,0,0,0,9.161,0,0.8,0,0,0,0,0,0,0,0.023,0,33.434,0,0,0,0,0,0.2,0,108.838,6.071,2.622,0,0,0,0,0,0,0,0,0,69.338,0,0,9.799,0,0,399.768,0,0,78.581,0,0,0,0,0,51.314,20,3.768,0,0,0.063,11.138,189.787,0,0,19.846,31.113,2.269,0,0,17.874,0,0,7.129,0,23.765,0,0,0,0,0,0,0,0,0.832,0,0,0,0,19.379,0,153.593,0,0,0,0,0,20.738,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,77,8.241,0,29.982,20.193,0,0,0,0,10.01,0,0,0,0,16.225,0.006,0,0.748,0.475,0,69.376,0,0,0,94.554,6.493,0,0,1.036,0,0,24.046,11.272,0,25.429,0,0,4.48,0.498,16.221,268.522,0,41.245,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,39.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,25.911,0,0,0,1.2,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,104.593,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,1.727,0,0,0,0,0,0,0,0,0,0,1422.144,0,0,59.737,0,0,151,0,0,24.962,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,29.068,317.14,0,0,0,14.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.146,0,0,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,26.763,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0.112,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,1.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0.255,0,0,0,0,0,0,0,3.011,0,0,0,0,0,0,0,0,0,0,0,4.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.223,0,0,0.642,10.671,0,0,0,0,0,3,0,0,0,0,0,0,0,0,51.472,2,0,0,0,0,1,0,0,0,11.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.097,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0.977,0,0,0,0,0,0,0,167.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",13.097,9.59,43.447,0,9.318,82.457,52.301,255.833,3620.754,31564.563,8455.515,180.647,262.752,133.758,11.351,21.862,12263.444,2.835,0,0,119.202,53.109,2580.677,235.124,3.732,474.018,424.964,9.86,149.104,15.979,0,58181.689,12.544,0,446.635,561.433,3533.404,0,257.423,0,33.522,1.141,1.712,86.629,275.299,327.112,395.611,5329.306,8741.944,0,11.385,8.013,32.192,998.779,429.048,15.991,1.279,5210.365,69302.449,12.157,5.147,33.381,7.74,0,44582,38.193,6.854,11082.04,7.249,0,10.978,0,6.287,25562.259,11808.823,1151.661,124.945,3819.244,22535.176,13553.251,32622.362,861.176,5.093,38660.852,164.052,378.629,1066.65,189.177,13226.097,303.673,0,1149.015,307.302,389,366.19,64.224,166.816,12.358,4.115,811.498,6.792,1.059,3132.656,13.441,433.079,4903.806,10.771,62.566,0,495.084,4.776,430.142,27.299,14.959,15.01,28250.847,0,0,13.621,2159.335,5.09,0,360.82,0,4592.249,145.923,31.293,0.994,5.688,144.678,1842.568,5401.021,6026.925,4490.489,1260.212,2944.157,0,3.399,0,26.632,4815.601,137.893,93.936,70.121,6239.838,9653.951,739.316,681.987,627.985,6010.338,186.964,25962.359,234.069,83.206,1.707,29112.313,7575.901,1682.516,0,3771.022,7.62,5.544,10894.823,454.53,12551.296,24.874,0,94.374,269.271,32.747,15838.327,0,64.158,222500.878,4.12,29.277,96.924,140.593,6.249,1131.17,10.529,0,0,0,18.576,0,0,1163.862,0,0.819,0,170.39,0,0,1.049,0.958,0,467.378,52.213,0,0,0,0,0,195.905,45.758,6.22,0,0,0,0,0,0,4.091,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",0,7.028,82.19,0,16.869,0,49.032,95.511,21619.664,19614.514,6491.433,282.036,207.826,1486.43,74.934,323.034,9039.159,437.965,0,32.032,9,33.817,48796.93,0,14.642,28.426,264.152,8.34,326.291,9,15.976,222586.959,26.175,0,444.558,18120.996,35440.974,0,5055.525,0,0,0,0,9651.217,500.682,0.04,301.226,1077.197,1948.789,54.543,1213.671,1667.457,244.714,146.828,359.986,0,0,4635.224,86647.419,646.463,64.156,86.291,3,0,58289.438,18.22,0,933.903,1181.568,4.275,52.836,73.57,229.896,22175.202,843.59,220.124,208.107,0,8730.67,131048.147,29482.398,17.09,323.666,577958.331,87.04,324.752,179.07,0,43601.022,1381.485,0,378.332,168.326,0,96.77,969.318,72.34,35.686,33,5851.81,2.589,3.553,52.62,3,55.269,138109.879,60.958,5.781,0,319.706,9,65.131,6.227,0,0,27666.958,71.177,10.982,51.71,5212.395,141.093,710.633,476.332,0,3853.399,95.957,826.631,32.469,1400.053,4855.805,6283.394,3640.513,2297.08,241.047,407.925,2690.725,0,12.529,0,458.923,1358.15,21.751,0.476,0,12129.313,41675.875,255.93,182.593,285.995,3245.225,13.515,9113.326,0.199,13.75,43.389,10289.923,12799.534,33.068,28.769,11549.901,0,343.358,3288.818,111.715,8786.653,5.47,43.618,0,551.302,40.816,1032.209,107515.792,445.616,0,20.265,1280.762,374.844,17340.649,0,26.114,43.344,0,0,0,0,0,0,66.176,97.402,36.475,0,15.1,12.1,130.206,0,52.777,0,73.585,0,0,0,23.063,0,3.98,0,61.519,0,13.765,0,0,0,0,0,0,3.418
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.292,0,0,286.56,0,0,0,0,0,0,0,0,0,0,0,0,12.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.31,1.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
