"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","BTN","SLB","PSE","NRU","TLS","TON","BLM","FLK","ATF","GNB","DJI","HTI","COM","PLW","MHL","WLF","MNP","CAF"
"VNM",0,0,0,0,0,2.832,0,1.506,785.546,562.736,6.582,0,11.306,0,0.631,0,34.385,0,0,0,0,444.243,0,0,0,0,13.928,607.232,0,12.804,0,491.364,0,0,0,0,50.547,9126.412,0,0,23.475,0,0,0,24.325,0,0,0,1403.924,0,2.453,0,0,7.3,0,0,0,0,0.633,0,1.31,756.911,0,0,0,0,1933.457,0,0,0,46.07,0,0,0,0,0,0,2.796,454.304,75.079,34.259,83.616,0,0,0,589,12.257,11.291,0,6544.865,0,31.066,0,0,90033.735,31.177,0,72.137,168.103,0,0.179,0,0,0,0,0,1.155,0,65.072,0.187,0,0,0,0.07,126.388,0,0,1.421,0,34.469,500.601,0,0,0,3532.425,0,0,0,0,1.025,0,167.322,0.162,0,0,0,0,164.804,0,0,0,0,0,68.026,287.812,28.614,2.513,60.346,99.398,160.428,0,0,0,0,0,0,0,0,0,12.886,0,3.964,1.877,0,23.308,208.275,285.484,0,2.016,0,94.978,0,151.609,0,0,0,0,11.101,102.662,0,0,3334.813,0,0,0,267.107,2.654,292,0,0,0,10.506,0,29.853,3747.245,0,8152.257,0,16.021,0,0,0,0,0,0,0,0,0,9.538,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,207.303,0,0,0,0,0,0,1.664,102.753,781.801,0,3.369,0,35.017,6.257,41.783,0,0,484.592,0,8.171,0,0,0,276.792,0,0,15.6,0,0,58.56,0,0,0,0,0.251,460.916,0,0,0.013,0,0,0,0.003,1185.623,0,0,85.559,0,5.006,0,0.811,0,0,0,2.284,0,24.726,0,3.111,311.35,0,0,130.801,1.175,2377.572,0,0,0,11.1,0,0,0,0,4.726,0,0,444.581,226.041,13.471,0.431,0,0,0,63.192,4808.568,0,0,95.042,4.88,14.369,0,0,354.792,0.039,1.306,0.373,18.37,0,11.753,0,0,9.319,19.891,0.324,0,0,9.503,0,0,0,0,0.573,3.262,0,0.001,126.082,0,0,0,0.174,0,0,67.451,0,0,0,0,0,0,0.56,0,0,0,0,0,20.891,0,3.986,0,0,0,0.357,0.807,656.652,4.973,0,6.816,695.739,0,0,0,0,0,0,0,0,0,60.294,0,1326.067,0,0,290.974,242.544,170.796,6.527,0,0,83.739,0,80.059,0,0,0,0,26.292,346.016,0,0,12.516,0,0,0,26.648,0.405,64.107,0,0,0,72.851,1012.3,183.735,86.096,0,659.522,0,0,0,1.435,0,0,0,0,0,0,0,0,0,0,0,0,87.039,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.899,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,52.307,0,0,540.454,0,0,9.625,629.904,10.928,0,0,0.046,0,0,48.788,0,1.282,0,855.88,244.411,0,0,0,3.749,0,1.639,0,0,4.26,524.247,0,0,0.928,2.711,109.158,60.306,0,0,4.535,37.135,514.95,0,0,0.122,0,0.169,25.975,1.671,34.494,0,0,13.528,0,4.529,62.219,5.153,7.004,0,332.997,1809.992,0,7.677,0,3.802,575.363,789.198,0,0,12.36,0,0,0,0,16.513,0,0,44.528,15.08,43.07,1.381,0,0,0,71.141,260.743,36.255,0.633,4.615,78.694,0,414.43,0,168.108,9.597,0,0,5.018,49.735,0,17.897,0,0,0.042,0,6.237,107.427,7.674,1.794,36.978,11.749,27.418,163.349,51.809,0,0,0,0,3.172,666.319,45.934,4659.53,0,221.963,0,0,0,0,1.596,0,64.473,0,0,441.496,0,0,5.959,0,17.203,6.977,0,0,11.932,1.498,41.217,5.872,0.027,48.135,0.72,9.02,23.169,0,0,0,0,2.277,0,0,1684.967,8.242,0,13.657,3.788,1519.485,290.959,0.088,1.977,0,10.532,0,447.333,7.262,0,131.773,0,169.491,822.437,4.417,0,0,17.418,0,0,2.435,351.419,4.444,879.983,0,0,51.016,0,0,1157.757,625.683,188.627,223.108,3.617,4.474,0,0.625,0,0,1088.243,0,0,0,0,0,0,0,0,0,0,1.917,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,14.699,296.809,0,678.56,442.248,1.942,10.057,839.907,7853.145,883.715,0,29.564,0,5.857,1.666,656.392,0.706,60.815,38.107,0,1527.097,2.734,0,2.14,164.207,0.437,0,45.428,1.244,12.243,550.128,70.809,0,14.424,0,2155.204,3412.043,0,0,452.437,2.458,0,0,84.646,103.366,88.656,73.895,1462.787,53.23,300.542,2.6,165.28,88.909,8.957,304.947,244.921,0,153.307,0,835.241,33971.827,21.9,1.125,66.953,0.314,8211.081,27.358,98.206,0,1631.21,0,0,0,26.497,0,11.398,69.556,744.167,473.721,19.72,216.173,53.537,0.858,196.919,5773.46,9146.923,78.432,230.589,896.236,25.894,39.494,46.513,0,219.026,20.842,1.508,0,481.079,239.942,323.996,0,8.361,64.427,45.769,0,7.681,0,191.227,0.466,1.151,91.815,10.343,25.932,3024.499,121.427,2.673,1.488,0,4203.583,118.297,63.025,2.452,0,1748.108,0,5.454,0,0,29.317,0.541,59.854,23.143,0,39.917,0,0,2354.786,0,1.154,449.868,0,31.689,1524.821,121.619,1197.119,21954.706,261.653,1376.175,1565.857,8.769,0,0,0,0,0,31.625,285.674,0,3046.476,102.072,58.629,0.442,0,1241.166,743.027,138.834,77.011,67.914,0,594.419,0,0,0,0,0,0,812.552,1263.858,0,0,630.671,0.703,0,0.665,1898.661,236.058,1158.08,0,0,0.294,18.898,90.045,31.558,9022.758,1.195,8868.73,0.079,83.897,0.053,27.962,0,0,0,0,0,5.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,2.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.777,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0,0,9.185,0,0,0,0,0,0.543,0,0,0,0,0,0,0,0,0,0,58.745,0,0,0.49,0,0,0,0,0,0,0,0,0,315.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,1.169,1368.164,0,0,121.87,2.045,54.067,182.972,2924.716,3767.384,0.146,36.644,69.995,42.145,54.505,1053.191,1.391,54.014,44.49,195.226,1796.703,0,0,0.292,59.826,0,0,9.18,0,87.676,1739.544,5.434,0,0.332,0,796.254,7420.667,0,0,108.719,0,10.667,0,49.33,250.17,1.899,9.352,828.509,284.209,14155.458,11.397,254.762,28.87,116.317,0,11.018,0,1545.155,0,12724.074,3944.185,2.129,0,11.69,0,8827.758,270.044,0,0,252.43,2.63,0.438,0,1.607,0.584,0,93.521,1160.254,793.95,306.699,51.817,1153.824,1227.327,368.826,675.407,4043.25,1.065,80.662,1165.661,51.833,7.676,0.73,0,1417.836,4.676,1.456,1.461,21.326,0,98.569,0.438,14.905,326.011,159.279,13.005,2.045,0,466.1,2.407,0,11.69,0,11.251,443.358,17.499,1.169,21.773,0,235.91,1.022,696.591,0,18.776,2275.063,4.383,0,0,0,25.864,0,3262.118,144.374,0,1165.222,0,0,38101.206,0,972.041,74.963,0,3.068,55.188,2.484,9626.214,1271.376,33.229,105.275,1331.223,0,0,3.653,0,2.93,0,0,0,0,3872.018,0.146,459.716,0,18.996,559.961,1682.368,41.5,277.934,81.552,0,578.85,38.303,788.753,0,274.574,0,0,0,4826.157,0,1.899,30.686,3.418,0,0.876,1121.676,1112.469,1904.775,9.79,0,30.172,349.829,0.584,122.774,7494.815,10.469,9195.652,2.338,49.644,0,4.529,0,0,33.022,0,0,17.818,0,0,0,0,0,0,0,6.721,47.637,0,0,0,0,0,0
"CHE",71.5,0.18,6.506,0,4.166,30.555,2.036,1119.765,117.065,1910.324,9879.337,4.478,44.855,123.624,7.028,0,1017.613,0,48.398,8.786,0,762.679,0,0,0,137.547,0,2.044,52.175,0,2.478,492.606,0,0,199.638,1.966,446.579,29471.405,0,0,1222.098,0.666,0,0,5.469,48.716,0,131.067,4354.429,0,1503.956,0,2.057,28.495,2.546,0,1.31,0,104.037,0,2603.366,9307.656,0.661,0.669,1.046,0,62408.971,0.249,0,0,61.91,0,0,0,2.766,0,0,8.848,1780.893,3209.187,4.312,131.396,90.19,18.213,196.864,396.519,5750.27,44.963,0.472,18498.301,5.89,15.22,1.846,0,17624.965,22.066,8.577,0,22.52,0,12.637,0,0.436,33.315,142.806,11.575,13.434,0,1662.376,0.228,9.008,9.407,0,9.489,531.14,3.601,0.185,0.542,0,25.435,0,12.986,236.288,49.774,1518.348,2.865,0,0,0,27.706,0,457.454,0.3,12.376,9.615,0,0,410.556,0,65.148,54.618,0,0,208.108,1066.323,1604.483,188.385,93.248,191.695,3149.971,0,0,0,0,0.171,0,0,0,0,433.403,5.5,18.702,0,0,2832.822,2022.563,79.857,6830.958,1029.506,0,1486.066,1.961,1447.483,0,0.27,0,0,743.012,0,0,0,920.76,0,0,3.134,147.829,66.473,1555.468,0.611,0,0.641,76.5,0.065,48.857,1939.544,0.444,28083.909,0,98.133,0,7.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.214,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,1.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,11.249,0,0,1.302,32.384,0,3853.854,4740.871,5.824,0,2.696,62.502,3.561,0,215.315,0,1.559,13.091,0,3303.94,6.436,0,12.79,0,957.494,0,0,7280.392,0,2021.083,0,0,22.229,0,34.388,24303.884,0,0,194.844,10.391,0,0.6,0.743,0.053,0,0.683,253.884,0,8847.882,0,0,283.336,0.97,0,0.007,0,93.297,2.614,94.408,15515.119,2.692,0.049,13.798,0,17617.003,0.282,0,0,24.491,0,0,0,0.066,0.904,0,4.481,9156.56,1414.161,24.185,2501.061,18.618,0,85.793,291.665,3633.068,3.772,0,45643.414,3.48,4.344,0,0,10780.904,5.346,0,596.073,222.51,0,36.23,0,0,0.034,0,280.428,0,0,11147.967,5.38,0,0.065,0,2.027,60110.73,0.269,7.885,0.143,0,6.241,0.3,59.663,0,16.648,2297.49,0,0.053,0,0,4.963,0,985.818,8.604,0,5.107,0,0,202.544,0,3609.973,0.425,128.892,1.39,48.24,3238.135,64.89,115.949,8.607,290.513,162.653,0,0,0,0,0.036,0,0,0,0,102.546,0,17.652,0.205,0,5410.381,9181.523,27425.065,4472.494,23.559,0,2636.908,0,5442.321,0,0,0,0,1057.346,1428.963,0,0,0,23.441,0,0.072,313.78,0.271,495.901,0,0,1.011,7.383,92.619,91.167,4113.924,0,59902.766,0,0.133,0,4.023,1.1,2.312,0,0,0,1.045,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.81,0,0,0,0,0.6,0,0,0,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992,0,0,0,0,50.338,0,0,0,0,0,1.863,0,0,0,1.505,0,0,0,0,0,0,0,0,0,0.565,0,0.054,0,0,0,0,0,0.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281,4.464,1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.341,0,2.945,0,0,0,0,0,0,0,0,1.167,0,0,0,0,0,0,0,0,0,4.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,148.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",82.001,0,5.622,0,0,790.989,0,11.33,0,21.199,142.765,0,115.672,644.143,6.707,0,64.845,0,0.05,0,0,0,0,0,0,0,0,0.559,9.431,0,67.775,2.811,1.625,0,17.289,0,2.867,29.115,0,0,0.025,19.922,0,0,0.054,0,0,13.648,5.182,0,64.826,0,0,0,0,83.72,156.148,10.748,0,0.715,0.026,65.736,0,32.859,125.062,0,507.669,514.919,0,0,18.379,0,0,0,0,11.498,0,0,300.169,37.936,0,93.816,3542.568,487.7,20.111,0,292.66,36.88,0,633.111,3.466,11.863,567.154,0,107.129,250.825,5.027,0,86.58,0,0.131,39.72,1031.553,0.084,8.211,0,10.537,25.631,151.062,118.962,0,0.316,0,2.911,0,0,1.793,0,0,85.421,721.877,1915.135,0.782,32.404,377.792,0,0,0,0,0,0,18.819,0,132.278,108.476,0,0,4.718,0,96.922,20.469,0,0,0,1.191,1.031,5.841,87.476,0.587,4.124,4.906,0,0,0,0.541,0,0,0,0,227.465,189.004,11.403,4.935,41.619,2095.299,233.679,0.398,0,0,1407.197,42.124,65.658,29.209,0,145.424,0,0,21.617,246.277,8.311,0,121.804,3.016,0,0,0,48.444,59.399,19.373,0,58.725,0,22.17,1270.981,269.019,24.217,103.4,3.016,5.212,8.277,0,0,84.786,2.283,0,0,0.18,0,0,0,0,0,0,0,6.144,0,11.98,0,0,0,0,0
"TUN",0,23.508,13.846,0,0,0,0,0,28.234,49.372,1221.643,0,2.13,0,0.7,0,29.216,0,26.621,0,0,12.269,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,22.352,0,0,0,1.399,0,0,0,0,0,0,235.9,0,0,0,0,14.267,0,0.201,0,0,0,0,4.95,12982.66,0,0,0,0,449.512,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.23,0,0,0,0,3650.597,7.386,0,2149.339,0,11.876,0,0,17.951,0,0,0,75.477,0,0,0,0.662,0,0.215,0,0,0,0,0,0,0,0.256,13.626,0,0,2.252,0,0,75.967,0,122.464,0,0,6.485,0,0,0,0,5.791,0,12.629,0,0,0,0,0,9.731,0,0,0,0,0,4.689,0,361.803,0,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,20.215,0,0,14.642,3.218,0,0.381,2.798,0,33.283,0,85.869,0,0,0,0,0.146,3.719,0,0,80.739,0,0,0,1.658,0,70.787,0,0,0,198.501,0,20.651,0,0,808.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",86.708,111.736,152.308,0,0,37.516,0,2770.7,637.195,110.069,123.65,0,7.152,48.01,3.279,0,145.766,0,24.671,243.151,0,90.805,0,0,34.401,243.819,0,0,6.399,0.757,0.856,26.543,0,0,7.506,8.758,39.907,175.113,0,0,40.695,5.594,0,0,1.192,49.928,0,767.902,169.224,1.65,69.329,0,0.5,19.975,0,35.176,15.352,0,4.57,0,48.462,1599.318,0,7.603,559.101,0,2091.902,2.479,0,0,838.078,0,0,0,2.376,2.447,0.661,5.15,425.861,897.113,0.183,13.766,1869.887,1511.117,304.211,452.507,721.684,9.248,0,62.239,1219.834,91.897,18.742,0,82.769,180.444,91.45,0,126.728,0,22.419,5.105,293.162,14.506,0.582,0,0,1.331,65.039,7.02,84.378,19.395,5.653,5.167,68.068,16.709,168.792,20.284,0,352.392,9.948,55.924,0,0,798.636,0,0,0,0,0,0,48.634,1.806,13.606,43.739,0,0,72.403,0,89.78,0.192,0.673,17.684,176.274,37.43,293.547,88.835,222.22,588.178,457.136,3.023,0,0,0,0,0,0,0,0,326.779,161.933,208.667,0,0,213.085,56.536,41.201,16.213,2.203,56.868,28.201,37.1,462.144,0,80.733,0,0,53.24,203.494,238.232,18.331,14.136,0,0,145.182,2349.652,89.901,0,7505.424,0,6.708,243.102,190.283,470.846,1016.461,21.303,4222.41,19.71,7.095,24.524,25.138,0,52.306,0,0,0,4.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,37.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
