"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CAF","LKA","CHL","CHN","COL","MYT","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","ATF","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","ZMB","BDI","VCT","BOL","PRY","COK","KIR","LBY","ANT","WSM","YEM","IRQ","SDN","TCD","COG","GAB","RWA","BFA","GNQ","SPM","BMU","BTN","SLB","COM","ERI","DJI","PSE","LBR","PLW","TKM","GIB","GRL","TON","FSM","CPV","GNB","WLF","LSO","NIU","SOM","SHN","KNA","CYM"
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.321,0,0,0,14.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0,0,0,0,0,0,1.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0.087,0,1.379,0,73.523,0,0,0,29.208,0,0,108.229,0,0,0,8.394,0,0,0,0,0,0,0,0.004,0,0.023,0,0,0,0,0,0,0,580.392,0,0,0,0,0,24.532,0,0,0,0,0,0,0,0,0,1.037,0,0,0,0,0,2,89.202,0,0,0,0,0,0,0,0,0,0,0,0,8.777,1.215,0,0,0,0,0,0,0,0,0,0,4.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.953,0,0,0,0,0,0,0,3.693,0,0,0,0,4516.009,0,0,0,0,0,2.513,0,0,0.465,0,1.813,0,0,2.381,0,0,0,0,1801.833,35.718,0,0,0,0,0,1.443,0,0.235,0,0,0,14.703,0,0,10.769,0,84.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.848,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,2.68,0,0,0,0,0.009,0.639,14.218,145.769,0,0,1.614,0,0,655.476,0,0,5.403,0,0,0,2.898,72.094,1,0,0,260.268,5.594,18.952,27.479,244.042,1.267,0,60.584,96.853,0.6,0,9.431,0.719,0,30.603,0,0,0,0,0.806,863.809,0,0,453.628,0,0,5.458,0,18228.547,0.745,0.792,0,25.772,0,27.969,0,3.491,0,5.591,165.241,0,0,0,0,2,22.279,0,0,41.537,2.418,10.934,1.998,0,10.456,0,0,0,0.377,40.811,58.504,0,2.196,0,0,8.678,0,0,0,0,0,12.314,0,0.024,0,0,919.177,16.184,0,0,0,27.788,0,0,0,1.078,0,0,12.096,0,182.18,0,0.811,0,1182.016,0,0,0,103.309,0.035,0,2.216,47.95,4211.728,0,0,0,0,0,0.119,0,0,5.639,72.359,1.574,0,0.116,12.26,0,1017.585,0,0,2220.029,27.27,0,49.42,4.702,0,0,208.985,0,8.076,0,0,2.118,6.936,0.587,0,26.451,1.834,250.325,0.268,0,51.331,5.09,0,0,206.562,0,0,0,2553.487,0,0,2.209,2.977,0,46.959,3834.416,0,2.775,0,0,0,0,0,0,0,219.586,0,0,0,0,0,0,0,0,7.388,0,0,0,0,0,0,0,0,0
"FRA",0,0,2221.525,0,7.591,2.95,0,2.504,1058.777,2.95,533.946,0,16.226,0,2.849,0,4808.748,2.25,0,679.284,0.459,0,0.114,768.285,0,43.2,70.463,82.48,408.043,40.683,178.995,13.928,4284.178,87.057,1677.207,5.9,51.309,30.901,32.453,778.861,241.851,48.679,565.463,0,11.801,4.928,0.399,87.004,1.607,23.602,17575.702,0,1496.685,4.425,0,219.549,156910.313,0.799,689.678,0,0,0,2160.41,0,17.701,0,645.766,2621.223,0.87,174.907,20.652,763.814,1866.022,37005.641,1716.946,0,2229.514,23.086,33.101,803.907,0,463.85,2.95,0,0,0,4.914,149.332,749.104,19.458,689.408,36.878,58.933,0,2389.478,0,0,1.475,85.557,0,0,88.05,0,618.445,7.376,0,0,0,2278.628,0,436.369,0,35.206,0,23.602,307.412,0,235.274,0,2.95,0.5,0,14.867,0,0,280.87,17311.841,0,0,662.327,231.384,0.239,0,0,4.425,7805.909,278.852,5.9,0,2060.133,143.033,151.828,6.721,127.1,555.698,26.552,92172.388,0,0,577.271,3214.168,115.059,0,211.633,31.11,1.076,2190.548,6767.558,2861.444,0,0,88.375,8.606,147.497,58.516,2584.942,590.739,15913.798,2.814,0,138.635,15.361,466.137,0,0.555,1.197,0,0,0,0,0,47.175,0,0,16.226,885.249,214.997,81.353,4902.776,550.218,7.376,0,0,0,0,0,85.557,0.205,0,0,0,0,0,0,0,363.306,150.462,224.218,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",13.517,21.317,173.269,0,0.258,2274.683,0,25.625,1532.363,10985.295,193040.699,0,19.861,7.437,8.341,3.064,169664.809,65.006,0.816,7960.639,3.889,0,0,31875.714,129.791,861.691,6.966,5.591,69971.117,1.203,119.046,144.239,133869.034,255.425,487.602,29.979,48.989,1421.411,7.568,69168.35,485517.985,8.249,8490.559,0,3.593,7.955,12.914,559.197,2397.411,8.594,12097.369,362370.144,1.928,0,1.229,1.061,0,163.997,75748.3,31.148,0,20.379,5.251,0,0,18.487,29086.916,36512.867,100.34,2213.127,225.513,7873.205,6467.846,655358.986,19.739,10.728,72394.404,58.381,367.567,621.092,0,188884.765,197.06,17.649,1.343,48.264,124.41,4561.755,22860.042,0,115.604,0,204145.436,12.835,240.814,656.799,393.995,5.048,2750.542,0,125.604,7.171,0,376.516,0,8.552,190.001,0,136393.5,1.878,18.099,0,457.664,12.521,43.345,1788.244,0,3074.028,0,477.02,31.06,40.556,30.962,22522.143,0,14862.655,46684.142,0,116.091,8398.959,11435.852,0,845.204,0,2485.057,367.623,432.274,27.087,4.431,189805.127,9134.885,6918.381,21.802,22701.579,89806.169,25.008,2798842.249,0,12.593,143156.765,101340.569,81.758,596.204,7268.843,2.931,100.702,5156.955,4975.815,3586.707,0,0,296.695,1232.485,46.329,3131.507,94430.735,361.601,234156.213,2.303,16.488,152.338,431.203,113.397,0.414,15.401,30.069,46.224,0,87.475,0,0,4.206,654.451,119.119,51.195,0,77.463,152.489,125.372,0,0,0.908,0,0,0,356.319,0,2.921,0,0,1.153,0,0,0,884.318,0,13.715,0,14.106,311.355,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,39.536,0.042,0,0,0,0,0,0,2.801,36.791,0,0,0,0,0,0,6.543,0,0,0,0,0,641.716,0,0,0,0,0.587,0,0,0,48.185,0,0,0,0,0,0,584.93,0,0,3.532,0,0,0,0,0,0,0,0,455.308,0,0,0,0,1956.793,0,0,0,0,0,0,0,0,0,1.427,108,1.693,0,0,0,0,2134.01,0,17.265,5.785,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,0,59.272,0,0,0,0,0,18.459,0,116.766,0,0,0,0,5.164,0,0,0,0.393,0,0,0,0,0.696,0,0,0,0,0,0,0,0,825.697,0,0,37.842,0.01,0,0,0,0,0,19.221,0,0,203.027,0,0,0,25.757,59.937,0,2409.507,0,0,6.729,43.125,0,0,0,0,0,1.777,0,177.646,0,0,66.505,0.78,4.754,72.499,0.444,0,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,2.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.26,0,0,0,0,0,0,3.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0.57,0,0,0,131.128,0,0,151.256,2641.244,552.78,0,0,32.591,4.357,0,575.844,0,0,2805.369,0,0,0,210.959,0,24.085,2.194,0,680.304,0,35.417,17.656,82919.961,72.643,0,0,34.379,2.426,0,26.533,544.113,0,1812.194,0,6.284,22.337,0.383,0,208.087,0.785,428.945,1258.001,0.651,0,41.548,0,21531.974,0.068,65.215,0,0,123.877,0,0,0,0,0,610.543,0.33,7493.037,141.055,329.963,3602.653,2452.481,0,80.726,21024.856,5.983,5.318,21.437,0,15254.237,0.088,0,0,83.077,139.891,10.913,4.32,155.18,34.885,2.754,7998.649,0.581,0,16.397,0,0.072,2370.914,0,0.113,0,0,0.65,0,1.129,0,2.651,7841.799,0,1.597,0,46.288,0.102,0,517.692,0,21.742,0,31.179,51.741,0,6.767,1378.955,0,431.11,288.411,0,0,88.365,31.458,0,5.592,0,131.57,0,23.519,0,0,3162.243,10891.694,202.162,4693.984,19.416,1021.591,0,12035.425,0,0,2786.993,1550.741,0,0,3050.261,0,0,40.18,1.982,660.257,0,0,41.907,267.588,2.83,9.514,4188.579,0.669,19422.921,32.163,0,4.118,1.528,0,0,0.453,3.419,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,0,1.43,0,0,0,0,0.422,5.069,44.332,10909.036,0,0,0,0,0,346.822,1.291,0,35.647,0,0,0,1,0,0.1,0,0,6.484,0,14.749,1,4855.204,6.679,0,6,0,32.535,0,0,820.118,0,3.857,0,0,0,0,0,0,0,17.173,341.129,0,0,0,0,239605.019,0,0.63,0,0,0,0,0,0,0,138.447,0,0.018,4,0,31.327,13.28,33126.055,0,0,1480.885,4.276,1.713,0,0,16.442,0,0,0,2.676,0.01,0.007,0.118,0,0,0,4,0,0,0,0,0,316.247,0,1.325,0.021,0,1.382,0,0,0,0,26367.703,0,0,0,4.062,0,0,0,0,3,0,0,0,0,24.066,54,0,2113.567,424.794,0,0,1246.176,165.884,0,0,0,0,0,29.375,0,0,9,67.094,827.638,0,63.327,34.547,0,26399.736,0,0,31.307,104.83,0,0,134.813,0,0,4.31,3.717,67.69,0,0,0,912.614,0,0,9479.534,0,751.164,0.587,0,7.573,0,0,0,2,2.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,1.466,0,0,0,0,0,0,0,0,0,6.816,0,0,0,0,0,0,0,0,5.959,0,0,6.078,0,0,0,0,0,0,0,0,0,0,36.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,0,1.102,0,0,0,0,0,0,0,0,0,0,0,0,9.515,0,0,0,0,0.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,3.517,0,0.349,0,0,0,0.979,0,0,0,0,5.255,0,0,0,0,0,0,0,0,0,0,0,0,4.745,0,0,0,0.476,0,0,0.394,0,0,0,1.49,0,0,1.542,0,4.419,0,0,0.77,0,0,0,0.665,0,0,0,0,0.525,0,0,0,0,0,0,1.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,0,0,44.434,591.106,111.102,0,0,0,0,0,0.074,0,0,108.199,0,0,0,0,0,0,22.356,0,278.117,0,0,7.268,6861.837,10.055,0,0,0,0,0,0,100.953,0,7.81,0,0,0,0,0,0.45,30.283,8.869,513.996,0,0,0,0,3244.229,0,0,0,0,0,0,0,0,0,10050.784,105,1.099,0,0.007,0,1,11.837,0,0,35.429,0.008,0,44.951,0,41.007,0,0,0,0,0,0,0,0,0,0,106.961,0,14.701,0,0,0,653.291,0,0,0,0,9.294,0,0,0,0,7.367,0,0,27.034,6.028,0,0,0,0,49.584,0,0,0,0,0.837,20.164,0,45.384,0,0,0,0,42.738,0,0,0,0,0,13.245,0,0,1.029,6620.015,594.873,4.582,3.146,107.727,0,4.979,0,0,10.776,2.942,0,0,33.743,0,0,0.179,3.248,44.046,0,0,0,3.839,0.065,6.341,383.514,122.675,2039.934,0,0,5.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.841,0,0,0,0,1037.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,0,0,0,14.666,118.858,0,0,0,0,0,216.031,0.19,0,392.771,0,0,0,0,0,0.3,0,0,126.649,0,0,13.075,16.972,0.066,0,0,0,0.102,0,0,152.969,0,16.144,0,0,0,0,0.132,0.159,0,1.519,2210.194,0,0,0,0,416.622,0,3.881,0,0,0,0,0,0,0,10.484,18.206,0,0,0,0,260.768,1163.951,0,0,83.165,0,0,0,0,34.176,0,0,0,0,0,0,0,0,0,0,104.467,0,0,86.121,0,0,23.296,0,0,0,0,0,0,0,0,0,7.248,0,0,0,3.903,0,0,0,0,8.878,0,0,0,0,0,0,0,268.791,1.688,0,0,44.549,11.191,0,0,0,0,0,10.707,0,0,2.4,168.841,483.204,0,29.839,12.25,0,49.27,0,0,63.917,85.338,0,0,1.342,0,0,0,0,3.263,0,0,0,1.9,0,0,754.811,0,1636.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0
