"AFG","ALB","DZA","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CCK","COL","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GEO","DEU","GIB","GRC","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NPL","NLD","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","VEN","ZMB","GHA","KIR","LBY","NRU","VUT","FSM","SYR","YEM","BDI","MYT","COD","GMB","SDN","ATG","BRB","COG","GAB","ANT","GUY","KGZ","VCT","BEN","DJI","GRL","IRQ","WSM","BFA","GNB","UZB","TCD","SPM","CXR","GRD","TON","PSE","GUM","WLF","COK","NIU","TUV","BTN","COM","FLK","BMU","GNQ","MSR","AIA"
"FJI",0,0,0,0,0,0,0,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,3.034,0,0,0.026,4.954,2.127,71.917,0,0,0.303,0,2.272,0,0,0,9.245,0,0,0,0,0,0,0.056,0,0,36.988,0,0,14.743,12911.352,3.459,39.971,0,0,0.029,0.358,0,0,0.858,50.112,0,0,0.468,0,21.807,211.304,894.916,0,0,367.011,0,0.083,1812.959,0,0,1.577,96.314,0,2.613,24.002,27.694,0.106,0.819,0,5.989,45.676,88.648,0,0,266.734,0.306,1.131,0,0,45.233,0,0,0.001,46.455,0,24.529,0,0,0,0,14.16,0,0,0,14.59,0,732.201,0,0,0.071,185.847,17.422,0,0,0,468.137,0,0,5.272,0,24.696,36.828,147.369,0,0,6.154,5.093,0,3.009,0,20.824,35.548,55.534,0,0,0.057,143.888,3.555,0,0,0,0,0,9.322,0,0.435,0,34.574,88.98,4.45,2.849,0,0,0,31.894,0,52.749,0,0,935.225,172.981,0,4.17,0,0,218.083,0.002,17.865,0,0,85.99,94.999,0,0,433.348,204.905,123.086,0,77.662,0,0,0,0,0,0,0,0,0,59.804,0,0,0,14.654,0,0,2621.81,5.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,0,1010.276,0.475,0,2.089,29.26,61.758,1642.71,0,0,0,0,1064.278,1.683,1.126,0,214.663,0,0,0,0,60.915,21.341,31.1,536.592,73.603,390.743,4.358,0,0,7.167,841.029,3255.712,0,71.13,19.681,13.301,585.56,590.537,108.339,317.543,0,30.128,3.189,1.305,295.346,11.298,42.319,27.617,18610.033,0,2652.535,1.557,68858.521,0,252.889,1.255,120.393,0,0.186,2629.14,884.752,5.743,76.576,49.751,701.662,1466.839,20116.106,153.286,0,1783.258,46.496,0,843.472,0,324.193,2.511,0,54.611,1.522,0,36.775,825.303,0,647.303,89.129,227.91,0.462,923.983,26.362,45.192,4.653,167.99,12.553,0.168,0,1990.97,5.864,3.766,5.021,0,6523.685,0,70.327,20.614,22.596,155.07,462.553,35.15,0,0,56.49,0,0,0,171.982,35.15,269.253,8020.761,0,0,861.527,686.391,57.178,0,0,0,0,0,17.575,653.774,22.302,0.195,0,1072.948,67.651,754.111,19.802,114.922,0,1128.54,0,49369.263,0,0,177.162,1337.431,0,219.717,1.255,5.444,754.46,619.087,333.983,0,0,37.557,6.815,1.634,6.277,3024.802,421.558,12951.664,6.543,11.298,58.357,20.114,0,26.362,0,0,0,0,0,119.557,15.436,0,17.751,297.854,0,0,214.663,56.158,0,0,0,0,17.575,0,0,0,0,375.347,23.851,0,335.176,3.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",55,9.016,474,0.045,25,48.908,1132.881,3024.131,134643.489,0,144.22,3.22,23,23739.308,14.492,22.368,0,6474.466,0.975,2,23,0,6531.502,2,609.091,0,30.17,14208.474,9.301,0,0,550.74,286.708,85363.468,0,69.507,8.283,410.75,101.892,36550.573,127164.257,9311.314,1.805,4,13.838,78.875,92.78,177,6258.831,0,13180.305,32005.168,2.63,6.416,0,0,5924.825,12.753,0,0,5.963,26663.365,44490.377,65.255,212.876,197,7456.291,5710.108,157234.847,8.674,6.327,89279.74,26.201,131,848,28,31681.555,29.574,51,21.425,61.967,74,571.855,9292.211,0.977,9.357,88,156733.195,21.101,228.968,769.913,129.952,1.937,3473.546,13.926,48.425,18.287,884.235,0,896,285.669,0,71312.907,0,24.293,239.347,29.033,19,414,2470.391,0,0,923.34,76.461,0,4.789,28.691,732.923,2892.393,41177.786,12,629.407,4534.701,6685.546,918,4,0,0.601,0,0,1888,26.545,168.859,4,27,22376.099,1597.241,5911.886,20.952,12781.585,0,69864.967,1.309,510867.642,0,0,60836.114,54408.446,0,8086.831,0,2.06,978,331.306,9832.597,6,1,588,826.892,3.559,637.034,59367.892,175.099,56359.778,8.416,62.494,196.825,128,896,5,0,0,0,17,45,3,0,3,15.015,346,1,0,1,4.784,0,0,0.993,1.169,0,54,0,1,3,132,0,7,519,28,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,28.603,0,0,0,0,0,2.798,33.391,0,0,0,0,0.272,0,0,0,0,0,0,0,0,15.907,0,0,0,0,33.331,0,0,0,0.107,0,384.357,0,0,0,0,70.944,382.771,0,0,0,0,0,0,0,0,0,0,0,2.511,0,0,1676.478,0,0,0,0,0,0,0,10,0.079,0,0,0,0,685.871,0,0,0,0,0,0,0,0,0,0,0,0.491,0,0.196,0,0,0,0,0,2.108,0,1.585,0,0,5.011,0,0,1.047,70.89,0,0,0,0,1.256,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,8.443,36.15,0,0,239.674,0.048,0,0,0,0,0,0,0,0,49.888,0,0,2.082,0,0,0,12.806,0,0,0,257.747,0,0,0,0,0,0,0,0,0,0,2.256,0,0,0,1.382,1.727,0,0.17,0,16.308,0,0,0,12.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,7.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,1.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0.325,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,7.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,518.109,0,0,0,173.012,1262.733,257.917,0,0,0.179,0,1708.793,6.134,0,0,1584.162,0,0,0,0,168.475,0,17.261,17.125,0,428.611,0,0,0,208.539,16.519,49213.232,0,278.95,5.648,5.886,0,1.609,130.895,1028.227,0,2.288,0.001,0,3.309,0,17.596,0,253.128,502.089,0,0,19406,0,4.89,16.931,0,0,86.242,0,884.232,6.075,102.308,188.046,318.132,2742.736,1392.948,0,0,23592.906,7.743,55.526,0,1.437,10661.988,41.014,0,0.078,289.697,0,27.141,0.975,1553.261,0,0,10437.059,10.061,0,16.997,0,0.987,1845.258,0,0,0,0,0,0,0,1.931,1765.428,0,0,74.582,0,0,0.727,66.253,0,0,27.84,0,0,3.733,2.531,3544.533,211.208,36.662,0,0,86.926,57.301,0,0,0,0,0,0,40.692,0,47.059,0,0,4069.99,8090.192,134.584,96.784,21.894,0,1142.553,42.106,1246.692,0,0,1771.945,1334.853,0,4354.213,0,0,34.726,0.311,1168.241,0,0,121.588,377.069,6.449,55.966,4889.006,0.561,5553.27,26.206,7.566,0,0,0,0,0,0,0,8.825,0,0,0,19.922,57.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",1,0,0,0,0,0,1.242,56,4528.913,0,0,0,0,449,2.53,0.883,0,78.226,0,0,0,0,1.49,0,0.6,0,0,24.479,0,0,0,0,0.162,791.193,0,0,0,6.831,0,0,224.907,29.531,0,0,0,0,0,0,747.97,0,21.075,1183.762,0,0,115249.168,0,0,0,0,0,0,48.233,0,0,0,0,5211.914,71.278,18567.494,0,0,1666.683,1.307,0,0,0,3,0,0,0,0,0,0,3069,0,1.068,0,23.521,0,0,0,0,0,339.984,0,0,0.341,0,0,0,0,0,8112,0,0,0.152,0,0,0,6.001,0,0,106.145,0,0,1.268,5.343,13,159.283,109.217,0,0,1929,2.838,0,0,0,0,0,0,0,0,6.438,0,0,1.798,44.664,1261.661,0,207.914,0,30.677,0,8240.612,0,0,57.885,28.126,0,50.978,0,0,76,225.93,850.824,0,0,0,194.018,0.025,0,4528.436,0,588.058,0.521,0,0,1,0,0,0,0,0,2.27,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,0,0,0,0,0,0,0,0,0,4.199,0,0,0,0,0,0,0,0,0,0.136,0,0,0,1.764,0,0,0,0,0,0,0,0,0,0.631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.704,0,0,0,0,0,0,0,0,0.005,0.106,0,0,11.984,1.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,15.176,661.613,210.777,0,0,0,0,0,0,0.027,0,8.665,0,0,0,0.011,0.926,0,1,0,0,50.033,0,0,0,0,4.563,4406.572,0,10.781,0.65,0,0.237,0,20.301,0,0,0,0,0,0,0,0.487,3.191,13.473,237.299,0,0,1738.592,0,0,0,0,0,0,5763.247,0,0,0,0,0,92,29.89,0,0,16727.291,0.421,0,84.135,0,588.675,0,0,0,0,0,0.718,0,0,0,0,129.784,0,22.941,0,0,0,1440.057,0,0,0,5.661,0,0,0,0,2.513,0,0,49.124,0,0,0,44.704,0,0,0.004,59.753,0,0,0.188,16.944,10.7,0,0,0,40.779,18.889,0,0,0,0,0,0,0,0,0.066,0,0,427.259,1539.924,155.964,4.698,0.644,0,35.169,0,12.998,0,0,0,0.136,0,40.236,0,0,0,9.859,122.125,0,0,0,15.515,0,0,7.882,15.456,3025.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,1.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.701,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,0,10.695,47.803,0,0,0,0,912.556,0,0,0,13.821,0,0,0,0,6.542,0,0.4,0,0,167.123,0,0,0,0,0,10.608,0,0,0,0.401,0,0,10.24,0,0,0,0,0,0,0,0.028,0,0,2835.049,0,0,167.875,0,0,0,0,0,0,10.262,3,20.633,0,0,0,486.154,485.551,0,0,37.404,0,0,0,0,49.696,2.348,0,0,29.686,0,0,0,0,0.668,0.543,105.836,0,0,0,0,0,120.287,0,0,0,0,0,0,0,0,47.75,0,0,0,0,0,0,87.011,0,0,3.579,0,0,0,2.207,0,102.423,15.751,0,0,6.578,1.575,0,0,0,0,0,0,0,0,0.685,0,0,5.428,161.914,57.37,0,0,0,0.076,0,15.784,0,0,2.481,30.685,0,0,0,801.229,0,0,1.162,0,0,12.191,1.1,0,0,133.486,0,116.521,0,0.004,0,2.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0.6,3456.845,10.53,0,0,0,0,1.887,0,0,0,58.426,0,0,0,0,1.345,0,0.2,0,0,8.589,0,0,0,0,110.026,32.55,0,0,2.438,0,31.281,3,3.145,14.008,0,0,0,1.335,0,0,0.474,0,13.91,163.661,0,0,141.796,0,0,0,0,0,1.322,132.642,1,0,0,0,1,0,384.986,0,0,11,0,1.456,0,0,3,0,0,0,0,0,1.307,0,0,0,0,0,0,0,4.834,0,0.333,121.008,0,0,1.394,0,0,0,0,0,103.519,0,0,0.611,0,0,0,27.897,0,0,0,0,0,0,4.138,37,5.404,0.401,0,0,3.2,348.934,0,0,0,0,0,0,0,0,9.269,0,0,70.383,18.946,0,1,1.36,0,3.472,0,3349.919,0,0,562.327,26.64,0,47.562,0,0,0,0,5.587,0,0,6.146,0.286,0,0,37.591,0,523.553,0.559,4.81,0,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,8.452,1329.792,0,0,2.837,181.642,242.215,1121.938,0,1.721,6.111,1.48,1145.881,0.805,23.345,0,606.804,0,0,0,0,280.584,0,38.45,0,84.958,482.488,5.843,0,1.763,4.919,118.082,3208.162,0,32.568,4.56,6641.096,27.195,25.668,475.157,231.102,0,32.713,28.445,19.879,9.328,0,25.665,0,123.544,17100.306,30.209,0,44436.017,0,1672.834,3.143,0,0,0.393,1795.951,1468.309,33.164,36.037,39.213,285.6,1794.105,0,1.541,3.031,166.801,22.064,13.415,50.45,0,92.055,5.214,0,14.685,450.694,0,30.227,12.94,0,115.714,0,81.843,0.053,3.428,71.331,0,15.57,199.143,0,4.751,24.43,129.397,25.923,0,0,0,5841.904,0,4.024,327.339,0.118,11.778,103.936,25.227,0,0,65.274,1.322,0,0.668,51.945,1.911,579.499,2434.473,0,0,846.691,378.787,298.395,0,0,1.034,0,0,49.389,14.74,29.98,0,0,165.633,264.623,251.051,51.169,220.641,0,180.712,0,10462.798,0,0,872.087,1237.61,0,99.516,0,21.515,78.106,45.276,488.595,0,0,3.25,17.542,7.323,210.201,1626.719,1340.696,3674.582,21.729,32.85,0,4.871,0,505.465,0,0,0,1.244,0,11.407,0,17.283,0,8.454,0,0.182,0,0.555,0,0,0,0,0,0,0,0,0,0,17.443,0,23.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,4.647,50.957,0.006,0,0,2002.689,12045.397,21762.753,13.898,14.815,6646.049,0.098,82285.691,441.263,2.371,0,10617.19,0,0,0,0,412.552,0,483.8,4.56,0,12195.216,0,7.847,0,91.364,81.15,1028396.07,0,33.764,12.009,305.58,62.489,1916.569,61464.602,2564.378,0,2.922,0,0.082,0,0,2623.77,7.065,10083.159,33881.499,2.203,0.658,697371.246,0,5.651,0,0,0,0,799612.46,193469.154,5.028,21229.481,106.515,1016.105,6971,58997.826,7.872,0.398,0,27.956,6.006,527.324,0,301058.876,38.788,0,28.335,128.197,0,59.057,2.734,4178.802,1.161,0,66092.959,206.55,0,0,0,1.951,99738.049,0,1.454,8.838,3.171,0.266,296.119,0,2.046,23589.346,0,18.013,1281.746,2.213,6.116,0,1183.499,0,0,65.222,2.394,0,0.273,403.998,144614.794,1935.833,1107.155,0,56.683,242.966,2041.364,0,0,0,1.493,0,0,55.851,0,149.429,19.854,0,13978.26,138344.554,271.153,31569.219,716.362,0,5381.635,0,94312.212,0,0,9939.464,6900.343,0,311505.724,0,0.184,9376.271,118.171,863.306,0,0,0,1663.066,3.024,53.425,224892.71,0.373,518958.886,16.339,13.422,8.712,0,0,0,0,0,0,4.083,5.122,0,0,0,0,4.521,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,2.621,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,7.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918.321,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
