"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","GUM","TLS","SSD","ERI","PSE","BES","IOT","SPM","WLF","MNP","NIU"
"MYS",244.893,0,0,0,0,3.728,0,12.672,574.865,12360.488,452.175,0,24.888,881.027,1136.075,6.284,5482.738,0,0,22.716,2029.486,37.53,5580.063,0,0,0,208.78,89.676,95.443,0,63.972,51.065,0,9382.427,0,0,0,4429.714,0,893.486,52986.161,0,0,3629.344,0,0,0,0,608.889,3.636,0,699.665,1473.079,0,2331.846,0,163.046,163.19,60.246,0,26.637,247.579,0,25.29,787.091,15836.375,29.686,0,0,0,1443.099,0,54916.059,7.874,0,1.358,5007.015,0,0,116.787,0,0,0,50.588,39997.562,1375.694,29.048,5873.25,0,55.648,207.44,2599,2496.11,9.857,4.11,292635.249,3971.441,28.75,74.677,0,68036.136,32.498,0.25,49.546,130.197,0,34.178,3.018,0,4.608,22.858,1.67,0,0,0,176.285,8609.14,62.755,0,178.308,16458.095,316.017,2219.712,136.24,0,281.402,1.06,22.743,1.181,0,36.237,99593.59,0,0,0,0,27.711,1861.018,16.742,0,17.339,0,2047.212,0,0,0,112.835,1455.023,32.157,0,962.651,2702.338,5307.341,34.217,0,227.112,1742.951,129658.802,0.391,0,0,0,0,4.78,0,0,0,506.822,6044.424,1946.536,5.805,0,20154.271,258577.418,2453.519,4775.764,1204.4,0,2349.742,0.446,1724.424,0,0,0,508.562,1897.42,0,4.288,36213.934,381.258,0,0,0,28787.36,190.997,1784.765,0,0,0,32.97,7371.537,40.23,348.556,23919.302,0,142277.443,766.174,153.066,88.326,0,0,12.22,7.48,1.412,0,0,0,84.326,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.887,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,1.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.367,10.097,0,0,0,0,0,0,0,8.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,2.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.884,0,0,0,0,0.563,0,0.684,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0.809,0,0,0,0,0,0,1.454,13.344,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,51.259,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,2.754,0,0,0,0,0,0,153.564,0,0,0,0,0,0,0,0,0,0,0,0,0,6.769,0,0,0,0,0,0,4.447,0,0,11.586,2.742,0,0,0,0,2.928,0,649.811,0,0,0,5.058,0,0,0,0,0,0,0,0.341,0,0,0,0,0,0,0,123.453,0,0,0,0,0,0,0,0.279,0,0,0,0,0,1.119,0,149.254,0,0.053,0,0,0,0,0.053,0,0,0,283.047,0,0,0,0,0,0,0,0,0,0,0,19.277,0,0,0,0,0,37.482,0,0.14,0,0,42.03,0,0,0,0,0,0,0,3.061,0,0.2,0,0,60.697,0,5.425,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0,0.172,17.319,0.628,52.019,0,0,1.196,0,0,0,0,0,350.695,8.01,0,0,8283.908,0,0,0,0,39.012,0.047,5.044,0,0,0,0,0,0,0,7.448,0,87.458,0,0,0,0,0,0,89.501,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,3.281,0,0,0,0,0,0,1.408,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.481,0,0,0,0,0,0,4.422,170.885,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,19.383,0.908,0,0,0,0,0.659,0,0,0,0,0,0,0,0,0.19,0,0,0,0,34.938,0,0.31,7.976,0,0,0,0,0,0,0,0,0,0,7.073,0,0,0,0,92.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.683,1.989,4.539,0,0,0.544,0,0,2.411,113.659,0,0,0,0,11.947,2.017,0,0,0.579,0,0,0,0,16.907,0,0,0,0,0,1.353,0,0,0,4.434,0,18.905,0,0,0,0,0,0,0.914,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,9.284,10.652,27.245,4731.172,6901.485,915.847,1.589,69.867,0,0,4.37,1615.005,1.73,0,179.961,20.407,3.87,8743.037,70.065,0,0,1.689,0.485,0.554,0,13.2,0.068,0,74786.743,0,0,0,1.621,0,260.609,39194.358,0,0,16070.311,0,0,114.913,0,1146.856,6.114,76.659,2.481,1419.76,0,506.481,0,606.453,314.395,1120.175,0,12.898,25.765,0,0,285.444,1655.378,24.332,0,0,0,0,0,77092.201,0,0,0,1.654,0,0,2705.397,0,5.28,0,701.592,486.645,574.065,13.844,100.297,0,0,68.958,1476,4565.432,19.283,34.327,8618.892,20.532,53.15,1.194,0,5698.938,75.25,6.607,0,124.759,0,0.251,0,0,0.503,658.135,0,0,0,349.413,0.558,7.993,0,0,15.881,0,24.134,6.353,7.744,0,124.737,0,0,4.252,0,6.9,431.766,0,0,0,0,0,526.691,616.512,4.846,0,0,930.834,0,0,0,2.471,615.81,0,70.632,1035.729,220.213,705.902,12.182,0,801.26,1800.784,563.674,5.417,0,0,0,0,1.556,0,0,0,526.141,6.398,55.346,0,0,561.481,1519.189,132.092,76.548,160.901,0,1842.623,0,6710.169,0,4.069,0.364,44.576,390.32,0,161.846,3697.507,2.625,0,0,0,3081.377,4.516,1456.144,0,0,0,0.133,2.217,2.96,296.225,6574.548,0,2014364.896,34.089,80.446,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,1.938,0,0,0,0,0,0,0.296,0,0,0,0,0,3.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,11.107,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,4.18,0.312,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,0,0,0,0,0,0,1.357,0,0,0,4.866,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,10.297,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",11.02,0,0,0,0,0,0,0.727,0,0,0,0,0,0,1.34,0,16.818,0,0,0,0,0,0.5,0,0,0,0,4.55,0,0,0,0,0,0.106,0,0,0,0,0,0,0.027,0,0,0.342,0,0,0,0,0,0,0,0,0.477,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,11.662,0,0,0,0,0,0,0,0,0,0,0,0.368,0.52,0,0,0,0.597,0,0,0.839,0,0,0,2.632,0,0,0,0,0,4.601,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888,0,0,0,135.649,8.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.799,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,211.138,0,8.495,0.8,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0.464,0,0,0,0,0,0,0,27.254,0,0,0,0,0,0,0.005,0,0,0,1.762,0,0,0,0,0,0,0,0,0,0,0,0,36.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0,0,0,0,0,16,5.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.771,0,0,0,0,0,0,0,0,0,0,0,21.76,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0,0,97.895,0,0,0.388,0,0,0,0,0.173,0,2.576,0,0,0,0,0,0.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,1.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,3.717,20.924,45.961,0.924,0,0,0,0,0,0.097,0,0,0,0.676,0,0.11,0,0,0,0,5.711,0,0,0,0,29.108,5.309,0.912,0,0.261,0,0,0,2.621,0,0,0.239,0,1.84,0,0,0.073,0,0,0,0,4.378,0,0,0,0,0,0,0,0,0,0,0.183,521.98,0,0,0,6.366,0,0.295,316.178,0.198,0,0,0,0,0,0,2.938,0,0,0,8.528,1.232,0.554,0,0,0,0,1,108.625,67.695,0,0,0.063,0,40.649,0,10.437,1.802,0,0,0,0,0,0,43.669,0,0.031,0,15.94,0,0,0,10.859,0,24.601,0,11.23,0,0.364,0.084,0,0,0.126,0,0.078,0,0,19.039,0,0,0,0,0,0.513,0,0.831,5.228,0,0.159,0,0,0,0,0,0,0,0,0,6.164,2.503,0,0,0,0.803,0,0,0,0,0,0,0,0,0,0,12.852,0.407,0.415,0,0.095,20.928,0,0,0.239,0,2.69,0,146.199,0.143,0,0,1.057,8.049,0,0,86.771,4.307,0,0,0,9.262,57.615,12.641,0,0,0,0,0.074,0.483,2.974,208.452,0,1168.514,18.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,7.197,0,0,0,0,0,0,0,0,0,0,0.604,0,0,0,0,0,3.927,0,0,0,0,0,0,0,0,0,30.889,0.109,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,1.005,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0,0.099,0.203,0,0,0,0,0.411,0,0,0,0.149,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0.512,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0.703,7.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.545,0,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0.501,0,6.569,0,0,0,0,0,0,0,0,0,0,0.994,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.606,0.481,0,0,0.05,16.794,0,0,0,0,0,0,37.489,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.894,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.355,0,0,0,0,0,0,0,0,0,0,0,25.475,0,0,0,0,0,0,0,0,0,0,45.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.441,0,0,0,0,0,0,0,24.517,0,0,0,0.317,40.685,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,85.6,0,235.119,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0
"NAM",0,0,0.069,0,0,9.732,0,0,0,0.693,1.604,0,0,0,0,0,0,0,0,0,0,1.343,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,1.521,0,0,0,0,0.069,115.755,0,0,0,0.069,0.032,0,0,2.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.104,16.839,0.087,0,0,0.211,0,0,0,0,0,0,0,5.546,1.246,9.362,0,0,0,0,107.137,0.007,0.212,0,2.027,0,10.64,0,0,4.649,0,0,0,0,0,0,0,0,0,18.768,0,0,0,0,0,0,0,9.188,3.12,0.535,0,0,0,0,0,38.357,0,0,0,0,6.118,0,0,0,0,0,0,0,0,0.069,0,4.479,0,0,0,0,0,0,0,0,0.013,0.614,0.303,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0.104,0,0,0,0.045,0,74.984,0.108,3.614,0,0,0,1.543,0.832,0,0,1.255,0,0,0,0,2.119,0,0,0,0,0,0,0,0,0.055,50.5,0,28.554,0,0,0,0,0,0,33.266,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0.22,0,0,0,0.001,0,0,3.372,0,0,0,0,0,0,0,0,0,0,0,18.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0,0,0,0,0,0,0,0,0,0,0,1.057,0,0,0,0,0,0,0,0,0,13.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",12.724,22.736,254.27,0,22.282,81.257,0.19,179.556,201.426,6117.516,14518.145,0,180.556,86.807,188.749,0,85995.636,0,0,6.687,69.291,0.244,998.418,0,0,0,32.25,6637.588,2.586,4.213,280.831,31.713,18.564,1497.952,0.868,4.132,17.808,5.737,3.936,374.163,11905.173,0,0,203.133,0.308,14.926,0.581,0,27.4,5776.197,70.211,1486.459,17502.697,19.106,10379.251,0,68.141,23.731,6.564,140.423,170.418,3200.268,0,11.498,4912.352,63183.186,13.693,0,21.24,14.577,95.592,11.352,206337.859,125.755,2.875,3.529,4908.03,0,0.246,394.977,14.504,5.281,0.204,9.584,2639.247,22089.696,552.075,371.402,13.099,454.347,7478.73,2238.288,49215.727,91.64,2.113,5327.645,1793.763,325.208,44.732,0,4145.412,2370.556,7.549,2.303,219.799,0,6305.723,145.542,19.186,3088.357,3310.921,0.195,18.538,10.251,1274.995,21.957,25.938,504.165,102.116,77.55,1019.989,7.539,23.422,18.895,0,486.784,48.202,480.532,33.096,0,17.483,0,507.949,21.909,19.615,3.65,0,1141.065,0.903,4.252,541.023,0,8420.24,0,0,0,320.101,125.966,14.36,0.722,233.098,197.039,23215.77,26577.699,0,1107.775,9050.738,4694.973,16.098,0,0,0,0,22.137,8.115,64.186,4.254,3783.403,52.804,634.12,9.97,6.818,2267.193,5612.347,13650.279,586.796,2686.821,38.59,2694.301,6.502,33788.174,27.777,148.564,0,19008.539,6845.774,0,0.228,1768.311,0.155,0,0,17.6,6217.783,82.274,4076.803,52.333,0,0,141.34,617.541,25.55,2426.639,109621.531,92.248,41602.21,12.193,166.305,69.523,16.213,0,109.804,31.131,0,0,0.716,0,78.512,44.826,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0,0,0,0,1.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0.257,0,0,0,0,0,0,0,2.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,0.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,7.942,0,0,0,0,0,0,131.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,10.774,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.262,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,2.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133,0,0.305,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0.739,0,0,0,0,21.503,8247.944,11.857,0,15.223,0,0,0,52.023,0,0,27.138,0,0.014,213.738,0,8.198,0,0.987,35.044,0.483,0,0,10.39,0,1935.667,0,0,0,10.688,0,435.102,215.948,0,0,20.284,0,0,4.607,170.51,21.192,4.173,0,0,20.71,0,26.68,0,0,198.581,0.155,0,1.793,1.448,1.908,976.963,1.328,103.651,16.623,0,0,0,0,0,1246.526,0,0,0,0.911,0,0,10.201,0,0,0,1.982,245.482,21.076,31.312,6266.111,0,3.367,304.307,90.643,323.134,0,0,1207.653,0.286,10.462,58.88,0,147.273,11.342,0,5.984,1.201,0,0,0,0,0,0,52.539,0.197,0,365.234,1.456,0,0,0,3.958,39.361,1.09,0,0,0,2.163,0.018,12.442,3.563,0,2.442,3929.417,0.655,0,0,8.169,23.593,0,3.084,0,0,12.411,52.032,11.565,0,0,10.972,10.977,169.451,20.176,22.282,113.973,1.934,2.103,0,219.036,2.878,0.419,0,0,0,0,0,0,0,3.816,0,77.396,0,0,11.556,0,195.395,453.757,80.585,262.973,45.289,0,758.389,0.384,31.689,0,0,0,103.587,664.884,0,0,587.161,0,0,39.064,9.192,160.848,0,1670.392,0,0,5.277,0,0,0,4.064,639.147,0,9362.142,4.899,188.835,0,0,92.246,0,0.536,0,0,0,0,0.632,0,0,0,0.288,0,4.36
