"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","GUM","TLS","SSD","ERI","PSE","BES","IOT","SPM","WLF","MNP","NIU"
"COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG",0,0,0,0,0,3.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,5.381,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.644,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,4.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,1.421,0,0,0,0,0,0,0,0,0,0,0,0,0,11.422,0,0,0,0,0,0,0,0,62.379,0,72.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.019,0,0,0,0,0,0,3.052,0.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.505,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.424,0,23.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0,0,0,0,0,0,0,2.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRI",0,0,0,0,0,0,0,0,0.056,31.153,0,0,0,0,0,0,1.008,0,0,0,0,0,169.091,0.288,0,0,0,1.18,0,0,0,0,0,13.961,0,0,0,0,0,0.881,3.362,0,0,17.703,0,0,0,0,0,0.113,39.91,0,1.213,0,0,0,32.433,0.654,137.238,0,0,0,0,0,0,0.329,0,0,0,0,0,0,2.012,0,0,0,0,0,0,333.461,0,0,0,71.729,0,0,6.964,2.4,0,0,0,5,94.746,0,19.745,91.061,0,0,0,0,69.503,0,0,0,0,0,0,0,0,0,0,0,0,0,5.691,0,0,0,0,0,94.452,0,0.894,0,0,0,0,0,0,0,0,2.177,0.421,0,0,0,0,0.158,94.404,0,0,0,0,0,0,0,0,103.927,0,0,0.271,0.2,0.218,1.119,0,0,0,3.923,0,0,0,0,0,0,0,0,0,0,2.156,0,0,0,0.778,0.49,0.332,0.116,0.078,0,1.083,0,24.317,0,0,0,0,5.414,0,0,176.639,0,0,0,3.568,0,0.002,6.938,0,0,0,0,0,0,0,8.664,0,1665.406,0,0,0,168.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV",0,46.975,0,0,0,0,0,0.747,33.281,0.872,511.679,0,0,0,0,0,46.363,17.954,0,0,769.999,0,7.099,0,0,0,0,64.643,0,0,0.123,0,0,51.8,0,0,0,0,0,4.812,308.363,0,0,3.807,0,0,0,0,0.218,0,0,39.677,91.527,0,3.967,0,0,0,0,0,0,0.026,0,0,6.564,235.192,0,0,0,0,0,0,1161.117,0,0,0,167.424,0,0,0,0,0,0,0,47.405,265.13,0.664,1.08,2.172,0,56.165,38.59,5557.804,0,0,79.978,0,0,2.826,0,15.139,0,0,0,0,0,27.5,0,0,20.842,1.847,0,0,0,0,0,0.47,21.772,0,2.145,1.196,0,0,99.075,0,0.342,0,11.793,0.002,0,0,1375.824,0,0,0,0,0,0,0,0,0.401,0,17.739,0,0,0,0,5.946,0,0,16.977,2.661,206.033,114.02,0,4.814,306.69,19.789,0,0,0,0,0,0,0,0,0,13.092,1.029,677.479,0,0,6.812,7.634,117.734,0.089,1389.28,0,10.881,0,135.583,0,0,0,131.605,12.468,0,0,1.034,0,0,0,0,0.922,0,5.448,0,0,0,0,9.333,38.818,0.046,330.838,0,1970.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",0,0,0,0,0,0,0,0,0,0,136.576,0,1.704,0,0.003,0,2.413,0,0,0,0.308,0,0,0,0,0,0,2.551,0,0,0,0,0,10.988,0,0,0,0.109,0,3.56,0,0,0,0,0,0,0,0,0,10.645,0,0,8.683,0,2.178,0,0,0,0,0,0,0.372,0,0,0.13,4.23,0,0,0,0,0.42,0,6.227,3.369,0,0,889.516,0,0,0,0,0,0,0,6.36,4.996,1.391,0,20.815,0,0.057,64.117,7.101,0,0,0.056,0.19,0,13.365,0,17.257,0,0,0,0,0,0.712,0,0,2.486,0,0,0,0,0,0.032,0,0.86,0,2.295,0.943,0,0,4.644,0,0,10.254,0,0,0,0,104.743,0,0,0,0,0,0,0,0,42.178,0,0,0,0,0,0,0,0,0,0.822,8.854,1.762,4.453,0,8.961,14.323,0,0,0,0,0,0,0,0,0,0,0,0,0.926,0,0,0.957,0,0.634,0,18.958,0,1.336,0,5.411,0,0,0,0.909,27.978,0,0,0.512,0,0,0,0,21.987,0,0,0,0,0,0,0,0.069,1.847,16.899,0,2.161,0,6.511,0,0,0,0,2.287,0,0,0,0,0,0,0,0,0,0,0
"CZE",0,2.554,0.329,0,0.214,0,0,0.814,24.402,91.308,8777.908,0,6.674,41.821,0.024,0.998,2344.205,0,0,2.791,104.791,0,72.766,0,0,0,0.121,48766.945,5.64,0,280.846,0,0.607,156.146,0,2.194,1.376,0.162,0,54.682,7046.265,0,0,214.061,0,0.611,0,0,38.022,759.037,1.669,29.736,0,0,4498.143,0,1.596,107.621,4.126,0,1.523,221.593,0,0,1820.727,15326.19,48.178,0,0,0.723,25.543,0,74102.097,4.079,0,0,650.283,0,0,0.985,1.003,0,0,2.783,2027.088,7220.49,57.904,3.764,3.624,0.489,1316.951,153.116,7487.735,24.279,27.483,833.534,85.368,5.908,24.766,0,232.983,13.858,0,0,11.511,0,886.232,0,0,1554.736,59.718,0,13.578,0,1251.761,149.998,0,7.614,0,38.17,401.258,8.28,38.828,3.006,0,1.608,22.506,0.518,2.278,0,0.212,6993.213,0.098,0.793,0,3.194,0,34.022,2.468,0,24.73,0,600.525,0,0,0,50.028,0,2.285,3.008,67.794,89.42,18830.312,1045.152,0,1.791,1016.804,3233.408,39.481,0,0,0,0,0,0,0,0,445.884,0,345.916,2.297,0,245.44,3361.641,22889.526,27.174,749.593,0,52.494,111.159,5268.313,0,0,1.66,1807.335,8381.079,0.011,0.375,147.796,3.403,0,0,0,672.547,812.824,6777.765,0.275,0,0,0.052,167.214,23.467,17.697,3366.381,3.093,6382.817,0,21.465,476.318,0,0,0,2.831,0,0,0,0,0.211,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0,0,0,0,0,0,1.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.631,0.289,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.356,0,0,0,0,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.911,0,0,0,0,4.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",2.813,11.127,12.846,0,0,12.748,0,15.888,39.372,1009.519,1169.582,20.59,5.958,39.663,167.179,0,4909.699,1.929,0,1.759,0.882,0.093,449.862,3.408,0,0,9.323,230.161,28.396,3.987,46.888,0,0,1229.988,0,0,0.038,12.896,0,210.661,2159.833,0,0,43.647,1.108,1.176,1.17,0,5.596,64.652,0,97.386,1668.697,0.247,0,0,7.675,15.656,0,0,10.754,853.235,0,0.113,3225.966,6014.442,4.466,1.035,0,0.91,9.08,2.218,18186.707,1843.048,2.749,0,574.989,309.311,0,12.905,0,0.547,0,2.749,889.342,562.617,352.187,219.278,11.241,304.437,457.835,231.654,2522.214,0,4.958,859.504,68.642,17.148,4.287,0,842.666,21.163,5.207,0,35.205,0,375.281,0,3.649,285.988,54.678,0,26.486,0,272.549,13.237,2.558,38,0,87.917,108.114,15.711,8.098,1.023,0,240.942,1.193,0.739,0.465,0,22.8,5492.287,0,0,0,0,0,278.788,24.508,0,90.594,0,8980.123,0,0,1.716,29.911,19.223,0.357,148.216,78.961,227.888,3428.787,403.907,0,26.956,320.381,5098.494,0,0,0,5.502,0,0,0,0,0,145.474,0.208,36.962,10.145,4.664,1375.604,918.852,88.857,170.913,414.34,0,461.285,0,3104.681,0.049,0,0.017,12087.445,815.379,0,11.085,728.246,0,0,0,3.242,1317.67,5.812,668.057,0.049,0,0,4.473,280.168,418.305,593.395,7271.558,2.195,15588.202,3.979,2.21,1.386,0,0,0,17.005,0,0,0,0.199,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,2.135,38.807,0.041,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,2.649,0,0,0,0,0,21.2,401.605,0,0,3.913,0,0,0,0,0.988,0.053,2.719,0,0.135,0,0,0,0,0,0.036,0,0,0,0,0,0.13,15.69,0,0,0,0,0,0,38.522,0,0,0,0,0,0,5.913,0,0,84.628,0,0,0,0,0,0,0,0,0,3.553,0,4.28,0,0,0,0,0,0.176,7.028,0,0,0,0,0,0,0,0,0,0,0,0,26.913,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.38,0,0,3.254,0,2.358,0,0,0,1.338,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0.38,0,0,0,0.2,0,0,0,0,0.127,0,0,15.17,0,0,0,0,0.355,0,8.737,0,0,0,0,0,0,0,1.116,0,231.245,0,0,0,58.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,5.089,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.53,0.072,0,4.489,0,0,71.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,66.687,0,0,36.621,0,0,0,0,0.707,0,0,0,4.991,0,0,0,0.009,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,1.268,0,0,0,0,0,0,0.005,0,0,6.412,0,0,0,0,0,0,0,62.272,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,4.223,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,12.524,0,0,142.442,0,316.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.588,0,0,0,2.97,0,0,0,7.81,0,0,0,2.431,3.275,0,0,0.275,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.113,0,127.007,0,0.005,0,215.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,24.439,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,0,0,0,0,0,0,0.418,0,4.824,0,0,0,0,0,4.13,0,0,0,9.707,0,0,0,0,97.167,0,0,0,0,0,0,0,52.381,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,27.559,0,0,0,0,0,0,2241.641,0,0,23.435,947.26,0.09,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,25.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.542,0,0,0,0,0,0,0,0,0,0,0.225,0.04,0,0,0,0,0.014,2499.136,0,0,0,0,0,0,0,0,50.544,0,0,173.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.301,0,0,0,0,2.993,0,0,66.55,0,0,0,0,0,0,2.645,0,0,0,0,0,0,0,0,0,30.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,6.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.066,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715,0,1.062,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0.255,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0.311,0.027,0,0,0,0,1.123,21.921,0,0,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,3.223,0,13.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,8.41,175.442,5.309,0,0,0,0,0,7.858,0,0,0,1.276,0,6.366,0,0,0,0,7.637,10.051,0,21.593,0,0,1642.413,0,0,0,0,0,126.78,17.651,0,0,4.006,0,0,0,0,0,0.628,0.36,0.577,54.989,0,219.768,0,0,2.74,0,0,0,0,0,0.163,3625.938,323.11,2.878,0,0,0,8.108,0,928.887,0,0,0,14.333,0,0,0,0,0,0,0,41.622,19.476,4.238,1.481,0,0,4.339,48.523,88.421,0,0,21.702,5.319,0,0,0,108.552,129.083,0,0,0,0,370.804,0,0,673.407,27.478,0,0,9.963,4.282,0,0,0.324,0,0.192,116.744,0,4.228,0,0,0.446,0,0,0.051,0,0,13.2,0,0,0,0,0,5.719,0,0,0.642,0,89.454,0,0,0,0,0,0,0,32.405,2.176,60.536,2.371,0,3.084,127.419,2179.535,0,0,0,0,0,0,0,0,0,0.075,0,1.116,0,0,16.945,7.817,0.554,240.998,1.08,0,30.545,0,116.24,0,0,0,1741.507,49.148,0,0,90.577,0,0,0,0,12.74,0,26.107,0,0,0,0,4.76,0.69,0.326,992.52,0,275.902,0,0,0,0,0,0,0,0,0,0,0,44.55,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,118.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,1.538,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539,12.939,0,0,0,0,0,0,0,0,0,0,0,0,0,6.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,51.48,0,0,0,0,0,0,0,0,0,0,0,0.519,0,0,1.808,0,0,0,0,0,0,3.372,0,0,0,0,0,0,104.694,0,0,0,0,2.575,0,0,0,0,0,0,0,0,0,0,0.762,0,0
"FIN",0,0.011,0,0,0,0.117,0,62.54,17.906,417.471,1722.48,0.35,8.909,10.379,1.123,0.515,2202.334,0,0,23.6,2.74,0,136.597,0,0,0.167,11.841,22.556,0.625,0,55.184,0,0,882.844,0,1.963,0,0,0,57.446,23070.297,0,0,16.678,0,1.506,0.92,0,10.789,40.175,0,21.913,285.128,0,6570.631,0,4.558,2.17,2.144,0,0.048,1542.187,0,2.509,0,420.795,3.233,0,0,0,0.558,0,6679.922,0.296,25.474,0,111.651,0.091,0,0,0,0,0,0.354,540.03,180.95,61.922,78.91,0,0.049,17.419,321.089,431.143,0.263,0,6960.869,186.204,0,148.216,0,3951.977,16.569,8.618,0.19,2.372,0,209.69,0,0,240.484,136.724,0.044,5.043,0,4540.266,0,1.236,0,0,0.56,272.11,1.208,96.459,33.229,0,10.878,0.25,4.579,12.451,0,0,799.114,0.461,0,0,0,0,62.453,0,0,15.462,0,7928.859,0,0,0,27.961,28.317,0.111,61.043,97.922,10.515,736.015,103.21,0,9.68,19.835,1642.12,9.165,0,0,0,0,0,0,0,0,165.211,2.956,198.617,2.095,0,1366.168,386.297,75.077,46.17,734.919,0.179,277.863,0.011,228.372,0,0,0,5529.8,3482.884,0,0,294.881,0.683,0,0,2.087,105.986,14.827,180.143,0,0,0,0.637,6.121,644.488,51.359,2992.361,0,13656.012,3.285,87.868,27.231,0,0,0,5.608,0,0,0,0.424,0,0,0,0,0,0,0
"FRA",0,84.655,1106.929,0,88.453,34.94,0.94,11.485,635.82,2306.34,5863.565,0,20.138,7.494,4.258,0,29784.604,0,0,70.969,147.407,43.813,3980.59,48.348,0,0,48.923,1235.494,1.18,85.651,21.219,31.721,178.551,148.286,14.791,0,0.173,54.993,16.928,596.49,9960.398,0,0,732.046,2.744,25.611,15.202,0,34.476,1620.456,4.441,231.501,3984.603,39.637,7956.646,0,49.587,56.503,113.412,0,46.052,949.475,0,4.986,5230.848,0,425.412,0.106,34.692,178.239,101.711,0,143827.687,83.834,0,0,4481.04,0,5.23,128.691,15.519,0,0,74.051,1350.671,10750.553,387.127,65.024,1.998,0.198,1480.742,310.877,58659.892,847.399,0.485,4025.826,70.416,98.357,24.703,0,3657.467,16.969,0,0,42.539,0,1538.162,0.011,0.923,2266.284,1656.75,3.747,375.957,6.922,328.446,34.79,11.07,140.568,67.477,381.761,2014.338,5.101,42.76,57.887,0,1228.575,16.017,5.545,113.038,0,20.754,14687.937,0,0,2.17,225.009,0,513.74,2.104,14.015,38.926,0,5475.494,0,0,0,6.421,1.211,11.209,27.452,261.755,83.656,20863.293,16216.256,0,167.795,6394.364,2917.809,0.727,99.276,1.119,0,0,26.11,0,36.424,0,237.451,563.641,438.691,21.533,5.922,6616.085,1417.348,1781.358,44.798,848.002,0,1108.701,2.232,43618.134,0,0,0,8766.432,10052.918,0,1.323,1080.907,42.795,0,0,11.788,2594.934,807.866,4059.947,64.871,0,0,59.091,984.741,236.548,104.917,46272.407,42.938,63995.265,329.425,62.851,3.048,1.261,5.854,0,2.739,0,0,0,0.453,1.705,0,0,68.609,23.556,4.366,0
"PYF",0,0,0,0,0,0,0,0,0,4.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354,0,0,0,0,0,0,5.188,0,0,0,0,0,0,0,0,0,0,0,0,0.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.019,0,0,0,4.207,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.833,0,0,0,0,0,0,37.352,0,0,0,0,35.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115,0,23.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
