"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GEO","DEU","GHA","KIR","GRC","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LSO","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","ZMB","ARM","LBY","NIU","PSE","SSD","SDN","UZB","AGO","BDI","CAF","GMB","KGZ","CYM","BMU","GRD","MYT","ERI","DJI","GAB","GRL","FSM","MHL","PLW","GNB","SOM","TKM","YEM","WLF","GIB","BLM","BTN","BES","COK","TUV","ATF"
"NZL",0,0,0,0.028,0,0,0,0,333.849,1.818,0,0,8.724,0,3.502,0,0,0,0,0,1.545,0,0.608,0.238,0,0,0,0,422.163,0,0,0,0,19.122,0,0,0.763,0,0,0,0.321,0,0.086,0,0.137,0,0.678,0,0,0,0,0,0,0.139,0,60.752,2.582,0.798,0.929,0,1.875,0,0.068,0,0.651,0,0,0,0,0,15.547,0.076,2.067,7.114,0,0,0.531,0,8.178,0,0,4.188,0,0,0,0,2.168,0,8.437,0,0,0,0,0,0,0,0,0,19.661,0,0,0,0,0,1.767,0,0,0,0,0,0,0,0,0,0,19.96,0,0,0,0,91.661,0,0.062,0,0,0,6.552,0,3.592,0.073,0,0,2.723,0.259,0,9.202,0,0.067,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.097,15.941,0,0,0,5.37,0,0.638,0,0,4.033,0,0,0,7.187,0,146.678,0,5.216,0,0,0,0,0,0,0,26.82,0.032,435.544,0,0.07,0,60.757,0,0.049,0,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.262,0,0,0,0,54.138,0.041,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,15.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,8.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,1.283,0,0,0,0,0.151,1.334,211.841,0,0,0,0,20.034,0,0,0,20.97,0,0,0,0,0,0,0,0,0,6.928,0,0,0,18.083,160.594,0,0,0,0,0,1.739,0,0,0,0,5.024,0,86.568,0,0,0,0,0,0,20.522,0,0,15.884,165.835,0,0,3.619,5.2,0,1.955,0,0,0,0,0,0,254.388,1.781,7.672,7.251,0,0,0,1,0,0,0,1.784,1.038,0,0.909,0,8.905,0,0,0,0,9.983,0,8.594,47.172,0,0,0,9.486,0,0,0,0,0,1.111,0,0,0,0,0,0,0,0,0,0,200.498,0,0,0,0,0,0,0,0,0,0,0,2.318,0,0,0,0,9.963,0,0,0,0.756,1.681,0,0,0,0,0,0,0,0,0,0,0,0,1.134,5.912,1.831,0,0,0.689,739.043,0,18.963,0,0,234.456,86.88,0,0,0,0,0,0,0.442,0,0.433,0,0,0,0,0,78.602,0,58.876,0,0,0,0,0,0,0,0,0,0,0,0,17.888,0,0,0,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,8.474,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.727,0,0,0,0,0,1.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,22.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,15.482,0,0,0,0,0,0.758,0,0,0,0,0.009,0,0,0,0,97.46,0,0,0,0,0.025,0,0,0,5.208,0,0,0,14.781,0,0,0,29.375,0,1,167.328,0,0,0,0,76.295,40.073,119.519,0,0,0,0,0,0,1.003,0,0,0,0,0,0,0,246.353,0,0.765,6.696,106.617,0,0,0,0,0,0,0,0,113.568,0,91.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949,0,0,0,0,0,0,0,0,0,0,35.193,8.576,0,0,0,0,5.913,1.435,0,0,0,0,0,0,0.12,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.95,0,0,0,1,0,0,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,0,0,7.22,0,0,208.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0.164,0,0,0,0,210.22,3671.662,270.3,0,0,0,0,11.097,0.582,6.754,0,4032.25,0,0,0,0,0,0,96.1,0,0,3484.372,0,0.635,0,1.02,33477.289,0,0,0.028,0,0,0,0.091,3.628,0,0,1686.217,0,12.235,0,21.716,0,0.006,0,0,1049.37,0,0,196.549,36826.459,134.911,0,93923.865,0,0,0,0,0,0,0,0,0.361,44789.54,247.037,1.932,559.535,0,0,1014.829,238.613,337.203,0,0,656890.475,30.993,0.59,0,0,34468.056,0.109,0,2.29,0,0.47,0,2.036,99.071,0,0,0.022,95.194,0,0,0.165,0,0,44400.26,0,5.468,0,0,0,0,0,0,0,48.806,105167.184,3317.991,0,0,0,0,165.195,0,0,0,587.342,0,0,0,0.037,0.512,0,406.886,2.912,0,0,22.437,19.776,0,0,0,0,0,0,0,0,0,0,22.076,0,0,3418.215,5635.467,292.913,1409.414,70.187,945.28,0,555.16,0,0,189.927,2166.461,0,0,4056.294,0,0,0,240.886,165.471,1988.675,0,0,463.04,1.072,0,458.811,0,153081.437,0,0.199,0,0,0,0.187,0,0,0,0,0,0,0,0,0,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905,0,0,0,0,0,0,0,0
"POL",0,0,4.783,0,0,0,0.885,0.833,13.003,272.234,0,0,0,0,721.569,0.007,0.716,0,0.62,0,0,0,0,108.297,0,115.563,0,0,19.393,0,13.974,0,2.266,245.661,0,0,61.922,0,0,0,1.211,9.318,0,0,2166.662,0,218.534,0,0,0,0,0,5.893,44.313,0,0,94.442,392.383,0,0,33440.771,0,0,13.664,0,0,0,0,0,0,14.856,382.152,13.784,1.416,4.288,0,2.526,1.334,1291.533,0,0,8343.685,4.477,0.375,8.046,0,105.887,0,0,0,0,181.323,0,4856.893,0.718,0,0,0,317.995,0,0,1440.658,0,0,52.278,0.412,0.241,0,0,0,0,0,0,0,0,7714.673,0,0,0,0,0,1.893,0,0,0.314,34.409,0,0,0,0,0.019,0.026,0,12.154,0,17.23,136.727,551.311,2.772,0,0,0,0,0,0,0,0.015,0,13.713,0,0,1.797,6.385,12793.997,6.075,15.224,9.485,0,105.282,0,0,39.307,334.562,0,0,3.186,0,0,0,0.741,0,3.24,0,19.311,235.851,0,0,106.322,208.286,247.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,24.472,0,0,0,0,1.351,94.67,81.963,0,29.265,0,0,140.922,0,0,0,1816.933,0,0,0,0,72.455,0,3.4,0,0.123,5.68,675.248,0,0,9.741,9.762,0,0,0.877,0,6.903,0,0,2.04,0,0,413.755,0,1512.47,0,0,13.127,76.47,9.244,0,20.588,0,0,7.176,1200.885,0,0,3773.446,0,0,89.7,0,0,0,0,0,0,1.46,0,0,0,0,0,2.193,0,782.956,83.704,0,0.134,0.93,0.332,1.725,0,7.097,0,0,83.666,0,0,0,0,0,0.133,0,0,0.806,0,0,137.378,0,0,79.35,0,0,0,0,6.311,204.71,0,0,0,0,1044.817,0,0,0,0.312,0,1.426,0,0,0,14.777,0,0.007,0,0,4.537,0,19.894,0,4.101,7.495,2058.558,41.575,0,0,0,0,0,0,0,19.952,0,0.348,0.763,0,1.232,221.275,4.849,1.694,0,0.688,92.444,0,799.388,0,0,56.655,121.993,0,0,0.001,0,0,0,0.146,6.168,16.477,0,0,0,0,0,4.295,0.607,88.417,0,0,13.351,0,0,0,0,0,0,0,0,0,2128.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.413,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,2.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.037,0,0,0,0,0.519,0,0,0,0,0,0,0,0,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.421,0,2.666,0,0,0,0,0,0,0,0,0,1.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,2.479,0,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,1.325,0,0,0,0,2.646,1.865,7.333,0,0,0,0,10.301,0,0.027,0,3.757,0,0,0,0,900.15,0,2.7,0,0,0.176,0,0,0,1.999,39.286,0,0,1.063,0,0,0,0,0.012,0,54.032,12.721,0,20.249,0,0,0,1.141,0,0,1.104,0,0,0.592,230.372,0,0,1079.927,0,0,130.72,0,0,0,0,0,0,15.461,31.963,0.067,0,0,0,4.631,13.038,883.434,1.066,0,1.344,0,0,3.383,0,16.521,0.444,0,0.343,0,0,0,0.473,0,0,0,0,5.476,0,0,0,0,0,78.151,0,7.389,0.165,0,4.018,0,0,0,0,0,2.149,0,0,0,0,0,0.012,0,0,0.113,14.387,0,0,0,0,0,0,1.717,1.16,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,4.586,0,0,0.216,21.207,1.046,1.267,0.163,0.072,0,235.923,0,0,1.995,44.208,0,0,0.176,0,0,0,1.889,0.205,12.814,0,0,0.985,0.23,549.352,30.619,0,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",6.2,0,0,0,0,0,7.616,0,3.383,15.672,0,0,398.445,0,13.771,0,0,0,7.024,0,0,0,0,22.124,0,3742.608,0,0,104.279,0,0,0,0.14,663.639,0,0,0,0,0,0.694,0,0.132,2.047,0,14.926,0,12.242,0,0,0.089,0,0,0,43.168,0,0,150.458,69.389,0,4.942,1731.162,0,0,0.003,0,0,0,0,0,0,66.009,1.642,0,0,7.072,6.71,2016.099,6.089,0,0,0,64.615,1224.722,0,0,0.084,3567.235,0,0,0,0,16.648,0,24.078,0,0,0,3.21,1.203,0,0,1172.3,0,0,0,1.916,131.392,0,0,12,0,0,0,0,0,45.167,0,0,0,0,0,0,0.016,0,0,0.54,0,0.067,0,0,0,0,2886.107,32.795,0,0,1.888,0,0,0,0,0,0,0,0,0,2,0,0.289,0,0,1723.189,64.636,0.694,28.299,0,61.438,0,15.316,0,0,1.682,0.768,0,0,0.434,0,0,0,0,0,17.538,0,0,1768.724,0,6.301,6.748,0,302.009,0,0,0.857,0,0,26.103,0,0,0,0,0,15.665,0,0,0,0,13.737,0,0,0,0,0,0,0,0,0,0,0,0,0,23.156,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988,0,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,16.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,1.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.629,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.396,0,0,0,0,1.159,0,0,11.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,1.159,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,3.974,0,0,0,0,0,0,0,0,1.828,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.631,0,0,0,0,0,0,0,0,0,0,0,0,0,2.912,0,0,19.154,0,0,0,0,0,0,0,0,0,0,9.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
