"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","COK","GIN","KGZ","MRT","VUT","MNP","GNB","SOM","TON","ATF","GMB","RWA","TKM","BTN","CXR","MSR","SPM","COM","BEN","GNQ","DJI","PSE","LSO","MHL","PLW","WLF","AIA","FSM","NIU","TUV","SHN"
"SAU",0,0,0,0,0,0,0,0,0.01,10.725,0,0,89.6,0,0,0,4.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0,0,0,0,2.947,0,0,0,14.005,0,0,0,0,0,0,0,0,0,0,0,4.062,0,0,0,0,0,1.026,0,3.671,0,0,0,0,0,0,0,0.708,31.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38.625,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0.487,0,0,0,0.169,0,0,18.776,0,0,0.154,39.824,0,0,0,0,0,0,57.273,0,0,0,0,0,0,0,261.574,0,4760.006,0,0,0,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,7.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.594,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469,0,0,0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.762,0,0,0,0,0,0,0,0,0,0,0,1.476,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,18.532,0,0,0,0,0,26.586,0,0,7.254,0,0,0,0,0,0,0,0,232.563,331.328,0,0,0,0,1.042,1.101,3.271,0,0,6.144,0,0,14.063,0,0,0,0,0,0,3.716,0,0,0,0,0,33.288,0,0,0.266,0,0,0,0,0,0,0,0,0,0.804,23.21,0,0,0,65.951,0,0,0,15.564,0,0,0,0,0,0,0,0,26.857,0,0,0,0,23.004,0.318,62.129,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,5.656,0,0,0,0,840.623,0,0,0,0,0,0,1.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.383,0,0,0,0.09,1.886,0,0,0,0,0,43.991,0,0,0,0,0,4.603,0,0,27.384,1.952,0,402.97,0,0,0,781.559,3.369,0,0,0,0,0,0.603,0,0,31.024,0,0,0,68.962,0,2.055,0,46.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.568,0,0,0,0,0,0,0,0,0,3.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",5.943,0,67.242,0,0,0,0,0,66.997,427.408,93.292,0,2.019,210.236,0,0,132.077,75.166,0.492,31.095,0.151,233.631,0,0,0,0,0.004,0,0,0,0.5,0,11.345,29.19,0,0,0,27.836,0,320.131,90.323,194.734,0,0,0,0.065,2.516,0,0.179,7.875,6.16,0,0,2.531,0.035,12.5,0,0,0.135,14.439,437.664,0.263,0,215.969,479.976,11.197,0,0,6.378,0,0,0,0,0,0,0,170.131,39,4.513,86.029,0,0,13.538,193.494,392.531,2.618,0,1157.805,0,3.128,3.794,130.729,185.467,0,0,1.702,0,0,0,0,9.303,0,8.393,0.309,78.545,51.741,0,0,2.567,86.029,0,0,0,47.201,1.434,2.295,0,0,20.783,149.419,0,0,0.412,134.036,0,0,1429.838,0,42.799,0.806,0,0,0.187,19.607,37.836,0,87.169,2.987,0,384.093,91.789,2665.673,0,0,0,0,0,0.037,1.784,7.855,0.409,0,0,469.324,3.813,78.75,2.93,1174.919,0,1.251,0,0,0,201.637,140.858,0,0,477.248,0,0,5.251,404.394,0.49,26.6,0,17.173,1.58,0,32.024,209.55,1.851,1229.144,1.326,0.175,0,93.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.792,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",6.85,4.575,10.61,0,0,0,0,0,8.521,7118.017,182.842,0,27.604,261.622,0,0,122.189,0,6.206,0.209,0,5986.931,0,0,0.258,0,128.599,9.201,249.874,0,0.1,268.062,12.424,132.013,0,0,0,131.247,0,150.777,12624.112,28.414,0,0,0.005,0,22.521,0,64.818,821.648,379.845,0,0,51.907,0,0,0,17.722,2.219,310.052,1653.667,2.669,0,0,13289.877,0.008,0,0,3.829,0,0,0,2.162,0,0,0,12077.036,505.834,3.55,5775.745,753.7,23.891,3.964,4051.721,160.784,1.405,0,5812.609,21.918,5.415,21.16,0,7520.417,227.856,0,16.983,16.728,0,0,0.144,5.042,121.262,0.227,0,8236.517,521.608,0,19.073,15.71,1635.639,9.523,0,0,36.621,0,0.256,0.021,0,2.231,929.163,0,0,8.269,736.821,0,0,261.302,0,146.068,67.562,0,1.028,0,64.852,980.116,0,275.354,73.347,0,20.885,23.257,16.128,0,0,0,0,0,1163.593,2.828,28.857,35.2,0,4999.606,0,75.153,6157.674,50.349,285.906,0,254.521,0,0,0,116.728,164.962,0,0,22499.12,0,0,0.629,2259.432,0,183.879,0,0,15.269,0.498,51.298,3118.987,3.93,38649.665,0,22.356,0,4296.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,0,0,0,0.888,0,2.763,0,0,7.426,0.03,0,0,0,0,0,0
"SVK",0,38.971,0.069,0,0,0,0,0,197.552,8.94,647.724,0,0,8.103,59.548,0,3.349,0,0,9.938,0,0.029,0,0,0,0,0,13.688,0,0,60.9,0,0,44.221,0,0,0,0,0,0,70.423,3.923,0,0,0,0.304,129.631,0,106.26,4780.029,134.814,0,0,0,0,0,0,26.443,0,0.694,494.675,0,0,0.041,1762.827,1.566,0,0,21.263,0,0,0,0,0,0,0,0,346.883,0,19.948,0,0,80.659,614.133,693.4,0,0,214.571,0,0,0,0,49.484,2.722,0,2.241,0.137,0,73.137,0,0,0,0,0,0,0,0,0,0,5.787,0,0.462,0,199.763,0,0,0,0,0,665.993,0.62,0,0,3.001,0,0,0,0,19.754,0,0,0,0.415,0.984,0.276,0,517.004,0.424,0,0.104,452.621,329.974,0,0,0,0,0,2.802,0,357.719,0,0,13.177,222.543,0,8.943,67.935,40.134,0,47.56,0,0,0,381.398,13.653,0,0,73.539,0,0,0,24.351,0,8.19,0,0.305,1758.218,1.737,0,1027.865,0,231.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,37.577,35.854,0.024,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0,0,0.608,0,0,0,32.497,0,220.805,0,0,0,0,0,102.48,187.046,1.877,0,0,0,0,0.689,0,0,3190.606,0,0,0,0,0,0,0,0,0,9.878,685.173,9.372,0,0,8.605,0,0,0,14.842,0,0,0,0,0,0,0,36.836,7,0.878,199.5,0,0,0,2,15.881,0,0,2535.763,0,0,0,0,95.707,0,0,15.164,0,0,0,0,0,0,0,0,1.57,0,0,0,10.488,792.981,0,0,0,0,0,0,0,0,0,25.395,0,0,0,13.095,0,0,0,0,4.476,0,0,0,0,11.218,0,0,3.106,0,0,0,13.22,1.893,0,0,0,0,0,0,0,14.294,0,0,0,162.574,0.195,0,8.798,3.87,0,6.523,0,0,0,0,0.019,0,0,979.746,0,0,0,5.751,2.185,54.107,0,0,0,0,0,1756.693,0,230.991,0,0,0,2.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,46.982,0,0,0,0,0,0,0.01,4.655,359.463,0,0,0,42.739,0,13.452,0,0,551.815,0,0,0,0,0,0,0,38.511,0,257.325,0.467,0,0,2.583,0,0,0,0,0,0.729,9.405,0,0,0,0,0.844,1056.606,0,373.524,98.35,4.984,0,0,0,0,0,0,37.787,0,249.619,3.825,0,0,0,665.215,0,0,0,16.982,0,0,0,0,0,0,0,0,195.065,0,0,9.642,0,6.367,79,207.523,0,1.694,1.821,0,0,0,0,5.238,0,0,0,6.951,0,0,231.632,0.177,0,0,0,0,0,0,0,0,1.984,0,0.945,138.465,0.092,0,0,0,0,0,28.887,0,0,0,5.483,0,0,0,0,4.312,0,0,0,0,0,0,0,98.509,0,0,0,39.179,126.903,0,0,0,0,0,0,0,513.242,0,0,13.159,37.634,63.055,0,0,2.323,0,24.258,0,0,0,5.826,32.617,0,0,16.772,0,0,0,29.133,0,34.267,0,0,50.713,86.334,0,26.966,0,6.075,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,34.635,0,0,177.695,0,0,4.788,641.518,3.979,0,0,0,0,0,50.734,0,0,0.739,1468.059,6.019,0,0,0,0,0,3.891,0,4.865,0,0,8.856,14.156,0,0,0,0,6.336,91.754,221.403,1.955,0,12.258,253.933,0.095,22.698,0,3.799,4.662,8.116,0,0,6.057,0,28.333,0,8.864,0,0.171,428.981,0,5.742,0,482.576,1375.963,0,0,83.639,0,0,0,0,0,0,0,0.977,2,4.035,6.93,44.53,0.014,1.62,87.65,104.012,6.002,0,58.338,0,37.871,337.993,0,129.505,11.496,0,0.401,0.978,0,1.717,0,0.108,0,337.062,272.79,2.553,0,8.944,0,214.841,37.132,0,0,0,0,142.473,2.13,1177.524,0,0,428.357,0,0,0,13.745,0,0,1298.266,0,26.593,67.33,0,0,0,14.172,1.434,0,58.178,5.595,0,236.551,20.739,1.019,0,0,0,0,0,58.879,0.785,0,0.973,0,158.655,46.912,0,0,1.825,0,164.343,29.542,26.512,0,5.384,60.819,25.757,0,0,23.602,136.473,0,2.404,136.225,0.13,49.741,0,837.819,32.04,0,318.664,810.578,660.995,641.779,35.729,16.663,0,0,0,3.102,409.276,0,17.487,0,24.51,0,0,0,0,0,0,0,37.341,0,0,0,0,0,0,0,24.774,0,0,4.565,0,0,0,0,0,0,0,0.337
"ZWE",0,0,0,0,0,0,0,0,0,8.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0.613,466.838,0,672.923,1977.922,3.688,11.045,234.993,798.073,161.339,0,1.44,0,5.961,1.623,943.135,0,29.849,15.289,2.503,2573.793,0,0,0,0,0,27.876,0,0,83.9,0,6.848,412.648,97.766,0,0,2.469,0,230.956,783.749,219.521,0,0,0,60.657,64.686,376.238,198.675,4140.855,84.063,0,15.1,110.986,8.306,0,0,43.853,0,599.325,21924.771,4.797,0,22.167,11479.63,6.439,135.119,0,2037.504,0,0,0,1.498,0,0,0.256,214.561,5335.915,20.217,584.221,19.026,0,465.571,1096.585,3831.98,8.308,166.612,4100.901,6.313,29.017,4.073,0,66.8,0.043,0,96.725,4.861,0,20.495,46.457,29.831,0,4.943,0,212.867,1.601,7.992,53.776,163.487,802.668,0,19.521,0,3825.253,25.629,0.444,0,0,0,1894.646,0,0,5.26,29.459,1.1,0,30.565,0,309.569,0.313,149.266,0,12.266,297.035,32.59,0,614.421,51183.115,0,15.43,735.422,1488.346,0,0,0,0,0,0.498,41.956,192.086,0,0,437.405,43.63,20.19,0,142.452,937.756,0,0,0,0,0,2094.996,362.156,69.969,0,191.784,18.015,0,0.452,286.559,266.036,445.432,0,44.415,20.368,19.004,212.796,3730.325,0,18888.05,0,198.223,0,264.018,0,0,0,0,0,0,1139.531,0,0,0,0,0,0,0,519.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0,0,0,0,0,0,0,20.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,3.775,0,2.926,15.398,0,0,142.399,1345.297,910.42,2.002,10.009,0.268,3.544,1.24,1230.572,0,100.42,452.341,0,567.389,0,0,0,0,0.878,126.217,0,0,10.932,5.694,0.039,563.166,0,0,0,129.046,0,2811.541,8491.734,45.269,0,0,94.388,2.618,305.491,18.785,3.489,157.668,5839.913,0,26.946,8.299,2.772,11.569,0,356.103,0,4016.797,2132.475,0,0,0,4122.797,21.451,2.772,0,756.843,1.611,0,0,5.69,0,1.078,0.154,419.48,187.354,31.702,2.926,84.688,4.773,870.472,174.61,2042.321,0,0.308,1366.459,1041.122,18.492,7.391,0,211.94,3.849,0,102.221,192.498,0,1.078,185.891,0.928,0,0,0.154,34.124,4.773,0,14.652,2.31,574.643,0,0,0.308,25.658,0,895.224,0,0,0,3314.669,22.019,0,5,3709.959,473.173,0,8.315,0,12476.938,10.217,17.707,0,1.848,144.797,1206.566,0,2156.869,434.847,0,1.078,111.236,7720.755,0,0,0,0,0,18.785,0,157.012,0,0.924,1217.191,1363.463,14.782,0.154,215.875,1206.984,0.358,3495.182,4.465,0,0,0,492.201,1.078,0,875.932,0,0,24.279,759.128,40.496,1012.285,0,4.619,47.015,8.534,48.009,1633.374,4.927,4727.8,0,141.603,0,34.845,0,0,20.325,0,1.694,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.083,0,55.011,7.545,0,0,0,0,0,0,0,0
"CHE",0,7.221,11.114,0,0.127,1.992,0,4.586,195.075,4639.388,6206.452,9.288,14.205,0.978,13.699,0,3347.241,0,4.958,13.007,17.162,1803.198,0,0,0,0,27.166,209.827,0,0,40.063,0,0,1196.108,2.318,0,0,12.945,0,491.427,7893.585,30.291,0,0,0,0.097,198.206,15.348,97.227,1914.796,480.869,0,0,5.563,20.117,12.782,0,39.095,0,757.387,9175.609,7.425,0,0,36419.508,21.681,0,0,267.074,0,1.022,0,0,0,0,0,7004.491,1354.406,42.9,57.63,784.873,0,203.01,136.312,9782.535,0.96,0,6950.569,6.446,169.435,26.871,0,13220.868,0.072,0,2.546,95.436,0,2.043,140.304,113.065,2.347,5.648,0,2138.829,30.53,0,0,8.24,1881.744,0,3.74,0,1519.167,62.372,41.097,19.171,0,0,1735.995,0.43,0,15.744,139.015,0,0,13.096,0,361.715,21.659,3.864,0,19.431,21.592,103.926,0,1993.068,773.002,0,6.183,315.372,6597.854,0,0,0,0,0,1224.921,0,89.867,0,0,1856.36,3989.805,27.81,68.759,220.643,2642.859,0,3430.829,12.561,0,0,869.474,0,27.49,0,405.621,0,0,2.636,2326.624,134.205,874.546,0,56.934,92.243,2.353,269.096,19010.693,0,35033.617,0,0,9.765,53.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.371,0,0,0,0.924,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,0,0,0,2.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0.355,0,0,0,0,0,0,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,14.707,3.22,0,0.191,0,0.87,0,3143.918,5269.786,3791.11,0,2.162,10.02,0.704,0.176,26272.501,0,0.873,19.946,0,2055.104,0,0,0,0,2.374,39.949,409.602,0,55.3,1553.357,6.165,1446.71,0,0,0,2.388,0,35.158,11620.388,522.975,0,0,0,0.128,123.842,0,3.053,3210.574,3079.431,0,0.418,809.155,0,0.09,0,292.283,0.038,7207.421,19566.168,0,5.916,1.507,22225.843,0,0,0,86.396,0,0,4.442,0.114,0,0.152,0,15167.039,686.049,6.202,9218.801,0,0,76.392,6762.37,6433.262,1.525,0,41498.795,0,24.326,38.529,16.275,17942.936,5.48,200.008,13.355,0,0,0,0,0.094,1.264,0.507,0,7050.031,46.614,0,0.062,0.14,657.843,0,0,0,20.658,0,69.755,0,0,8.119,9443.254,0,0,8.577,557.841,0.01,0,0,0,3731.845,321.808,0.016,0,2.001,138.549,1651.157,0,52013.639,1.036,0,13.018,0.021,263.104,0,0,0,0,0,1104.472,0,70.239,0,0,4977.459,7044.923,49.19,5124.556,10.098,7512.616,0,21183.431,0,0.072,0,7745.935,2789.88,0.965,0,0,0,0,0,291.082,0.06,371.237,0,0,24.78,13.012,221.088,1573.323,0,139530.766,0,6.807,0,2148.275,1.689,0.151,0,6.293,0,0,0,0,0,0,0,1.105,0,0,0,0,3.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,2.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,2.969,0,0,0,0,0,0,0,0,24.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.102,0,0,0,0.067,0,0,0,0,0,0,0,1.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,12.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.315,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715,5.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
