"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","KIR","GIN","GNB","SOM","TON","ATF","BDI","COM","BEN","GIB","GRL","RWA","TKM","SUR","SPM","PSE","LSO","LBR","MNP","FLK","NIU","NFK","WLF"
"THA",0,0,0.175,0,0,0,1.639,0,6791.731,16147.021,65.913,0,8.684,27.901,4.536,0.014,20753.806,0,0,1.294,11.406,0,6860.885,0.375,0,1.244,17.433,3055.726,58.048,434.417,0.014,2324.339,0,0,0,9.181,0,143.298,50207.095,2700.552,0,9.428,0,0,0.032,42.046,0,0.385,1531.52,2736.412,0,3.865,627.053,0,0,9.372,0,246.156,0.129,1140.273,22301.673,0.43,0,0.027,0,0,9034.42,0.021,48.369,0,0,3.578,0,0,0.888,9164.554,2532.524,4.001,4982.68,6.041,0.484,60.1,1264.679,1960.541,0,0.04,66273.381,386.799,7.702,5.569,18,22177.959,1.152,0,407.265,7.878,0,0,0,0,12.004,2.609,1.454,7917.824,4.715,0,0,0,0.239,523.321,3.976,0.323,47.568,0,36.072,0,47.222,0,0,0.041,9349.485,0,0.028,4.803,0,3267.792,0.034,0,3.7,116.01,0,0,0,1263.665,0.079,0,1.227,202.006,1794.048,0,40839.968,12.319,0,5.905,9.452,80.047,0,0,0,0,0,0,674.543,0,36.11,0.03,0,5353.154,2963.058,65.869,2914.546,45.855,2467.669,4.183,14043.712,0,0,1089.911,735.779,0,0,0,0,0,97.881,295.154,5.158,800.012,0,710.022,3.886,3.004,190.366,6964.255,265.627,164392.147,0,6.642,0.522,2540.049,0,0.657,0,0,0,0,0,1.5,0,0,0,0,0,0,0,99.48,0,0.027,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,9.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.117,0,3.731,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.422,0,0,0,0,9.737,0,0,0,0,0,0,0,2.253,0,2.753,17.175,0,0,0,0,0,0,0,0,0,0,5.567,2.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.366,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0,0,0,0,0,0,0,0,0
"ARE",0,1.992,232.071,0,0,176.674,0,0,0,528.674,32.072,0,2.811,7.02,5.969,0,26.29,0,3.488,0.665,0,0,8.237,0,0,0.016,0,0,0,0,5.867,0.162,0,0,0,16.747,0,0,0.626,0,0,1.147,0,0,0,0,0,28.836,0,0.221,0,0,0,0,0,1.368,0,0,0,0.34,9.716,0,0,913.229,39.844,0,2800.985,18.26,0,0,0,0,0,0,0,294.596,0,0,0,0,0,150.833,0,111.297,6.139,0,27.964,0.426,0.211,17.191,0,43.935,0,0,0,0,8.374,0,0,0.466,0,7.32,99.434,18.14,16.359,0,0,0,258.421,0.301,0,0.616,0,0,1519.521,0.042,0,0.846,0,0,171.569,0,0,0,0,18.381,0,0,452.637,0.322,0,0,0,51.837,0,0,0,0,4.052,0,0.079,15.582,0,0,0.05,0,0,0,0,0,0,0,0,5.528,0,0,0,492.992,34.849,0,0,0.172,41.745,0,0.486,127.548,0,53.873,157.15,0,0,9.516,0,0,0,0,12.199,21.971,0,27.004,18.42,0,2151.063,0,71.552,67.733,0,0,0,3.671,0,25.729,20.836,0,0,0,0,0,0,0,0.134,0.538,0,0,0,5.669,0,0,0,6.684,0,0,0,0,0,0,0
"TUN",0,17.145,14.105,0,0,0,0,0,0,2.605,0,0,0,0,0,0,0,0,0,0.149,0,0,1.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.32,1.5,0,0,0,0,0,20.473,0,0,11.85,0,0,0,0,0,0,0,0,0,0,0,971.022,0,0,0,0,0,351.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.986,0.11,0,2814.181,0,0,0,0,0,0,0,0,22.07,0,0,0,0,0,0,0,0,0,0.772,0,0,18.95,83.613,0,0,0,0,0.526,0,0,0,0,0,5.579,0,0,12.525,0,0.085,0,0,0.638,0,0,0,0,0,0,0,0,2.468,0,0,0.383,4.998,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0.736,0,2.866,5.885,0,2.913,0,2.237,0,0,0,0,0,0,0.914,0,0,0,3.71,0,2.504,0,0,0,0,0,0.246,0,17.929,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",43.099,51.776,33.556,21.674,0,10.413,0,353.753,15.545,38.537,79.554,0,19.322,0,6.57,0,23.8,0,0,0.9,17.015,0,0,0,0,0,225.907,0,1.1,0,0,79.146,0,0,0,112.637,0,0,145.208,11.998,0,2.562,0,0,0,10.068,2.071,420.581,12.887,7.047,0,0,0.087,0,16.968,0.455,101.684,12.848,0,2.009,547.878,0,0.519,1.293,342.92,6.463,1837.39,0.45,260.442,0,0,0,0,0,0,43.051,14.028,1.566,2.233,356.699,1320.591,5.618,125.639,564.461,0,0,0,302.795,83.503,0,0,50.4,21.477,28.94,0,72.423,15.157,209.131,10.274,0.325,0,0,0,135.6,0,0,16.548,0,0.52,85.065,4.191,15.816,28.672,0,6.491,0,4.005,0,0,0.42,245.37,0,0,0,0.497,0.61,0,1.2,42.232,0.367,0,0,0,77.959,0,0,0,25.219,0.304,0,125.514,4.793,0,4.214,6564.652,22.307,0,0,0,0,0,0,88.213,2.085,44.125,0.923,0,148.537,54.762,17.753,4.502,2.882,29.025,0,329.283,156.671,0,7.853,145.345,51.913,4.76,32.841,0,0,0,238.615,65.135,0,0,0,16.786,91.795,309.493,481.223,0.133,504.165,0,0,57.388,0,0,18.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.325,0,0,11.152,0,0.842,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464,0,0,0,0,0,0,0,0,0,7.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.525,0,0,0,0,100.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,1.926,0,725.908,0,1.81,1.563,0,0,96.051,49.602,0,6.7,0,0,0,0,0,0,0,0,0,0,0,947.192,0,0,6.654,0,0,0,0,207.457,0,249.307,0,0,0,0,0,0,1.973,3.366,0,21.757,0,0,0,0,0,36.832,0,0,24.677,0,0,0,0,4.528,0,11.263,0,32.332,0,1.539,0,0,0,0,0,0,1.989,116.531,0,0.343,98.093,0,0,273.499,0,0,0,0,203.406,2.959,0,0,1.09,0,0,0,2.889,2.593,0,5.954,0,0,0,0,0,0,0,0,0,0,2.677,0,123.601,0,0,0,0,0,0,0,0,4.603,0,0,0,0,0,0,0,0.964,1.489,0,0,0,1.558,0.635,0,0,1.89,0,0,336.135,0,0,0,6.229,9828.275,0,0,0,0,0,0,0,0,3.497,0,0,630.177,10.95,12.996,3498.946,23.195,0,0,3.782,0,0,0,11.562,0,8.961,10.331,0,0,0,25.101,0,3.867,0,0,0,0,21.848,6.709,0,4.693,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.666,0,0,0.918,0,0,0,0,0,0,0
"MKD",0,0.515,0,0,0,0,0,0,0,0,0.459,0,0,0,0,0,0,0,0,0,15.141,0,0,0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.618,0,0,0,0,0,0,0,0,0,0,0,0,63.048,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0.589,0,0.003,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0.044,0,7.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,3.745,0,0,0,0,0,0,0.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.723,0,0,0,22.293,0.207,14.126,0,0,0.055,0,0,0,0,0,0,0,0,134.85,0,0,0,0.121,0,0,0,19.911,0,0,0.18,0,0,0,0.243,0,0,0,0,0,0.156,0,0,0,0,0,0,0,4.291,0,0,0,0,0,0,0,0,0,0,39.056,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,0,0,1.689,0,0,0,0,0.042,0,0.606,25.567,0,0,0.153,0,0,39.565,0,0,0,0.028,0.539,7.988,0,0,0,0,0,0,0.203,3.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,81.997,229.192,0,1.388,207.97,0.18,326.452,2505.341,22300.572,4301.77,0,16.915,229.535,65.623,58.787,6673.811,0,116.96,27.528,133.016,0,4224.842,1.693,0,44.866,508.676,0,624.4,0,0,12135.714,30.748,0,0,104.548,0,810.858,37587.22,187.585,0,0,0,0,476.282,1750.171,0,307.243,1703.157,6560.187,0.269,16.83,15.8,22.646,0,46.268,0,300.3,0,2896.886,35917.546,38.269,0,18.709,47.736,0.596,40217.651,26.754,1960.469,2.149,0,15.533,0.221,0,0.168,4734.388,11885,224.654,226.283,0,0,3833.616,7407,22542.755,59.388,71.043,20992.898,490.126,1449.843,65.455,0,16376.843,0,0.68,0,633.291,112.826,385.088,1140.611,38.64,25.235,2.479,27.745,1414.256,5.798,0,236.388,0,256.305,7741.301,0,31.466,3.557,0,813.878,0,0,0.059,0,2.093,21091.879,0,0,43.342,0,1790.201,12.807,0,182.78,6400.772,0,0,0,283.707,6.493,0,44.451,583.916,78.018,0,2852.569,6752.406,0,0,3191.721,3032.358,0,0,17.372,18.18,0,0,1632.139,0,654.121,0,0,12471.759,4789.913,1675.638,1607.456,2537.916,8022.356,0.922,10422.395,0,0,3094.462,11324.916,0,0,7636.794,0,0,26.253,0,164.926,10875.37,0,58.209,239.901,2885.032,356.734,0,43.425,105734.741,0,95.943,0,555.384,0,0,291.42,0,0,0,0,0,0,0,6.335,0,0,0,0,1.172,0,0,0,47.654,0,0,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.938,0,0,0,0,20.309,0,0,0,0,0,0,0,0,0.029,0,0,0,0.007,0,0,0,0,0,0,0,0,0,11.038,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",2234.093,620.071,205.817,0,27.864,337.437,22.348,59.396,6229.528,82000.379,3145.952,568.661,105.957,137.983,121.466,509.581,21190.345,339.386,66.837,413.77,263.626,28.811,33900.303,181.05,634.703,147.915,534.485,0,66.682,532.704,27.937,207518.964,60.3,591.11,0,26.637,273.441,5465.286,81044.897,9400.97,0,28.497,14.788,0,4163.886,814.185,0,105.237,3165.396,3282.866,30.145,3720.895,4323.052,2010.134,12.278,80.166,0,255.468,2.319,4765.949,48632.725,255.674,8.14,115.738,200.926,0.981,111699.268,27.87,1143.431,169.248,0,1835.135,1034.658,6.7,358.072,28874.863,602.497,152.461,1007.478,0,1106.275,4577.072,25243.458,28743.93,169.648,1251.631,217096.109,3381.231,852.647,120.326,0,65809.206,1374.231,69.651,89.79,262.326,218.983,71.846,286.502,1545.034,108.864,48.733,0,8586.592,19.855,8.7,102.329,3.6,229.959,230443.65,142.649,129.377,154.617,2.785,758.044,26.131,136.903,31.601,0,99.522,29773.631,2136.046,273.628,31.89,0.276,6150.222,693.711,53.631,1152.844,5657.022,15.155,0,48.877,1260.579,1946.419,43.497,277.097,3596.433,2098.401,0,4262.27,508.282,0,1675.531,1918.066,3251.75,179.052,8.596,520.145,37.404,0,0,6750.057,56.506,391.109,0,9.015,31445.086,42408.078,208.534,2429.36,1092.29,6628.083,35.228,13031.903,0,17.741,7205.131,7982.868,0,19.895,26734.942,35,7.016,798.146,75661.405,769.413,13213.218,132.058,53.487,281.185,65.313,1706.198,62387.394,12.799,0,81.21,1479.811,23.449,8023.48,0,1655.118,89.636,29.442,0,234.402,6.965,47.8,0.099,0,3.44,0,56.011,0,0,48.601,148.387,399.523,0,128.453,0,25.84,0,0,0,0,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,4.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.953,0,0,0,0,0,0,0,0,0,0,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.094,0,0,0,36.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0.035,19.374,0,0,0,0.02,0,0,195.433,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,2.165,0,0,0,0,0,0,0,0,0,0,0,0,1,10.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905,0,0,0,0,0,0,0,0,0,0,0,0,7.064,0,0,0,0,0,0,0,0,0,0,0,26.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857,0,0,0,0,0,0,0,0,0,0,4.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
