"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NFK","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","VUT","TCA","CPV","GNQ","BES","PSE","SPM","BTN","COK","FSM","TLS","WLF","MNP","BLM","IOT"
"SRB",0,66.788,0,0,0,0,0,135.452,0.45,775.303,21.406,0,0,0,0,0,42.023,0,0,712.625,0,4.425,0,0,0,21.702,0,0,0.2,0,0,7.551,0,12.339,0,0,112.121,0,0,0.367,0,0,0,0,207.105,0,0.909,111.752,0,7.347,0,0,23.512,0,0,0,0.029,0,0,0.853,88.327,0,0,0,0.153,0.605,0,7513.4,0,0,0,1.039,0,0,0,0,0,0,0,0,0,52.613,0.134,0.122,0,0,25.535,15.159,4.332,1.34,0,18.433,0.906,0,0,0,5.126,84.094,0,0,0,0,19.188,0,1.679,0.092,0.087,0,0,0,0,0,0,0,0,0,0.435,0,0.158,755.75,0,0.294,0,0,0,0,0,537.573,0,0,0,0,9.786,0,0,0,0,0.616,0,0,0,0,0,0,0,0,0,38.724,0,0,0,39.285,27.442,0,0,0,0,0,0,0,0,0,0,0,0,0,184.476,57.385,153.844,0,263.367,0.193,18.339,0,2.469,0,0,0,0,23.46,63.024,0,0,10.574,0,0,0,0.614,0,10.482,0,0,0,0.058,338.207,4.545,7.346,0,147.125,0,0,43.842,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,4.289,1.739,0,0,0,0,0,0,0,0,0,0,0,0,1.561,0,0,0,0,0,0,0,0,4.06,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,2.426,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0.531,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.528,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,63.351,0,0.576,0,0,0,10.724,0,0,0,0,40.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",31.938,0,248.268,0,0,11.959,0,5.214,48.71,657.735,1848.187,0.334,31.763,2860.533,40.47,0,1022.173,0,13.194,0.284,16.757,94.422,0,0,0.044,3.106,23.23,8.891,1.582,11.336,72.939,209.906,1.88,1137.173,0.055,236.996,7049.246,0,0,325.025,0,57.247,254.278,7.642,7.368,0,1.985,22.633,38.04,90.847,0.585,1.161,631.727,56.813,474.319,0,11.823,0,35.127,371.489,15277.861,34.413,0,2.653,16.186,0.589,10.054,11337.624,501.004,0.044,0,23.128,0,0,0,12.917,51.629,0,0,214.731,430.187,158.612,0.265,548.99,5.392,425.596,28.047,4323,350.936,90.399,2.375,241.451,18.875,92.856,1333.142,0,148.949,63.469,0,0.214,4.814,0.167,0,12.052,62.467,6.583,9.169,0.088,20.586,40.893,455.843,39.619,63.294,0.976,0,184.532,941.504,0.377,12.962,3.262,0,166.292,62.086,136.115,2.541,0,576.487,2414.607,0.937,0.02,0,0,357.06,20.596,0,487.658,0,67.878,0,0,0,7.266,0.249,0.336,49.925,118.914,0,974.463,360.265,0,198.91,15.28,1334.479,73.048,0,0,0,0,0.199,0,0,967.547,230.343,1.924,13.243,45.791,0,4864.777,13.466,437.987,57.84,131.906,394.11,266.637,433.529,0,51.579,0,1.054,164.535,445.973,34.626,0,1011.609,5.354,0,4.67,2746.826,3555.153,202.807,0,0,102.388,1.082,0.09,261.53,940.81,202.645,19621.373,0.36,25.673,7.094,0.353,0,469.726,101.804,1.689,0,0,0,0,0,0,29.071,0,442.65,0,0,0,0,0,0,0
"SGP",33.621,27.604,8.217,0,1.66,359.381,0,6.077,602.162,8030.025,6826.554,0,633.93,1386.996,29.874,2.067,278.747,0,13.979,2.265,0.365,3205.793,3.735,0,480.619,12.531,1136.038,0,28.9,340.05,0,1663.164,32.694,1089.324,0,1639.087,42625.608,0,0,53.167,0,0.682,0.03,52.847,0.638,0,22.488,109.774,0.154,533.61,0,0.768,382.284,14.92,360.279,0,63.185,0,8.686,794.096,7507.987,1.939,0,46.247,0,61.624,0,37516.661,6.742,0,0,30.53,0,1.316,14.436,9.192,0,46.67,0,12.428,21267.935,744.279,52.139,9978.106,18.754,1054.316,300.891,2207.635,5430.458,0.507,46.9,7438.421,183.905,1108.439,229.232,0,13174.796,730.198,0,9.098,7.576,0,24.846,0,0,0.678,194.968,136.611,0.459,0.134,24781.754,199.14,0,60.58,0,37.572,31548.883,20.074,7.389,13.806,0,448.742,0.996,209.452,22.747,0,899.808,13823.366,0,0,0,8.5,528.644,12.56,0.182,68.599,0,1530.137,0,0,87.716,2.238,151.985,89.361,445.922,7466.182,0,5413.588,3.791,0,312.858,168.483,481.694,0,0,2.361,0,0,0,0,0,7546.067,2.095,91.348,6.829,0,33866.538,0,31.908,26773.937,87.654,0,1365.922,32.623,6575.641,0,0,0,31.208,1940.075,1442.144,0.724,0,21151.105,0,0,1.107,3075.361,2219.67,1975.122,0,0,0.442,29.904,6.804,256.82,40884.758,0,87632.584,5.543,17.986,22.745,0,0,0,0,0.957,0,0,14.172,0,0,0,3.325,0,0.922,0,0,6.661,0,0,0,0
"SVK",0,43.241,0,0,0,0,0,1.665,1142.409,24.375,1300.936,0,0,0.34,11.213,0,411.944,0,14.127,12.533,0,225.131,0,0,0,457.575,0,0,78.579,0,0,187.232,0,0.342,0,224.247,400.008,0,0,10.414,0,0,0,1.464,356.835,0,145.653,10320.496,0,265.603,0,0,1.307,0.295,0,0,109.221,0,0,11.187,709.81,9.435,0,0,0,0.002,0,10334.559,3.187,0,0,379.18,0,0,0,0.497,0,0,0,0,59.007,3667.48,3.963,3.045,0,0,150.91,468.529,3908.597,3.025,0.349,104.111,145.851,0,1.148,0,75.266,5.464,0,0,2.993,0,154.372,0,0,1362.678,5.983,46.413,0.023,0,25.132,0.639,0,2.504,0,8.726,90.614,1.926,4.91,9.55,0,52.677,38.528,14.358,2.389,0,0,1652.685,0,0,0,0,14.264,0.071,0,5.054,0,159.002,0,0,0,0.624,0,9.412,13.282,0.209,0,10057.581,11.677,0,42.454,2811.679,731.267,0,0,0,0,0,0,10.021,0,33.899,0,202.589,0,0,56.178,5.283,0,26.697,188.148,0,5.03,0,345.912,0,0,0,0,58.514,2997.058,0,0.034,13.051,16.975,0,0,58.677,1.142,276.967,0,0,0,178.124,8.59,7.989,15775.8,0,1387.211,0,5.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,2.734,0,0,0,2.697,0,1.36,1063.611,1635.137,105.765,0,0,0,0,0,484.699,233.28,6.712,34.339,0,300.116,0,0,2.339,0,22.863,0,64.6,121.015,0,5358.508,0,28.966,0,64.086,26315.298,0,0,86.464,0,0,0,10.572,12.259,0,0,2658.706,0,11.776,0,5.776,50.773,4.333,6.172,0,2.077,0,0,35.247,1646.794,0.771,0,0,0,0,0,2205.133,0,0,0,6.046,0,0,0,628.228,0,0,0,0,6706.129,8216.034,35.769,274.837,0,0,12.918,1.715,244.639,14.89,0,28072.907,11.171,0,0.383,0,76614.655,4.914,0,469.012,30.163,24.525,14.653,0,0,0.959,0,2.253,2.321,0.396,991.897,0,0,0,0,18.146,3232.185,0,2.498,28.365,0,1.459,1.542,0,0,0,0,4261.466,0,0,0,0,56.432,36.478,0,0.001,0,524.979,0,0,66.338,44.858,0,0.1,96.596,176.93,0,526.717,5.8,0,12.076,496.636,30834.632,0,0,0,0,0,0,0,0,23.836,0,120.091,0,0,1476.696,546.144,9929.058,0,104.352,0,119.103,0,2123.624,0,0,0,0,249.762,1392.885,0,0.023,10056.55,0,0,0,119.652,0,65.055,0,0,1.196,3102.217,0,320.907,5302.312,0,244101.982,0.154,10.488,41.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,65.546,0,0,0,0,0,0.036,124.027,771.558,923.423,0,0,0.171,0.007,0,61.144,0,16.588,590.745,0,103.972,0,0,0,354.175,0,0,24.342,0,9.865,309.726,0,0.495,0,840.416,2043.521,0,0,0,0,0,0,0,7576.604,0,379.452,1042.716,0,190.849,0,0,25.787,0,0,0,48.264,0,0,436.389,2996.007,1.775,1.64,0,0,1.461,0,2079.428,0.867,0,0,565.454,0,0,0,0,0,0,0,0,1088.561,10090.475,1.196,4.353,0,2.002,1303.538,59.103,2941.919,0,8.049,427.756,0,7.707,0.993,0,132.186,1.19,0,0,1.595,0,64.771,0,0.29,108.184,55.467,15.41,0,0,0.309,0.101,0,59.99,0,0,1351.973,1.242,1.366,203.888,0,0.63,0,0.123,0.27,0,0,24980.82,0,0,0,0,12.756,0,0,0,0,82.001,0,0,0,2.773,0,0,29.322,0,0,1282.391,461.088,0,5.994,1006.023,124.636,0,0,0,0,0,0,0.967,0,824.388,0.352,3277.735,0.471,0.792,318.877,420.506,1042.305,52.278,0,0,13.611,0,993.952,0,0,0,0,233.987,1105.819,0,0.009,103.827,0,0,0,1756.098,0,1031.936,0,0,0.288,9.273,215.543,161.83,112.431,0,4499.015,0,6.12,0,0,0,0,8.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,284.537,0,0,3.072,485.722,28.109,4.967,2.145,0,0,0,121.508,0,0,0,2549.087,1906.672,0,0,0,2.123,0,0.735,0,1.821,1.198,296.789,0,31.303,0.396,150.771,54.131,0,0,17.792,0,2.474,1038.896,0.298,0.134,0,37.791,3.848,2.767,7.374,0,0.086,72.221,0.024,60.976,5.38,0.493,0,0,168.283,169.529,0,0,6.451,16.993,0,0.522,845.045,644.717,0,0,7.266,0,0,0,0,446.801,0,0,0,11.601,1.56,0,21.765,0,0,1.667,98.846,72.249,78.604,0,21.431,0.914,0.264,719.519,0,9.32,0,0,0,0,364.47,36.726,7.728,0,20.234,0.082,0,100.133,274.867,128.001,0,106.629,3.489,26.359,229.109,3.908,17.406,2.905,0,0,0.729,1240.412,1.108,1335.403,0,0,397.672,0,0,0,1.175,102.973,0.472,0.122,522.373,0,6.611,0,0,9.783,10.621,0,0.721,42.542,18.185,0,5.476,0.33,0,0.349,46.295,0.101,7.008,0,0,0,0,0,0,0,3694.78,8.603,0,43.931,2.079,2977.094,63.286,0.571,2.085,20.156,0,0,1172.073,136.116,0.26,3.11,0.044,960.217,2093.623,2555.821,0,0,192.026,0,0,0.822,7999.212,0,11.761,0,0,225.022,0,0.085,329.127,584.542,392.522,1088.602,428.517,6.029,0,0,0,0,1900.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.477,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.927,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,1.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,91.56,347.702,0,361.278,9.766,3.746,10.354,1379.476,2588.662,1670.19,0,367.131,0,18.312,0.186,14688.864,0.158,76.133,91.221,0.914,573.063,0.396,0,0.719,3486.141,0.556,10.77,5.289,4.885,38.362,517.199,0,31.98,0,1155.697,1416.736,0,0,2236.464,0,35.559,0.524,544.485,1156.951,1232.024,163.38,3731.693,4.2,1360.867,4.76,594.566,445.405,42.968,46.373,0,181.844,0,0.552,687.136,34704.183,37.789,0,5.593,12.738,14.53,4.375,20462.697,21.259,304.434,0,1245.876,0,0,0,281.46,29.876,4.531,0,12.468,423.864,1529.661,54.701,243.325,295.654,3.368,2549.46,2585.806,19893.749,39.747,45.577,1696.123,27.118,62.807,6.826,0,536.867,46.6,0,0.198,108.435,0,1001.799,0,9.551,291.193,104.883,0.553,6.707,1.886,246.462,38.66,2.431,120.581,39.202,23.091,1798.286,0,469.555,31.552,0,9585.178,6.433,47.75,7.246,0,0,8243.714,4.422,0.816,0,19.123,209.03,19.447,14.555,11.398,0,456.657,0,0,64.159,180.194,0,93.024,1874.191,22.805,0,7335.165,23465.694,0.651,235.341,2893.007,632.32,0,0,0,1.553,0,0,724.185,0,736.106,75.856,176.664,14.485,0,211.706,352.505,1731.323,5653.264,1391.846,0,5498.814,14.172,0,0,0,1.202,0.061,1612.633,7907.037,0.359,0,1632.871,14.057,0,2.443,2234.977,378.586,1394.32,18.81,0,1.324,108.009,20.208,672.753,24076.807,9.405,8347.578,2.257,198.875,2.395,100.556,0,0,0.664,0,0.432,0,0,70.765,31.283,0,3.059,0,0,0,0,0,0,0,0,0
"SSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,2.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,12.324,0.067,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,101.899,4.119,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,30.311,0,0,0,0,0,0.991,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,7.448,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.686,1.225,0,0,0,0,6.608,0,0,0,0,0,0,0,0,0,0,7.406,0,0,0,0,0,0.15,0,0,0,0,0,0,3.439,0,2.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,1.52,25.949,0,0,1.411,0,18.384,103.377,1993.013,2738.461,0,1.845,21.606,18.783,0.217,1810.271,0,3.447,28.164,0.917,1142.713,8.577,0,2.171,46.016,4.017,0,4.726,1.628,0,775.186,0.108,1.85,0,195.864,12307.813,0,0,19.309,0,0,33.271,8.663,91.328,4.667,10.293,320.667,1.176,18378.524,0,30.617,75.512,0.269,2.967,0,331.114,0,0,14829.152,6690.374,20.889,0,3.257,0,10.123,0.325,111904.416,1.085,0,0,298.809,118.128,0,0,1.803,0.108,0,0,0.108,909.079,8893.856,773.312,49.146,26.492,45.166,100.58,313.779,2696.957,6.948,0,4182.238,101.567,3.133,8.341,0,3710.168,6.405,0.76,0,1.789,0,169.59,0.217,4.234,600.177,804.179,0,0.781,0.59,110.129,5.32,1.194,1.797,2.171,0.434,394.151,51.296,10.261,10.189,0,240.556,0,56.783,0.539,0,14.114,10517.961,0,0,0,0,99.99,0.073,0,55.442,0,31551.82,0,0,5.266,15.308,0,0.979,117.617,74.346,0,1966.705,87.075,0,51.898,229.36,751.992,1.411,0,0,0,0,0.217,0,0,256.191,0.609,25.623,0.868,0,1048.484,325.227,1803.738,211.387,79.06,0,285.874,19.664,1951.454,0,1.737,0,0.325,0,1913.087,0.542,0,538.81,0,0,1.194,842.339,84.796,633.397,0,0,11.858,74.599,2.53,13.922,16230.052,1.085,18376.074,1.964,116.667,32.789,0,0,3.691,4.484,0,0,0,0,0.075,0,0,1.343,0,0,0,0,0,0,0,0,0
"CHE",0,0.749,11.43,0,0,0,0,4.311,106.035,1412.308,5335.259,0,36.209,275.335,8.195,1.4,1366.982,0,14.587,27.24,3.455,382.604,0,0,4.23,254.683,7.444,0,2.623,1.167,0.126,8505.171,0,155.625,0.199,100.396,32251.006,0,0,45.095,0,0.169,8.681,4.751,76.614,0.69,4.92,1107.292,0.847,1142.759,0,35.482,9.105,2.645,5.654,0,112.897,0,0,403.864,5897.385,2.939,0,0,12.929,43.734,1.385,73828.691,34.04,0,0,178.301,0,0,0,16.45,0,7.417,0,0,2177.815,745.481,8.371,1981.611,11.072,19.176,204.475,1015.26,4436.372,2.47,0.176,7118.813,13.737,68.735,14.791,0,1879.468,29.32,18.696,0.001,12.109,0,2.906,18.606,0,11.416,1568.227,11.684,1.345,11.507,356.852,0,1.846,8.73,0,11.719,714.494,3.772,286.241,2.753,0,44.876,0.381,58.18,0.17,0,0.001,4409.48,0,0,0,3.856,141.404,5.733,0,73.332,0,4479.688,25.43,0,4.967,0.18,0,11.067,37.429,238.272,0,1758.445,197.986,0,161.189,1960.404,7281.092,0,0,0,0,0,0,0,0,213.197,1.986,776.096,0,0,1501.549,2162.926,150.159,5908.144,332.126,0,291.936,2.154,828.038,0,0,0,0,729.296,0,0,3.54,946.881,147.309,0,6.59,300.21,1.655,737.934,0,0,0.647,139.659,3.325,33.258,5636.146,30.744,48374.802,2.34,11.882,66.515,2.343,0,2.037,5.31,0,0,0,0,0.629,0,0,4.259,0,0,0,0,0,0,0,4.178,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0.005,0.735,0,25.8,0,0,3.231,7689.882,8226.433,5221.655,0,4.314,269.893,2.584,0.259,1029.054,0.035,4.911,34.503,1.01,3701.326,0.005,0,174.901,19.879,8288.911,0,39,2664.518,0,8543.226,0.409,71.388,0,991.105,68294.362,0,0,287.714,1.738,0,0,16.942,24.433,0.064,36.4,7132.469,0,13190.092,0,47.554,133.841,1.667,1.445,0,24.24,0,13.634,4436.752,22704.412,10.346,0.091,0,0,0.044,0,24701.247,381.707,0,0,4638.171,0,0.154,0.469,1.279,0.005,0,0.592,2.377,93030.925,1748.09,11.682,23585.344,659.15,0.483,13.377,2232.329,12081.969,0.026,7.934,144800.826,8.264,159.678,333.53,0,7721.691,4.438,0,1951.681,10.722,0,0.036,0,0.855,66.886,8.283,284.464,3.812,1.276,8288.333,38.005,0,1056.147,0,0.827,7699.126,1.426,1.398,0.145,0,393.74,1.999,29.066,0,0,15.881,39213.407,0.12,0,0,4.535,1307.452,3.909,0,242.423,0,1105.759,0,0,2251.14,0.776,42.079,3.221,377.17,7537.696,0,12217.251,530.878,0,159.291,242.197,1441.557,26.005,0,0,0,0,0,0,0,155.445,0,168.283,0.952,0,2605.811,20915.537,11168.517,16741.848,75.078,10.5,2700.14,0,2916.796,47.676,29.075,0,0.098,2815.683,1025.022,0,0,0,0.311,0,0.093,2745.957,11.236,5112.273,0,0,99.214,1830.959,4.943,1629.828,6562.096,0.427,191197.409,3.091,9.567,34.167,0,0.815,0,26.005,0,0,2.682,0,0,0,0,0,0,2.458,1.939,0,0.005,0.38,0,0,0
