"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CXR","FLK","KIR","VUT","NFK","FSM","TON","WSM","TKM","GMB","CAF","SPM","DJI","PSE","GIB","COM","ATF","LSO","NIU","MNP","SOM","WLF","STP","SMR","SHN"
"CRI",0,10.149,0,0,0,0,0,0,0,13.923,45.618,0,0,0,0,0,0,0,0,0,0,0,19.38,0,0,0,0,0,0,0,0,0,0,3.667,0,0,0,0,0,846.218,0,2.001,0,0,0,0,0,2.756,8.229,0,0,0,0,0,0,2.027,1.008,0,0,0,0,0,16.299,0,0,0,0,689.527,0,0,0,0,0,0.124,0,0,0,2.268,3.658,123.21,0,5.614,0,0,579.302,117.705,0,0,0,304.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,1329.85,0,0,0,0,26.261,0,0,26.749,0,0,0,8.756,0,0,0.017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.629,0,1.944,0,0,0,0,0,0,0,385.365,0,0,0,0,0,0,0,0,0,0,0,0,3.152,0,2757.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV",0,0,0,0,0,0,0,0,0,0,409.992,0,0,0,0,0,0.716,0,0,0,1123.858,0,0,0,0,0.131,0,0,0,0,1.224,0,0,0,0,0,0,0,0,10.179,0,0,0,0,0,0,0,0,0,0,0.269,0,17.371,0,0,0,0,0,0,0,0,0,1.2,1.36,0,0,0,175.894,0,0,0,0,0,0,0,0,0,0,2.891,3.656,0,0,0,0,0.584,0,283.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,6.646,0,0,0,0,0,0,0,0,0,91.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,3.947,0,0,0,1.155,0.097,0,0,0,0,0,0,0,0,0,0,0,3.64,0,119.829,23.984,0,10.955,0,0,0,13.208,2.175,0,0,19.301,0,0,0,0,0,0,0,0,0,0.505,27.81,0,19.239,0,149.661,0,0,0,0,0,225.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.966,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.426,0,0,0,0,0,0,0,0,0,0,0,2.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",0,0,2.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0.956,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,3,0,80.955,0,0,0,0,0,0,0,0,0,0,0,0,19.336,0,0,81.388,0,0,0,0,0,0,0,0,11.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.796,3.832,0,0,0,0,0,4.46,0,0,0,0,0,0,0,7.194,30.559,0,2.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZE",0.111,0.487,1.105,0,0,0,0,0.169,0,69.863,487.132,0,0,0,0.525,0,50.193,0,0,0,41.143,0,19.751,0.127,0,0,0,779.246,0,2.03,1.377,0,0,124.127,0,0,0,0,4.056,11.568,0,0,0,0,0,0,0.21,111.613,0,2.531,0,0,10176.569,0,0,2.63,138.454,0,33.651,0,1.023,0,5.228,5021.886,0.52,0,0.939,12927,0,4.332,0,0,0,0,0,0,0,0,74.786,912.554,10.585,0.082,0,0,9.998,73.314,897.152,0,0,318.679,0,0.547,0.315,0,7.637,0.241,0,0,10.578,3.952,0,55.599,46.498,5.852,0,0,0,48.204,0,0,0,0,6.052,36.635,0,0.339,0,4.554,0,0,0,0,0,1274.077,0,0,7.269,4.624,0,0,0.562,15.44,0,0,0,0,0,0,2.528,7.219,0,1327.815,5.366,0,0,0,303.44,3116.132,0,0,0,0,0,0,0,0,0,13.088,9.532,3404.037,96.342,517.825,3.709,0,368.951,0,0,0,825.905,2336.052,6.776,0,65.973,0,0,0,17.538,13.701,69.995,0,0,0,31.596,4.782,0,557.524,0.556,283.867,0,0.116,0,0,0,43.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",2.267,134.374,61.098,0,0,0,0,0,16.08,483.484,1595.862,0,2.851,14.414,18.287,0,25490.351,0,0,2.184,61.196,0,30.563,0,0,3.67,0,20.353,0,0,31.683,0,67.627,871.145,0,0,16.745,0,393.223,2187.713,0,51.54,0,1.511,0,0,8.628,170.286,7.57,69.375,1404.628,0,0,0,0.806,2.308,0,0,0,0,151.628,1.076,1813.784,7458.821,0.624,0,1.773,14808.412,7.739,313.05,325.161,0.611,0,0,0.2,0,0,0,828.585,1052.924,138.604,73.733,22.595,0,450.324,75.079,2096.128,41.175,10.319,2806.098,11.521,2.815,0,5.351,681.718,0,0,0,41.5,131.891,2.602,0.171,482.144,215.73,0,1.111,0,52.007,0,0,12.459,0,1.661,66.616,0,0,0,2.933,0,0,0,0,0,3430.379,0,0,8.376,78.368,1.16,0,0,4431.192,0,0,0,0,0,0,3.457,8.074,0,339.056,426.114,0,0,0,305.402,621.697,0,0,0,0,0,55.734,10.008,0,0,269.207,358.922,130.99,210.176,119.072,105.357,0,1865.652,0,0,0,6787.61,1742.66,0,0,892.961,0,0,20.572,189.549,18.845,166.2,0,0,6.517,81.47,11.166,128.174,9400.2,53.811,16560.825,14.967,3.517,6.476,24.341,0,126.576,0.058,0,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0.643,0,0,0,0,0,0,0.325,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,124.424,332.23,0,0.218,0,0,0,0,0,0,0,0.021,0,0,28.19,0,0,0,0,0,0,0,14.7,0,0,92.068,0,0,0,0,0.16,0,0,0,0,0,0,0,0.095,4.661,0.26,0,6.856,0,0,0,0,9.471,0,0,0,0,0,0,28.586,0,0,0,0,1499,0,0,0,0,0,1.282,0,0,0,0,0,0,3.191,0,0,0,0,0,0,0,0,41.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.895,0,0,0,0,0,0,0,0,0,0,0,0,1.492,0.175,0,0,0,2.258,0,0,0,0,0,0,30.18,0,0,92.376,0,0,0,0,0.447,0,0,0,0,0,0,0,0,0,0,0,0,6.374,0,14.539,4.416,0,1043.697,0,0,0,0,0,0,0,3.203,0,0,0,0,0,0,0,0,0,0,5.789,0,9.386,0,3331.469,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,2.504,0,0,0,0,0,0,0,0,0,0,1.616,0,13.924,0,0,0,0,0,0,0,0,0,0,3.067,0,0,0,0,0,0,0,3.186,0,0,0,0,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.443,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0,0,0,0,0,0,0.5,0,0,0,0,2.676,0,0,3.792,0,0,14.721,0,0,0,0,0,0,0,0,0,0,0,61.501,0,0,0,7.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.661,0,0,0,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.216,0,0,0,0,0,0,0,1.171,0,0,0,0,0,0,0,0,0,0,0,0,6.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359,0,0,0,0,29.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,5.907,0,0,0,0,0,0,158.866,1.285,0,0,0,0,0,257.7,0,0,0,0,0,209.921,0,0,0,0,0.865,0,0,0,0,0,33.96,0,0,0,0,0,331.829,0,312.265,0,0,0,0,0,1.13,0,0,34.296,0,15.136,0,0,0,0,0,0,0,0,0,3978.585,24.885,0,0,0,21.18,0,0,0,0,0,0,0,0,0,0,120.755,0,0,0,0,0,9.265,226.805,12.053,0,0,106.146,19.063,0,0,0,0,0,0,0,0,615.577,0,0,109.934,0,0,0,0,1.455,0,0,0,0,0,74.774,0,0,0,0.751,0,0,0,0,0,895.141,0,0,0,36.743,0,0,0,193.285,0,0,0,0,0,0,0,0,0,299.937,0,0,0,0,0.171,1477.379,0,0,0,0,0,0,0,0,0,65.153,0,0,1.533,0.774,316.797,0,0,0,0,0,164.583,0.025,0,0,13.16,0,0,0,491.974,0,0,0,0,0,125.2,0,0,0.013,0,1133.599,0,0,9.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,0,0,0,8.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.702,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,35.792,0,0,6.441,0,26.683,16.919,262.189,251.496,0,0,1.189,3.633,0,111.178,0,0,0,5.117,0,286.501,0,0,0,0,9.235,0,0,5.117,0,0,502.683,0,0,0,0,92.432,1666.863,0,1.629,0,15.685,0,0,39.188,318.374,0,0.895,142.473,0,337.247,0,0,0.419,0,0,0,0,1024.436,0,0,477.801,0.208,0,30.403,2810.784,0,9.244,0,0,0,6.267,0,0,0,0,348.34,1062.957,4.947,258.761,24.629,0,3.24,564.758,359.984,0,0,3604.096,15.316,15.712,0.915,0.858,1497.77,36.939,0,0,4.773,391.512,0,1.43,102.589,0,5.516,0,0,306.379,0,0,1.875,0,30.364,114.51,0.459,1.901,0,8.796,0,0,4.349,0,0,3732.737,0,0,0,113.268,0,0,0,883.954,0,0,0,889.726,0,511.126,5.291,11.813,0,190.167,104.994,0,0,1.638,331.243,14809.321,0,0,0,0,0,253.774,0,0,0,58.574,461.695,60.162,6.649,80.625,36.654,0,299.713,0,0,0,5494.001,281.482,1.418,2.558,242.502,0,0,0,55.197,38.504,505.019,0,0,0,533.006,11.066,0,2641.993,3.331,7207.218,0,56.676,0,0.896,0,0,1.191,0,0,0,0,0,0,0,0,0,3.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,6.811,108.226,0,3.733,22.396,0,61.041,2217.551,24032.385,167.973,0,17.678,44.026,0,0,5136.228,0,0,45.39,269.548,0,2051.476,0.217,0,0,0,68.219,0,0,14.4,0.356,22.471,3276.093,51.775,0,6.848,4.977,200.323,3558.724,0,430.28,55.991,100.784,0,0,253.447,74.759,18.236,27.253,769.577,232.491,255.047,0,0,28.4,0,0,0.513,0,102.375,0,842.046,0,141.843,24.884,0,12941.287,25.61,187.411,0,0.143,0,18.598,23.273,0,0,0,502.241,82.12,334.812,12.354,79.364,0,91.407,2072.976,9347.526,145.131,12.093,3623.233,91.125,59.518,16.024,0,1753.33,0,0,1.244,295,14,0,0,66.664,153.196,0,54.097,0,69.38,0,622.48,79.537,99.771,84.561,6988.058,0.415,6.418,0,748.873,5.152,26.699,0,0,0,1696.422,42.304,0,238.836,106.961,1.61,74.429,0,443.465,0,0,5.472,0,0,0,55.163,15.911,0,446.933,5420.531,0,0,82.236,129.811,296.37,0,0,0,3.652,0,33.53,187.178,3.262,0,2358.057,439.218,6.221,162.118,115.846,691.2,0,8092.893,4.977,0,0,1687.211,3093.582,21.152,0,2400.022,12.404,0,25.225,88.341,262.536,8076.111,0,0,0,22.731,0.535,65.317,13197.588,1.244,16751.889,8.346,39.886,0,515.711,67.311,51.014,14.462,0,0,0,0,0,0,0,0,0,0,0,7.947,18.664,0,0,0,17.826,74.655,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,91.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,2.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.176,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236,4.977,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.649,0,0,11.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811,0,0,0,0,0,0,0,0,0,0,0,0,12.826,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",74,261.13,590.763,0,413,122,0,361.266,1746.959,14835.357,88950.577,1,312.516,47.756,15.022,13.508,83396.751,0,615,27.924,797.673,0.785,9944.944,59,0,9,2,2123.368,4,13,2502,13.631,30.216,10707.036,15.651,7,405.394,8,499.823,41371.995,0,3151.905,0.592,9,41,113,7019.589,3860.962,22.366,485.907,22812,11.275,26943.595,6,46,29.562,43,0,259,13,4917.684,5.365,18913,122806.9,10,3.275,186.156,0,40.762,9603,0,0,0,127.55,2,0,3,5.809,17564.499,36679,655,895,22825,373,16898.756,8564.817,151670,22.427,24,48723.223,1896.125,153.917,98.154,184,77508.68,449,26.325,0,560.22,3642.628,263,297,2381.65,2936.252,28.942,13.782,33,4416.38,5,6.051,1503.678,19,102.863,10194.873,116.551,226,0,543,1,302.467,6.908,0,29,87303.216,28,0,36.557,1052.727,26.728,0,1290,7956.106,0,0,632.542,16,0,9.266,134.45,2737.342,0,44045.241,17306.104,0,19,744.259,4299.802,25624,67.225,0,46,0.086,1.588,5328.96,22,279,21,9326.57,17047,12983.572,1148.538,6499.367,21915.079,21,69970.349,370,0,0,56967.443,61182.252,499,10,6915.575,9,117,27.509,7943.25,696,23460.589,0,0,98.383,24361.807,320.254,2562.264,164184.912,32.271,218610.142,8,50.116,193,210.648,170.668,1192,7,0,0,0,0,4,0,0,0,0,149,1,2,0,0,24,649,0,22,1,2,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.712,0,2.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,974.095,0,0,0,0,0,0.442,0,70.38,2.88,13.813,0,0,0,0,44.368,0,0,0,0,0,0,0,0,0,0,22.459,0,0,0,0,3,59.281,0,0,0,0,1.512,138.356,0,0,0,0,0,0,0,4.409,0,354.029,0,0,27.412,0,0,0,0,0,0,0,0,0,3.159,3.799,0,0,0,1319.118,0,0,0,0,0,0,0,0,0,0,16.043,5,0.105,0,0,0,3.588,298,22.577,0,0,0.67,0,0,1.862,0,8.499,0,0,0,0,0,0,0,0.583,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,7.393,0,0,0,0,0,43.437,0,0,0,0,0,0,0,32.014,0,0,0,3.049,0,0,0,0,0,5.362,1.337,0,0,0,80.804,29.224,0,0,0,0,0,0,0,0,0,73.007,0,0,5.791,0.358,0.07,0,35.572,0,0,0,0,6.221,0,0,12.224,0,0,0,4.494,3.199,6.865,0,0,0,0,29.534,0.05,22.319,0,509.78,0,0,0,0.088,0,7.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
