"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CXR","FLK","KIR","VUT","NFK","FSM","TON","WSM","TKM","GMB","CAF","SPM","DJI","PSE","GIB","COM","ATF","LSO","NIU","MNP","SOM","WLF","STP","SMR","SHN"
"THA",2.117,0,0,6.353,0,0,0,0,2950.556,6058.934,670.903,0,5.584,19.754,0,0,136.154,0,0.327,0.001,2.231,0,2710.74,0,0,0,0.032,3.018,514.022,0,1,176.91,0.813,7066.037,0,0,4.494,0,28.381,16398.403,0,3.844,0,0,0,0,2.333,43.694,0,0.019,996.768,0,1795.564,0,0,0,0,0,0.037,0,45.017,0,25652.197,19871.487,0.554,0,0,9630.42,4.164,13.163,0,0,0,1.226,0.119,0,0,0.002,85979.058,0,6.278,11203.894,1.006,0,10.946,7086.596,166.496,0,0,45598.608,0,13.091,2.556,412.132,5114.711,0.242,0.01,148.263,11.715,0,0,0,30.503,0,0,0,0,5519.583,11.54,0,0.239,0,0.726,595.343,0,0,0,1.673,0,0.11,0,0,0.83,44399.805,447.24,0,0.655,545.276,0,8.193,0,155.377,0,0,3414.444,0,0,1.962,27.052,1502.677,0,112.38,1.207,0,0,10.852,15.583,424.279,0,0,0,1.607,0,17.401,0,3.191,0,4879.442,14431.998,38.872,1540.411,0.009,1785.123,0.261,16320.715,0.163,0,0,7047.78,3531.565,0,0,0,0,0,1.729,156.199,3.111,91.217,0,0,0,10.267,0.255,224.467,33024.282,0.752,119030.653,0,5.654,0,227.638,0.17,0,0,0,0,0,0,0,0,0,0,10.867,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.451,0,0,0,0,0,0,0,0,4.429,0,0,0,0,0,0,0,0,0,0.584,0,0,0,0,0,0,0,3.131,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0,0,7.676,0,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.486,2.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,29.627,0,0,0,1.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",16.868,0,136.54,0,0,23.362,0,86.821,0.315,52.326,83.867,0,30.483,67,118.135,0,9.141,0,0,0,0,8.53,0,0,0,0,0,6.484,0,0.641,0,0,3.295,1.474,0,0,18.484,0,0.885,13.394,0,0,0.18,5.433,0,0,0,0.09,0,79.651,0,37.616,0,0,0,0,0,1.63,32.755,81.739,0,0,84.507,19.277,0,0.565,10.344,449.691,31.383,2.232,0,0,0,0,6.168,0,0,0,623.613,3.675,0,0.764,2171.018,665.322,17.917,0,8.79,7.137,0,14.937,267.8,188.529,16.384,0,248.178,516.931,15.839,0,207.76,0,3.082,266.808,0,0.09,0,12.159,7.311,34.838,27.1,0.817,20.968,0,1.533,0,0,0,0,2.666,1.499,316.968,3.358,0,0,207.117,0.661,0,0,4.744,0,0,396.021,9.511,0,0,55.997,0,0,0,0,4.716,0,1.694,0,0,0,437.823,0,3213.124,14.288,0,0,0,0,583.755,4.565,2.461,0,372.247,110.624,0,0,0,60.267,4.223,3.27,107.031,0,0,5.09,3.487,12.527,12.374,13.525,40.152,0,0,0,7.358,21.947,0,0,5.988,12.528,1.218,249.004,242.488,51.393,29.179,0,0,15,0,20.338,0,4.939,0,0,0,0,0,0,0,0,0,288.978,55.297,0,0,22.925,0,0,0,0,0,0,0,33.735,0,0,0,0
"TUN",0,0,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,15.961,0,0,1.965,0,1.122,0,0,0,0,0,0,0,0,0,67.889,1958.046,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.628,0,0,0,0,0,0,0,0.602,0,0,20.519,43.996,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.893,0,0,0,0,0,0,0,0,0,0,566.38,0,0,0,0,0,0,0,5.454,0.092,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,5.283,0,12.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",4.953,4.774,10.558,0,0,0,0,60.869,0.053,116.709,8.941,0,0,2.347,0.126,0,52.193,0,0,0,4.748,0,0,0,0,0,0,223.219,0,0,0,0,0,28.419,0,0,1.418,0,0.083,4.775,0,2.666,0,0,0,0,0,4.111,1.191,302.208,12.959,9.666,12.229,0,0,0,0,3.596,0,0,0.089,0,1.439,363.657,0,0,3.619,446.493,1.048,346.502,0,0,0,0,0.398,0,0,0,52.658,7.598,1.753,0,16.366,128.203,40.487,41.388,1007.226,0,0,3.51,208.63,44.609,0,0,0,0,4.246,0,8.158,0.242,0,1.682,0.168,0,0,2.3,0,0,0,0,1.155,0,0,0.533,0,16.856,0,104.475,0,0,0,0,0,125.582,0,0,1.445,0,0,0,0,1.809,0,0,38.722,0,0,0,8.16,0,0,61.771,13.336,0,0,4.2,938.593,209.777,0,0,0,0,0,28.474,0,0,0,10.647,12.48,0.912,0,4.04,63.512,0,617.235,2.83,0,0,79.392,82.779,34.453,0,5.504,0,0,0,36.883,46.501,0,0,0,0,7.584,8.441,179.956,509.091,23.029,162.094,0.114,0,26.786,0,0.18,54.177,0,0,0,0,0,0,0,0,0,0,42.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0.315,0,145.446,0,3.022,0,0,0,0.687,61.78,0,0.25,0,0,0,0,0,0,0,0,0,0,4.368,0,0,505.297,0,0,0.303,0,0,0,0,0,150.362,0,0,0,37.94,0,0,0,0.297,0,0,0,0,11.941,0,0,0,0,0,0,0,4.601,0,0,0,0,0,14885.948,31.685,0,0,0,0,0,0,0,0,0,0,0,234.563,0,0,121.208,0,0,306.742,7.766,0,0,0,17.577,0,0,0,16.939,0,0,0,0,2.556,0,0,85.394,0,0,0,0,44.003,0,0,0,0,0,10.09,1.584,1.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476,0,0,132.396,0,0,0,0,17.983,5285.293,0,0,0,0,0,0,0,0,0,18.414,0,7.295,70,0,104.684,0,12.1,0,0,0,0,0.304,0,22.522,0.931,0,0,0,78.014,0,2.373,0,0,0,0,0,0,0.602,0,14.358,0,0,19.707,0,0,0,0,0,0,0,0,0,0,0,0,0,10.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0.467,0,0,0,0,0,0,0,0,14.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.128,0,8.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.085,0,0,0,0,0,0,2.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.292,0,0,0,0,0,18.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0.228,0,0,0,0,0,0,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,0.002,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196,0,0,2.734,0,0,17.963,0,55.855,0,0,2.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0.225,0,0,0,0,0,6.216,0,0,0,0,0,0.99,0,1.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,34.952,0,0,0,5.261,0,0,0,0,0.72,0,0,0,3.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",18.63,42.761,488.69,0,93.805,15.017,1.581,27.243,2778.325,10103.322,5404.224,1.817,296.531,836.229,165.345,85.522,20193.131,4.441,0,4.034,110.957,29.866,1554.803,5.246,0,0,250.091,618.308,0,3.453,174.39,163.347,4.818,13868.145,37.076,0,264.35,0,912.35,15722.036,0,123.008,0.653,0,11.951,0,990.193,1078.416,13.638,716.863,4220.704,2.566,5453.044,4.323,279.633,84.469,6.698,3.453,34.357,0,482.376,2.921,4492.611,54783.024,20.247,2.19,14.551,70476.632,230,3968.655,0,1.444,0,619.944,0,0,0,0,15769.079,3446.426,896.13,532.855,603.457,263.42,24754.829,5744.734,41809.195,52.867,32.38,14492.662,280.464,357.916,323.759,0,20265.468,3906.453,0,0,514.273,320.163,15.104,1353.951,1862.83,504.531,24.345,11.55,36.769,1848.699,19.479,2.612,161.876,2.057,75.067,3040.923,0.083,9.371,3.614,185.836,0.419,1103.23,0,0,13.396,25540.168,54.666,8.43,17.155,2546.774,1.29,33.539,1816.92,5355.582,27.031,0,560.904,55.758,0,6.838,308.788,435.867,0,4610.306,6520.444,0,0,119.321,2462.396,6820.197,5.384,0,0,18.406,19.684,7029.29,32.162,13.508,245.112,6238.645,7189.358,680.119,469.166,481.723,7015.787,16.897,29600.287,373.716,0,0,9548.096,10902.896,509.504,4.303,4489.761,2.204,24.864,63.161,5841.168,232.208,8024.482,27.828,0,6.295,587.296,59.844,1965.552,0,175.944,136088.009,0,4.28,0,421.784,4.401,521.45,161.599,0,0,67.474,0,0,0,0,0,0,38.048,2.038,0,0,44.492,0,120.214,0,0,0,0,0,0,0,0,0,16.444
"TZA",0,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.13,0,0,0,0,0,139.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",186.282,48.49,2394.266,0,0,14.6,26.486,42.16,22096.598,55680.015,15375.046,945.419,1013.99,493.289,26.24,464.189,18033.591,230.418,0.004,182.902,94.453,9.704,18353.633,126.389,0,43.434,0,748.371,0,9.486,54.549,38.242,69.843,140596.645,286.727,380.041,56.212,5.781,7504.106,116644.728,0,6067.539,34.084,2.7,242.601,0,16704.382,677.844,0,246.949,2625.204,53.469,3641.111,19.378,994.56,2230.119,831.584,6.3,3.652,59.618,517.131,83.993,8538.952,72563.509,308.517,111.776,45.887,154793.741,1066.297,1938.357,154.103,198.464,0,1216.585,12,51.49,129.146,582.909,115522.398,1007.085,434.275,461.898,0,1890.09,36176.007,248732.285,23375.148,312.693,747.684,482781.275,742.749,1148.045,146.35,0,130333.121,805.047,8.567,16.361,573.757,144.234,23.919,4.61,219.452,641.536,76.108,96.862,27.405,15678.457,9.601,6.112,278.418,4.4,211.991,190735.17,14.187,16.76,6.584,509.091,86.279,112.853,8.39,21.305,78.073,41364.326,325.101,159.81,82.752,8335.24,157.714,23.979,619.442,4728.95,0,5.791,655.421,636.889,18.082,162.344,4239.934,3593.226,0,3239.257,1398.094,0,0,304.944,924.029,2822.928,0.584,25.534,2.995,90.228,34.298,2163.175,34.418,141.676,34.016,23141.376,88368.833,377.347,433.892,678.179,8386.982,4.622,15509.172,0,38.458,0,10202.081,6245.605,0,0,89257.593,16.098,0,1169.964,7955.518,99.645,9323.487,190.49,0,53.849,1854.316,342.108,2096.696,105682.339,77.446,0,7.869,911.993,140.297,16047.089,95.8,390.327,53.666,0,0,0,0,0,0,6.716,0,0,4.033,14,11.392,0,0,0,3,0,0,0,22.932,0,4.741,0,0,10.016,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,62.634,0,0,0,0,0,0,0,0,0,0,0,0,0,5.826,0,0,0,0,0,0,0,0,0,0,0.616,0,0,0,0,2.132,0,0,2.141,0,0,0,0,0.061,0,0,0,0,0,0,0,0.646,0.296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.977,0,157.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0,0,0,0,0,5.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,31.494,0.293,0,0,0,0,0,0.389,0,0,0,0.535,0,0,5.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,97.61,0,0,0,0,13.766,0,0,0,0,0,0.254,0,0,27.18,19.77,0,0,0,0,0,0,131.6,0,0,0,16.64,0,0,0,0,0,0,0,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.012,0,0,0,0,0,0,0,0,0,0,189.661,0,0,0,0,0,0,0,0,0,0,10.195,0,0,7.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,13.29,0,486.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",0,0,0,0,0,0,0,0,0,2.074,0.753,0,0,0,0,0,0,0,0,0,70.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939,0,0.835,0,0,0,0,0,0,0,0,1.355,0,0,0,0,0,0.624,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.295,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0.087,0,0,0,51.042,0,0,132.104,0,0,0,38.712,2.124,0,0,0,0,0,1.016,0,0,0,0,0,0,0,29.72,0,1.263,0,2.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,24.065,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
