"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SPM","VCT","STP","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","WSM","YEM","ZMB","HTI","ASM","SLB","CXR","CCK","COK","ETH","FLK","KIR","VUT","NFK","PLW","SOM","TJK","TON","ARM","RWA","SMR","SLE","BFA","IOT","BTN","MMR","LSO","COM","PSE","TUV","WLF","NIU","FSM"
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,34.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,13.811,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.686,0,0,0.035,0,0,0,0.818,0,0,1.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524,0,0,0,0,0,7.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.413,0,0,0,0,1.74,0,0,10.586,0,0,0.272,59.813,0,40.198,0,0,0,0,0,0,0,0,0,0,0,0.061,74.772,4.14,18.04,0,0,0,0,52.762,0,0,0,0,0,0,0,5.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,5.763,0,5.362,0,0,0,0,0,0,0,0,0,1.994,0,0,0,0,15.354,0,0,0,0,0,0,0,0,0,1.256,0,0,0,0,9.618,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0,0,0,0,0,0,0,0,1.563,0,0,0,0,0.26,0,0,186.686,0,0,0,1.182,0,9.004,0,0,0,0,0,0,0,0,0,0,0,2.965,0,0,0,0,0.264,32.043,0,11.663,1.729,0,0,0,0,0,0,0,0,0,0,0,319.707,0,0,0,0,0,32.943,0,0,3.501,0,0,0,0,0,0,0,0.142,11.179,0,0,0,0,29.966,5,22.854,0,0,4.103,0,0,0,0,1.124,0,0,0,4.582,0,0,22.375,0,0,0,0,0,0,0,0,0,0,0.414,0,0,0,212.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.474,0,10.824,0,58.672,0.701,0,3.994,0,0,0,156.171,4.181,0,0,0,0,0,0,0,0.001,0,0,3.634,0,44.768,0,0.262,0,17.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,1.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.313,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0.477,6.896,0,0,0,0,278.892,374.258,7.133,0,17.501,292.94,0,393.266,0,0.011,13.817,0,0,0,0,0.791,0,0,2.1,0.81,2.888,36.28,0,0,0,113.198,0,148.107,116.495,85.335,0,171.784,0,0.599,0,0,0,441.45,0,22.385,0,0,0,0,0,0,0.019,0,54.136,323.888,0,0,1.391,0,0,1630.007,25.076,0,0.5,0,0,0,0,0,0,0,1918.309,34.653,0,37.226,12.672,0,23.481,675.149,389.755,0,295.427,381.454,0,54.793,8.183,37.239,53.415,918.091,0,0,2.349,0,0,0,0,0,0.124,0,0.84,37.537,55.783,0,0,0,11.343,155.145,0,0,0,0.403,77.87,4.93,48.909,0,0,6.879,7690.672,0,0,0.461,150.985,0,0,34.437,5.33,0,5.03,0,0,0,9.936,785.289,59.587,3.891,0,0,3.08,14.708,194.328,0,0,0,0,0,0,0,11.083,0,0.345,1.382,0,7206.623,3.517,106.628,0.168,187.744,1.758,110.047,1.276,543.677,0,297.453,538.813,0,132.044,0,0,14.421,319.17,6.738,94.909,0,0,1.73,1.563,0,51.343,557.863,29.701,3808.036,0.398,0,28.841,0,13.516,3.865,0,0,0,0,0,0,20.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.376,11.404,0,0,0,0,0,0,0
"SGP",0,0,0.804,0,0,0,0,22.832,3666.884,923.986,0,0,95.201,0,616.348,0,2.162,9.92,19.273,333.025,0,0,120.993,16.107,0,0.3,1.858,1.135,954.013,0,0,0,124.268,0,21.776,11398.534,1.269,0.721,0,0,46.408,21.796,0,18.371,620.454,0,266.619,0,0,3.838,0,0,0,26.017,0.065,105.518,2871.438,0,0,0,0,0,20295,0,0,0,0,0,0,0,1.448,0,0,55813.055,3451,0.351,543.436,0,0,1458.359,1633,324.017,3.236,0,8855.081,1.924,3.535,3.617,0,118854.853,0.162,0,0,1.585,0.009,0,0,1.359,0.522,4.568,0,0,4699.953,120.073,0,2.548,0,51.975,5081.753,0.66,0,0,0,17.071,0,0,0,0,0,1618.112,0,0,53.234,2760.44,0,0,23.233,430.239,0,326.026,0,0,0,11.865,458.01,2334.694,15.562,0,0,0,32.015,41.379,0,0,0,0,0,0,0,124.967,0,11.693,10.328,12370.91,0,576.386,2359.278,7.272,482.456,211.466,135.332,0,0,0,919.504,1612.188,0,42359.289,0,0,0,0,0,1402.184,0,0,0,1.225,0,0,2293.968,0.385,65509.004,12.36,0,34.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166,0,0,2.733,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0.169,21.037,1066.577,0,0,11.775,0,74.794,0,0,2.811,0,0.104,0,0,0,0.712,0,0.742,0,0,0.495,0,0,0,0,0,4.848,113.93,15.56,0,0,0,0,7.707,0,0,4012.47,0,0.211,0,0,0,0,0,0,1.339,0,2.686,78.206,0,0,0,0,0,1910,0,0,0.848,0,0,0,0,0,0,0,7.443,281.54,0.302,4.905,0,0,0.689,72.148,338.87,0,0,215.223,0,0,0,0,10.626,0,0,0,0,4.48,0,0,44.676,0,0,0,0,42.58,0,0,0,0,0,26.161,0,8.471,0,0,0,0,0,0,0,0,2.513,0,0,0,0.623,0,0,0,7.483,0,0,0,0,0,0,4.492,1047.333,0,0,0,0,110.82,1.14,0,0,0,0,0,0,0,0,0,1.213,0,4.095,412.309,0,1.175,41.504,0.228,0,26.166,0,0,0,324.676,52.685,0,183.775,0,0,0,0,0,49.853,0,0,0,1151.531,2.648,32.408,116.495,0,232.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0.66,0,0,0,30.46,172.462,0,0,0,0,0,1.073,0,0,2.981,0,0,0,0,0,0,0,0,37.704,0,118.768,0,0,0,0,0,30.675,24.763,0,0,0,0,0,0,0,0,7.614,0,0,0,0,0,0,0,0,0,0,0,6.278,5.057,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,33.557,9,0.7,0,0,0,0,0,0,0,0,3193.503,0,0,0,0,336.799,0,0,0,0,0.496,0,0,0,0,0,0,0,1.403,0,0,0,0,1.358,29.046,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,4.755,0,0,0,0,0,0,0,0,0,0,0,14.276,0,0,0,0,3.597,2.248,0,0,0,0,0,0,0,0,0,4.338,0,0,0,0.562,0,0,0.894,0,7.864,0,0,0,0,7.37,0,1416.486,0,0,0,23.013,0,10.296,0,0,0,0,0,0,1399.952,0.246,395.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,9.775,0,0,0,0,0.353,0,7.664,172.843,0,0.054,0,0,26.115,0,0,554.135,0,0,0,0,0,0.927,0,0,0,0,27.683,0,0,0,0.044,0,0,329.6,4.765,0,0,0,0,771.377,0,0.286,98.782,0,2.756,0,0,0,0,0,0,8.103,0,245.181,179.591,0,0,0,0,0,500.879,0,0,3.57,0,0,0,0,0,0,0,0.935,180.992,0,0,0.386,0.242,0,12.619,840.181,0,0,25.464,0,0,0,0,0.91,0,0,0,47.854,22.462,0,0,0,0,0,0,0,0.026,0,0,0,0,0,1.485,0,0,56.371,0,453.699,0,0,0,0,0,1.256,4.686,0,0,0.293,0,0,0,6.595,0,4.612,0,0,0,0,0,4.213,2.686,0,0,0,51.564,1.695,0,0,0,0,0,0,0,0,0,401.382,0,89.209,2.952,55.862,1.286,0,26.158,0,507.183,0,0,0,298.788,13.236,0,554.92,0,0,0,1.654,0.012,138.949,0,0,0,10.922,52.822,0.128,294.912,0,104.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",99.238,0,0.147,0,1401.677,0.293,0,9.282,701.711,27.456,0,0,0,0,5.982,0,0,0,785.897,251.916,0,0,0,25.867,0.535,0,0,7.945,88.521,0,0,0,0.218,493.729,72.288,40.023,6.837,5.95,30.252,180.543,0.102,1.748,0,15.778,17.424,1.331,5.331,0,0,14.663,0.687,0.114,0,0,3.722,7.973,164.826,0,0,10.732,0,2.132,702.949,261.394,0,138.567,0,0,0,0,5.42,0,0,17.02,65.228,0,1.174,0,518.027,127.298,32.02,16.585,26.154,0,236.87,0.167,1.969,348.833,0,41.27,203.585,0,0,0,0.787,3.759,0,0,0,0,9.424,89.028,5.409,4.915,59.496,0.161,0,157.234,38.324,0,0,0,0,2.525,204.958,0,1838.132,0,0,245.603,0,0,0,9.363,0,13.464,1829.925,0.362,0,136.24,0,0,2.608,45.712,0.134,81.349,55.389,0,0,1.209,61.655,30.083,0,0,0,0,0,0,2.312,856.366,5.16,0,34.369,47.513,204.164,1.27,0,1.461,0,271.502,77.405,10493.308,0,344.777,174.328,35.229,0,27.566,5.407,0,0,31.059,3.8,39.545,0,0,45.718,8.228,0,2.7,1144.985,562.079,1238.86,7.303,0,0,0,0,663.548,0,0,0,0,0,0,45.142,0,0,0,0,0,0,0,0,0,262.238,0,9.528,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0.122,230.309,730.673,23171.249,0,0,483.027,1502.984,184.131,0.299,0,0,0,3750.338,0,51.256,5.746,0,248.681,0,0,0,321.611,0,18.5,0,0.136,2012.674,5.062,0,0,29.313,0,236.76,410.528,497.028,0,0,0,132.11,83.995,459.404,225.473,181.572,0,120.798,0,355.79,935.613,0,21.677,0,5.612,0,589.459,16364.367,6.246,0,12.929,5.435,0,8536.71,12.488,149.679,1084.548,0,0,0,9.434,0,4.415,14.774,275.838,95.129,26.641,38.021,33.051,0.306,892.319,231.192,2144.162,39.123,8.563,5230.979,0.768,19.778,7.009,0,510.13,26.939,0,0,29.346,0.837,0,14.419,75.923,0.854,1.755,2.205,0,134.285,0,0,156.635,104.183,1.883,1472.379,0,0.73,21.752,0,3015.437,2.563,0.206,0,0,0,2147.121,0,0,39.081,14.634,10.195,0,59.033,131.348,0,2.936,17.709,0,26.233,32.175,20.715,291.534,38371.77,0,0,28.731,222.621,1772.769,0,0,0,0,0,0,0,13.357,39.819,122.872,0,245.695,438.656,60.864,57.119,12.078,308.449,0,0,0,0,0,1012.974,257.023,4.167,402.77,0,0,0,252.038,92.219,436.372,0,0,7.448,16.971,27.879,651.051,6354.303,0,14116.001,158.689,0,147.868,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,2.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.237,0,0,0,0,0,0,0,0,0,0,0,418.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.676,0,0,0,0,3.675,0,0,0,0,0,0,0,0,90.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,1.358,0.086,34.086,0,0,109.185,3740.193,1155.092,17.383,53.913,7.973,0.572,2428.415,0,3.799,105.391,0,640.831,0,0,4.474,158.941,0,22.418,0.272,0.159,370.468,0,0,0,29.876,0,1805.291,2562.991,12.979,0,116.382,0,1.534,291.975,21.049,12.958,243.152,0,4946.138,0,13.988,16.225,0,1.358,0,341.073,0,5405.822,2061.913,0.846,0,6.926,0,0,5237.474,9.506,0,117.524,3.508,0,0,130.645,0,0,0,754.912,610.059,86.682,3.802,224.209,1.765,775.304,173.012,3293.763,4.907,3.973,483.184,35.261,7.35,5.568,0,1574.529,23.086,0,0,6.936,122.254,0,5.025,827.958,6.717,0,0,54.728,713.16,4.757,187.95,6.201,0,0.65,337.662,1.084,135.416,107.362,0,51.197,1.374,0.407,2.617,0,0,3293.17,86.234,0,4.753,86.885,0,1.222,4.21,9333.987,0,101.173,5.296,0,65.916,35.869,29.197,532.208,287.765,0,0,5.232,452.056,6081.174,0,0,0,0,0,0,0,380.11,0,35.037,0,976.103,1273.552,58.449,380.598,789.81,1437.227,5.05,2327.916,46.716,0,0,0,814.107,14.531,2158.016,0,0,1.502,269.839,11.665,556.948,0,0,6.383,1930.558,428.056,324.024,6325.429,0,13911.419,221.727,0,107.012,0,3.531,35.988,0,0,0,0,0,0,1.726,0,0,0,0,0,0,2.852,0,358.653,0,0,15.481,0,0,0,0,0,0,0,0,0,0,0
"CHE",5.618,1.651,1328.952,2.243,0,0,5.923,43.407,631.732,8925.779,0,2.117,7.984,0,4691.913,0,172.517,11.624,0,2027.123,0.275,0,2.152,188.142,0,1.349,0,0.492,910.297,0,0,0,90.865,0.21,208.451,5865.124,16.225,0,0,22.575,0.764,167.851,14.916,18.707,1154.311,0.424,3320.631,0,2.046,47.344,0,0,0,69.44,0,825.18,19802.777,57.909,0,0,0.353,0,58429.868,6.653,0,311.093,0.713,0,0,0,3.618,0,0,4679.922,642.896,44.943,9.13,1276.793,0,197.022,798.949,9713.485,0.364,0,16809.178,4.414,6.949,9.036,0,10143.485,138.59,0,0,1003.009,33.83,0,13.323,85.357,25.56,67.974,0.272,0,2067.184,0,5.369,1.176,0,3.155,971.841,0,0,0,0,225.712,0,94.101,0,227.938,6.797,3206.52,0,0,6.841,385.749,3.905,0,0,1128.32,0,10.862,0,0,497.812,42.319,157.337,1231.669,265.285,0,0,16.529,383.799,3148.863,0,0,0,0,0,0,0,98.46,22.674,32.493,0,11661.645,8014.748,325.092,23.758,104.236,1394.575,0,2505.562,5.703,0,0,2872.768,0,5.874,618.208,0,0,1.315,4415.759,278.755,1419.624,0,0,0,93.268,53.499,151.48,11729.117,0,27741.622,59.005,0,41.759,0,0,5.737,0,0,0,0,0,0,39.54,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.541,0,0,0,0.031,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641,0,0,0,0.543,0,0,0.879,0,0,0,0.877,0,0.469,0,0,0,0,0,0,11.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0.635,0,0,11.756,0,0,0,1986.171,2868.781,4428.392,0,48.421,21.42,1.045,203.142,0,0,0.183,0,1786.596,0,0,2.417,8.687,0,41.3,157.141,0,2229.492,0,0,0,0.401,0,31.457,12083.222,4.748,0,0,0,12.78,30.129,0,3.358,620.922,0,2139.741,0,0,0.039,0,0,0,117.335,0.417,21768.944,13797.386,17.852,0,0,1.681,0,18526.513,10.552,0,1.283,0,0,0,0,0,0,0,3379.104,4.88,10.538,4595.502,2.563,0,2.828,59.309,901.804,0.177,0,68198.487,1.295,20.107,0,2404.523,13592.351,9.967,0,499.983,7.126,0,0,0,12.397,0,0,0.526,0,4711.353,5.11,0,0,0,15.604,597.823,0,0.08,0.267,0,6.476,0,0.327,0,0,1.683,8433.327,0,0,1.483,5794.771,0.027,0,0,115.881,0,2940.273,0.17,0.22,4.274,20.567,1904.041,1601.954,9.428,0,0,120.001,94.82,482.089,0,0,0,0,0,0,0,44.505,0,20.398,0,2927.254,10657.657,52.644,1590.435,26.464,2268.123,0,12520.713,0,0,0,1074.553,5282.646,0.373,0,0,0,4.696,74.146,0,108.71,0,0,0,0.514,4.801,306.544,15158.185,4.82,37529.966,15.755,0,472.243,0,0,1.082,0,0,7.848,0,0,13.673,0.087,0,0,0,0,0,0,0,0,5.097,0,0,0,0,0,0,201.763,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.707,0,0,0,0,0,0,3.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.2,0,0,0,0.796,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,3.271,0,1.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488,0,0,4.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,186.691,0,0,3.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,103.47,0,0,0,3.188,0,1.023,1.301,0,0,0.124,0,203.668,0,0,0.512,0,5.714,0,0,0.211,9.153,0.144,0,0,3.374,0,0,0,0,47.023,0,0,69,0,0.51,0,0,0,0.132,0,38.433,0,0,0,0,0,0,0,0,0,0,0,110.883,10.044,0,0,0.829,19.577,0,399,23.181,0,0.555,0,0,0,0,0,0,0,718.054,0,0,3.557,0,0,33.871,0,13.315,28.161,0,18.255,0,12.261,8.272,0,126.455,0.048,0,0,0,0,0,0,0,0,0,0,27.73,3.693,16.991,0,0.822,0,1.924,0.068,0,1.5,0,0,36.638,3.539,458.814,4.532,0,0,194.726,0,0,0,0,0,0.192,0,1.921,0,11.141,0,0,0,0,0,52.884,1.125,0,0,14.671,0.024,2531.066,0,0,0,0,0,0,0,139.653,1.515,0,4.328,3251.974,0,0,0,0,94.991,0.051,18.489,104.209,0,0,10.325,20.464,0.108,38.951,0,0,0,0,0,0,0,0,1.039,0.98,0.27,0.289,782.836,67.494,11.029,0,0,0,0,27.67,2.674,0,0,0,0,0,0,28.074,0,0,0,0,0,0,0,0,1.235,0.974,0,0,0,0,0,0,0,0,0,0,0,0,0
