"AFG","ALB","DZA","AND","ATG","ARG","AUS","AUT","BHS","BGD","ARM","BRB","BEL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","CAF","LKA","CHL","CHN","CXR","COL","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ERI","EST","FJI","FIN","FRA","PYF","ATF","GAB","GEO","DEU","GHA","KIR","GRC","GRL","GTM","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LBN","LVA","LTU","LUX","MAC","MDG","MYS","MLI","MLT","MUS","MEX","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","LCA","SAU","SEN","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","SCG","ZMB","IRQ","KNA","BOL","HTI","CCK","MDV","NFK","PNG","LBY","YEM","BDI","GIN","RWA","AGO","BMU","GUY","AZE","COG","LAO","MDA","SDN","BHR","TCA","ETH","TKM","TCD","COM","MYT","GNQ","GMB","MWI","MRT","GNB","SPM","SYC","WLF","GIB","LSO","LBR","MNG","ANT","TLS","VCT","STP","TKL","CPV","VUT","DJI","SOM","COK","WSM","KGZ","SHN","TUV","GRD","NRU","ABW","SUR","TJK"
"FIN",0,0,0,0,0,0.232,6.504,0.899,0,0,0,0,1.784,0,0,16.077,0,0,0,0,0.483,0,0,0,5.518,27.745,0,3.404,2.658,1.486,81.522,0,2.871,0,0,0,0,11.795,0.314,0,322.477,0,0.84,0.192,1.915,0,501.613,0,0,708.525,0,0,0,0.002,19.841,0.851,0,111.293,0,0,2.203,18.219,17.039,10.452,1.267,0,2.649,18.147,1.073,0.677,0,8.188,0.009,0,1.213,0,89.622,0,0,1.348,0.681,0,0,1.355,10.037,0,10.197,0.26,19.144,0,0,19.287,0,0,0,33.015,0,0,0.84,0,0,84.314,0,72.874,0,5.999,0.648,9.689,118.306,4.461,0,17,497.534,0,0,1.457,4.236,38.647,0,0.231,11.376,1.088,4.581,1.487,2.099,0,464.993,38.785,0,32.399,0,0,62.825,0.321,8.147,37.209,2.478,0,0,81.033,3.546,979.82,0,1.516,26.285,0,0.087,126.803,0,0,0.84,1.468,0,0,0,0,0,1239.848,0,11.586,0,0,0,0,0.041,0,0,0,0,0,0,4.2,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",0,0,427.963,0.448,0,3.776,838.204,1256.989,0,0,13.62,0,731.136,0,11.329,658.325,1.119,0,0,0,4.862,0,48.7,143.841,40.039,855.327,0,0,0,10.544,1416.239,0,75.333,0.944,9.281,2.813,1.867,35.625,279.966,78.847,209.416,0,105.345,16.518,0.429,21.714,0.944,0,8607.184,0,639.185,0,97.45,0,19433.409,169.177,0,35.336,0,0.185,7.452,322.08,136.213,49.403,1.287,0,347.713,2243.76,5202.342,72.078,0,1179.148,5,32.099,833.236,0,387.009,0,3.877,2.832,1.85,9.088,0,16.994,14.161,492.96,3.38,2.466,315.421,0,1158.446,0,0,0,101.017,3599.466,548.416,31.404,7.443,489.858,22.555,25.49,0,19.826,0.499,0.502,4.286,12.847,72.674,1229.508,0,1.888,63.254,0,142.557,216.415,0,1330.229,127.813,25.49,0,41.643,7707.471,1.559,2243.975,0,1644.931,1209.023,57.589,160.494,26.97,0,57.589,145.337,23.935,37.153,0.83,35.742,184.932,3393.837,100.377,12704.279,145.354,0.714,0,45.067,9.68,41.915,122.731,0,6.521,84.024,0,0,0,0,2403.64,0,0,0.944,4.647,8.497,0,0,0,173.712,0,2.396,52.869,0,0,401.16,337.982,541.905,94.408,8.452,313.436,24.577,16.994,92.616,1.888,6.609,2.882,1.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.666,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",6,0,37.785,0,0,93.557,560.091,25971.325,1.148,4,0.227,5,9810.178,19,0,2336.145,0,0,0,0,222.758,0,129.79,8.013,6.854,3761.448,0,3,11.134,72.917,20683,0,43.274,12,8.607,192.619,297.976,25.159,11806.594,0.997,3795.486,0,2.936,7.887,11.683,84,2379.62,0,2961.132,36487.648,2.453,0,8.391,0.05,0,12.801,0,797.91,3,4.549,3.108,4591.509,16560.009,35.486,493,117.33,546.191,1731.061,42317.833,4.792,2.118,13567.862,8.545,142,444.048,2,441.462,2,16.371,36.366,98.095,1574.505,1,4.94,69171.572,166.635,31.73,0.967,1005.627,0,258.24,0,140,390.87,0,20111.996,8,67.303,0,14.765,275.238,3113.824,9,20,2.081,1.91,9.92,49715.957,2109.591,11503.641,17,500.632,2857.062,1,136.502,50.316,14,2021.48,2877.628,1578.623,26.674,2164.34,5055.464,5.877,20810.928,0,8923.754,16092.375,13,2524.39,9.989,1.22,194,217.92,1331.52,23.961,277.324,7.821,75.51,28411.593,52.619,38495.545,44,3.774,0,55.823,80.917,76.503,140,0,4.05,1,0,14.033,0,0,407,1,0,45,2.484,0,0,1.346,2.962,2,0,14.869,183,0,0,4.992,0,17,0,0,0,18.075,22,160,4,0,1,0,1,8,14,12,17,1,1.808,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,13.181,0,0,0,0.002,0.382,4.981,0,0,0,0,0,0,0,0,0,0,0,0,7.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.086,0.401,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,3.811,0,0,0,0,0,0,0,0,0,0,0,0,0,194.559,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,4.423,0,0.759,0,1.298,0,0,0,0,8.088,0,0.944,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,72,0,0,463.526,0,0,0,0,0,0,0.359,0.003,0,8.705,0,0,0,0,0,0,0,0,0,9.871,0,0.01,1.579,0,0.311,0,0,0,0,0,0,45.825,0,0,0,0,0,0,0,0,0,0,448.317,0,0,0,0,0,0,0,0,0,1.211,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0,0,0,0,31.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,0,0,0,22.841,2044.971,62.611,0,0.652,0,0,45.786,0,0,817.842,0,0,0,0,136.004,0,1.702,0,0,267.449,0,0,29.947,27.834,32909.588,0,29.448,0,0.002,0.59,0,2.394,97.821,0,463.097,0,5.593,2.011,0,0,28.56,0,167.05,451.356,0,0,0,0,4033,1.445,0,24.508,0,0,0,0,273.959,0.006,117.954,5.687,89.413,599.095,886.551,0,0,41109.639,0,1.244,6.537,0,10029.271,0,10.205,22.857,4.829,0,319.617,0,33162.811,0,3.128,20.696,611.085,0,0.892,0,0,0,0,404.462,0,180.619,0,0,0,132.264,0,123.211,0,0,2.455,2085.077,138.195,68.434,0,84.065,4.734,0,21.519,0,0,625.122,6722.875,51.63,96.647,20.779,649.574,0,1108.903,0,395.72,251.96,1,3883.534,0,0,321.861,0,306.745,0.455,4.912,0.533,22.972,4770.358,0,6089.272,0,15.286,1.737,2.203,24.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.324,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,0,0,0,0,0.003,0.842,1456.41,0,0,0,0,33,0,0,11.07,0,0,0,0,0,0,0,0,0,17.161,0,0,0.209,0.09,53.471,0,0.596,0,0,1.061,0,1,100.062,0,3.321,0,0,0,0,0,0,0,3.873,40.585,0,0,0,0,13257,0,0,2.632,0,0,0,0,0,0,0,0,12.505,52.85,53.567,0,0,4.557,0.1,0,50,0,72.595,0,0,0,0.07,0,0,0,1,0,0,0,19.753,0,0,0,0,0,0,13,0,1.257,0,0,0,1.195,0,39,0,0,0.06,10.534,18.26,0,0,9.971,5.332,0,0,0,0,0.536,5530.233,1.63,0,36.661,0.082,0,63.993,0,7,17.329,0,8.795,0,0,0,0,13.283,0,0.32,0.155,0,126.458,0,1594.806,0,0,0,0,4.847,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,1.151,0.174,0,0,0,0,0,0,0,0,0.551,0,0,0,0,0,0,0,0,0,0.561,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,18.039,0,0,0,0,0,0,0,2.435,0,0,0,0,0,4.665,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,2.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397,0,4.762,0,0.617,0,0,0,3.097,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,7.949,0,3.071,0,1.546,0,0,0,0,0,0,0,0,0,0,0,0,2.674,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,1.331,11.184,3.134,0,0,0,0,52.879,0,0,50.84,0,0,0,0,0.256,0,0,0,0,107.677,0,0,14.02,0,467.244,0,1.115,0,0,0,0,0,0.033,0,15.206,0,0,0,0,0,0.466,0,62.891,21.704,0,0,0,0,106,0,0,0,0,0,0,561.546,48,1.277,0,0,0,0,11.979,0.174,0,7307.203,0,0,1.895,0,270.695,0,0,0,0,0,0,0,51.163,0,0,0,263.315,0,0,0,0,0,0,0.944,0,0,0,0,0,7.701,0,0,0,0,0.109,8.056,0,0,0,0,4.779,0,0,0,0,0.664,3257.222,0.174,4.401,0,0.58,0,0.398,0,4.225,0,0,20.551,0,0,0,0.425,0,0,3.47,0,0,9.34,0,1999.195,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.116,0,0,0.605,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0,1.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,6.154,8.936,0,0,0,0,102.565,0,0,2.235,0,0,0,0,0,0,0,0,0,4.663,0,0,0,0,0.522,0,0,0,0,0.156,0,0,19.508,0,3.27,0,0,0,0,0,0.1,0,0.759,116.071,0,0,0,0,651.282,0,0,0,0,0,0,0,101,0,0,0,0,8.294,211.726,0,0,18.581,0,0,0,0,10.029,0,0,0,0,0,0,0,6.44,0,0,0,17.849,0,45.491,0,0,0,0,29.231,0,0.002,0,0,0,122.823,0,0,0,0,0,2.977,0,15.113,0,0,0.006,0,0,0,0,81.886,23.548,0.173,0,3.173,0.018,0,44.612,0,22.978,27.348,0,0,0,0,0,0,0.613,0,0.31,0,0,154.813,0,844.721,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,1.722,34.646,7.936,0,0,0,0,6.524,0,0,114.94,0,0,0,0,0,0,0,0,0,192.276,0,0,0,34.197,6.565,0,0.064,0,0.084,2.126,0,0.975,2.331,0,0,0,0,0,0,0,0,0,4.065,62.71,0,0,0,0,344,0,0,0,0,0,0,1.171,4,0,0,0,8.35,0,318.858,0,0,43.357,0,0,13.331,0,12.956,0,0,0,0,0,0,0,0,0,0,0,9.928,0,0,0,0,0,0,0.944,0,3.804,0,0,0,6.568,0,0,0,0,1.004,2,0,0,0,2,1.387,0,0,0,0,10.53,61.124,0,0,9.04,0.238,0,98.033,0,9.48,12.528,0,2.397,0,0,0,0,2.111,12.682,0.52,0,0,29.352,0.793,2375.366,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,16.525,17.819,0,5.917,16.662,98.246,177.736,0,1.1,0,0,192.657,10.774,0,113.682,0,0,0,0,16.634,0,6.2,0,0.642,178.775,0,0,69.696,701.735,772.722,0,17.425,0,12.65,341.442,127.495,12.906,221.58,0,139.796,0,2.757,14.34,4.403,0,1.048,0,39.205,8394.953,4.511,0,0,0.475,11185.4,10.583,0,1918.599,0,5.035,1.23,58.471,174.709,0.174,21.553,10.75,255.988,320.687,0,4.255,2.264,114.588,9.3,2.08,508.845,0,85.232,0,14.234,3.66,0,1.574,0,9.361,33.644,0,17.62,4.641,143.288,0,41.202,17.18,19.524,52.378,0,1643.754,1.409,120.031,1.588,0,36.358,26.173,0,0,0,0.198,13.756,13.508,142.162,277.091,12.458,3.449,9.289,0,116.106,0.192,0,35.706,93.192,29.756,3.198,41.49,221.819,0.429,3985.799,0,437.281,474.223,2.851,28.143,0,8.8,27.182,21.76,612.809,107.556,17.86,1.017,588.934,685.958,5.987,1166.492,35.549,10.144,1.656,24.016,35.339,0,0,0,1.107,0,0,0,0,16.403,3.401,39.475,0.767,64.945,0,1.644,0,0,0,57.111,0,1.089,0,1.165,0,10.557,0,0,0,1.058,0,0,0,0,3.827,0,0.147,0,0,0,0,0,0,0,1.535,0,0,2.959,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",11.852,0,14.198,0,0,261.12,5121.369,3652.143,0,1623.01,0,0,51128.8,0,0,8791.718,0,0,0,0,258.15,0,87,38.383,2.991,14645.525,0,0,41.977,34.994,370084.809,0,67.548,0,2.144,136.78,1.507,9.104,1196.924,0,1747.912,0,0,0.844,1.08,0,25792.73,0.055,24868.389,28357.135,1.741,0,0,0,167069.152,0,0,12.773,0,0.043,4.844,226295.494,10058.41,18.276,22990.672,189.983,444.617,12127.868,10187.193,1.753,1.196,0,32.4,5.131,28.725,10.468,291775.471,97.767,2.064,0,38.749,375.067,2832.67,0,76393.387,139.61,26.466,0.642,10522.998,0,168.667,4.858,0,95.596,0,8757.285,6.616,838.319,0,0,2.5,598.7,0,10.396,0,0.005,23.901,87389.998,83.963,540.63,1.727,422.195,747.452,0,11.916,0.708,0,6128.474,142682.204,478.649,1608.913,159.1,419.504,0,4932.377,0,2319.795,6476.876,30.71,90878.129,0,0.012,11.548,58.644,247.58,0,89.52,3.077,15.921,24445.689,3.759,286638.374,5.167,1.01,0,6.504,89.485,2.354,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,51.726,0,0,0,0.063,0,1.553,0,0,0,0,0,0,0,0,2.893,5.166,0,0,18.591,0,0,0,395.233,0,0,0,0,0,0,0,4.207,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.329,0,0,0,0,0,0,0,0,1.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
